SEBI REPORT For Trade date 16-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,395706.98,
2,Fresh Exposure taken during the day,7536.80,
3,Exposure liquidated during the day,8660.79,
4,Net scripwise outstanding at the end of the day,394582.99,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
Azad Engineering Limited,INE02IJ01035,20447,354.10
Borosil Scientific Limited,INE02L001032,282,0.35
Fino Payments Bank Limited,INE02NC01014,19417,50.20
Borosil Limited,INE02PY01013,7224,23.75
Brainbees Solutions Limited,INE02RE01045,47852,155.52
WONDER ELECTRICALS LIMITED,INE02WG01024,7543,12.55
Electronics Mart India Limited,INE02YR01019,55065,76.89
Corona Remedies Limited,INE02ZQ01018,16,0.24
"Hindustan Unilever Ltd.,",INE030A01027,16750,410.24
Housing &Urban Development Corporation Ltd.,INE031A01017,621356,1381.47
Ajanta Pharma Ltd.,INE031B01049,935,26.05
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,772418,938.67
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,19059,68.85
Arvind SmartSpaces Limited,INE034S01021,4212,29.15
SOTL,INE035D01020,1269,5.73
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,7973,10.64
KARUR VYSYA,INE036D01028,28405,79.97
Concord Enviro Systems Limited,INE037Z01029,455,2.46
Hindalco Industries Ltd.,INE038A01020,43938,392.01
T.V.Today Network Limited,INE038F01029,1240,1.76
IFCI LTD,INE039A01010,913160,567.16
"Jamna Auto Industries Ltd.,",INE039C01032,50786,60.10
JASH ENGINEERING LIMITED,INE039O01029,6999,35.23
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3180,14.64
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4730,16.56
Brigade Hotel Ventures Limited,INE03NU01014,1610,1.38
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2202,20.79
Cohance Lifesciences Limited,INE03QK01018,14637,81.85
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,205345,1983.81
Mayur Uniquoters ltd.,INE040D01038,2917,16.99
SUZLON ENERGY LTD.,INE040H01021,7386959,4154.66
"Dhampur Sugar Mills Ltd.,",INE041A01016,46658,65.93
Escorts Kubota Limited,INE042A01014,4046,150.34
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,2313,23.39
Sun Pharmaceutical Industries Ltd.,INE044A01036,23338,392.47
Paras Defence and Space Technologies Limited,INE045601023,37038,262.08
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,9001,75.49
Fineotex Chemical Limited,INE045J01034,133880,38.30
Reliance Industrial Infrastructure,INE046A01015,5855,53.69
Muthoot Microfin Limited,INE046W01019,4636,7.94
GRASIM INDUS,INE047A01021,3804,108.79
JAGSONPAL PH,INE048B01035,4255,10.33
Navin Fluorent International Ltd,INE048G01026,5164,334.04
"Himatsingka Seide Ltd.,",INE049A01027,68546,89.99
Wockhardt Ltd,INE049B01025,77788,1112.77
SBC EXPORTS LIMITED,INE04AK01028,463964,117.06
KPIT Technologies Ltd,INE04I401011,49274,527.78
ETHOS LIMITED,INE04TZ01018,529,14.98
Seshaasai Technologies Limited,INE04VU01023,1546,4.67
Prakash Pipes Limited,INE050001010,4282,17.61
Elin Electronics Limited,INE050401020,1305,2.81
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3548,66.28
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6897,94.05
Rane (Madras)  Ltd.,INE050H01012,2259,17.99
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,18821,1.64
Windsor Machines Limited,INE052A01021,1250,3.95
Camlin Fine Sciences Ltd,INE052I01032,11279,18.95
BEST AGROLIFE LIMITED,INE052T01021,3377,0.88
Indian Hotels Co. Ltd,INE053A01029,81292,595.08
Indian Railway Finance Corporation,INE053F01010,1692314,2188.58
"V.I.P. Industries Ltd.,",INE054A01027,13676,58.28
Waterbase Limited,INE054C01015,28477,15.48
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8222,157.88
Cyient DLM Limited,INE055S01018,29067,133.14
IVALUE INFOSOLUTIONS LIMITED,INE056801025,196,0.55
Refex Industries Limited,INE056I01025,23906,68.22
Sanofi India Ltd,INE058A01010,1063,47.55
"Cipla Ltd.,",INE059A01026,21808,322.67
La Opala RG Ltd.,INE059D01020,5616,13.82
Hindware Home Innovation Limited,INE05AN01011,3209,9.63
Ratnaveer Precision Engineering Limited,INE05CZ01011,5401,8.31
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,7605,11.61
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,19332,181.28
"State Bank Of India,",INE062A01020,59895,619.32
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,5828,75.69
Equitas Small Finance Bank Limited,INE063P01018,152747,101.17
TIMES GROUP,INE064A01026,532364,1776.32
Trident Ltd.,INE064C01022,1231077,356.55
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3491,3.52
Indegene Limited,INE065X01017,9164,50.86
Eicher Motors Ltd.,INE066A01021,1998,144.69
Hindustan Aeronautics Limited,INE066F01020,107501,4919.94
Wonderla Holidays Limited,INE066O01014,3030,19.34
Inox Wind Limited,INE066P01011,436237,637.56
CG Power and Industrial Solutions Limited,INE067A01029,64646,453.78
CANTABIL RETAIL INDIA LIMITED,INE068L01024,26003,66.96
Gland Pharma Limited,INE068V01023,2632,49.88
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4315,5.44
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,2430,5.26
INDIQUBE SPACES LIMITED,INE06ST01018,957,2.21
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3996,5.57
Gem Aromatics Limited,INE06XZ01023,4742,8.46
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,31706,67.55
SHREE CEMENT,INE070A01015,379,103.51
Jai Corp Limited,INE070D01027,28848,44.69
INSECTCID,INE070I01018,99,0.81
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,2742,43.53
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3707,36.57
Sona BLW Precision Forgings Limited,INE073K01018,49921,256.72
Praj Industries Ltd.,INE074A01025,143091,583.67
Paramount Communications Ltd.,INE074B01023,101533,49.11
WIPRO LTD.,INE075A01022,333169,793.89
G M BREWERIE,INE075D01018,4906,58.40
HealthCare Global Enterprises Limited,INE075I01017,1528,9.67
SIYAR SILK M,INE076B01028,4550,31.65
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,394,1.45
Vikram Solar Limited,INE078V01014,66442,172.62
Ambuja Cements Ltd.,INE079A01024,82406,459.16
Gateway Distriparks Limited,INE079J01017,68283,44.49
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,70520,258.82
Easy Trip Planners Limited,INE07O001026,1332524,170.03
NDR Auto Components Limited,INE07OG01012,388,3.71
Supriya Lifescience Limited,INE07RO01027,11971,87.85
Pavna Industries Limited,INE07S101038,6887,1.81
Restaurant Brands Asia Limited,INE07T201019,253613,177.74
IRM ENERGY LIMITED,INE07U701015,9226,29.89
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1173,242.55
LLOYDS ENTERPRISES LIMITED,INE080I01025,3090159,2378.27
TATA IORN AN,INE081A01020,420323,784.01
"Kopran Ltd.,",INE082A01010,5124,7.76
Morepen Laboratories Ltd.,INE083A01026,243741,124.71
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,242588,369.19
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1197,7.38
CHAMBAL FERT,INE085A01013,751884,3338.22
Thangamayil Jewellery Limited,INE085J01014,871,34.10
"Electrosteel Castings Ltd.,",INE086A01029,260672,249.51
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,779577,239.25
Paradeep Phosphates Limited,INE088F01024,466897,777.75
DR.REDDY'S L,INE089A01031,11305,142.82
Sterlite Technologies Limited.,INE089C01029,31591,42.36
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,17946,21.25
Krsnaa Diagnostics Limited,INE08LI01020,1870,13.40
M & B ENGINEERING LIMITED,INE08N601015,9522,37.55
SANSTAR LIMITED,INE08NE01025,5911,5.72
Samhi Hotels Limited,INE08U801020,58785,117.47
Greenpanel Industries Limited,INE08ZM01014,4387,12.01
Scoda Tubes Limited,INE090501011,14379,24.30
ICICI Bank Ltd.,INE090A01021,28947,405.21
Jai Balaji Industries Limited,INE091G01026,79092,67.52
TATA CHEMICA,INE092A01019,84761,658.29
INDIA NIPP E,INE092B01025,1111,9.56
IDFC FIRST BANK LIMITED,INE092T01019,740146,579.74
Hexaware Technologies Limited,INE093A01041,10462,68.71
OBEROI REALTY LIMITED,INE093I01010,3525,60.77
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,236114,146.96
HINDUSTAN PE,INE094A01015,82997,382.62
Kolte-Patil Developers Ltd,INE094I01018,3962,13.45
UTI Asset Management Company Limited,INE094J01016,7782,98.67
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33814,315.58
NBCC (India) Limited,INE095N01031,719292,772.97
NUCLEU SOF E,INE096B01018,440,4.67
Amrutanjan Health Care Limited,INE098F01031,251,1.89
Mishra Dhatu Nigam Limited,INE099Z01011,50949,195.56
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2175,77.01
Indigo Paints Limited,INE09VQ01012,1239,14.53
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,4330,21.20
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,184763,133.90
Ceigall India Limited,INE0AG901020,5173,14.98
Hemisphere Properties India Limited,INE0AJG01018,56208,84.26
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,172,3.03
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1307,5.91
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,316,0.58
Bansal Wire Industries Limited,INE0B9K01025,2762,8.59
Go Fashion (India) Limited,INE0BJS01011,9732,52.68
Premier Energies Limited,INE0BS701011,716577,7237.23
C.E. Info Systems Limited,INE0BV301023,5055,85.31
Aether Industries Limited,INE0BWX01014,5717,52.63
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4063,7.63
Jubilant Ingrevia Limited,INE0BY001018,10521,76.23
Oswal Pumps Limited,INE0BYP01024,58867,273.18
Urban Company Limited,INE0CAZ01013,36447,46.49
Mukka Proteins Limited,INE0CG401037,31542,12.05
Knowledge Marine & Engineering Works Limited,INE0CJD01029,940,16.71
Western Carriers (India) Limited,INE0CJF01024,32846,43.19
RateGain Travel Technologies Limited,INE0CLI01024,2121839,13019.93
Meghmani Organics Limited,INE0CT101020,544164,390.31
GMR Power and Urban Infra Limited,INE0CU601026,53165,63.80
Anthem Biosciences Limited,INE0CZ201020,8633,61.08
Sigachi Industries Limited,INE0D0K01022,276550,96.97
India Pesticides Limited,INE0D6701023,31215,63.04
Ksolves India Limited,INE0D6I01023,255,0.92
RailTel Corporation of India Limited,INE0DD101019,145705,560.78
PIRAMAL PHARMA LIMITED,INE0DK501011,266454,518.42
Fairchem Organics Limited,INE0DNW01011,1643,16.77
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,768,6.79
Syrma SGS Technology Limited,INE0DYJ01015,86544,667.67
Wakefit Innovations Limited,INE0E7301029,850,1.78
HMA Agro Industries Limited,INE0ECP01024,476,0.15
TARC LIMITED,INE0EK901012,42725,72.61
Network People Services Technologies Limited,INE0FFK01017,1260,23.55
Deep Industries Limited,INE0FHS01024,14793,66.39
Motisons Jewellers Limited,INE0FRK01020,378770,68.95
Motherson Sumi Wiring India Limited,INE0FS801015,386313,172.93
Markolines Pavement Technologies Limited,INE0FW001016,2500,4.13
EPACK Durable Limited,INE0G5901015,949830,3690.88
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3354,43.28
HP Adhesives Limited,INE0GSL01024,848,0.45
ALL TIME PLASTICS LIMITED,INE0GV601021,327,0.87
Windlas Biotech Limited,INE0H5O01029,890,7.69
ArisInfra Solutions Limited,INE0H9P01028,20647,24.58
Fabtech Technologies Limited,INE0HF201011,3505,7.20
One Mobikwik Systems Limited,INE0HLU01028,70755,170.19
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,444324,769.37
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2560,7.62
Le Travenues Technology Limited,INE0HV901016,34379,85.98
Dhampur Bio Organics Limited,INE0I3401014,11,0.01
Latent View Analytics Limited,INE0I7C01011,28483,124.03
Capillary Technologies India Limited,INE0ILV01024,2617,15.65
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,19535,49.47
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,18994,504.94
Rashi Peripherals Limited,INE0J1F01024,5694,19.01
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,106040,978.75
Honasa Consumer Limited,INE0J5401028,36196,110.15
Jeena Sikho Lifecare Limited,INE0J5801029,10498,74.06
Venus Pipes & Tubes Limited,INE0JA001018,6233,84.59
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,20245,144.15
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,19446,32.89
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1319,5.99
Harsha Engineers International Limited,INE0JUS01029,300602,1247.36
Garuda Construction and Engineering Limited,INE0JVO01026,20030,40.12
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,49902,254.44
Eureka Forbes Limited,INE0KCE01017,100003,520.71
Signpost India Limited,INE0KGZ01021,154,0.32
Rhetan TMT Limited,INE0KKN01029,109031,28.34
DCX Systems Limited,INE0KL801015,104908,245.11
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,416,0.87
Bajel Projects Limited,INE0KQN01018,575,1.01
Gopal Snacks Limited,INE0L9R01028,10448,36.22
Avalon Technologies Limited,INE0LCL01028,6545,68.83
Ather Energy Limited,INE0LEZ01016,17953,127.88
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,66699,153.80
Cello World Limited,INE0LMW01024,7738,48.69
IKIO Technologies Limited,INE0LOJ01019,4848,13.04
Physicswallah Limited,INE0LP301011,219463,262.53
Aarti Pharmalabs Limited,INE0LRU01027,9080,76.75
Quadrant Future Tek Limited,INE0LRY01011,27493,101.42
Ola Electric Mobility Limited,INE0LXG01040,1359858,488.50
REDTAPE Limited,INE0LXT01019,36778,51.72
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,11707,17.73
J.G.Chemicals Limited,INE0MB501011,3486,14.68
REGAAL RESOURCES LIMITED,INE0MHO01029,1526,1.16
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,10802,27.99
TRUALT BIOENERGY LIMITED,INE0MWH01014,3897,16.27
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,155,0.66
BEML Land Assets Limited,INE0N7W01012,1169,2.50
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1077,5.43
BLS E-Services Limited,INE0NLT01010,1243,2.13
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,611693,269.78
R K Swamy Limited,INE0NQ801033,18,0.02
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,30274,1015.12
Kross Limited,INE0O6601022,4602,10.08
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,2882,6.98
Rossell Techsys Limited,INE0OJW01016,1976,14.94
NTPC GREEN ENERGY LIMITED,INE0ONG01011,492464,490.88
Deepak Builders and Engineers India Limited,INE0OPA01019,1359,1.60
EMS LIMITED,INE0OV601013,29744,145.05
Shipping Corporation of India Land and Assets Limited,INE0PB301013,33322,16.71
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1312,3.61
Orient Technologies Limited,INE0PPK01015,8613,30.85
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,50,0.04
Platinum Industries Limited,INE0PT501018,4336,12.46
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,14735,121.26
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,259,3.99
International Gemmological Institute India Limited,INE0Q9301021,14330,51.66
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,1118,7.51
ARKADE DEVELOPERS LIMITED,INE0QRL01017,25942,41.16
Denta Water and Infra Solutions Limited,INE0R4L01018,6175,20.65
SRM CONTRACTORS LIMITED,INE0R6Z01013,411,1.94
PATEL RETAIL LIMITED,INE0R8B01010,2054,4.49
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,11283,89.61
Gala Precision Engineering Limited,INE0RE001014,85,0.78
Tolins Tyres Limited,INE0RWQ01014,2438,4.24
Stallion India Fluorochemicals Limited,INE0RYC01010,74,0.19
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,3573,1.85
Pace Digitek Limited,INE0S3G01027,29133,56.07
CRIZAC LIMITED,INE0S4R01014,29113,80.95
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,11437,92.49
VMS TMT LIMITED,INE0SJA01013,21,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10495,49.39
Glottis Limited,INE0TQE01026,6327,3.46
Solarworld Energy Solutions Limited,INE0TY101024,11897,28.57
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1065,10.02
Bluspring Enterprises Limited,INE0U4101014,23984,19.45
Digitide Solutions Limited,INE0U4701011,20773,38.87
BlackBuck Limited,INE0UIZ01018,4689,30.23
Sanofi Consumer Healthcare India Limited,INE0UOS01011,63,2.97
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,575,0.62
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14412,352.20
CARRARO INDIA LIMITED,INE0V7W01012,841,4.43
Sri Lotus Developers and Realty Limited,INE0V9Q01010,72297,126.90
Meesho Limited,INE0VDM01015,3416,5.23
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,1407503,711.17
Laxmi Dental Limited,INE0WO601020,5361,14.33
Midwest Limited,INE0XAD01024,3427,47.91
ANLON HEALTHCARE LIMITED,INE0Y8W01017,0,0.00
Jain Resource Recycling Limited,INE0YD401026,35468,143.76
Atlanta Electricals Limited,INE0Z4F01028,1308,11.38
ATUL LTD.,INE100A01010,669,47.92
"W.S. Industries (India) Ltd.,",INE100D01014,28,0.02
Mahindra & Mahindra Ltd.,INE101A01026,32002,1156.85
Granules India Ltd.,INE101D01020,31139,180.91
Afcons Infrastructure Limited,INE101I01011,26501,99.64
HLV LIMITED,INE102A01024,5650,0.82
Choice International Ltd,INE102B01014,401779,3047.32
Godrej Consumer Products Ltd.,INE102D01028,3936,49.15
Allied Digital Services Limited,INE102I01027,7018,13.96
MANGALORE RE,INE103A01014,162538,289.43
SMC Global Securities Limited,INE103C01036,2716,2.09
TRAVEL FOOD SERVICES LIMITED,INE103V01028,262,3.20
TVS Holdings Limited,INE105A01035,198,29.06
RPG Life Sciences Limited,INE105J01010,158,3.67
HI-TECH PIPES LIMITED,INE106T01025,324002,317.94
TAMILNADU NE,INE107A01015,14311,23.87
Wanbury Limited,INE107F01022,0,0.00
Awfis Space Solutions Limited,INE108V01019,11667,58.99
SHIPPING COR,INE109A01011,168661,428.77
ARMAN FIN,INE109C01017,595,9.24
Mindteck (India) Ltd,INE110B01017,1007,2.26
CONTAIN CORP,INE111A01025,88413,499.31
FINANC TECHN,INE111B01023,707,5.89
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,100,0.47
PDS LIMITED,INE111Q01021,3588,12.69
Metropolis Healthcare Limited,INE112L01020,1104,22.11
GUJ NARMADA,INE113A01013,53267,279.67
STEEL AUTHOR,INE114A01011,333640,504.47
Lic Housing Finance Ltd.,INE115A01026,96144,564.62
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,827,14.45
Apcotex Industries Limited,INE116A01032,138,0.49
ZF STEERING,INE116C01012,100,0.91
ABB Ltd.,INE117A01022,5016,282.19
BAJ HOLD INV,INE118A01012,2056,240.65
Nuvoco Vistas Corporation Limited,INE118D01016,18151,68.03
PARK MEDI WORLD LIMITED,INE119201023,5702,9.45
Balrampur Chini Mills Ltd.,INE119A01028,10186,52.28
Carborundum Universal Ltd.,INE120A01034,4571,42.98
CHOL INV FN,INE121A01024,10542,177.42
JSW Energy Limited,INE121E01018,73181,383.17
INDUS TOWERS LIMITED,INE121J01017,38607,163.52
Amagi Media Labs Limited,INE121R01077,2605,10.09
"MMTC Ltd.,",INE123F01029,160856,110.85
SBI Life Insurance Company Limited,INE123W01016,1369,24.43
Steelcast Ltd.,INE124E01038,350,0.75
DELTA CORP,INE124G01033,247181,214.65
"E.I.D. Parry (India) Ltd.,",INE126A01031,5709,56.77
APOLLO PIPES LIMITED,INE126J01016,4088,14.55
HDFC Asset Management Company Limited,INE127D01025,9651,270.61
Goodluck India Limited,INE127I01024,6565,76.13
K.P. Energy Limited,INE127T01021,31699,117.27
Eveready Industries India Ltd.,INE128A01029,19720,70.81
Five-Star Business Finance Ltd.,INE128S01021,35493,184.59
Archean Chemical Industries Limited,INE128X01021,4563,28.89
GAIL INDIA,INE129A01019,517258,899.47
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,39809,42.12
Fujiyama Power Systems Limited,INE12UR01024,900,1.91
Gujarat Mineral Development Corpora,INE131A01031,180155,926.13
Relaxo Footwears Ltd.,INE131B01039,14626,65.00
Aurionpro Solutions Ltd.,INE132H01018,5087,56.78
Akzo Nobel India Limited,INE133A01011,1799,57.59
