SEBI REPORT For Trade date 05-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
Housing &Urban Development Corporation Ltd.,INE031A01017,375938,829.21
Ajanta Pharma Ltd.,INE031B01049,1866,53.77
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,234685,302.65
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16117,58.19
Arvind SmartSpaces Limited,INE034S01021,3720,25.70
SOTL,INE035D01020,1703,7.06
Gujarat Ambuja Exports Ltd.,INE036B01030,18814,28.20
KARUR VYSYA,INE036D01028,42564,122.17
Concord Enviro Systems Limited,INE037Z01029,961,3.60
Hindalco Industries Ltd.,INE038A01020,31242,294.21
T.V.Today Network Limited,INE038F01029,825,1.12
IFCI LTD,INE039A01010,905389,548.03
"Jamna Auto Industries Ltd.,",INE039C01032,77589,96.87
JASH ENGINEERING LIMITED,INE039O01029,6752,33.70
Jubilant Agri and Consumer Products Limited,INE03CC01015,106,2.04
Max Estates Limited,INE03EI01018,2752,12.31
Go Digit General Insurance Limited,INE03JT01014,4213,14.42
Brigade Hotel Ventures Limited,INE03NU01014,1507,1.26
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1996,19.66
Cohance Lifesciences Limited,INE03QK01018,41976,198.93
Chemcon Speciality Chemicals Limited,INE03YM01018,118,0.30
HDFC Bank Ltd.,INE040A01034,589573,4844.34
Mayur Uniquoters ltd.,INE040D01038,1547,8.87
SUZLON ENERGY LTD.,INE040H01021,6289266,3443.28
"Dhampur Sugar Mills Ltd.,",INE041A01016,48615,69.43
Escorts Kubota Limited,INE042A01014,4756,165.72
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,718,7.75
Sun Pharmaceutical Industries Ltd.,INE044A01036,21922,368.42
Paras Defence and Space Technologies Limited,INE045601023,37070,282.54
ADOR WELDING,INE045A01017,303,3.46
Nelco Ltd,INE045B01015,9546,76.23
Fineotex Chemical Limited,INE045J01034,81004,23.19
Reliance Industrial Infrastructure,INE046A01015,5499,48.10
Muthoot Microfin Limited,INE046W01019,6514,11.74
GRASIM INDUS,INE047A01021,3557,100.80
JAGSONPAL PH,INE048B01035,2828,6.48
Navin Fluorent International Ltd,INE048G01026,4350,290.90
"Himatsingka Seide Ltd.,",INE049A01027,67119,71.93
Wockhardt Ltd,INE049B01025,71411,955.23
SBC EXPORTS LIMITED,INE04AK01028,847059,238.29
KPIT Technologies Ltd,INE04I401011,60149,541.16
ETHOS LIMITED,INE04TZ01018,1742,45.95
Seshaasai Technologies Limited,INE04VU01023,2821,7.40
Prakash Pipes Limited,INE050001010,3432,14.98
Elin Electronics Limited,INE050401020,3481,4.24
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4388,74.90
IL & FS Investment Managers Ltd.,INE050B01023,200,0.02
Balaji Amines Ltd.,INE050E01027,5443,74.08
Rane (Madras)  Ltd.,INE050H01012,2094,16.61
Vardhman Special Steels Ltd,INE050M01012,1186,3.55
Vakrangee Softwares Ltd.,INE051B01021,44350,3.41
Windsor Machines Limited,INE052A01021,1250,3.95
Camlin Fine Sciences Ltd,INE052I01032,40926,53.79
BEST AGROLIFE LIMITED,INE052T01021,2956,0.79
Indian Hotels Co. Ltd,INE053A01029,84937,586.51
Indian Railway Finance Corporation,INE053F01010,1831849,2158.53
"V.I.P. Industries Ltd.,",INE054A01027,103912,326.95
Waterbase Limited,INE054C01015,202,0.10
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,9290,165.95
Cyient DLM Limited,INE055S01018,15558,64.77
IVALUE INFOSOLUTIONS LIMITED,INE056801025,835,2.26
Refex Industries Limited,INE056I01025,19756,54.44
Sanofi India Ltd,INE058A01010,1650,63.07
"Cipla Ltd.,",INE059A01026,23584,331.76
Simplex Infrastructures Limited,INE059B01024,55,0.13
La Opala RG Ltd.,INE059D01020,2897,6.99
Hindware Home Innovation Limited,INE05AN01011,8363,18.85
Ratnaveer Precision Engineering Limited,INE05CZ01011,346220,563.98
Central Mine Planning & Design Institute Limited,INE05HV01027,600,1.18
Indogulf Cropsciences Limited,INE05J901018,271,0.21
BHARAT COKING COAL LIMITED,INE05XR01022,465586,161.56
Navneet Education Limited,INE060A01024,6024,8.87
FORTIS HEALTHCARE LIMITED,INE061F01013,24066,227.23
"State Bank Of India,",INE062A01020,168931,1848.75
ALICON,INE062D01024,763,5.60
Pondy Oxides & Chemicals Limited,INE063E01053,6631,86.06
Equitas Small Finance Bank Limited,INE063P01018,140372,93.46
TIMES GROUP,INE064A01026,554980,1701.39
Trident Ltd.,INE064C01022,876799,248.63
AEROFLEX ENTERPRISES LIMITED,INE065D01027,1070,0.98
Indegene Limited,INE065X01017,6472,36.05
Eicher Motors Ltd.,INE066A01021,4610,335.82
Hindustan Aeronautics Limited,INE066F01020,71820,3262.57
Wonderla Holidays Limited,INE066O01014,2482,15.84
Inox Wind Limited,INE066P01011,625808,743.62
CG Power and Industrial Solutions Limited,INE067A01029,51747,392.10
CANTABIL RETAIL INDIA LIMITED,INE068L01024,1638,4.27
Gland Pharma Limited,INE068V01023,2489,44.44
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,1492,2.06
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,3105,5.18
INDIQUBE SPACES LIMITED,INE06ST01018,805,1.67
LAXMI INDIA FINANCE LIMITED,INE06WU01026,1908,2.42
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,9687,18.75
SHREE CEMENT,INE070A01015,406,106.41
Jai Corp Limited,INE070D01027,30461,41.77
INSECTCID,INE070I01018,333,2.51
Ugar Sugar Works Ltd.,INE071E01023,509,0.24
Epigral Limited,INE071N01016,3080,46.09
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3138,30.56
Sona BLW Precision Forgings Limited,INE073K01018,39402,217.03
Praj Industries Ltd.,INE074A01025,106567,437.88
Paramount Communications Ltd.,INE074B01023,97499,43.92
WIPRO LTD.,INE075A01022,736880,1569.31
G M BREWERIE,INE075D01018,7184,79.30
HealthCare Global Enterprises Limited,INE075I01017,3059,18.57
SIYAR SILK M,INE076B01028,2455,15.33
IFB Agro Industries Ltd,INE076C01018,165,1.55
GOCL Corporation Limited ,INE077F01035,4418,14.92
Vikram Solar Limited,INE078V01014,85948,203.40
Ambuja Cements Ltd.,INE079A01024,112347,553.45
Gateway Distriparks Limited,INE079J01017,50226,30.97
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,90067,270.85
Easy Trip Planners Limited,INE07O001026,757343,79.50
NDR Auto Components Limited,INE07OG01012,248,2.27
Supriya Lifescience Limited,INE07RO01027,8545,62.05
Restaurant Brands Asia Limited,INE07T201019,1009811,660.84
IRM ENERGY LIMITED,INE07U701015,12261,35.16
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2301,689.01
LLOYDS ENTERPRISES LIMITED,INE080I01025,3113763,2390.72
TATA IORN AN,INE081A01020,389120,761.26
"Kopran Ltd.,",INE082A01010,3096,5.18
Morepen Laboratories Ltd.,INE083A01026,410228,190.80
Themis Medicare Ltd.,INE083B01024,3452,3.83
BANK OF INDI,INE084A01016,507229,783.99
Amanta Healthcare Limited,INE084K01015,14972,20.20
WeWork India Management Limited,INE085001019,2767,14.82
CHAMBAL FERT,INE085A01013,725151,3197.86
Thangamayil Jewellery Limited,INE085J01014,603,23.97
"Electrosteel Castings Ltd.,",INE086A01029,490405,436.63
Shree Renuka Sugars Ltd.,INE087H01022,525149,162.99
Paradeep Phosphates Limited,INE088F01024,474853,726.46
DR.REDDY'S L,INE089A01031,12247,158.06
Sterlite Technologies Limited.,INE089C01029,378940,1066.77
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,30269,33.91
Krsnaa Diagnostics Limited,INE08LI01020,1376,9.64
M & B ENGINEERING LIMITED,INE08N601015,5458,20.09
SANSTAR LIMITED,INE08NE01025,1007,1.21
Samhi Hotels Limited,INE08U801020,68565,123.67
Greenpanel Industries Limited,INE08ZM01014,6372,14.96
Scoda Tubes Limited,INE090501011,13368,22.63
ICICI Bank Ltd.,INE090A01021,137604,1826.42
OMAX AUTO LT,INE090B01011,30,0.05
Jai Balaji Industries Limited,INE091G01026,61598,49.00
TATA CHEMICA,INE092A01019,81232,623.91
INDIA NIPP E,INE092B01025,105,0.90
IDFC FIRST BANK LIMITED,INE092T01019,1385326,978.26
Hexaware Technologies Limited,INE093A01041,24772,129.17
OBEROI REALTY LIMITED,INE093I01010,4755,81.39
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,236206,131.95
HINDUSTAN PE,INE094A01015,88613,364.12
Kolte-Patil Developers Ltd,INE094I01018,4483,15.54
UTI Asset Management Company Limited,INE094J01016,13080,142.81
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33474,315.51
NBCC (India) Limited,INE095N01031,948982,944.61
NUCLEU SOF E,INE096B01018,303,3.05
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,41034,155.86
Aarti Surfactants Limited,INE09EO01013,164,0.66
Gujarat Fluorochemicals Limited,INE09N301011,3645,133.24
Indigo Paints Limited,INE09VQ01012,4267,39.39
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5700,29.31
Dc Infotech and Communication Limited,INE0A1101019,4000,10.16
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,104913,66.41
Ceigall India Limited,INE0AG901020,2085,6.36
Hemisphere Properties India Limited,INE0AJG01018,71856,101.33
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,878,17.12
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1750,7.69
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,223,0.42
Bansal Wire Industries Limited,INE0B9K01025,2238,6.65
Go Fashion (India) Limited,INE0BJS01011,13538,51.90
Premier Energies Limited,INE0BS701011,22029,218.68
C.E. Info Systems Limited,INE0BV301023,7166,90.05
Aether Industries Limited,INE0BWX01014,3984,42.68
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,6086,9.80
Jubilant Ingrevia Limited,INE0BY001018,10401,73.92
Oswal Pumps Limited,INE0BYP01024,43625,198.39
Urban Company Limited,INE0CAZ01013,108759,154.34
Mukka Proteins Limited,INE0CG401037,21086,7.34
Knowledge Marine & Engineering Works Limited,INE0CJD01029,3960,73.43
Western Carriers (India) Limited,INE0CJF01024,17401,22.73
RateGain Travel Technologies Limited,INE0CLI01024,2057990,12587.66
Meghmani Organics Limited,INE0CT101020,464837,321.02
GMR Power and Urban Infra Limited,INE0CU601026,47067,56.08
Anthem Biosciences Limited,INE0CZ201020,8507,59.70
Sigachi Industries Limited,INE0D0K01022,138158,37.16
India Pesticides Limited,INE0D6701023,20846,40.86
Ksolves India Limited,INE0D6I01023,146,0.53
RailTel Corporation of India Limited,INE0DD101019,172881,624.03
PIRAMAL PHARMA LIMITED,INE0DK501011,266982,495.29
Fairchem Organics Limited,INE0DNW01011,4862,31.67
INNOVA CAPTAB LIMITED,INE0DUT01020,2139,18.40
Syrma SGS Technology Limited,INE0DYJ01015,48752,420.16
Wakefit Innovations Limited,INE0E7301029,3188,5.31
HMA Agro Industries Limited,INE0ECP01024,697,0.20
TARC LIMITED,INE0EK901012,87056,134.10
Network People Services Technologies Limited,INE0FFK01017,1095,17.75
Deep Industries Limited,INE0FHS01024,13051,59.45
Motisons Jewellers Limited,INE0FRK01020,179310,36.02
Motherson Sumi Wiring India Limited,INE0FS801015,406317,172.35
Markolines Pavement Technologies Limited,INE0FW001016,600,0.97
EPACK Durable Limited,INE0G5901015,942023,3630.44
Tatva Chintan Pharma Chem Limited,INE0GK401011,2748,35.95
HP Adhesives Limited,INE0GSL01024,675,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,322,0.82
Windlas Biotech Limited,INE0H5O01029,1697,14.58
ArisInfra Solutions Limited,INE0H9P01028,26449,30.91
Fabtech Technologies Limited,INE0HF201011,2687,4.81
One Mobikwik Systems Limited,INE0HLU01028,49502,116.63
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,263030,530.51
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2426,6.40
Le Travenues Technology Limited,INE0HV901016,60247,120.06
Latent View Analytics Limited,INE0I7C01011,63638,224.31
Capillary Technologies India Limited,INE0ILV01024,1330,7.92
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,33890,73.74
Veranda Learning Solutions Limited,INE0IQ001011,1497,2.91
Data Patterns (India) Limited,INE0IX101010,19584,704.79
Rashi Peripherals Limited,INE0J1F01024,2617,11.60
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,128903,1144.18
Honasa Consumer Limited,INE0J5401028,12112,39.72
Jeena Sikho Lifecare Limited,INE0J5801029,13453,90.82
Venus Pipes & Tubes Limited,INE0JA001018,4016,56.12
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,13656,99.90
Sanathan Textiles Limited,INE0JPD01013,46,0.21
YATRA ONLINE LIMITED,INE0JR601024,47476,56.17
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1155,5.84
Harsha Engineers International Limited,INE0JUS01029,300497,1246.94
Garuda Construction and Engineering Limited,INE0JVO01026,17618,32.04
Blue Jet Healthcare Limited,INE0KBH01020,43571,210.55
Eureka Forbes Limited,INE0KCE01017,97149,506.70
Rhetan TMT Limited,INE0KKN01029,293822,76.69
DCX Systems Limited,INE0KL801015,88707,193.75
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,378,0.75
Bajel Projects Limited,INE0KQN01018,4905,8.74
Gopal Snacks Limited,INE0L9R01028,7695,25.77
Avalon Technologies Limited,INE0LCL01028,5021,53.74
Ather Energy Limited,INE0LEZ01016,50756,462.62
INSOLATION ENERGY LIMITED,INE0LGX01024,20060,29.55
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,65195,144.73
Cello World Limited,INE0LMW01024,13385,70.60
IKIO Technologies Limited,INE0LOJ01019,7425,17.07
Physicswallah Limited,INE0LP301011,150246,176.44
Aarti Pharmalabs Limited,INE0LRU01027,8777,70.45
Quadrant Future Tek Limited,INE0LRY01011,21817,75.53
Ola Electric Mobility Limited,INE0LXG01040,2563652,951.03
REDTAPE Limited,INE0LXT01019,25005,34.37
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,8092,10.93
J.G.Chemicals Limited,INE0MB501011,3400,14.21
REGAAL RESOURCES LIMITED,INE0MHO01029,2140,1.74
Epack Prefab Technologies Limited,INE0MLS01022,17224,35.68
TRUALT BIOENERGY LIMITED,INE0MWH01014,5911,27.69
Rishabh Instruments Limited,INE0N2P01017,980,4.62
BEML Land Assets Limited,INE0N7W01012,1455,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1326,6.48
BLS E-Services Limited,INE0NLT01010,36417,61.02
NMDC Steel Limited,INE0NNS01018,621580,269.42
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,16974,631.06
Kross Limited,INE0O6601022,5272,11.21
Indef Manufacturing Limited,INE0O9T01021,285,1.19
JNK India Limited,INE0OAF01028,2732,6.93
Rossell Techsys Limited,INE0OJW01016,1447,11.72
NTPC GREEN ENERGY LIMITED,INE0ONG01011,332651,354.26
Deepak Builders and Engineers India Limited,INE0OPA01019,10336,7.25
EMS LIMITED,INE0OV601013,33906,163.96
Gaudium IVF and Women Health Limited,INE0P8B01020,2,0.00
GHCL Textiles Limited,INE0PA801013,400,0.36
Shipping Corporation of India Land and Assets Limited,INE0PB301013,33508,16.37
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,143,0.36
Orient Technologies Limited,INE0PPK01015,9132,29.80
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,800,0.51
Platinum Industries Limited,INE0PT501018,3494,10.01
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,15330,187.49
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,221,3.29
International Gemological Institute Limited,INE0Q9301021,10151,36.59
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,234,1.42
Sudeep Pharma Limited,INE0QPI01025,607,4.18
ARKADE DEVELOPERS LIMITED,INE0QRL01017,30181,42.00
Denta Water and Infra Solutions Limited,INE0R4L01018,4806,15.02
SRM CONTRACTORS LIMITED,INE0R6Z01013,4811,24.62
PATEL RETAIL LIMITED,INE0R8B01010,1026,2.31
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9455,75.73
Gala Precision Engineering Limited,INE0RE001014,28,0.22
Tolins Tyres Limited,INE0RWQ01014,2399,3.92
Stallion India Fluorochemicals Limited,INE0RYC01010,3748,5.86
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5972,2.50
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,100,0.13
Pace Digitek Limited,INE0S3G01027,93516,163.17
CRIZAC LIMITED,INE0S4R01014,15542,40.10
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,14882,154.79
VMS TMT LIMITED,INE0SJA01013,16,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,9606,44.16
Glottis Limited,INE0TQE01026,238,0.14
Solarworld Energy Solutions Limited,INE0TY101024,10011,22.24
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1411,13.60
Bluspring Enterprises Limited,INE0U4101014,15874,12.77
Digitide Solutions Limited,INE0U4701011,19703,28.04
Omnitech Engineering Limited,INE0UH301010,2979,11.73
BlackBuck Limited,INE0UIZ01018,26637,159.77
Sanofi Consumer Healthcare India Limited,INE0UOS01011,525,25.25
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,168100,182.06
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,28839,589.15
CARRARO INDIA LIMITED,INE0V7W01012,2360,13.93
Sri Lotus Developers and Realty Limited,INE0V9Q01010,38976,66.00
Meesho Limited,INE0VDM01015,58341,123.86
Sagility Limited,INE0W2G01015,1145921,544.56
Laxmi Dental Limited,INE0WO601020,6293,15.32
Midwest Limited,INE0XAD01024,4251,52.27
ANLON HEALTHCARE LIMITED,INE0Y8W01025,42724,6.05
Jain Resource Recycling Limited,INE0YD401026,29186,128.92
Atlanta Electricals Limited,INE0Z4F01028,365,5.64
ATUL LTD.,INE100A01010,796,56.03
"W.S. Industries (India) Ltd.,",INE100D01014,0,0.00
Mahindra & Mahindra Ltd.,INE101A01026,63498,2086.76
Granules India Ltd.,INE101D01020,27148,167.86
Afcons Infrastructure Limited,INE101I01011,19690,71.77
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,323147,2452.85
Godrej Consumer Products Ltd.,INE102D01028,7417,86.59
Allied Digital Services Limited,INE102I01027,9552,15.94
MANGALORE RE,INE103A01014,420606,750.74
SMC Global Securities Limited,INE103C01036,3218,2.00
TRAVEL FOOD SERVICES LIMITED,INE103V01028,1513,19.33
TVS Holdings Limited,INE105A01035,105,15.31
RPG Life Sciences Limited,INE105J01010,180,4.18
HI-TECH PIPES LIMITED,INE106T01025,209577,207.64
TAMILNADU NE,INE107A01015,13486,22.23
Awfis Space Solutions Limited,INE108V01019,10173,46.78
SHIPPING COR,INE109A01011,267798,744.31
ARMAN FIN,INE109C01017,549,8.35
Mindteck (India) Ltd,INE110B01017,370,0.80
CONTAIN CORP,INE111A01025,60348,340.05
FINANC TECHN,INE111B01023,606,4.71
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,101,0.47
PDS LIMITED,INE111Q01021,2871,9.63
Metropolis Healthcare Limited,INE112L01020,4385,21.84
GUJ NARMADA,INE113A01013,35448,180.59
STEEL AUTHOR,INE114A01011,157673,258.60
Lic Housing Finance Ltd.,INE115A01026,79044,458.53
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1786,26.51
Apcotex Industries Limited,INE116A01032,2642,10.83
ABB Ltd.,INE117A01022,4861,336.91
BAJ HOLD INV,INE118A01012,797,92.93
Nuvoco Vistas Corporation Limited,INE118D01016,34128,110.48
PARK MEDI WORLD LIMITED,INE119201023,36878,77.99
Balrampur Chini Mills Ltd.,INE119A01028,23261,123.21
Carborundum Universal Ltd.,INE120A01034,1638,15.56
CHOL INV FN,INE121A01024,11948,194.05
JSW Energy Limited,INE121E01018,66832,369.73
INDUS TOWERS LIMITED,INE121J01017,104501,437.60
Amagi Media Labs Limited,INE121R01077,1550,6.76
"MMTC Ltd.,",INE123F01029,160930,110.01
SBI Life Insurance Company Limited,INE123W01016,11400,213.29
Steelcast Ltd.,INE124E01038,396,0.91
DELTA CORP,INE124G01033,211184,177.42
"E.I.D. Parry (India) Ltd.,",INE126A01031,101867,863.73
APOLLO PIPES LIMITED,INE126J01016,8130,36.47
HDFC Asset Management Company Limited,INE127D01025,11882,328.89
Goodluck India Limited,INE127I01024,841,10.03
K.P. Energy Limited,INE127T01021,24190,86.13
Eveready Industries India Ltd.,INE128A01029,21082,74.82
Five-Star Business Finance Ltd.,INE128S01021,25362,126.58
Archean Chemical Industries Limited,INE128X01021,3018,18.70
GAIL INDIA,INE129A01019,373127,631.14
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,73092,82.32
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,2296,3.78
Fujiyama Power Systems Limited,INE12UR01024,2889,8.34
Gujarat Mineral Development Corpora,INE131A01031,114633,635.41
Relaxo Footwears Ltd.,INE131B01039,15831,61.37
Aurionpro Solutions Ltd.,INE132H01018,6434,64.01
JSW Dulux Limited,INE133A01011,1747,55.53
TILAKNAG IND,INE133E01013,35603,168.06
IFGL Refractories Limited,INE133Y01011,2294,4.42
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,124,0.11
Power Finance Corporation Ltd,INE134E01011,146559,638.91
Cyient Limited,INE136B01020,28123,293.68
Neogen Chemicals Limited,INE136S01016,2532,36.46
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
