SEBI REPORT For Trade date 11-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3104,30.29
Sona BLW Precision Forgings Limited,INE073K01018,38560,213.09
Praj Industries Ltd.,INE074A01025,105407,436.40
Paramount Communications Ltd.,INE074B01023,86021,40.74
WIPRO LTD.,INE075A01022,790301,1673.53
G M BREWERIE,INE075D01018,6606,73.64
HealthCare Global Enterprises Limited,INE075I01017,3039,18.57
SIYAR SILK M,INE076B01028,2935,18.03
IFB Agro Industries Ltd,INE076C01018,149,1.37
GOCL Corporation Limited ,INE077F01035,4418,14.92
Vikram Solar Limited,INE078V01014,157638,360.36
Ambuja Cements Ltd.,INE079A01024,116947,575.20
Gateway Distriparks Limited,INE079J01017,53662,33.27
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,109369,320.53
Easy Trip Planners Limited,INE07O001026,722000,74.88
NDR Auto Components Limited,INE07OG01012,247,2.28
Supriya Lifescience Limited,INE07RO01027,9893,71.60
Restaurant Brands Asia Limited,INE07T201019,1005702,658.19
IRM ENERGY LIMITED,INE07U701015,9960,30.48
HITACHI ENERGY INDIA LIMITED,INE07Y701011,3120,980.58
LLOYDS ENTERPRISES LIMITED,INE080I01025,3076022,2368.33
TATA IORN AN,INE081A01020,458241,913.46
"Kopran Ltd.,",INE082A01010,3128,5.22
Morepen Laboratories Ltd.,INE083A01026,366895,173.24
Themis Medicare Ltd.,INE083B01024,3136,3.52
BANK OF INDI,INE084A01016,578937,879.94
Amanta Healthcare Limited,INE084K01015,11124,15.01
WeWork India Management Limited,INE085001019,2648,14.21
CHAMBAL FERT,INE085A01013,719404,3165.58
Thangamayil Jewellery Limited,INE085J01014,390,15.51
"Electrosteel Castings Ltd.,",INE086A01029,500858,447.35
Shree Renuka Sugars Ltd.,INE087H01022,616854,189.39
Paradeep Phosphates Limited,INE088F01024,483243,737.03
DR.REDDY'S L,INE089A01031,13081,168.89
Sterlite Technologies Limited.,INE089C01029,380700,1076.83
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,83719,98.68
Krsnaa Diagnostics Limited,INE08LI01020,1423,9.93
M & B ENGINEERING LIMITED,INE08N601015,5311,19.46
SANSTAR LIMITED,INE08NE01025,1007,1.21
Samhi Hotels Limited,INE08U801020,72279,129.39
Greenpanel Industries Limited,INE08ZM01014,7351,17.20
Scoda Tubes Limited,INE090501011,13389,22.46
ICICI Bank Ltd.,INE090A01021,140632,1860.19
OMAX AUTO LT,INE090B01011,4,0.01
Jai Balaji Industries Limited,INE091G01026,72519,58.89
TATA CHEMICA,INE092A01019,89962,694.11
INDIA NIPP E,INE092B01025,630,5.19
IDFC FIRST BANK LIMITED,INE092T01019,1338448,946.75
Hexaware Technologies Limited,INE093A01041,21172,113.06
OBEROI REALTY LIMITED,INE093I01010,6342,108.33
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,318194,183.01
HINDUSTAN PE,INE094A01015,101735,415.70
Kolte-Patil Developers Ltd,INE094I01018,4634,16.12
UTI Asset Management Company Limited,INE094J01016,11409,126.86
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,26769,253.66
NBCC (India) Limited,INE095N01031,898426,902.01
NUCLEU SOF E,INE096B01018,318,3.18
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,38513,149.38
Aarti Surfactants Limited,INE09EO01013,169,0.68
Gujarat Fluorochemicals Limited,INE09N301011,3532,129.54
Indigo Paints Limited,INE09VQ01012,3099,29.37
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,6536,34.05
Dc Infotech and Communication Limited,INE0A1101019,4000,10.16
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,53141,37.29
Ceigall India Limited,INE0AG901020,3963,13.62
Hemisphere Properties India Limited,INE0AJG01018,74132,105.18
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,1158,22.90
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1843,8.09
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,420,0.70
Bansal Wire Industries Limited,INE0B9K01025,1865,5.69
Go Fashion (India) Limited,INE0BJS01011,13899,52.58
Premier Energies Limited,INE0BS701011,23847,238.18
C.E. Info Systems Limited,INE0BV301023,8245,102.48
Aether Industries Limited,INE0BWX01014,4769,52.28
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,7258,12.03
Jubilant Ingrevia Limited,INE0BY001018,8177,59.89
Oswal Pumps Limited,INE0BYP01024,42035,192.79
Urban Company Limited,INE0CAZ01013,152781,212.75
Mukka Proteins Limited,INE0CG401037,21161,7.36
Knowledge Marine & Engineering Works Limited,INE0CJD01029,4306,81.53
Western Carriers (India) Limited,INE0CJF01024,14218,18.98
RateGain Travel Technologies Limited,INE0CLI01024,2058032,12588.02
Meghmani Organics Limited,INE0CT101020,446056,310.81
GMR Power and Urban Infra Limited,INE0CU601026,47612,56.68
Anthem Biosciences Limited,INE0CZ201020,9938,71.37
Sigachi Industries Limited,INE0D0K01022,92105,23.55
India Pesticides Limited,INE0D6701023,23573,45.31
Ksolves India Limited,INE0D6I01023,146,0.53
RailTel Corporation of India Limited,INE0DD101019,174193,629.01
PIRAMAL PHARMA LIMITED,INE0DK501011,238471,451.90
Fairchem Organics Limited,INE0DNW01011,4762,31.10
INNOVA CAPTAB LIMITED,INE0DUT01020,782,6.62
Syrma SGS Technology Limited,INE0DYJ01015,30991,273.01
Wakefit Innovations Limited,INE0E7301029,2915,4.74
HMA Agro Industries Limited,INE0ECP01024,1047,0.28
TARC LIMITED,INE0EK901012,84019,130.17
Network People Services Technologies Limited,INE0FFK01017,1094,17.74
Deep Industries Limited,INE0FHS01024,13624,62.06
Motisons Jewellers Limited,INE0FRK01020,196180,38.14
Motherson Sumi Wiring India Limited,INE0FS801015,394497,167.98
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,938269,3618.56
Tatva Chintan Pharma Chem Limited,INE0GK401011,2604,33.79
HP Adhesives Limited,INE0GSL01024,673,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,303,0.78
Windlas Biotech Limited,INE0H5O01029,1690,14.53
Sai Parenteral's Limited,INE0H9F01037,1700,8.44
ArisInfra Solutions Limited,INE0H9P01028,33934,42.41
Fabtech Technologies Limited,INE0HF201011,2087,3.77
One Mobikwik Systems Limited,INE0HLU01028,46678,110.60
Tracxn Technologies Limited,INE0HMF01019,14,0.01
Billionbrains Garage Ventures Limited,INE0HOQ01053,494223,1013.25
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,1872,5.14
Le Travenues Technology Limited,INE0HV901016,61191,120.85
Latent View Analytics Limited,INE0I7C01011,59286,211.72
Capillary Technologies India Limited,INE0ILV01024,1903,11.14
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,21489,49.37
Veranda Learning Solutions Limited,INE0IQ001011,497,1.04
Data Patterns (India) Limited,INE0IX101010,16806,606.13
Rashi Peripherals Limited,INE0J1F01024,2439,10.92
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,129137,1145.54
Honasa Consumer Limited,INE0J5401028,9456,30.62
Jeena Sikho Lifecare Limited,INE0J5801029,14204,97.40
Venus Pipes & Tubes Limited,INE0JA001018,4583,63.92
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15803,119.99
Sanathan Textiles Limited,INE0JPD01013,46,0.21
YATRA ONLINE LIMITED,INE0JR601024,50752,59.57
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1155,5.84
Harsha Engineers International Limited,INE0JUS01029,301229,1250.22
Garuda Construction and Engineering Limited,INE0JVO01026,17509,32.27
Blue Jet Healthcare Limited,INE0KBH01020,41852,201.40
Eureka Forbes Limited,INE0KCE01017,97135,506.66
Rhetan TMT Limited,INE0KKN01029,293313,76.54
DCX Systems Limited,INE0KL801015,93871,207.23
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,378,0.75
Bajel Projects Limited,INE0KQN01018,4825,8.60
Gopal Snacks Limited,INE0L9R01028,15284,50.83
Avalon Technologies Limited,INE0LCL01028,3996,47.08
Ather Energy Limited,INE0LEZ01016,46943,431.24
INSOLATION ENERGY LIMITED,INE0LGX01024,14638,21.80
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,61344,136.73
Cello World Limited,INE0LMW01024,12975,68.88
IKIO Technologies Limited,INE0LOJ01019,6082,14.80
Physicswallah Limited,INE0LP301011,152805,180.99
Aarti Pharmalabs Limited,INE0LRU01027,8262,66.54
Quadrant Future Tek Limited,INE0LRY01011,18613,65.40
Ola Electric Mobility Limited,INE0LXG01040,2446658,906.44
REDTAPE Limited,INE0LXT01019,24178,33.29
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,8033,10.86
J.G.Chemicals Limited,INE0MB501011,8536,35.34
REGAAL RESOURCES LIMITED,INE0MHO01029,3083,2.76
Epack Prefab Technologies Limited,INE0MLS01022,12075,25.23
TRUALT BIOENERGY LIMITED,INE0MWH01014,8865,41.62
Rishabh Instruments Limited,INE0N2P01017,2479,12.74
BEML Land Assets Limited,INE0N7W01012,1455,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,876,4.00
BLS E-Services Limited,INE0NLT01010,35777,59.94
NMDC Steel Limited,INE0NNS01018,691996,300.62
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,20365,807.79
Kross Limited,INE0O6601022,5235,11.32
Indef Manufacturing Limited,INE0O9T01021,285,1.19
JNK India Limited,INE0OAF01028,3307,9.05
Rossell Techsys Limited,INE0OJW01016,1866,15.89
NTPC GREEN ENERGY LIMITED,INE0ONG01011,356403,379.35
Deepak Builders and Engineers India Limited,INE0OPA01019,10301,7.22
EMS LIMITED,INE0OV601013,32733,159.30
Gaudium IVF and Women Health Limited,INE0P8B01020,2,0.00
GHCL Textiles Limited,INE0PA801013,200,0.18
Shipping Corporation of India Land and Assets Limited,INE0PB301013,41501,21.01
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,143,0.36
Orient Technologies Limited,INE0PPK01015,8336,27.27
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,800,0.51
Platinum Industries Limited,INE0PT501018,3144,9.06
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,20906,261.51
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,197,2.93
International Gemological Institute Limited,INE0Q9301021,10062,36.07
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,727,5.00
ARKADE DEVELOPERS LIMITED,INE0QRL01017,33952,46.71
Denta Water and Infra Solutions Limited,INE0R4L01018,4818,15.14
SRM CONTRACTORS LIMITED,INE0R6Z01013,4960,25.50
PATEL RETAIL LIMITED,INE0R8B01010,746,1.74
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9698,78.37
Gala Precision Engineering Limited,INE0RE001014,28,0.22
Tolins Tyres Limited,INE0RWQ01014,2399,3.92
Stallion India Fluorochemicals Limited,INE0RYC01010,20492,33.62
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5913,2.45
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,100,0.13
Pace Digitek Limited,INE0S3G01027,85618,149.77
CRIZAC LIMITED,INE0S4R01014,15330,39.66
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,14999,162.09
VMS TMT LIMITED,INE0SJA01013,16,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10033,46.04
Glottis Limited,INE0TQE01026,238,0.14
Solarworld Energy Solutions Limited,INE0TY101024,11330,24.97
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1247,11.92
Bluspring Enterprises Limited,INE0U4101014,15900,12.79
Digitide Solutions Limited,INE0U4701011,20954,29.36
Omnitech Engineering Limited,INE0UH301010,3134,12.43
BlackBuck Limited,INE0UIZ01018,31458,187.55
Sanofi Consumer Healthcare India Limited,INE0UOS01011,579,27.73
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,168100,182.06
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,23579,492.87
CARRARO INDIA LIMITED,INE0V7W01012,2288,13.53
Sri Lotus Developers and Realty Limited,INE0V9Q01010,39135,66.13
Meesho Limited,INE0VDM01015,197444,406.08
Sagility Limited,INE0W2G01015,1168279,556.85
Laxmi Dental Limited,INE0WO601020,5707,14.11
Midwest Limited,INE0XAD01024,4253,52.33
ANLON HEALTHCARE LIMITED,INE0Y8W01025,142322,12.10
Jain Resource Recycling Limited,INE0YD401026,25840,118.57
Atlanta Electricals Limited,INE0Z4F01028,131,2.25
ATUL LTD.,INE100A01010,1042,73.66
Mahindra & Mahindra Ltd.,INE101A01026,55009,1830.72
Granules India Ltd.,INE101D01020,99292,717.46
Afcons Infrastructure Limited,INE101I01011,19153,69.74
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,325060,2466.14
Godrej Consumer Products Ltd.,INE102D01028,24958,268.99
Allied Digital Services Limited,INE102I01027,12400,20.30
MANGALORE RE,INE103A01014,464819,819.64
SMC Global Securities Limited,INE103C01036,5818,3.77
TRAVEL FOOD SERVICES LIMITED,INE103V01028,1510,19.29
TVS Holdings Limited,INE105A01035,114,16.63
RPG Life Sciences Limited,INE105J01010,120,2.80
HI-TECH PIPES LIMITED,INE106T01025,221719,219.07
TAMILNADU NE,INE107A01015,13844,22.87
Awfis Space Solutions Limited,INE108V01019,10840,49.40
SHIPPING COR,INE109A01011,258543,753.26
ARMAN FIN,INE109C01017,278,4.37
Mindteck (India) Ltd,INE110B01017,610,1.33
CONTAIN CORP,INE111A01025,57938,328.81
FINANC TECHN,INE111B01023,1160,8.65
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,104,0.49
PDS LIMITED,INE111Q01021,2851,9.57
Metropolis Healthcare Limited,INE112L01020,13155,71.30
GUJ NARMADA,INE113A01013,37057,189.20
STEEL AUTHOR,INE114A01011,197675,334.50
Lic Housing Finance Ltd.,INE115A01026,73081,426.67
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1543,23.89
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,9066,625.38
BAJ HOLD INV,INE118A01012,1367,153.28
Nuvoco Vistas Corporation Limited,INE118D01016,27385,90.20
PARK MEDI WORLD LIMITED,INE119201023,31633,65.73
Balrampur Chini Mills Ltd.,INE119A01028,27740,147.23
Carborundum Universal Ltd.,INE120A01034,2587,26.21
CHOL INV FN,INE121A01024,11817,193.11
JSW Energy Limited,INE121E01018,68608,383.21
INDUS TOWERS LIMITED,INE121J01017,101246,424.12
Amagi Media Labs Limited,INE121R01077,2537,11.11
"MMTC Ltd.,",INE123F01029,178232,121.58
SBI Life Insurance Company Limited,INE123W01016,7211,134.94
Steelcast Ltd.,INE124E01038,396,0.91
DELTA CORP,INE124G01033,204360,168.80
"E.I.D. Parry (India) Ltd.,",INE126A01031,13017,118.13
APOLLO PIPES LIMITED,INE126J01016,6209,28.43
HDFC Asset Management Company Limited,INE127D01025,12112,335.61
Goodluck India Limited,INE127I01024,1266,16.61
K.P. Energy Limited,INE127T01021,38737,148.72
Eveready Industries India Ltd.,INE128A01029,20133,71.74
Five-Star Business Finance Ltd.,INE128S01021,39982,194.34
Archean Chemical Industries Limited,INE128X01021,3143,19.45
GAIL INDIA,INE129A01019,387171,653.86
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,119205,146.91
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,14712,24.80
Fujiyama Power Systems Limited,INE12UR01024,4972,14.13
Gujarat Mineral Development Corpora,INE131A01031,148974,872.37
Relaxo Footwears Ltd.,INE131B01039,16878,64.44
Aurionpro Solutions Ltd.,INE132H01018,9111,87.83
JSW Dulux Limited,INE133A01011,1791,56.83
TILAKNAG IND,INE133E01013,38281,180.54
IFGL Refractories Limited,INE133Y01011,1304,2.53
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,124,0.11
Power Finance Corporation Ltd,INE134E01011,158597,695.66
Cyient Limited,INE136B01020,24881,265.31
Neogen Chemicals Limited,INE136S01016,1761,26.50
KFin Technologies Limited,INE138Y01010,82023,835.05
