SEBI REPORT For Trade date 07-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
KPIT Technologies Ltd,INE04I401011,23151,300.29
ETHOS LIMITED,INE04TZ01018,472,13.44
Seshaasai Technologies Limited,INE04VU01023,2008,6.20
Prakash Pipes Limited,INE050001010,4368,18.54
Elin Electronics Limited,INE050401020,2474,5.23
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3428,64.89
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,4476,67.77
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,2050,6.11
Vakrangee Softwares Ltd.,INE051B01021,12950,1.24
Windsor Machines Limited,INE052A01021,2547,7.43
Camlin Fine Sciences Ltd,INE052I01032,10025,17.11
BEST AGROLIFE LIMITED,INE052T01013,2741,11.79
Indian Hotels Co. Ltd,INE053A01029,75918,562.80
Indian Railway Finance Corporation,INE053F01010,1661621,2259.12
"V.I.P. Industries Ltd.,",INE054A01027,15890,69.53
Waterbase Limited,INE054C01015,14292,7.24
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6993,149.88
Cyient DLM Limited,INE055S01018,29344,137.77
IVALUE INFOSOLUTIONS LIMITED,INE056801025,283,0.80
Refex Industries Limited,INE056I01025,21670,67.30
Sanofi India Ltd,INE058A01010,600,29.94
"Cipla Ltd.,",INE059A01026,16588,254.32
La Opala RG Ltd.,INE059D01020,5882,14.69
Hindware Home Innovation Limited,INE05AN01011,4070,13.26
Ratnaveer Precision Engineering Limited,INE05CZ01011,11664,18.72
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,2358,6.91
Navneet Education Limited,INE060A01024,9472,13.53
FORTIS HEALTHCARE LIMITED,INE061F01013,15585,147.05
"State Bank Of India,",INE062A01020,57670,520.24
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,2080,26.75
Equitas Small Finance Bank Limited,INE063P01018,177403,113.53
TIMES GROUP,INE064A01026,369905,1296.13
Trident Ltd.,INE064C01022,781550,232.79
AEROFLEX ENTERPRISES LIMITED,INE065D01027,5851,5.96
Indegene Limited,INE065X01017,10135,57.97
Eicher Motors Ltd.,INE066A01021,1643,110.28
Hindustan Aeronautics Limited,INE066F01020,90765,4265.95
Wonderla Holidays Limited,INE066O01014,11437,74.93
Inox Wind Limited,INE066P01011,509757,821.60
CG Power and Industrial Solutions Limited,INE067A01029,82406,585.20
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25893,66.63
Gland Pharma Limited,INE068V01023,10631,188.37
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,22946,30.35
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1527,3.50
INDIQUBE SPACES LIMITED,INE06ST01018,1074,2.50
LAXMI INDIA FINANCE LIMITED,INE06WU01026,5721,8.20
Gem Aromatics Limited,INE06XZ01023,1958,3.49
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4075,9.62
SHREE CEMENT,INE070A01015,174,48.59
Jai Corp Limited,INE070D01027,35796,56.73
INSECTCID,INE070I01018,99,0.82
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3409,54.51
Associated Alcohols & Breweries Ltd,INE073G01016,2671,29.05
Sona BLW Precision Forgings Limited,INE073K01018,46054,228.55
Praj Industries Ltd.,INE074A01025,134445,536.20
Paramount Communications Ltd.,INE074B01023,103497,50.72
WIPRO LTD.,INE075A01022,76228,205.00
G M BREWERIE,INE075D01018,6422,76.14
HealthCare Global Enterprises Limited,INE075I01017,2383,15.77
SIYAR SILK M,INE076B01028,3564,26.94
IFB Agro Industries Ltd,INE076C01018,581,8.65
GOCL Corporation Limited ,INE077F01035,407,1.51
Vikram Solar Limited,INE078V01014,53708,152.14
Ambuja Cements Ltd.,INE079A01024,65602,378.11
Gateway Distriparks Limited,INE079J01017,119463,80.55
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,72300,281.15
Easy Trip Planners Limited,INE07O001026,1509514,189.73
NDR Auto Components Limited,INE07OG01012,422,4.01
Supriya Lifescience Limited,INE07RO01027,11809,90.39
Pavna Industries Limited,INE07S101038,8887,2.51
Restaurant Brands Asia Limited,INE07T201019,160788,118.88
IRM ENERGY LIMITED,INE07U701015,8909,29.43
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1969,401.93
LLOYDS ENTERPRISES LIMITED,INE080I01025,3081656,2374.34
TATA IORN AN,INE081A01020,405206,674.68
"Kopran Ltd.,",INE082A01010,2402,3.96
Morepen Laboratories Ltd.,INE083A01026,318473,178.70
Themis Medicare Ltd.,INE083B01024,4656,6.09
BANK OF INDI,INE084A01016,244437,338.64
Amanta Healthcare Limited,INE084K01015,28,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1104,6.97
CHAMBAL FERT,INE085A01013,585329,2600.85
Thangamayil Jewellery Limited,INE085J01014,170,6.01
"Electrosteel Castings Ltd.,",INE086A01029,238406,237.98
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,929460,308.07
Paradeep Phosphates Limited,INE088F01024,450053,789.56
DR.REDDY'S L,INE089A01031,9848,124.78
Sterlite Technologies Limited.,INE089C01029,24506,26.68
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,22810,27.49
Krsnaa Diagnostics Limited,INE08LI01020,1307,10.64
M & B ENGINEERING LIMITED,INE08N601015,11532,46.01
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,76902,156.77
Greenpanel Industries Limited,INE08ZM01014,5190,14.77
Scoda Tubes Limited,INE090501011,16790,29.68
ICICI Bank Ltd.,INE090A01021,43372,602.29
Jai Balaji Industries Limited,INE091G01026,72407,63.79
TATA CHEMICA,INE092A01019,52064,441.41
INDIA NIPP E,INE092B01025,203,1.77
IDFC FIRST BANK LIMITED,INE092T01019,788459,614.56
Hexaware Technologies Limited,INE093A01041,3376,24.49
OBEROI REALTY LIMITED,INE093I01010,4317,75.62
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,179657,122.20
HINDUSTAN PE,INE094A01015,64878,302.75
Ashika Credit Capital Ltd.,INE094B01013,19000,67.45
Kolte-Patil Developers Ltd,INE094I01018,4523,16.05
UTI Asset Management Company Limited,INE094J01016,8062,104.16
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,38197,348.90
NBCC (India) Limited,INE095N01031,436512,528.51
NUCLEU SOF E,INE096B01018,768,8.60
Amrutanjan Health Care Limited,INE098F01031,456,3.22
Mishra Dhatu Nigam Limited,INE099Z01011,63863,242.95
Aarti Surfactants Limited,INE09EO01013,102,0.41
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2456,88.87
Indigo Paints Limited,INE09VQ01012,1408,17.02
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,6874,32.77
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,174322,161.54
Ceigall India Limited,INE0AG901020,5228,13.90
Hemisphere Properties India Limited,INE0AJG01018,60226,92.57
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,11,0.16
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,2206,9.66
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,323,0.59
Bansal Wire Industries Limited,INE0B9K01025,3342,10.85
Go Fashion (India) Limited,INE0BJS01011,9109,57.39
Premier Energies Limited,INE0BS701011,819471,8290.86
C.E. Info Systems Limited,INE0BV301023,4977,90.39
Aether Industries Limited,INE0BWX01014,4391,37.83
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5850,11.17
Jubilant Ingrevia Limited,INE0BY001018,9339,68.98
Oswal Pumps Limited,INE0BYP01024,31074,199.25
Urban Company Limited,INE0CAZ01013,19414,26.08
Mukka Proteins Limited,INE0CG401037,31551,12.05
Knowledge Marine & Engineering Works Limited,INE0CJD01029,2282,40.02
Western Carriers (India) Limited,INE0CJF01024,37875,49.41
RateGain Travel Technologies Limited,INE0CLI01024,214558,656.34
Meghmani Organics Limited,INE0CT101020,430660,340.38
GMR Power and Urban Infra Limited,INE0CU601026,73213,88.30
Anthem Biosciences Limited,INE0CZ201020,10212,74.70
Sigachi Industries Limited,INE0D0K01022,272752,106.06
India Pesticides Limited,INE0D6701023,29577,60.72
Ksolves India Limited,INE0D6I01023,922,4.15
RailTel Corporation of India Limited,INE0DD101019,142788,565.35
PIRAMAL PHARMA LIMITED,INE0DK501011,261098,525.69
Fairchem Organics Limited,INE0DNW01011,1724,17.69
INNOVA CAPTAB LIMITED,INE0DUT01020,835,7.34
Syrma SGS Technology Limited,INE0DYJ01015,71019,537.84
HMA Agro Industries Limited,INE0ECP01024,481,0.15
TARC LIMITED,INE0EK901012,76771,131.07
Network People Services Technologies Limited,INE0FFK01017,1208,23.70
Deep Industries Limited,INE0FHS01024,13057,61.66
Motisons Jewellers Limited,INE0FRK01020,320418,60.40
Motherson Sumi Wiring India Limited,INE0FS801015,308434,143.89
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,946292,3683.83
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,4364,58.23
HP Adhesives Limited,INE0GSL01024,1061,0.54
ALL TIME PLASTICS LIMITED,INE0GV601021,184,0.52
Windlas Biotech Limited,INE0H5O01029,1179,9.97
ArisInfra Solutions Limited,INE0H9P01028,30649,40.78
Fabtech Technologies Limited,INE0HF201011,5459,12.14
One Mobikwik Systems Limited,INE0HLU01028,52143,137.85
Tracxn Technologies Limited,INE0HMF01019,1172,0.70
Billionbrains Garage Ventures Limited,INE0HOQ01053,245912,394.15
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3775,11.03
Le Travenues Technology Limited,INE0HV901016,28637,77.67
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,12579,61.29
Capillary Technologies India Limited,INE0ILV01024,500,3.31
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,14685,40.05
Veranda Learning Solutions Limited,INE0IQ001011,595,1.27
Data Patterns (India) Limited,INE0IX101010,19420,529.48
Rashi Peripherals Limited,INE0J1F01024,6591,22.40
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,112067,1003.54
Honasa Consumer Limited,INE0J5401028,14047,41.02
Jeena Sikho Lifecare Limited,INE0J5801029,7343,51.21
Venus Pipes & Tubes Limited,INE0JA001018,7127,97.70
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,16180,119.43
Sanathan Textiles Limited,INE0JPD01013,124,0.60
YATRA ONLINE LIMITED,INE0JR601024,22203,38.55
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1200555,5328.68
Garuda Construction and Engineering Limited,INE0JVO01026,14535,29.02
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,21399,151.12
Eureka Forbes Limited,INE0KCE01017,101623,531.48
Rhetan TMT Limited,INE0KKN01029,568,0.14
DCX Systems Limited,INE0KL801015,99633,249.34
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,2429,4.74
Bajel Projects Limited,INE0KQN01018,358,0.65
Gopal Snacks Limited,INE0L9R01028,13351,47.12
Avalon Technologies Limited,INE0LCL01028,6338,60.00
Ather Energy Limited,INE0LEZ01016,5680,40.41
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,72040,175.33
Cello World Limited,INE0LMW01024,7713,49.55
IKIO Technologies Limited,INE0LOJ01019,4526,12.79
Physicswallah Limited,INE0LP301011,101419,137.39
Aarti Pharmalabs Limited,INE0LRU01027,11181,94.17
Quadrant Future Tek Limited,INE0LRY01011,25606,99.26
Ola Electric Mobility Limited,INE0LXG01040,949165,367.82
REDTAPE Limited,INE0LXT01019,38667,54.61
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13242,23.52
J.G.Chemicals Limited,INE0MB501011,4911,21.54
REGAAL RESOURCES LIMITED,INE0MHO01029,1443,1.11
Epack Prefab Technologies Limited,INE0MLS01022,8850,27.64
TRUALT BIOENERGY LIMITED,INE0MWH01014,3253,14.09
Udayshivakumar infra limited,INE0N0Y01013,1260,0.42
Rishabh Instruments Limited,INE0N2P01017,105,0.41
BEML Land Assets Limited,INE0N7W01012,1186,2.54
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,2036,10.76
BLS E-Services Limited,INE0NLT01010,908,1.78
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,661240,290.43
R K Swamy Limited,INE0NQ801033,398,0.47
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,13348,473.95
Kross Limited,INE0O6601022,10869,23.46
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,320,0.80
Rossell Techsys Limited,INE0OJW01016,2656,19.16
NTPC GREEN ENERGY LIMITED,INE0ONG01011,476997,486.42
Deepak Builders and Engineers India Limited,INE0OPA01019,1289,1.88
EMS LIMITED,INE0OV601013,23452,128.46
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,34870,17.91
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,553,2.08
Orient Technologies Limited,INE0PPK01015,5717,23.44
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,5319,15.57
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,16445,138.75
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1629,25.28
International Gemmological Institute India Limited,INE0Q9301021,16712,61.39
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,436,2.94
ARKADE DEVELOPERS LIMITED,INE0QRL01017,33521,56.76
Denta Water and Infra Solutions Limited,INE0R4L01018,3137,11.60
SRM CONTRACTORS LIMITED,INE0R6Z01013,251,1.26
PATEL RETAIL LIMITED,INE0R8B01010,2267,5.22
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,7907,60.68
Gala Precision Engineering Limited,INE0RE001014,149,1.36
Tolins Tyres Limited,INE0RWQ01014,2814,5.06
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,6855,3.46
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,104,0.20
Pace Digitek Limited,INE0S3G01027,15893,32.43
CRIZAC LIMITED,INE0S4R01014,18834,60.00
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,8777,73.67
VMS TMT LIMITED,INE0SJA01013,89,0.06
MAMATA MACHINERY LIMITED,INE0TO701015,14310,66.64
Glottis Limited,INE0TQE01026,1330,0.90
Solarworld Energy Solutions Limited,INE0TY101024,2553,7.40
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,906,8.85
Bluspring Enterprises Limited,INE0U4101014,35394,27.93
Digitide Solutions Limited,INE0U4701011,19363,37.73
BlackBuck Limited,INE0UIZ01018,21118,143.79
Sanofi Consumer Healthcare India Limited,INE0UOS01011,82,3.86
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,16845,415.27
CARRARO INDIA LIMITED,INE0V7W01012,1282,6.76
Sri Lotus Developers and Realty Limited,INE0V9Q01010,72775,134.57
Meesho Limited,INE0VDM01015,493,0.89
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,824120,425.06
Laxmi Dental Limited,INE0WO601020,4405,13.76
Midwest Limited,INE0XAD01024,859,15.38
ANLON HEALTHCARE LIMITED,INE0Y8W01017,36,0.06
Jain Resource Recycling Limited,INE0YD401026,27245,112.37
Atlanta Electricals Limited,INE0Z4F01028,209,1.94
ATUL LTD.,INE100A01010,1734,114.24
Mahindra & Mahindra Ltd.,INE101A01026,19464,700.19
Granules India Ltd.,INE101D01020,23279,138.76
Afcons Infrastructure Limited,INE101I01011,19275,78.90
HLV LIMITED,INE102A01024,9224,1.36
Choice International Ltd,INE102B01014,421629,3203.31
Godrej Consumer Products Ltd.,INE102D01028,4218,53.00
Allied Digital Services Limited,INE102I01027,7700,15.60
MANGALORE RE,INE103A01014,206012,356.61
SMC Global Securities Limited,INE103C01036,1666,1.46
TRAVEL FOOD SERVICES LIMITED,INE103V01028,150,1.90
TVS Holdings Limited,INE105A01035,356,48.76
RPG Life Sciences Limited,INE105J01010,310,7.57
HI-TECH PIPES LIMITED,INE106T01025,260358,275.04
TAMILNADU NE,INE107A01015,13882,23.40
Awfis Space Solutions Limited,INE108V01019,12305,73.69
SHIPPING COR,INE109A01011,256403,643.16
ARMAN FIN,INE109C01017,717,10.93
"BPL Ltd.,",INE110A01019,20,0.02
Mindteck (India) Ltd,INE110B01017,185,0.38
CONTAIN CORP,INE111A01025,83351,484.25
FINANC TECHN,INE111B01023,603,5.43
PDS LIMITED,INE111Q01021,2894,10.53
Metropolis Healthcare Limited,INE112L01020,1975,39.64
GUJ NARMADA,INE113A01013,48530,259.16
STEEL AUTHOR,INE114A01011,434355,613.43
Lic Housing Finance Ltd.,INE115A01026,95725,570.64
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,2897,49.30
Apcotex Industries Limited,INE116A01032,13,0.05
ABB Ltd.,INE117A01022,9086,503.73
BAJ HOLD INV,INE118A01012,2420,286.99
Nuvoco Vistas Corporation Limited,INE118D01016,14172,54.97
Balrampur Chini Mills Ltd.,INE119A01028,12855,65.16
Carborundum Universal Ltd.,INE120A01034,5124,48.62
CHOL INV FN,INE121A01024,8591,143.39
JSW Energy Limited,INE121E01018,75617,403.30
INDUS TOWERS LIMITED,INE121J01017,40163,157.26
"MMTC Ltd.,",INE123F01029,75363,53.99
SBI Life Insurance Company Limited,INE123W01016,1665,29.58
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,309129,270.31
"E.I.D. Parry (India) Ltd.,",INE126A01031,3667,38.76
APOLLO PIPES LIMITED,INE126J01016,3411,12.22
HDFC Asset Management Company Limited,INE127D01025,14484,400.68
Goodluck India Limited,INE127I01024,7457,86.82
K.P. Energy Limited,INE127T01021,36970,149.00
Eveready Industries India Ltd.,INE128A01029,20679,73.91
Five-Star Business Finance Ltd.,INE128S01021,22050,128.98
Archean Chemical Industries Limited,INE128X01021,7251,43.73
GAIL INDIA,INE129A01019,331332,602.71
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,52305,55.62
Fujiyama Power Systems Limited,INE12UR01024,96,0.22
Gujarat Mineral Development Corpora,INE131A01031,170475,872.76
Relaxo Footwears Ltd.,INE131B01039,13611,63.32
Aurionpro Solutions Ltd.,INE132H01018,3534,41.59
Akzo Nobel India Limited,INE133A01011,9534,300.20
TILAKNAG IND,INE133E01013,56850,271.66
IFGL Refractories Limited,INE133Y01011,714,1.64
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,395054,1556.04
Cyient Limited,INE136B01020,26889,331.02
Neogen Chemicals Limited,INE136S01016,2248,30.66
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,46507,529.33
"National Aluminium Co. Ltd.,",INE139A01034,145296,429.73
FUSION FINANCE LIMITED,INE139R01012,23222,44.56
Saatvik Green Energy Limited,INE13B501022,8451,34.10
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
Tata Technologies Limited,INE142M01025,83604,603.53
Sula Vineyards Limited,INE142Q01026,75713,208.29
Orient Electric Limited,INE142Z01019,9759,19.41
OSWAL CHEMIC,INE143A01010,1350,0.48
