SEBI REPORT For Trade date 16-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
Brainbees Solutions Limited,INE02RE01045,43087,153.08
WONDER ELECTRICALS LIMITED,INE02WG01024,12843,21.77
Electronics Mart India Limited,INE02YR01019,66358,90.39
"Hindustan Unilever Ltd.,",INE030A01027,11844,295.27
Housing &Urban Development Corporation Ltd.,INE031A01017,446460,1054.74
Ajanta Pharma Ltd.,INE031B01049,1873,53.20
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,953334,1245.20
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,15202,48.86
Arvind SmartSpaces Limited,INE034S01021,4230,29.60
SOTL,INE035D01020,1212,5.54
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,8769,11.67
KARUR VYSYA,INE036D01028,18336,43.55
Concord Enviro Systems Limited,INE037Z01029,595,3.22
Hindalco Industries Ltd.,INE038A01020,43621,384.44
T.V.Today Network Limited,INE038F01029,232,0.46
IFCI LTD,INE039A01010,676361,403.08
"Jamna Auto Industries Ltd.,",INE039C01032,72857,82.83
JASH ENGINEERING LIMITED,INE039O01029,8292,41.87
Max Estates Limited,INE03EI01018,3590,16.75
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,7033,25.16
Brigade Hotel Ventures Limited,INE03NU01014,2478,2.13
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3238,30.18
Cohance Lifesciences Limited,INE03QK01018,12545,84.62
Chemcon Speciality Chemicals Limited,INE03YM01018,255,0.59
HDFC Bank Ltd.,INE040A01034,178371,1746.68
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6989834,4101.06
"Dhampur Sugar Mills Ltd.,",INE041A01016,44195,63.43
Escorts Kubota Limited,INE042A01014,3494,130.28
Vijaya Diagnostic Centre Limited,INE043W01024,1674,16.97
Sun Pharmaceutical Industries Ltd.,INE044A01036,20615,346.36
Paras Defence and Space Technologies Limited,INE045601023,36751,264.90
ADOR WELDING,INE045A01017,365,4.11
Nelco Ltd,INE045B01015,11535,98.25
Fineotex Chemical Limited,INE045J01034,132022,39.09
Reliance Industrial Infrastructure,INE046A01015,6167,57.21
Muthoot Microfin Limited,INE046W01019,4465,7.70
GRASIM INDUS,INE047A01021,2948,84.08
JAGSONPAL PH,INE048B01035,4337,10.52
Navin Fluorent International Ltd,INE048G01026,1381,78.41
"Himatsingka Seide Ltd.,",INE049A01027,58754,78.60
Wockhardt Ltd,INE049B01025,76079,1092.34
SBC EXPORTS LIMITED,INE04AK01028,407363,100.64
KPIT Technologies Ltd,INE04I401011,23076,299.05
ETHOS LIMITED,INE04TZ01018,509,14.47
Seshaasai Technologies Limited,INE04VU01023,1516,4.65
Prakash Pipes Limited,INE050001010,4196,17.90
Elin Electronics Limited,INE050401020,1432,3.10
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3456,65.11
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,7498,103.85
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,2050,6.11
Vakrangee Softwares Ltd.,INE051B01021,15715,1.45
Windsor Machines Limited,INE052A01021,2547,7.43
Camlin Fine Sciences Ltd,INE052I01032,18284,29.62
Sahyog Multibase Limited,INE052T01013,468,1.81
BEST AGROLIFE LIMITED,INE052T01021,55867,17.03
Indian Hotels Co. Ltd,INE053A01029,77977,576.06
Indian Railway Finance Corporation,INE053F01010,1630540,2207.82
"V.I.P. Industries Ltd.,",INE054A01027,15510,67.80
Waterbase Limited,INE054C01015,14261,7.22
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6985,149.60
Cyient DLM Limited,INE055S01018,29245,136.87
IVALUE INFOSOLUTIONS LIMITED,INE056801025,213,0.60
Refex Industries Limited,INE056I01025,19204,57.79
Sanofi India Ltd,INE058A01010,721,34.63
"Cipla Ltd.,",INE059A01026,19897,301.53
La Opala RG Ltd.,INE059D01020,5691,14.17
Hindware Home Innovation Limited,INE05AN01011,4029,13.06
Ratnaveer Precision Engineering Limited,INE05CZ01011,11866,18.91
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,1333,4.04
Navneet Education Limited,INE060A01024,9700,13.86
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,16512,155.12
"State Bank Of India,",INE062A01020,50699,455.14
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,3104,42.14
Equitas Small Finance Bank Limited,INE063P01018,141283,91.52
TIMES GROUP,INE064A01026,470669,1595.64
Trident Ltd.,INE064C01022,745197,222.21
AEROFLEX ENTERPRISES LIMITED,INE065D01027,5651,5.71
Indegene Limited,INE065X01017,9786,55.94
Eicher Motors Ltd.,INE066A01021,2168,150.08
Hindustan Aeronautics Limited,INE066F01020,92537,4337.18
Wonderla Holidays Limited,INE066O01014,11764,76.65
Inox Wind Limited,INE066P01011,528299,834.66
CG Power and Industrial Solutions Limited,INE067A01029,86067,595.67
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25893,66.63
Gland Pharma Limited,INE068V01023,9337,165.90
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,5222,6.69
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1181,2.77
INDIQUBE SPACES LIMITED,INE06ST01018,1073,2.49
LAXMI INDIA FINANCE LIMITED,INE06WU01026,5920,8.44
Gem Aromatics Limited,INE06XZ01023,1797,3.22
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4196,9.91
SHREE CEMENT,INE070A01015,188,52.49
Jai Corp Limited,INE070D01027,35300,54.23
INSECTCID,INE070I01018,155,1.17
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3584,56.09
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3252,33.72
Sona BLW Precision Forgings Limited,INE073K01018,47368,234.30
Praj Industries Ltd.,INE074A01025,128185,512.47
Paramount Communications Ltd.,INE074B01023,102107,49.98
WIPRO LTD.,INE075A01022,99778,267.79
G M BREWERIE,INE075D01018,4830,55.55
HealthCare Global Enterprises Limited,INE075I01017,1965,12.93
SIYAR SILK M,INE076B01028,3600,26.88
IFB Agro Industries Ltd,INE076C01018,31,0.43
GOCL Corporation Limited ,INE077F01035,404,1.49
Vikram Solar Limited,INE078V01014,48756,135.16
Ambuja Cements Ltd.,INE079A01024,67882,389.25
Gateway Distriparks Limited,INE079J01017,64166,41.52
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,58778,229.14
Easy Trip Planners Limited,INE07O001026,1489450,186.79
NDR Auto Components Limited,INE07OG01012,421,4.00
Supriya Lifescience Limited,INE07RO01027,9333,71.78
Pavna Industries Limited,INE07S101038,8887,2.51
Restaurant Brands Asia Limited,INE07T201019,157252,116.37
IRM ENERGY LIMITED,INE07U701015,8727,28.84
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2898,561.02
LLOYDS ENTERPRISES LIMITED,INE080I01025,3084845,2376.34
TATA IORN AN,INE081A01020,461739,803.23
"Kopran Ltd.,",INE082A01010,2539,4.13
Morepen Laboratories Ltd.,INE083A01026,268049,144.04
Themis Medicare Ltd.,INE083B01024,4119,5.33
BANK OF INDI,INE084A01016,208281,299.56
Amanta Healthcare Limited,INE084K01015,28,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1113,7.02
CHAMBAL FERT,INE085A01013,591388,2626.12
Thangamayil Jewellery Limited,INE085J01014,735,29.34
"Electrosteel Castings Ltd.,",INE086A01029,245233,242.53
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,941793,310.17
Paradeep Phosphates Limited,INE088F01024,460109,800.47
DR.REDDY'S L,INE089A01031,12717,159.01
Sterlite Technologies Limited.,INE089C01029,24287,26.17
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,23810,28.66
Krsnaa Diagnostics Limited,INE08LI01020,680,5.53
M & B ENGINEERING LIMITED,INE08N601015,12972,50.91
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,80918,164.09
Greenpanel Industries Limited,INE08ZM01014,4377,12.73
Scoda Tubes Limited,INE090501011,13938,23.90
ICICI Bank Ltd.,INE090A01021,35243,493.63
Jai Balaji Industries Limited,INE091G01026,77721,66.65
TATA CHEMICA,INE092A01019,54588,460.44
INDIA NIPP E,INE092B01025,196,1.69
IDFC FIRST BANK LIMITED,INE092T01019,736999,572.62
Hexaware Technologies Limited,INE093A01041,4927,35.58
OBEROI REALTY LIMITED,INE093I01010,4285,75.06
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,200011,132.10
HINDUSTAN PE,INE094A01015,78667,364.64
Ashika Credit Capital Ltd.,INE094B01013,17727,62.93
Kolte-Patil Developers Ltd,INE094I01018,4518,16.03
UTI Asset Management Company Limited,INE094J01016,8337,106.90
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33976,314.47
NBCC (India) Limited,INE095N01031,491571,582.07
NUCLEU SOF E,INE096B01018,668,7.55
Amrutanjan Health Care Limited,INE098F01031,256,1.93
Mishra Dhatu Nigam Limited,INE099Z01011,62135,236.84
Aarti Surfactants Limited,INE09EO01013,102,0.41
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2144,77.71
Indigo Paints Limited,INE09VQ01012,1339,16.27
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5950,28.37
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,187715,166.15
Ceigall India Limited,INE0AG901020,3140,8.42
Hemisphere Properties India Limited,INE0AJG01018,63315,97.00
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,486,6.85
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,3096,13.97
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,373,0.65
Bansal Wire Industries Limited,INE0B9K01025,3351,10.82
Go Fashion (India) Limited,INE0BJS01011,8365,51.63
Premier Energies Limited,INE0BS701011,774563,7814.65
C.E. Info Systems Limited,INE0BV301023,4539,81.42
Aether Industries Limited,INE0BWX01014,3541,30.11
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5996,11.26
Jubilant Ingrevia Limited,INE0BY001018,9607,70.77
Oswal Pumps Limited,INE0BYP01024,32154,202.07
Urban Company Limited,INE0CAZ01013,26335,35.22
Mukka Proteins Limited,INE0CG401037,31745,12.10
Knowledge Marine & Engineering Works Limited,INE0CJD01029,2357,41.35
Western Carriers (India) Limited,INE0CJF01024,37874,49.41
RateGain Travel Technologies Limited,INE0CLI01024,214509,656.02
Meghmani Organics Limited,INE0CT101020,431399,338.80
GMR Power and Urban Infra Limited,INE0CU601026,69660,84.14
Anthem Biosciences Limited,INE0CZ201020,9334,67.46
Sigachi Industries Limited,INE0D0K01022,289634,110.71
AAA TECHNOLOGIES LIMITED,INE0D0U01013,450,0.56
India Pesticides Limited,INE0D6701023,29588,60.72
Ksolves India Limited,INE0D6I01023,922,4.15
RailTel Corporation of India Limited,INE0DD101019,136519,537.95
PIRAMAL PHARMA LIMITED,INE0DK501011,254593,513.11
Fairchem Organics Limited,INE0DNW01011,1726,17.70
INNOVA CAPTAB LIMITED,INE0DUT01020,818,7.15
Syrma SGS Technology Limited,INE0DYJ01015,60436,459.74
HMA Agro Industries Limited,INE0ECP01024,976,0.29
TARC LIMITED,INE0EK901012,76951,131.37
Network People Services Technologies Limited,INE0FFK01017,1149,22.63
Deep Industries Limited,INE0FHS01024,13553,62.17
Motisons Jewellers Limited,INE0FRK01020,327782,61.05
Motherson Sumi Wiring India Limited,INE0FS801015,340793,158.63
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,945596,3681.78
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3311,43.43
HP Adhesives Limited,INE0GSL01024,1061,0.54
ALL TIME PLASTICS LIMITED,INE0GV601021,168,0.47
Windlas Biotech Limited,INE0H5O01029,1158,9.77
ArisInfra Solutions Limited,INE0H9P01028,9004,13.36
Fabtech Technologies Limited,INE0HF201011,5204,11.51
One Mobikwik Systems Limited,INE0HLU01028,47718,125.80
Tracxn Technologies Limited,INE0HMF01019,1170,0.70
Billionbrains Garage Ventures Limited,INE0HOQ01053,254120,418.90
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3940,11.58
Le Travenues Technology Limited,INE0HV901016,26840,72.75
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,12924,62.49
Capillary Technologies India Limited,INE0ILV01024,929,6.09
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,14322,38.76
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,18946,513.07
Rashi Peripherals Limited,INE0J1F01024,5846,19.57
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,111506,1000.83
Honasa Consumer Limited,INE0J5401028,13879,40.53
Jeena Sikho Lifecare Limited,INE0J5801029,7248,50.54
Venus Pipes & Tubes Limited,INE0JA001018,6987,95.67
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15885,116.63
Sanathan Textiles Limited,INE0JPD01013,124,0.60
YATRA ONLINE LIMITED,INE0JR601024,23073,39.49
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1200454,5328.29
Garuda Construction and Engineering Limited,INE0JVO01026,18489,36.27
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,21246,149.18
Eureka Forbes Limited,INE0KCE01017,102647,537.33
Rhetan TMT Limited,INE0KKN01029,9,0.00
DCX Systems Limited,INE0KL801015,101729,248.93
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,929,1.94
Bajel Projects Limited,INE0KQN01018,388,0.70
Gopal Snacks Limited,INE0L9R01028,18519,64.06
Avalon Technologies Limited,INE0LCL01028,4459,43.17
Ather Energy Limited,INE0LEZ01016,6505,45.50
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,73906,177.19
Cello World Limited,INE0LMW01024,8667,53.88
IKIO Technologies Limited,INE0LOJ01019,4387,12.51
Physicswallah Limited,INE0LP301011,106341,143.75
Aarti Pharmalabs Limited,INE0LRU01027,9844,84.01
Quadrant Future Tek Limited,INE0LRY01011,25931,99.15
Ola Electric Mobility Limited,INE0LXG01040,961401,371.74
REDTAPE Limited,INE0LXT01019,38515,54.22
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,13207,23.47
J.G.Chemicals Limited,INE0MB501011,4720,20.67
REGAAL RESOURCES LIMITED,INE0MHO01029,1524,1.16
Epack Prefab Technologies Limited,INE0MLS01022,8897,27.67
TRUALT BIOENERGY LIMITED,INE0MWH01014,3590,15.27
Udayshivakumar infra limited,INE0N0Y01013,3235,0.85
Rishabh Instruments Limited,INE0N2P01017,1115,4.32
BEML Land Assets Limited,INE0N7W01012,1180,2.52
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,2213,11.60
BLS E-Services Limited,INE0NLT01010,243,0.45
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,674091,297.01
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,13477,472.85
Kross Limited,INE0O6601022,10743,23.14
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,420,1.02
Rossell Techsys Limited,INE0OJW01016,2596,18.74
NTPC GREEN ENERGY LIMITED,INE0ONG01011,487723,494.60
Deepak Builders and Engineers India Limited,INE0OPA01019,1414,2.02
EMS LIMITED,INE0OV601013,23822,129.60
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,31901,16.26
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,525,1.95
Orient Technologies Limited,INE0PPK01015,5715,22.75
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,7203,19.59
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,16804,140.95
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1329,20.56
International Gemmological Institute India Limited,INE0Q9301021,16291,59.90
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,21,0.13
Sudeep Pharma Limited,INE0QPI01025,77,0.47
ARKADE DEVELOPERS LIMITED,INE0QRL01017,34360,57.21
Denta Water and Infra Solutions Limited,INE0R4L01018,2801,10.36
SRM CONTRACTORS LIMITED,INE0R6Z01013,251,1.26
PATEL RETAIL LIMITED,INE0R8B01010,1873,4.34
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,11815,93.67
Gala Precision Engineering Limited,INE0RE001014,143,1.30
Tolins Tyres Limited,INE0RWQ01014,2615,4.68
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,6889,3.47
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,33,0.06
Pace Digitek Limited,INE0S3G01027,14829,29.87
CRIZAC LIMITED,INE0S4R01014,19189,60.38
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,9148,74.57
VMS TMT LIMITED,INE0SJA01013,675,0.34
MAMATA MACHINERY LIMITED,INE0TO701015,14160,65.83
Glottis Limited,INE0TQE01026,1329,0.90
Solarworld Energy Solutions Limited,INE0TY101024,2638,7.60
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,875,8.40
Bluspring Enterprises Limited,INE0U4101014,25273,20.55
Digitide Solutions Limited,INE0U4701011,22494,41.70
BlackBuck Limited,INE0UIZ01018,6441,43.24
Sanofi Consumer Healthcare India Limited,INE0UOS01011,82,3.86
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,15669,386.49
CARRARO INDIA LIMITED,INE0V7W01012,788,4.06
Sri Lotus Developers and Realty Limited,INE0V9Q01010,70704,129.50
Meesho Limited,INE0VDM01015,1887,3.18
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,860881,445.40
Laxmi Dental Limited,INE0WO601020,4444,13.77
Midwest Limited,INE0XAD01024,1884,31.64
ANLON HEALTHCARE LIMITED,INE0Y8W01017,11,0.02
Jain Resource Recycling Limited,INE0YD401026,22313,92.84
Atlanta Electricals Limited,INE0Z4F01028,209,1.93
ATUL LTD.,INE100A01010,1725,113.58
Mahindra & Mahindra Ltd.,INE101A01026,19273,694.16
Granules India Ltd.,INE101D01020,20093,119.37
Afcons Infrastructure Limited,INE101I01011,20049,79.98
HLV LIMITED,INE102A01024,7461,1.13
Choice International Ltd,INE102B01014,421609,3203.20
Godrej Consumer Products Ltd.,INE102D01028,3579,45.38
Allied Digital Services Limited,INE102I01027,7595,15.41
MANGALORE RE,INE103A01014,276433,453.34
SMC Global Securities Limited,INE103C01036,1316,1.14
TRAVEL FOOD SERVICES LIMITED,INE103V01028,74,0.97
TVS Holdings Limited,INE105A01035,150,21.97
RPG Life Sciences Limited,INE105J01010,310,7.57
HI-TECH PIPES LIMITED,INE106T01025,260523,272.28
TAMILNADU NE,INE107A01015,13781,23.23
Awfis Space Solutions Limited,INE108V01019,11621,68.98
SHIPPING COR,INE109A01011,238523,588.00
ARMAN FIN,INE109C01017,727,11.09
Mindteck (India) Ltd,INE110B01017,178,0.37
CONTAIN CORP,INE111A01025,82167,477.27
FINANC TECHN,INE111B01023,635,5.62
PDS LIMITED,INE111Q01021,2748,9.93
Metropolis Healthcare Limited,INE112L01020,1999,40.09
GUJ NARMADA,INE113A01013,49402,263.07
STEEL AUTHOR,INE114A01011,447705,640.34
Lic Housing Finance Ltd.,INE115A01026,99845,590.19
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1469,25.44
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,9884,542.14
BAJ HOLD INV,INE118A01012,2290,270.62
Nuvoco Vistas Corporation Limited,INE118D01016,15786,60.68
Balrampur Chini Mills Ltd.,INE119A01028,12815,64.59
Carborundum Universal Ltd.,INE120A01034,5765,53.81
CHOL INV FN,INE121A01024,10857,183.03
JSW Energy Limited,INE121E01018,73631,391.51
INDUS TOWERS LIMITED,INE121J01017,44588,180.54
"MMTC Ltd.,",INE123F01029,101443,72.25
SBI Life Insurance Company Limited,INE123W01016,1638,29.15
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,259991,229.31
"E.I.D. Parry (India) Ltd.,",INE126A01031,3881,40.81
APOLLO PIPES LIMITED,INE126J01016,2620,9.64
HDFC Asset Management Company Limited,INE127D01025,13898,383.07
Goodluck India Limited,INE127I01024,6898,80.42
K.P. Energy Limited,INE127T01021,33536,132.85
Eveready Industries India Ltd.,INE128A01029,19740,70.89
Five-Star Business Finance Ltd.,INE128S01021,23224,134.23
Archean Chemical Industries Limited,INE128X01021,7129,43.03
GAIL INDIA,INE129A01019,350450,630.49
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,55102,58.09
Fujiyama Power Systems Limited,INE12UR01024,136,0.30
Gujarat Mineral Development Corpora,INE131A01031,193278,1003.36
Relaxo Footwears Ltd.,INE131B01039,14029,64.87
Aurionpro Solutions Ltd.,INE132H01018,4502,51.73
Akzo Nobel India Limited,INE133A01011,7789,245.49
TILAKNAG IND,INE133E01013,47823,227.22
IFGL Refractories Limited,INE133Y01011,664,1.49
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,377559,1491.22
Cyient Limited,INE136B01020,22726,282.92
Neogen Chemicals Limited,INE136S01016,2007,28.09
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,47706,541.44
"National Aluminium Co. Ltd.,",INE139A01034,150393,469.46
UCAL LIMITED,INE139B01016,567,0.76
FUSION FINANCE LIMITED,INE139R01012,24164,46.18
Saatvik Green Energy Limited,INE13B501022,3203,13.79
