SEBI REPORT For Trade date 10-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
Motherson Sumi Wiring India Limited,INE0FS801015,479321,217.84
EPACK Durable Limited,INE0G5901015,1224569,4763.04
Exxaro Tiles Limited,INE0GFE01026,590,0.05
Tatva Chintan Pharma Chem Limited,INE0GK401011,3877,42.73
HP Adhesives Limited,INE0GSL01024,676,0.41
ALL TIME PLASTICS LIMITED,INE0GV601021,2958,7.94
Windlas Biotech Limited,INE0H5O01029,1542,14.97
ArisInfra Solutions Limited,INE0H9P01028,800,1.27
One Mobikwik Systems Limited,INE0HLU01028,43370,126.60
Tracxn Technologies Limited,INE0HMF01019,6762,4.90
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3361,10.14
Le Travenues Technology Limited,INE0HV901016,15823,45.72
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,20936,101.85
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,2239,6.03
Veranda Learning Solutions Limited,INE0IQ001011,1070,2.43
Data Patterns (India) Limited,INE0IX101010,13385,361.82
Rashi Peripherals Limited,INE0J1F01024,6952,19.46
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,99170,851.63
Honasa Consumer Limited,INE0J5401028,11733,34.10
Jeena Sikho Lifecare Limited,INE0J5801029,1826,14.83
Venus Pipes & Tubes Limited,INE0JA001018,7694,110.93
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,6317,45.30
Sanathan Textiles Limited,INE0JPD01013,115,0.55
YATRA ONLINE LIMITED,INE0JR601024,11964,19.01
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1201223,5331.40
Garuda Construction and Engineering Limited,INE0JVO01026,5167,10.54
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,26232,188.57
Eureka Forbes Limited,INE0KCE01017,99391,517.00
Signpost India Limited,INE0KGZ01021,8,0.02
DCX Systems Limited,INE0KL801015,103609,287.86
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,907,1.89
Bajel Projects Limited,INE0KQN01018,37,0.08
Gopal Snacks Limited,INE0L9R01028,18629,69.14
Avalon Technologies Limited,INE0LCL01028,3615,35.45
Ather Energy Limited,INE0LEZ01016,11394,69.20
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,62015,162.02
Cello World Limited,INE0LMW01024,12860,78.69
IKIO Technologies Limited,INE0LOJ01019,5163,14.61
Aarti Pharmalabs Limited,INE0LRU01027,10941,98.15
Quadrant Future Tek Limited,INE0LRY01011,22493,100.37
Ola Electric Mobility Limited,INE0LXG01040,109964,68.69
REDTAPE Limited,INE0LXT01019,22645,33.95
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,8568,15.47
J.G.Chemicals Limited,INE0MB501011,9003,39.32
REGAAL RESOURCES LIMITED,INE0MHO01029,770,0.68
Pyramid Technoplast Limited,INE0MIS01010,75,0.16
Udayshivakumar infra limited,INE0N0Y01013,1200,0.40
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1387,2.98
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,6601,35.53
BLS E-Services Limited,INE0NLT01010,461,0.88
Allcargo Terminals Limited,INE0NN701020,513,0.26
NMDC Steel Limited,INE0NNS01018,502563,224.66
R K Swamy Limited,INE0NQ801033,103,0.20
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,9060,333.35
Transindia Real Estate Limited,INE0O3901029,100,0.04
Kross Limited,INE0O6601022,32268,66.20
Indef Manufacturing Limited,INE0O9T01021,525,2.14
JNK India Limited,INE0OAF01028,387,1.25
Rossell Techsys Limited,INE0OJW01016,2296,17.24
NTPC GREEN ENERGY LIMITED,INE0ONG01011,486379,511.00
Deepak Builders and Engineers India Limited,INE0OPA01019,1245,1.96
EMS LIMITED,INE0OV601013,23116,139.46
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,34082,18.38
RBZ Jewellers Limited,INE0PEQ01016,505,0.74
Orient Technologies Limited,INE0PPK01015,9788,40.13
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.15
DIGIDRIVE DISTRIBUTORS LIMITED,INE0PSC01024,1025,0.33
Platinum Industries Limited,INE0PT501018,3942,12.04
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,21137,176.20
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2425,41.95
International Gemmological Institute India Limited,INE0Q9301021,14308,57.17
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,36539,64.59
Denta Water and Infra Solutions Limited,INE0R4L01018,2479,10.72
SRM CONTRACTORS LIMITED,INE0R6Z01013,2466,13.28
PATEL RETAIL LIMITED,INE0R8B01010,51,0.12
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,3780,24.62
Gala Precision Engineering Limited,INE0RE001014,226,2.12
Tolins Tyres Limited,INE0RWQ01014,1956,3.39
Stallion India Fluorochemicals Limited,INE0RYC01010,6807,16.73
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,4050,2.49
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,477,0.81
CRIZAC LIMITED,INE0S4R01014,55097,165.53
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,3708,32.11
MAMATA MACHINERY LIMITED,INE0TO701015,20353,98.26
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,177,1.90
Bluspring Enterprises Limited,INE0U4101014,19959,16.50
Digitide Solutions Limited,INE0U4701011,20733,45.00
BlackBuck Limited,INE0UIZ01018,1939,11.71
Sanofi Consumer Healthcare India Limited,INE0UOS01011,5,0.27
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14224,374.41
CARRARO INDIA LIMITED,INE0V7W01012,514,2.22
Sri Lotus Developers and Realty Limited,INE0V9Q01010,103237,200.71
Sagility Limited,INE0W2G01015,367845,165.69
Laxmi Dental Limited,INE0WO601020,7178,25.53
ATUL LTD.,INE100A01010,2301,152.09
Mahindra & Mahindra Ltd.,INE101A01026,24750,864.79
Granules India Ltd.,INE101D01020,423741,2044.99
Afcons Infrastructure Limited,INE101I01011,9048,41.69
HLV LIMITED,INE102A01024,37824,5.32
Choice International Ltd,INE102B01014,17976,131.43
Godrej Consumer Products Ltd.,INE102D01028,13625,169.72
Allied Digital Services Limited,INE102I01027,21844,44.84
MANGALORE RE,INE103A01014,140842,220.94
SMC Global Securities Limited,INE103C01036,736,1.05
TRAVEL FOOD SERVICES LIMITED,INE103V01028,461,6.17
TVS Holdings Limited,INE105A01035,367,48.22
RPG Life Sciences Limited,INE105J01010,405,10.12
HI-TECH PIPES LIMITED,INE106T01025,144672,163.20
TAMILNADU NE,INE107A01015,18953,33.22
Awfis Space Solutions Limited,INE108V01019,9700,62.77
SHIPPING COR,INE109A01011,191207,444.06
ARMAN FIN,INE109C01017,429,6.38
"BPL Ltd.,",INE110A01019,108,0.10
CONTAIN CORP,INE111A01025,73700,446.25
FINANC TECHN,INE111B01023,1501,14.53
PDS LIMITED,INE111Q01021,4027,14.46
Metropolis Healthcare Limited,INE112L01020,2433,50.97
GUJ NARMADA,INE113A01013,47770,259.44
STEEL AUTHOR,INE114A01011,455529,616.53
Lic Housing Finance Ltd.,INE115A01026,102113,557.59
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,7377,116.41
Apcotex Industries Limited,INE116A01032,774,2.67
ABB Ltd.,INE117A01022,11427,669.62
BAJ HOLD INV,INE118A01012,1201,155.31
Nuvoco Vistas Corporation Limited,INE118D01016,4855,19.50
Balrampur Chini Mills Ltd.,INE119A01028,16853,89.14
Carborundum Universal Ltd.,INE120A01034,3405,34.97
CHOL INV FN,INE121A01024,7879,123.37
JSW Energy Limited,INE121E01018,77781,422.69
INDUS TOWERS LIMITED,INE121J01017,80202,293.05
"MMTC Ltd.,",INE123F01029,47602,36.40
SBI Life Insurance Company Limited,INE123W01016,3024,52.71
DELTA CORP,INE124G01033,360067,343.20
"E.I.D. Parry (India) Ltd.,",INE126A01031,3655,38.58
APOLLO PIPES LIMITED,INE126J01016,7908,32.36
HDFC Asset Management Company Limited,INE127D01025,7059,401.31
Goodluck India Limited,INE127I01024,6528,64.87
K.P. Energy Limited,INE127T01021,35061,146.33
Eveready Industries India Ltd.,INE128A01029,18526,66.84
Five-Star Business Finance Ltd.,INE128S01021,64960,365.62
Archean Chemical Industries Limited,INE128X01021,3658,25.14
GAIL INDIA,INE129A01019,314025,582.28
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,22286,25.72
Gujarat Mineral Development Corpora,INE131A01031,127042,612.30
Relaxo Footwears Ltd.,INE131B01039,14512,70.26
DISA INDIA,INE131C01011,1,0.15
Aurionpro Solutions Ltd.,INE132H01018,2953,37.13
Akzo Nobel India Limited,INE133A01011,623,22.81
TILAKNAG IND,INE133E01013,42422,201.19
IFGL Refractories Limited,INE133Y01011,93,0.27
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,180,0.25
Power Finance Corporation Ltd,INE134E01011,262017,1102.40
Cyient Limited,INE136B01020,22613,293.29
Neogen Chemicals Limited,INE136S01016,2000,31.71
Kanoria Chemicals & Industries Ltd.,INE138C01024,1545,1.66
KFin Technologies Limited,INE138Y01010,40170,456.50
"National Aluminium Co. Ltd.,",INE139A01034,153644,347.61
UCAL LIMITED,INE139B01016,200,0.28
FUSION FINANCE LIMITED,INE139R01012,26384,51.48
Piramal Enterprises Limited,INE140A01024,6612,84.51
"Oswal Agro Mills Ltd.,",INE142A01012,25,0.02
Tata Technologies Limited,INE142M01025,70775,527.10
Sula Vineyards Limited,INE142Q01026,69077,212.29
Orient Electric Limited,INE142Z01019,6719,14.89
OSWAL CHEMIC,INE143A01010,656,0.26
20 Microns Limited,INE144J01027,10631,24.63
Tarsons Products Limited,INE144Z01023,1102995,3889.91
Kirloskar Oil Engines Limited,INE146L01010,9668,89.07
SOUTH PETRO,INE147A01011,48465,50.28
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,57,0.04
Sammaan Capital Limited,INE148I01020,509403,722.76
Delhivery Limited,INE148O01028,47551,217.15
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,2516,46.14
"Sandur Manganese & Iron Ores Ltd.,",INE149K01016,56087,102.89
NIBE LIMITED,INE149O01018,60,0.83
Aditya Birla Lifestyle Brands Limited,INE14LE01019,103990,152.76
"Alkyl Amines Chemicals Ltd.,",INE150B01039,4766,99.97
LUX Industries Limited,INE150G01020,3775,56.20
TATA COMM,INE151A01013,10011,180.66
Shaily Engineering Plastics Ltd.,INE151G01028,1772,41.30
Thermax Ltd.,INE152A01029,3017,106.19
ALLCARGO GATI LIMITED,INE152B01027,29611,22.26
U. Y. FINCORP LIMITED,INE152C01025,500,0.07
Triveni Turbine Limited,INE152M01016,32343,200.21
MAHANAG TELE,INE153A01019,189667,83.59
BLS International Services Ltd,INE153T01027,88191,338.11
ITC Ltd,INE154A01025,308056,1237.47
Tata Motors Ltd.,INE155A01022,327398,2373.41
New Delhi Television Limited,INE155G01029,100,0.12
Hero Motocorp Limited,INE158A01026,5452,281.72
EIMCO ELEC I,INE158B01016,1000,21.10
GlaxoSmithkline Pharmaceuticals Ltd.,INE159A01016,2421,66.80
Punjab National Bank,INE160A01022,1322572,1362.09
"NIIT Ltd.,",INE161A01038,81145,109.73
