SEBI REPORT For Trade date 04-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
WONDER ELECTRICALS LIMITED,INE02WG01024,7528,12.53
Electronics Mart India Limited,INE02YR01019,54263,75.92
Corona Remedies Limited,INE02ZQ01018,41,0.65
"Hindustan Unilever Ltd.,",INE030A01027,14980,365.32
Housing &Urban Development Corporation Ltd.,INE031A01017,753580,1620.89
Ajanta Pharma Ltd.,INE031B01049,984,28.15
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,771906,934.72
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,21124,75.72
Arvind SmartSpaces Limited,INE034S01021,4177,28.91
SOTL,INE035D01020,1188,5.43
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,15079,21.21
KARUR VYSYA,INE036D01028,22578,63.96
Concord Enviro Systems Limited,INE037Z01029,361,1.73
Hindalco Industries Ltd.,INE038A01020,35632,319.17
T.V.Today Network Limited,INE038F01029,1241,1.76
IFCI LTD,INE039A01010,930860,566.83
"Jamna Auto Industries Ltd.,",INE039C01032,101200,135.60
JASH ENGINEERING LIMITED,INE039O01029,6545,33.00
Jubilant Agri and Consumer Products Limited,INE03CC01015,95,1.86
Max Estates Limited,INE03EI01018,3058,14.12
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,4410,15.54
Brigade Hotel Ventures Limited,INE03NU01014,1706,1.44
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1966,18.54
Cohance Lifesciences Limited,INE03QK01018,16470,84.62
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,218534,2084.91
Mayur Uniquoters ltd.,INE040D01038,2998,17.42
SUZLON ENERGY LTD.,INE040H01021,6559993,3576.78
"Dhampur Sugar Mills Ltd.,",INE041A01016,43872,62.61
Escorts Kubota Limited,INE042A01014,4351,160.17
GTL Ltd,INE043A01012,387,0.03
Vijaya Diagnostic Centre Limited,INE043W01024,1885,18.96
Sun Pharmaceutical Industries Ltd.,INE044A01036,12589,206.88
Paras Defence and Space Technologies Limited,INE045601023,34872,249.97
ADOR WELDING,INE045A01017,142,1.67
Nelco Ltd,INE045B01015,8570,71.47
Fineotex Chemical Limited,INE045J01034,118385,34.49
Reliance Industrial Infrastructure,INE046A01015,5362,48.24
Muthoot Microfin Limited,INE046W01019,5161,8.90
GRASIM INDUS,INE047A01021,3336,95.44
JAGSONPAL PH,INE048B01035,4214,10.23
Navin Fluorent International Ltd,INE048G01026,4900,313.50
"Himatsingka Seide Ltd.,",INE049A01027,63936,83.83
Wockhardt Ltd,INE049B01025,76312,1089.73
SBC EXPORTS LIMITED,INE04AK01028,558524,147.39
KPIT Technologies Ltd,INE04I401011,50274,512.79
ETHOS LIMITED,INE04TZ01018,522,14.78
Seshaasai Technologies Limited,INE04VU01023,1546,4.67
Prakash Pipes Limited,INE050001010,5113,19.31
Elin Electronics Limited,INE050401020,1313,2.82
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3298,60.33
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6220,85.38
Rane (Madras)  Ltd.,INE050H01012,2061,16.34
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1250,3.95
Camlin Fine Sciences Ltd,INE052I01032,11550,19.08
BEST AGROLIFE LIMITED,INE052T01021,3076,0.82
Indian Hotels Co. Ltd,INE053A01029,78001,570.05
Indian Railway Finance Corporation,INE053F01010,1680034,2104.19
"V.I.P. Industries Ltd.,",INE054A01027,11268,47.61
Waterbase Limited,INE054C01015,17976,10.07
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8524,161.59
Cyient DLM Limited,INE055S01018,20428,87.16
IVALUE INFOSOLUTIONS LIMITED,INE056801025,415,0.99
Refex Industries Limited,INE056I01025,22620,64.53
Sanofi India Ltd,INE058A01010,876,39.47
"Cipla Ltd.,",INE059A01026,21092,311.13
La Opala RG Ltd.,INE059D01020,3325,8.04
Hindware Home Innovation Limited,INE05AN01011,3104,9.34
Ratnaveer Precision Engineering Limited,INE05CZ01011,339046,552.66
Indogulf Cropsciences Limited,INE05J901018,419,0.48
BHARAT COKING COAL LIMITED,INE05XR01022,3494,1.15
Likhitha Infrastructure Limited,INE060901027,574,1.70
Navneet Education Limited,INE060A01024,7589,11.58
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,21666,206.83
"State Bank Of India,",INE062A01020,85852,952.57
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,6042,77.00
Equitas Small Finance Bank Limited,INE063P01018,159352,105.42
TIMES GROUP,INE064A01026,643667,2098.40
Trident Ltd.,INE064C01022,1176484,338.38
AEROFLEX ENTERPRISES LIMITED,INE065D01027,2511,2.57
Indegene Limited,INE065X01017,7799,44.19
Eicher Motors Ltd.,INE066A01021,2411,182.87
Hindustan Aeronautics Limited,INE066F01020,111732,5040.39
Wonderla Holidays Limited,INE066O01014,2999,19.07
Inox Wind Limited,INE066P01011,427116,599.32
CG Power and Industrial Solutions Limited,INE067A01029,49900,353.55
CANTABIL RETAIL INDIA LIMITED,INE068L01024,26108,67.23
Gland Pharma Limited,INE068V01023,1466,26.98
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,2069,2.80
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,5016,8.71
INDIQUBE SPACES LIMITED,INE06ST01018,957,2.21
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3328,4.59
Gem Aromatics Limited,INE06XZ01023,2326,3.97
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,5885,12.64
SHREE CEMENT,INE070A01015,279,76.44
Jai Corp Limited,INE070D01027,29914,44.91
INSECTCID,INE070I01018,99,0.81
Ugar Sugar Works Ltd.,INE071E01023,1669,0.94
Epigral Limited,INE071N01016,2794,43.80
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3600,35.43
Sona BLW Precision Forgings Limited,INE073K01018,33810,174.61
Praj Industries Ltd.,INE074A01025,145828,582.80
Paramount Communications Ltd.,INE074B01023,90899,44.52
WIPRO LTD.,INE075A01022,396538,910.53
G M BREWERIE,INE075D01018,5053,59.61
HealthCare Global Enterprises Limited,INE075I01017,1278,8.44
SIYAR SILK M,INE076B01028,3732,24.29
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,394,1.45
Vikram Solar Limited,INE078V01014,104569,239.95
Ambuja Cements Ltd.,INE079A01024,75313,416.35
Gateway Distriparks Limited,INE079J01017,63852,41.16
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,60715,215.95
Easy Trip Planners Limited,INE07O001026,1165846,153.82
NDR Auto Components Limited,INE07OG01012,384,3.67
Supriya Lifescience Limited,INE07RO01027,10695,79.06
Pavna Industries Limited,INE07S101038,6887,1.81
Restaurant Brands Asia Limited,INE07T201019,277013,192.39
IRM ENERGY LIMITED,INE07U701015,9635,30.69
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1156,266.48
LLOYDS ENTERPRISES LIMITED,INE080I01025,3114218,2389.53
TATA IORN AN,INE081A01020,361502,677.17
"Kopran Ltd.,",INE082A01010,5815,8.68
Morepen Laboratories Ltd.,INE083A01026,276891,141.41
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,275793,439.06
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1139,6.97
CHAMBAL FERT,INE085A01013,737828,3270.16
Thangamayil Jewellery Limited,INE085J01014,724,28.76
"Electrosteel Castings Ltd.,",INE086A01029,249097,239.03
KESORAM IND,INE087A01019,0,0.00
Shree Renuka Sugars Ltd.,INE087H01022,708624,215.71
Paradeep Phosphates Limited,INE088F01024,519811,826.93
DR.REDDY'S L,INE089A01031,7198,90.13
Sterlite Technologies Limited.,INE089C01029,22159,33.88
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,16995,20.15
Krsnaa Diagnostics Limited,INE08LI01020,2522,17.61
M & B ENGINEERING LIMITED,INE08N601015,12621,46.72
SANSTAR LIMITED,INE08NE01025,5761,5.58
Samhi Hotels Limited,INE08U801020,60250,118.78
Greenpanel Industries Limited,INE08ZM01014,5017,12.45
Scoda Tubes Limited,INE090501011,15238,25.41
ICICI Bank Ltd.,INE090A01021,45280,630.58
Jai Balaji Industries Limited,INE091G01026,83532,66.99
TATA CHEMICA,INE092A01019,82653,641.21
INDIA NIPP E,INE092B01025,309,2.57
IDFC FIRST BANK LIMITED,INE092T01019,1344559,989.28
Hexaware Technologies Limited,INE093A01041,14693,87.83
OBEROI REALTY LIMITED,INE093I01010,3588,60.38
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,246529,151.18
HINDUSTAN PE,INE094A01015,69475,312.46
Kolte-Patil Developers Ltd,INE094I01018,3978,13.50
UTI Asset Management Company Limited,INE094J01016,8292,103.20
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,29382,275.29
NBCC (India) Limited,INE095N01031,1051680,1081.74
NUCLEU SOF E,INE096B01018,384,4.06
Amrutanjan Health Care Limited,INE098F01031,201,1.50
Mishra Dhatu Nigam Limited,INE099Z01011,53671,203.18
Aarti Surfactants Limited,INE09EO01013,49,0.20
Gujarat Fluorochemicals Limited,INE09N301011,1262,45.11
Indigo Paints Limited,INE09VQ01012,1459,16.58
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,3342,16.80
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,179619,127.64
Ceigall India Limited,INE0AG901020,4939,14.23
Hemisphere Properties India Limited,INE0AJG01018,56953,84.54
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,321,5.12
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,939,4.21
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,306,0.56
Bansal Wire Industries Limited,INE0B9K01025,1920,5.71
Go Fashion (India) Limited,INE0BJS01011,9260,46.05
Premier Energies Limited,INE0BS701011,56763,494.12
C.E. Info Systems Limited,INE0BV301023,7105,107.00
Aether Industries Limited,INE0BWX01014,6648,61.64
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4237,7.85
Jubilant Ingrevia Limited,INE0BY001018,12871,88.35
Oswal Pumps Limited,INE0BYP01024,56891,255.81
Urban Company Limited,INE0CAZ01013,31835,39.24
Mukka Proteins Limited,INE0CG401037,32042,12.16
Knowledge Marine & Engineering Works Limited,INE0CJD01029,1153,20.22
Western Carriers (India) Limited,INE0CJF01024,33365,43.66
RateGain Travel Technologies Limited,INE0CLI01024,2122469,13023.58
Meghmani Organics Limited,INE0CT101020,561592,395.59
GMR Power and Urban Infra Limited,INE0CU601026,45372,55.17
Anthem Biosciences Limited,INE0CZ201020,7505,53.03
Sigachi Industries Limited,INE0D0K01022,247341,90.42
India Pesticides Limited,INE0D6701023,25465,51.34
Ksolves India Limited,INE0D6I01023,216,0.80
RailTel Corporation of India Limited,INE0DD101019,156712,588.06
PIRAMAL PHARMA LIMITED,INE0DK501011,283472,542.52
Fairchem Organics Limited,INE0DNW01011,1636,16.71
INNOVA CAPTAB LIMITED,INE0DUT01020,759,6.72
Syrma SGS Technology Limited,INE0DYJ01015,87305,673.60
Wakefit Innovations Limited,INE0E7301029,800,1.65
HMA Agro Industries Limited,INE0ECP01024,481,0.15
TARC LIMITED,INE0EK901012,61303,100.81
Network People Services Technologies Limited,INE0FFK01017,1490,26.05
Deep Industries Limited,INE0FHS01024,18679,80.76
Motisons Jewellers Limited,INE0FRK01020,190834,38.44
Motherson Sumi Wiring India Limited,INE0FS801015,399561,179.03
Markolines Pavement Technologies Limited,INE0FW001016,1180,1.94
EPACK Durable Limited,INE0G5901015,950874,3693.25
Exxaro Tiles Limited,INE0GFE01026,427,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3279,41.70
HP Adhesives Limited,INE0GSL01024,849,0.45
ALL TIME PLASTICS LIMITED,INE0GV601021,154,0.43
Windlas Biotech Limited,INE0H5O01029,915,7.86
ArisInfra Solutions Limited,INE0H9P01028,46073,53.35
Fabtech Technologies Limited,INE0HF201011,2124,4.36
One Mobikwik Systems Limited,INE0HLU01028,65272,155.71
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,532137,903.75
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2733,8.05
Le Travenues Technology Limited,INE0HV901016,26625,67.57
Dhampur Bio Organics Limited,INE0I3401014,12,0.01
Latent View Analytics Limited,INE0I7C01011,34893,144.62
Capillary Technologies India Limited,INE0ILV01024,3570,20.42
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,26849,64.55
Veranda Learning Solutions Limited,INE0IQ001011,945,2.06
Data Patterns (India) Limited,INE0IX101010,17880,506.76
Rashi Peripherals Limited,INE0J1F01024,5691,19.00
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,95724,887.60
Honasa Consumer Limited,INE0J5401028,18810,56.33
Jeena Sikho Lifecare Limited,INE0J5801029,10635,74.08
Venus Pipes & Tubes Limited,INE0JA001018,5677,76.42
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,17416,125.31
Sanathan Textiles Limited,INE0JPD01013,358,1.54
YATRA ONLINE LIMITED,INE0JR601024,24344,34.61
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1236,5.92
Harsha Engineers International Limited,INE0JUS01029,300454,1246.78
Garuda Construction and Engineering Limited,INE0JVO01026,10425,20.37
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,54677,272.53
Eureka Forbes Limited,INE0KCE01017,100225,521.67
Rhetan TMT Limited,INE0KKN01029,292010,76.02
DCX Systems Limited,INE0KL801015,101534,237.68
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,278,0.58
Bajel Projects Limited,INE0KQN01018,1349,2.22
Gopal Snacks Limited,INE0L9R01028,10464,36.21
Avalon Technologies Limited,INE0LCL01028,5546,57.96
Ather Energy Limited,INE0LEZ01016,18393,132.86
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,69615,154.10
Cello World Limited,INE0LMW01024,11234,64.60
IKIO Technologies Limited,INE0LOJ01019,4618,12.52
Physicswallah Limited,INE0LP301011,266439,293.68
Aarti Pharmalabs Limited,INE0LRU01027,8823,74.40
Quadrant Future Tek Limited,INE0LRY01011,25297,93.98
Ola Electric Mobility Limited,INE0LXG01040,1460343,499.81
REDTAPE Limited,INE0LXT01019,32818,46.22
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,3632,4.97
J.G.Chemicals Limited,INE0MB501011,3365,14.17
REGAAL RESOURCES LIMITED,INE0MHO01029,5220,3.74
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,10049,26.40
TRUALT BIOENERGY LIMITED,INE0MWH01014,2013,8.45
Rishabh Instruments Limited,INE0N2P01017,255,1.04
BEML Land Assets Limited,INE0N7W01012,1158,2.48
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1040,5.24
BLS E-Services Limited,INE0NLT01010,3187,5.26
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,601850,264.96
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,20806,743.41
Kross Limited,INE0O6601022,4965,10.88
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,3017,7.36
Rossell Techsys Limited,INE0OJW01016,2086,15.71
NTPC GREEN ENERGY LIMITED,INE0ONG01011,477634,474.99
Deepak Builders and Engineers India Limited,INE0OPA01019,430,0.49
EMS LIMITED,INE0OV601013,26804,129.52
Shipping Corporation of India Land and Assets Limited,INE0PB301013,27890,14.10
RBZ Jewellers Limited,INE0PEQ01016,950,1.25
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1237,3.27
Orient Technologies Limited,INE0PPK01015,9831,34.73
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,450,0.30
Platinum Industries Limited,INE0PT501018,4224,12.10
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,12346,112.00
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,217,3.37
International Gemmological Institute India Limited,INE0Q9301021,11772,42.05
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,20,0.12
Sudeep Pharma Limited,INE0QPI01025,2955,18.58
ARKADE DEVELOPERS LIMITED,INE0QRL01017,26319,41.20
Denta Water and Infra Solutions Limited,INE0R4L01018,3524,11.31
SRM CONTRACTORS LIMITED,INE0R6Z01013,516,2.35
PATEL RETAIL LIMITED,INE0R8B01010,1335,3.07
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,10043,79.24
Gala Precision Engineering Limited,INE0RE001014,79,0.71
Tolins Tyres Limited,INE0RWQ01014,3324,5.27
Stallion India Fluorochemicals Limited,INE0RYC01010,206,0.35
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5633,2.51
Pace Digitek Limited,INE0S3G01027,61297,113.47
CRIZAC LIMITED,INE0S4R01014,26458,73.53
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,10613,88.95
VMS TMT LIMITED,INE0SJA01013,20,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10073,47.44
Glottis Limited,INE0TQE01026,1477,0.95
Solarworld Energy Solutions Limited,INE0TY101024,12163,27.97
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,967,8.96
Bluspring Enterprises Limited,INE0U4101014,20222,16.30
Digitide Solutions Limited,INE0U4701011,19607,33.14
BlackBuck Limited,INE0UIZ01018,4484,28.70
Sanofi Consumer Healthcare India Limited,INE0UOS01011,668,31.29
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,575,0.62
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14916,361.19
CARRARO INDIA LIMITED,INE0V7W01012,878,4.59
Sri Lotus Developers and Realty Limited,INE0V9Q01010,60998,107.55
Meesho Limited,INE0VDM01015,1961,2.99
Sagility Limited,INE0W2G01015,1134709,557.48
Laxmi Dental Limited,INE0WO601020,5933,15.07
Midwest Limited,INE0XAD01024,5317,71.55
Jain Resource Recycling Limited,INE0YD401026,19143,77.14
Atlanta Electricals Limited,INE0Z4F01028,1310,11.68
ATUL LTD.,INE100A01010,582,42.48
"W.S. Industries (India) Ltd.,",INE100D01014,28,0.02
Mahindra & Mahindra Ltd.,INE101A01026,37580,1332.73
Granules India Ltd.,INE101D01020,32986,191.58
Afcons Infrastructure Limited,INE101I01011,27569,100.67
HLV LIMITED,INE102A01024,5650,0.82
Choice International Ltd,INE102B01014,403401,3058.93
Godrej Consumer Products Ltd.,INE102D01028,3784,47.51
Allied Digital Services Limited,INE102I01027,6821,13.59
MANGALORE RE,INE103A01014,164400,311.30
SMC Global Securities Limited,INE103C01036,214,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,331,4.12
TVS Holdings Limited,INE105A01035,92,13.55
RPG Life Sciences Limited,INE105J01010,153,3.55
HI-TECH PIPES LIMITED,INE106T01025,309845,303.64
TAMILNADU NE,INE107A01015,13086,22.13
Wanbury Limited,INE107F01022,0,0.00
Awfis Space Solutions Limited,INE108V01019,18344,77.53
SHIPPING COR,INE109A01011,165828,426.32
ARMAN FIN,INE109C01017,969,15.25
Mindteck (India) Ltd,INE110B01017,431,0.92
CONTAIN CORP,INE111A01025,82171,462.54
FINANC TECHN,INE111B01023,677,5.49
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,130,0.62
PDS LIMITED,INE111Q01021,3672,12.82
Metropolis Healthcare Limited,INE112L01020,1035,20.75
GUJ NARMADA,INE113A01013,49563,259.00
STEEL AUTHOR,INE114A01011,265194,400.43
Lic Housing Finance Ltd.,INE115A01026,92953,545.18
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1438,22.01
Apcotex Industries Limited,INE116A01032,138,0.49
ZF STEERING,INE116C01012,100,0.91
ABB Ltd.,INE117A01022,3487,203.58
BAJ HOLD INV,INE118A01012,1375,161.96
Nuvoco Vistas Corporation Limited,INE118D01016,16453,61.93
PARK MEDI WORLD LIMITED,INE119201023,30660,58.75
Balrampur Chini Mills Ltd.,INE119A01028,6525,34.69
Carborundum Universal Ltd.,INE120A01034,5154,47.55
CHOL INV FN,INE121A01024,10538,177.07
JSW Energy Limited,INE121E01018,67269,351.01
INDUS TOWERS LIMITED,INE121J01017,40922,177.05
Amagi Media Labs Limited,INE121R01077,100,0.43
"MMTC Ltd.,",INE123F01029,180255,121.76
SBI Life Insurance Company Limited,INE123W01016,1784,33.42
Steelcast Ltd.,INE124E01038,300,0.63
DELTA CORP,INE124G01033,216987,189.51
"E.I.D. Parry (India) Ltd.,",INE126A01031,7108,68.50
APOLLO PIPES LIMITED,INE126J01016,2244,8.35
HDFC Asset Management Company Limited,INE127D01025,11498,319.97
Goodluck India Limited,INE127I01024,7440,83.46
K.P. Energy Limited,INE127T01021,36025,128.72
Eveready Industries India Ltd.,INE128A01029,19650,70.58
Five-Star Business Finance Ltd.,INE128S01021,35080,179.24
Archean Chemical Industries Limited,INE128X01021,4576,28.29
GAIL INDIA,INE129A01019,417144,727.88
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,32623,35.14
Fujiyama Power Systems Limited,INE12UR01024,794,1.65
Gujarat Mineral Development Corpora,INE131A01031,165952,839.58
Relaxo Footwears Ltd.,INE131B01039,14360,62.69
Aurionpro Solutions Ltd.,INE132H01018,6249,65.83
Akzo Nobel India Limited,INE133A01011,1730,55.53
TILAKNAG IND,INE133E01013,43871,205.57
IFGL Refractories Limited,INE133Y01011,764,1.67
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,867,0.82
Power Finance Corporation Ltd,INE134E01011,232728,951.51
Cyient Limited,INE136B01020,21955,259.41
Neogen Chemicals Limited,INE136S01016,3180,44.23
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
