SEBI REPORT For Trade date 16-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
WIM PLAST LT,INE015B01018,1000,3.98
Tinna Rubber and Infrastructure Limited,INE015C01016,475,3.57
DABUR INDIA,INE016A01026,25935,126.95
CEINSYS TECH LIMITED,INE016Q01014,454,5.21
"Great Eastern Shipping Co. Ltd.,",INE017A01032,10834,143.87
LARSEN & TOU,INE018A01030,54926,2136.90
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,13909,111.05
JSW SL,INE019A01038,4357,51.52
Himadri Speciality Chemical Ltd.,INE019C01026,43256,211.89
STANLEY LIFESTYLES LIMITED,INE01A001028,3682,6.07
Antony Waste Handling Cell Limited,INE01BK01022,6839,35.61
Vishal Mega Mart Limited,INE01EA01019,284162,366.24
Ritco Logistics Limited,INE01EG01016,81,0.24
Baazar Style Retail Limited,INE01FR01028,8819,26.23
Sky Gold And Diamonds Limited,INE01IU01018,15326,54.63
eMudhra Limited,INE01QM01018,7082,39.73
Vikran Engineering Limited,INE01R501028,558850,515.39
Canara HSBC Life Insurance Company Limited,INE01TY01017,5321,7.71
Spencer's Retail Limited,INE020801028,202,0.18
REC LIMITED,INE020B01018,442024,1648.43
Asian Paints Ltd.,INE021A01026,12768,320.73
Dodla Dairy Limited,INE021O01019,890,10.04
ASIAN GRANITO INDIA LIMITED,INE022I01019,4763,3.48
Indian Energy Exchange Limited,INE022Q01020,203112,293.27
Nalwa Sons Investment Ltd,INE023A01030,16,1.00
Aeroflex Industries Limited,INE024001021,42110,112.22
Shilchar Technologies Ltd.,INE024F01011,2922,115.06
GRAVITA INDIA LIMITED,INE024L01027,13247,220.22
Goldiam International Ltd.,INE025B01025,22837,86.74
Artemis Medicare Services Limited,INE025R01021,8244,20.21
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,405551,669.56
"Lotus Chocolate Co. Ltd.,",INE026D01011,15,0.11
RASHTRIYA CH,INE027A01015,200936,298.27
Max Healthcare Institute Limited,INE027H01010,19898,216.63
Bank Of Baroda,INE028A01039,209723,587.82
BHARAT PETRO,INE029A01011,102728,326.06
Kalyani Investment Company Limited,INE029L01018,8,0.38
ROSSARI BIOTECH LIMITED,INE02A801020,1191,6.59
Anand Rayons Limited,INE02GA01012,2000,1.35
Raymond Lifestyle Limited,INE02ID01020,10856,109.59
Azad Engineering Limited,INE02IJ01035,16456,289.41
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,17120,39.41
Borosil Limited,INE02PY01013,4992,15.28
Brainbees Solutions Limited,INE02RE01045,50299,150.07
WONDER ELECTRICALS LIMITED,INE02WG01024,4575,5.24
Electronics Mart India Limited,INE02YR01019,55617,74.72
Corona Remedies Limited,INE02ZQ01018,157,2.48
"Hindustan Unilever Ltd.,",INE030A01027,23496,534.24
Housing &Urban Development Corporation Ltd.,INE031A01017,535490,1125.51
Ajanta Pharma Ltd.,INE031B01049,1585,45.69
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,221757,288.25
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17599,64.06
Arvind SmartSpaces Limited,INE034S01021,4121,28.10
SOTL,INE035D01020,1663,6.91
Gujarat Ambuja Exports Ltd.,INE036B01030,19941,28.67
KARUR VYSYA,INE036D01028,32609,90.75
Concord Enviro Systems Limited,INE037Z01029,1171,4.29
Hindalco Industries Ltd.,INE038A01020,33769,308.15
T.V.Today Network Limited,INE038F01029,1087,1.41
IFCI LTD,INE039A01010,743022,443.38
"Jamna Auto Industries Ltd.,",INE039C01032,74368,93.39
JASH ENGINEERING LIMITED,INE039O01029,6961,34.61
Jubilant Agri and Consumer Products Limited,INE03CC01015,106,2.04
Max Estates Limited,INE03EI01018,2012,9.43
VL E-Governance & IT Solutions Limited,INE03HW01020,5000,1.00
Go Digit General Insurance Limited,INE03JT01014,3553,12.38
Brigade Hotel Ventures Limited,INE03NU01014,1307,1.12
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1725,16.78
Cohance Lifesciences Limited,INE03QK01018,31056,126.40
Chemcon Speciality Chemicals Limited,INE03YM01018,418,0.77
HDFC Bank Ltd.,INE040A01034,523700,4367.45
Mayur Uniquoters ltd.,INE040D01038,1640,9.52
SUZLON ENERGY LTD.,INE040H01021,6091237,3238.14
"Dhampur Sugar Mills Ltd.,",INE041A01016,52460,74.60
Escorts Kubota Limited,INE042A01014,4117,144.92
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,2774,26.67
Sun Pharmaceutical Industries Ltd.,INE044A01036,26791,447.40
Paras Defence and Space Technologies Limited,INE045601023,28619,199.61
ADOR WELDING,INE045A01017,188,2.11
Nelco Ltd,INE045B01015,7099,58.15
Fineotex Chemical Limited,INE045J01034,92939,26.40
Reliance Industrial Infrastructure,INE046A01015,6255,53.48
Muthoot Microfin Limited,INE046W01019,4931,8.25
GRASIM INDUS,INE047A01021,3135,88.28
JAGSONPAL PH,INE048B01035,3145,7.07
Navin Fluorent International Ltd,INE048G01026,4286,270.95
"Himatsingka Seide Ltd.,",INE049A01027,53867,60.34
Wockhardt Ltd,INE049B01025,89580,1259.44
SBC EXPORTS LIMITED,INE04AK01028,1035581,298.58
KPIT Technologies Ltd,INE04I401011,55626,506.72
ETHOS LIMITED,INE04TZ01018,475,13.22
Seshaasai Technologies Limited,INE04VU01023,1334,3.76
Prakash Pipes Limited,INE050001010,3767,15.64
Elin Electronics Limited,INE050401020,807,1.56
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3866,66.28
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,5743,76.33
Rane (Madras)  Ltd.,INE050H01012,2029,16.05
Vardhman Special Steels Ltd,INE050M01012,1981,5.45
Vakrangee Softwares Ltd.,INE051B01021,32950,2.61
Windsor Machines Limited,INE052A01021,1750,5.41
Camlin Fine Sciences Ltd,INE052I01032,29591,34.93
BEST AGROLIFE LIMITED,INE052T01021,2956,0.79
Indian Hotels Co. Ltd,INE053A01029,69263,487.23
Indian Railway Finance Corporation,INE053F01010,1588158,1909.76
"V.I.P. Industries Ltd.,",INE054A01027,16696,62.49
Waterbase Limited,INE054C01015,17090,9.60
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7543,138.64
Cyient DLM Limited,INE055S01018,17284,71.22
IVALUE INFOSOLUTIONS LIMITED,INE056801025,278,0.68
Refex Industries Limited,INE056I01025,23618,64.24
Sanofi India Ltd,INE058A01010,1691,65.03
"Cipla Ltd.,",INE059A01026,25276,350.61
Simplex Infrastructures Limited,INE059B01024,404,0.93
La Opala RG Ltd.,INE059D01020,2712,6.65
Hindware Home Innovation Limited,INE05AN01011,6049,13.54
Ratnaveer Precision Engineering Limited,INE05CZ01011,350804,571.13
Indogulf Cropsciences Limited,INE05J901018,99,0.10
BHARAT COKING COAL LIMITED,INE05XR01022,326416,114.22
Likhitha Infrastructure Limited,INE060901027,272,0.59
Navneet Education Limited,INE060A01024,4875,7.13
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,21991,204.31
"State Bank Of India,",INE062A01020,159152,1727.62
ALICON,INE062D01024,54,0.47
Pondy Oxides & Chemicals Limited,INE063E01053,5682,72.05
Equitas Small Finance Bank Limited,INE063P01018,104613,66.68
TIMES GROUP,INE064A01026,610095,1855.75
Trident Ltd.,INE064C01022,817951,233.94
AEROFLEX ENTERPRISES LIMITED,INE065D01027,1550,1.18
Indegene Limited,INE065X01017,7765,43.13
Eicher Motors Ltd.,INE066A01021,8988,643.52
Hindustan Aeronautics Limited,INE066F01020,85067,3802.26
Wonderla Holidays Limited,INE066O01014,2593,16.57
Inox Wind Limited,INE066P01011,472399,578.48
CG Power and Industrial Solutions Limited,INE067A01029,49609,354.86
CANTABIL RETAIL INDIA LIMITED,INE068L01024,3875,9.90
Gland Pharma Limited,INE068V01023,2092,37.42
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,1802,2.53
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1690,2.84
INDIQUBE SPACES LIMITED,INE06ST01018,1475,2.48
LAXMI INDIA FINANCE LIMITED,INE06WU01026,1860,2.36
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,18264,34.98
SHREE CEMENT,INE070A01015,300,79.55
Jai Corp Limited,INE070D01027,38597,50.72
INSECTCID,INE070I01018,98,0.81
Ugar Sugar Works Ltd.,INE071E01023,509,0.24
Epigral Limited,INE071N01016,3156,46.64
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3045,28.79
Sona BLW Precision Forgings Limited,INE073K01018,27657,147.40
Praj Industries Ltd.,INE074A01025,115208,453.01
Paramount Communications Ltd.,INE074B01023,91908,41.67
WIPRO LTD.,INE075A01022,532793,1163.81
G M BREWERIE,INE075D01018,6037,69.07
HealthCare Global Enterprises Limited,INE075I01017,2768,16.70
SIYAR SILK M,INE076B01028,2990,18.32
IFB Agro Industries Ltd,INE076C01018,138,1.28
GOCL Corporation Limited ,INE077F01035,1844,5.36
Vikram Solar Limited,INE078V01014,61784,146.90
Ambuja Cements Ltd.,INE079A01024,78305,405.37
Gateway Distriparks Limited,INE079J01017,45335,28.11
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,61043,197.41
Easy Trip Planners Limited,INE07O001026,734336,77.89
NDR Auto Components Limited,INE07OG01012,431,3.77
Supriya Lifescience Limited,INE07RO01027,8731,63.26
Restaurant Brands Asia Limited,INE07T201019,265024,183.79
IRM ENERGY LIMITED,INE07U701015,14613,39.53
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2245,602.25
LLOYDS ENTERPRISES LIMITED,INE080I01025,3139362,2403.72
TATA IORN AN,INE081A01020,367335,701.22
"Kopran Ltd.,",INE082A01010,2016,3.42
Morepen Laboratories Ltd.,INE083A01026,354559,165.24
Themis Medicare Ltd.,INE083B01024,1636,2.15
BANK OF INDI,INE084A01016,517226,800.12
Amanta Healthcare Limited,INE084K01015,5,0.01
WeWork India Management Limited,INE085001019,2979,15.57
CHAMBAL FERT,INE085A01013,727592,3213.29
Thangamayil Jewellery Limited,INE085J01014,253,9.63
"Electrosteel Castings Ltd.,",INE086A01029,278377,257.92
Shree Renuka Sugars Ltd.,INE087H01022,666222,203.21
Paradeep Phosphates Limited,INE088F01024,428394,668.32
DR.REDDY'S L,INE089A01031,16542,203.58
Sterlite Technologies Limited.,INE089C01029,78770,169.74
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,32744,36.61
Krsnaa Diagnostics Limited,INE08LI01020,1016,7.49
M & B ENGINEERING LIMITED,INE08N601015,6189,22.64
SANSTAR LIMITED,INE08NE01025,4706,4.55
Samhi Hotels Limited,INE08U801020,66543,122.84
Greenpanel Industries Limited,INE08ZM01014,6395,14.75
Scoda Tubes Limited,INE090501011,13253,22.48
ICICI Bank Ltd.,INE090A01021,77009,1039.66
Jai Balaji Industries Limited,INE091G01026,76924,60.52
TATA CHEMICA,INE092A01019,106358,795.94
INDIA NIPP E,INE092B01025,129,1.07
IDFC FIRST BANK LIMITED,INE092T01019,1330792,936.63
Hexaware Technologies Limited,INE093A01041,15071,84.22
OBEROI REALTY LIMITED,INE093I01010,2727,46.48
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,293537,156.48
HINDUSTAN PE,INE094A01015,94730,385.64
Kolte-Patil Developers Ltd,INE094I01018,4025,13.61
UTI Asset Management Company Limited,INE094J01016,11043,123.91
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,30587,286.57
NBCC (India) Limited,INE095N01031,871509,870.27
NUCLEU SOF E,INE096B01018,322,3.21
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,48144,177.12
Aarti Surfactants Limited,INE09EO01013,119,0.47
Gujarat Fluorochemicals Limited,INE09N301011,1283,45.21
Indigo Paints Limited,INE09VQ01012,2649,25.04
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,7985,40.61
Dc Infotech and Communication Limited,INE0A1101019,8333,23.42
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,169808,104.72
Ceigall India Limited,INE0AG901020,5027,14.76
Hemisphere Properties India Limited,INE0AJG01018,66061,92.97
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,819,14.96
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,3715,16.14
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,224,0.43
Bansal Wire Industries Limited,INE0B9K01025,1128,3.23
Go Fashion (India) Limited,INE0BJS01011,6488,31.66
Premier Energies Limited,INE0BS701011,22332,218.04
C.E. Info Systems Limited,INE0BV301023,7919,102.59
Aether Industries Limited,INE0BWX01014,8124,86.29
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4943,7.84
Jubilant Ingrevia Limited,INE0BY001018,11546,79.75
Oswal Pumps Limited,INE0BYP01024,46344,201.96
Urban Company Limited,INE0CAZ01013,42942,54.62
Mukka Proteins Limited,INE0CG401037,21102,7.34
Knowledge Marine & Engineering Works Limited,INE0CJD01029,2116,35.80
Western Carriers (India) Limited,INE0CJF01024,17929,23.36
RateGain Travel Technologies Limited,INE0CLI01024,2179501,13285.79
Meghmani Organics Limited,INE0CT101020,507902,344.73
GMR Power and Urban Infra Limited,INE0CU601026,41022,49.38
Anthem Biosciences Limited,INE0CZ201020,7273,49.43
Sigachi Industries Limited,INE0D0K01022,295070,97.00
India Pesticides Limited,INE0D6701023,21437,41.81
Ksolves India Limited,INE0D6I01023,169,0.61
RailTel Corporation of India Limited,INE0DD101019,146095,533.89
PIRAMAL PHARMA LIMITED,INE0DK501011,272705,499.57
Fairchem Organics Limited,INE0DNW01011,4764,33.95
INNOVA CAPTAB LIMITED,INE0DUT01020,825,7.09
Syrma SGS Technology Limited,INE0DYJ01015,44638,362.94
Wakefit Innovations Limited,INE0E7301029,3549,5.89
HMA Agro Industries Limited,INE0ECP01024,926,0.25
TARC LIMITED,INE0EK901012,83488,129.50
Network People Services Technologies Limited,INE0FFK01017,1169,18.54
Deep Industries Limited,INE0FHS01024,15313,70.04
Motisons Jewellers Limited,INE0FRK01020,193712,38.02
Motherson Sumi Wiring India Limited,INE0FS801015,305253,131.63
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,917109,3557.75
Tatva Chintan Pharma Chem Limited,INE0GK401011,2796,35.77
HP Adhesives Limited,INE0GSL01024,674,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,354,0.87
Windlas Biotech Limited,INE0H5O01029,1337,11.00
ArisInfra Solutions Limited,INE0H9P01028,25487,29.37
Fabtech Technologies Limited,INE0HF201011,1258,2.58
One Mobikwik Systems Limited,INE0HLU01028,52470,120.79
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,262967,485.93
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2207,6.19
Le Travenues Technology Limited,INE0HV901016,53598,108.99
Prabha Energy Limited,INE0I0M01023,7,0.01
Dhampur Bio Organics Limited,INE0I3401014,11,0.01
Latent View Analytics Limited,INE0I7C01011,51453,184.17
Capillary Technologies India Limited,INE0ILV01024,1411,8.53
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,29216,64.66
Veranda Learning Solutions Limited,INE0IQ001011,997,2.14
Data Patterns (India) Limited,INE0IX101010,20416,640.34
Rashi Peripherals Limited,INE0J1F01024,3412,13.19
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,115891,1035.04
Honasa Consumer Limited,INE0J5401028,8335,25.74
Jeena Sikho Lifecare Limited,INE0J5801029,12135,81.42
Venus Pipes & Tubes Limited,INE0JA001018,5028,68.93
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,12915,94.15
Sanathan Textiles Limited,INE0JPD01013,226,1.00
YATRA ONLINE LIMITED,INE0JR601024,25615,33.48
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1259,5.90
Harsha Engineers International Limited,INE0JUS01029,300470,1246.83
Garuda Construction and Engineering Limited,INE0JVO01026,9892,18.32
Blue Jet Healthcare Limited,INE0KBH01020,51030,245.31
Eureka Forbes Limited,INE0KCE01017,97140,506.51
Rhetan TMT Limited,INE0KKN01029,292138,75.96
DCX Systems Limited,INE0KL801015,95848,207.90
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,278,0.58
Bajel Projects Limited,INE0KQN01018,2543,4.21
Gopal Snacks Limited,INE0L9R01028,7715,26.02
Avalon Technologies Limited,INE0LCL01028,5588,58.70
Ather Energy Limited,INE0LEZ01016,59633,526.21
INSOLATION ENERGY LIMITED,INE0LGX01024,5706,6.91
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,61198,134.40
Cello World Limited,INE0LMW01024,11976,64.55
IKIO Technologies Limited,INE0LOJ01019,4187,11.63
Physicswallah Limited,INE0LP301011,171480,196.08
Aarti Pharmalabs Limited,INE0LRU01027,7665,62.23
Quadrant Future Tek Limited,INE0LRY01011,21693,75.23
Ola Electric Mobility Limited,INE0LXG01040,2197343,805.96
REDTAPE Limited,INE0LXT01019,29353,39.93
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,7468,10.02
J.G.Chemicals Limited,INE0MB501011,3123,13.03
REGAAL RESOURCES LIMITED,INE0MHO01029,1414,1.14
Epack Prefab Technologies Limited,INE0MLS01022,13555,27.18
TRUALT BIOENERGY LIMITED,INE0MWH01014,2529,10.58
Rishabh Instruments Limited,INE0N2P01017,463,2.00
BEML Land Assets Limited,INE0N7W01012,1457,3.01
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1949,8.90
BLS E-Services Limited,INE0NLT01010,30075,48.99
NMDC Steel Limited,INE0NNS01018,639349,275.96
R K Swamy Limited,INE0NQ801033,0,0.00
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,23869,834.71
Kross Limited,INE0O6601022,5091,10.85
Indef Manufacturing Limited,INE0O9T01021,285,1.19
JNK India Limited,INE0OAF01028,2492,5.99
Rossell Techsys Limited,INE0OJW01016,2372,19.10
NTPC GREEN ENERGY LIMITED,INE0ONG01011,324565,329.95
Deepak Builders and Engineers India Limited,INE0OPA01019,10273,7.18
EMS LIMITED,INE0OV601013,28701,127.82
Gaudium IVF and Women Health Limited,INE0P8B01020,1951,1.93
Shipping Corporation of India Land and Assets Limited,INE0PB301013,25308,12.45
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1948,5.14
Orient Technologies Limited,INE0PPK01015,10616,34.57
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,550,0.36
Platinum Industries Limited,INE0PT501018,3374,9.70
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,6896,67.49
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,188,2.79
International Gemmological Institute India Limited,INE0Q9301021,7283,26.37
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,101,0.55
Sudeep Pharma Limited,INE0QPI01025,1927,12.57
ARKADE DEVELOPERS LIMITED,INE0QRL01017,31149,45.42
Denta Water and Infra Solutions Limited,INE0R4L01018,3835,12.22
SRM CONTRACTORS LIMITED,INE0R6Z01013,3192,16.11
PATEL RETAIL LIMITED,INE0R8B01010,686,1.61
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,11257,90.62
Gala Precision Engineering Limited,INE0RE001014,82,0.70
Tolins Tyres Limited,INE0RWQ01014,1999,3.48
Stallion India Fluorochemicals Limited,INE0RYC01010,11824,15.14
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5758,2.43
Pace Digitek Limited,INE0S3G01027,83663,141.92
CRIZAC LIMITED,INE0S4R01014,14501,37.65
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,12854,115.80
VMS TMT LIMITED,INE0SJA01013,31,0.02
MAMATA MACHINERY LIMITED,INE0TO701015,9210,41.84
Glottis Limited,INE0TQE01026,786,0.49
Solarworld Energy Solutions Limited,INE0TY101024,7652,16.66
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,773,6.86
Bluspring Enterprises Limited,INE0U4101014,15820,12.74
Digitide Solutions Limited,INE0U4701011,26976,35.22
Omnitech Engineering Limited,INE0UH301010,2456,8.23
BlackBuck Limited,INE0UIZ01018,5939,36.99
Sanofi Consumer Healthcare India Limited,INE0UOS01011,75,3.56
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,200043,216.65
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,19377,412.28
CARRARO INDIA LIMITED,INE0V7W01012,2233,13.29
Sri Lotus Developers and Realty Limited,INE0V9Q01010,43697,74.04
Meesho Limited,INE0VDM01015,23507,38.36
Sagility Limited,INE0W2G01015,985125,478.57
Laxmi Dental Limited,INE0WO601020,5484,13.59
Midwest Limited,INE0XAD01024,4733,58.56
ANLON HEALTHCARE LIMITED,INE0Y8W01017,3529,4.85
Jain Resource Recycling Limited,INE0YD401026,15632,66.87
Atlanta Electricals Limited,INE0Z4F01028,3085,39.57
ATUL LTD.,INE100A01010,684,48.10
Mahindra & Mahindra Ltd.,INE101A01026,50003,1673.69
Granules India Ltd.,INE101D01020,24970,148.26
Afcons Infrastructure Limited,INE101I01011,24414,87.54
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,399442,3025.71
Godrej Consumer Products Ltd.,INE102D01028,3934,47.92
Allied Digital Services Limited,INE102I01027,6175,11.53
MANGALORE RE,INE103A01014,250215,470.73
SMC Global Securities Limited,INE103C01036,3788,2.34
TRAVEL FOOD SERVICES LIMITED,INE103V01028,1484,18.96
TVS Holdings Limited,INE105A01035,138,19.95
RPG Life Sciences Limited,INE105J01010,150,3.48
HI-TECH PIPES LIMITED,INE106T01025,224579,219.90
TAMILNADU NE,INE107A01015,12874,21.30
Awfis Space Solutions Limited,INE108V01019,10147,46.33
SHIPPING COR,INE109A01011,285925,754.54
ARMAN FIN,INE109C01017,564,8.67
Mindteck (India) Ltd,INE110B01017,630,1.25
CONTAIN CORP,INE111A01025,70640,390.16
FINANC TECHN,INE111B01023,526,4.07
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,101,0.47
PDS LIMITED,INE111Q01021,5185,16.90
Metropolis Healthcare Limited,INE112L01020,1971,9.22
GUJ NARMADA,INE113A01013,33687,172.26
STEEL AUTHOR,INE114A01011,192629,298.24
Lic Housing Finance Ltd.,INE115A01026,95446,543.51
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1846,27.38
Apcotex Industries Limited,INE116A01032,142,0.51
ZF STEERING,INE116C01012,92,0.84
ABB Ltd.,INE117A01022,2654,167.14
BAJ HOLD INV,INE118A01012,977,112.85
Nuvoco Vistas Corporation Limited,INE118D01016,25699,85.57
PARK MEDI WORLD LIMITED,INE119201023,70845,141.43
Balrampur Chini Mills Ltd.,INE119A01028,9357,47.65
Carborundum Universal Ltd.,INE120A01034,2609,23.31
CHOL INV FN,INE121A01024,13023,207.57
JSW Energy Limited,INE121E01018,50237,265.16
INDUS TOWERS LIMITED,INE121J01017,68960,293.98
Amagi Media Labs Limited,INE121R01077,303,1.20
"MMTC Ltd.,",INE123F01029,119821,80.78
SBI Life Insurance Company Limited,INE123W01016,2540,47.78
Steelcast Ltd.,INE124E01038,300,0.63
DELTA CORP,INE124G01033,204050,170.60
"E.I.D. Parry (India) Ltd.,",INE126A01031,8420,77.98
APOLLO PIPES LIMITED,INE126J01016,5323,23.46
HDFC Asset Management Company Limited,INE127D01025,13879,375.97
Goodluck India Limited,INE127I01024,2098,23.28
K.P. Energy Limited,INE127T01021,21684,75.01
Eveready Industries India Ltd.,INE128A01029,20035,71.57
Five-Star Business Finance Ltd.,INE128S01021,26167,125.51
Archean Chemical Industries Limited,INE128X01021,2563,15.84
GAIL INDIA,INE129A01019,419610,697.92
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,52916,57.11
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,422,0.55
Fujiyama Power Systems Limited,INE12UR01024,1918,4.02
Gujarat Mineral Development Corpora,INE131A01031,78367,354.89
Relaxo Footwears Ltd.,INE131B01039,15449,61.09
Aurionpro Solutions Ltd.,INE132H01018,7553,75.14
JSW Dulux Limited,INE133A01011,1857,58.81
TILAKNAG IND,INE133E01013,40751,189.24
IFGL Refractories Limited,INE133Y01011,1643,2.99
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,250,0.25
Power Finance Corporation Ltd,INE134E01011,147111,612.35
