SEBI REPORT For Trade date 27-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
Associated Alcohols & Breweries Ltd,INE073G01016,3313,31.78
Sona BLW Precision Forgings Limited,INE073K01018,32289,173.60
Praj Industries Ltd.,INE074A01025,122011,497.03
Paramount Communications Ltd.,INE074B01023,91376,41.49
WIPRO LTD.,INE075A01022,745703,1589.33
G M BREWERIE,INE075D01018,6120,69.54
HealthCare Global Enterprises Limited,INE075I01017,2807,16.99
SIYAR SILK M,INE076B01028,2855,17.60
IFB Agro Industries Ltd,INE076C01018,149,1.37
GOCL Corporation Limited ,INE077F01035,1418,4.81
Vikram Solar Limited,INE078V01014,69865,166.90
Ambuja Cements Ltd.,INE079A01024,79874,411.19
Gateway Distriparks Limited,INE079J01017,50080,30.81
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,81710,250.44
Easy Trip Planners Limited,INE07O001026,738021,77.98
NDR Auto Components Limited,INE07OG01012,267,2.40
Supriya Lifescience Limited,INE07RO01027,10240,73.27
Restaurant Brands Asia Limited,INE07T201019,1019990,667.27
IRM ENERGY LIMITED,INE07U701015,13370,37.63
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2006,572.20
LLOYDS ENTERPRISES LIMITED,INE080I01025,3115027,2391.37
TATA IORN AN,INE081A01020,366525,705.79
"Kopran Ltd.,",INE082A01010,2996,5.00
Morepen Laboratories Ltd.,INE083A01026,406613,189.30
Themis Medicare Ltd.,INE083B01024,3436,3.82
BANK OF INDI,INE084A01016,465549,725.48
Amanta Healthcare Limited,INE084K01015,251,0.34
WeWork India Management Limited,INE085001019,1920,10.20
CHAMBAL FERT,INE085A01013,729494,3221.18
Thangamayil Jewellery Limited,INE085J01014,833,32.80
"Electrosteel Castings Ltd.,",INE086A01029,286885,263.55
Shree Renuka Sugars Ltd.,INE087H01022,539900,166.70
Paradeep Phosphates Limited,INE088F01024,452970,697.96
DR.REDDY'S L,INE089A01031,9938,126.97
Sterlite Technologies Limited.,INE089C01029,78739,170.56
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,20189,22.24
Krsnaa Diagnostics Limited,INE08LI01020,1339,9.42
M & B ENGINEERING LIMITED,INE08N601015,5295,19.62
SANSTAR LIMITED,INE08NE01025,4935,4.76
Samhi Hotels Limited,INE08U801020,76917,140.38
Greenpanel Industries Limited,INE08ZM01014,7851,17.96
Scoda Tubes Limited,INE090501011,13303,22.53
ICICI Bank Ltd.,INE090A01021,95129,1288.99
Jai Balaji Industries Limited,INE091G01026,81157,62.82
TATA CHEMICA,INE092A01019,97848,729.40
INDIA NIPP E,INE092B01025,93,0.80
IDFC FIRST BANK LIMITED,INE092T01019,1299688,918.61
Hexaware Technologies Limited,INE093A01041,18811,102.64
OBEROI REALTY LIMITED,INE093I01010,3430,59.02
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,209072,116.17
HINDUSTAN PE,INE094A01015,90447,372.28
Kolte-Patil Developers Ltd,INE094I01018,4817,16.85
UTI Asset Management Company Limited,INE094J01016,12114,133.56
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,30837,289.99
NBCC (India) Limited,INE095N01031,870997,872.28
NUCLEU SOF E,INE096B01018,280,2.87
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,43769,164.20
Aarti Surfactants Limited,INE09EO01013,119,0.47
Gujarat Fluorochemicals Limited,INE09N301011,1792,62.24
Indigo Paints Limited,INE09VQ01012,3162,29.81
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5422,27.71
Dc Infotech and Communication Limited,INE0A1101019,4000,10.16
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,145251,92.94
Ceigall India Limited,INE0AG901020,4105,13.27
Hemisphere Properties India Limited,INE0AJG01018,65100,91.73
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,961,18.77
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1577,7.00
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,224,0.43
Bansal Wire Industries Limited,INE0B9K01025,1198,3.45
Go Fashion (India) Limited,INE0BJS01011,7728,34.23
Premier Energies Limited,INE0BS701011,24010,238.71
C.E. Info Systems Limited,INE0BV301023,7649,96.99
Aether Industries Limited,INE0BWX01014,9429,102.06
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4586,7.45
Jubilant Ingrevia Limited,INE0BY001018,10790,76.67
Oswal Pumps Limited,INE0BYP01024,42633,194.25
Urban Company Limited,INE0CAZ01013,113495,159.79
Mukka Proteins Limited,INE0CG401037,21086,7.34
Knowledge Marine & Engineering Works Limited,INE0CJD01029,2145,36.41
Western Carriers (India) Limited,INE0CJF01024,18351,23.79
RateGain Travel Technologies Limited,INE0CLI01024,2267598,13867.70
Meghmani Organics Limited,INE0CT101020,567987,378.24
GMR Power and Urban Infra Limited,INE0CU601026,45316,54.18
Anthem Biosciences Limited,INE0CZ201020,7708,53.08
Sigachi Industries Limited,INE0D0K01022,300246,101.98
India Pesticides Limited,INE0D6701023,21257,41.51
Ksolves India Limited,INE0D6I01023,169,0.61
RailTel Corporation of India Limited,INE0DD101019,177099,638.76
PIRAMAL PHARMA LIMITED,INE0DK501011,285206,526.42
Fairchem Organics Limited,INE0DNW01011,4762,31.10
INNOVA CAPTAB LIMITED,INE0DUT01020,629,5.29
Syrma SGS Technology Limited,INE0DYJ01015,57726,499.80
Wakefit Innovations Limited,INE0E7301029,2965,4.99
HMA Agro Industries Limited,INE0ECP01024,942,0.25
TARC LIMITED,INE0EK901012,82279,127.77
Network People Services Technologies Limited,INE0FFK01017,1103,17.84
Deep Industries Limited,INE0FHS01024,12987,59.14
Motisons Jewellers Limited,INE0FRK01020,193900,37.95
Motherson Sumi Wiring India Limited,INE0FS801015,326070,140.35
Markolines Pavement Technologies Limited,INE0FW001016,520,0.85
EPACK Durable Limited,INE0G5901015,921672,3570.02
Tatva Chintan Pharma Chem Limited,INE0GK401011,2932,38.68
HP Adhesives Limited,INE0GSL01024,675,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,245,0.64
Windlas Biotech Limited,INE0H5O01029,1340,11.57
ArisInfra Solutions Limited,INE0H9P01028,28939,33.85
Fabtech Technologies Limited,INE0HF201011,758,1.47
One Mobikwik Systems Limited,INE0HLU01028,38171,91.88
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,312258,623.28
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2937,7.79
Le Travenues Technology Limited,INE0HV901016,54032,109.47
Prabha Energy Limited,INE0I0M01023,7,0.01
Dhampur Bio Organics Limited,INE0I3401014,3,0.00
Latent View Analytics Limited,INE0I7C01011,62219,220.44
Capillary Technologies India Limited,INE0ILV01024,1715,10.32
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,25253,56.85
Veranda Learning Solutions Limited,INE0IQ001011,2001,3.69
Data Patterns (India) Limited,INE0IX101010,18691,652.35
Rashi Peripherals Limited,INE0J1F01024,3678,16.10
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,116673,1045.68
Honasa Consumer Limited,INE0J5401028,12640,41.31
Jeena Sikho Lifecare Limited,INE0J5801029,13270,89.47
Venus Pipes & Tubes Limited,INE0JA001018,4142,57.61
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15188,111.43
Sanathan Textiles Limited,INE0JPD01013,101,0.43
YATRA ONLINE LIMITED,INE0JR601024,30762,39.21
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1304,5.94
Harsha Engineers International Limited,INE0JUS01029,300474,1246.84
Garuda Construction and Engineering Limited,INE0JVO01026,16350,29.79
Blue Jet Healthcare Limited,INE0KBH01020,46181,225.34
Eureka Forbes Limited,INE0KCE01017,97157,506.61
Rhetan TMT Limited,INE0KKN01029,295981,77.32
DCX Systems Limited,INE0KL801015,95938,208.43
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,378,0.75
Bajel Projects Limited,INE0KQN01018,4511,7.88
Gopal Snacks Limited,INE0L9R01028,6947,23.53
Avalon Technologies Limited,INE0LCL01028,5991,64.02
Ather Energy Limited,INE0LEZ01016,53922,480.17
INSOLATION ENERGY LIMITED,INE0LGX01024,11536,16.16
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,62866,139.92
Cello World Limited,INE0LMW01024,12678,67.67
IKIO Technologies Limited,INE0LOJ01019,4180,11.62
Physicswallah Limited,INE0LP301011,154803,181.29
Aarti Pharmalabs Limited,INE0LRU01027,9258,73.51
Quadrant Future Tek Limited,INE0LRY01011,22150,76.50
Ola Electric Mobility Limited,INE0LXG01040,2319131,866.14
REDTAPE Limited,INE0LXT01019,24616,33.86
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,8468,11.44
J.G.Chemicals Limited,INE0MB501011,3752,15.65
REGAAL RESOURCES LIMITED,INE0MHO01029,1350,1.09
Epack Prefab Technologies Limited,INE0MLS01022,15819,32.42
TRUALT BIOENERGY LIMITED,INE0MWH01014,11039,52.41
Rishabh Instruments Limited,INE0N2P01017,1533,7.41
BEML Land Assets Limited,INE0N7W01012,1455,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1374,6.60
BLS E-Services Limited,INE0NLT01010,34248,56.59
NMDC Steel Limited,INE0NNS01018,643407,277.68
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,19233,707.13
Kross Limited,INE0O6601022,5246,11.16
Indef Manufacturing Limited,INE0O9T01021,285,1.19
JNK India Limited,INE0OAF01028,3282,8.77
Rossell Techsys Limited,INE0OJW01016,1914,15.03
NTPC GREEN ENERGY LIMITED,INE0ONG01011,258534,267.59
Deepak Builders and Engineers India Limited,INE0OPA01019,10273,7.18
EMS LIMITED,INE0OV601013,32447,158.61
Gaudium IVF and Women Health Limited,INE0P8B01020,1729,2.08
GHCL Textiles Limited,INE0PA801013,700,0.64
Shipping Corporation of India Land and Assets Limited,INE0PB301013,33308,16.28
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,598,1.77
Orient Technologies Limited,INE0PPK01015,9786,31.92
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,550,0.36
Platinum Industries Limited,INE0PT501018,3494,10.01
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,11181,131.45
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,215,3.20
International Gemmological Institute India Limited,INE0Q9301021,8247,29.93
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,301,1.83
Sudeep Pharma Limited,INE0QPI01025,292,1.90
ARKADE DEVELOPERS LIMITED,INE0QRL01017,31695,44.07
Denta Water and Infra Solutions Limited,INE0R4L01018,4605,14.48
SRM CONTRACTORS LIMITED,INE0R6Z01013,3710,18.88
PATEL RETAIL LIMITED,INE0R8B01010,1026,2.31
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9914,79.59
Gala Precision Engineering Limited,INE0RE001014,41,0.32
Tolins Tyres Limited,INE0RWQ01014,2399,3.92
Stallion India Fluorochemicals Limited,INE0RYC01010,3858,6.04
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5802,2.44
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,100,0.13
Pace Digitek Limited,INE0S3G01027,81409,140.48
CRIZAC LIMITED,INE0S4R01014,15784,40.63
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,18401,196.69
VMS TMT LIMITED,INE0SJA01013,16,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,8498,39.23
Glottis Limited,INE0TQE01026,238,0.14
Solarworld Energy Solutions Limited,INE0TY101024,10232,22.66
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,2246,22.08
Bluspring Enterprises Limited,INE0U4101014,16372,13.11
Digitide Solutions Limited,INE0U4701011,19827,28.53
Omnitech Engineering Limited,INE0UH301010,868,3.14
BlackBuck Limited,INE0UIZ01018,14450,90.19
Sanofi Consumer Healthcare India Limited,INE0UOS01011,182,8.55
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,168001,181.95
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,22202,468.51
CARRARO INDIA LIMITED,INE0V7W01012,2559,15.01
Sri Lotus Developers and Realty Limited,INE0V9Q01010,42285,71.83
Meesho Limited,INE0VDM01015,15581,27.39
Sagility Limited,INE0W2G01015,1083883,520.37
Laxmi Dental Limited,INE0WO601020,5920,14.45
Midwest Limited,INE0XAD01024,4205,51.69
ANLON HEALTHCARE LIMITED,INE0Y8W01025,54840,7.79
Jain Resource Recycling Limited,INE0YD401026,12474,53.39
Atlanta Electricals Limited,INE0Z4F01028,1204,17.08
ATUL LTD.,INE100A01010,792,55.42
Mahindra & Mahindra Ltd.,INE101A01026,66679,2189.28
Granules India Ltd.,INE101D01020,24590,147.14
Afcons Infrastructure Limited,INE101I01011,25191,89.61
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,392708,2979.44
Godrej Consumer Products Ltd.,INE102D01028,6965,81.69
Allied Digital Services Limited,INE102I01027,6889,12.36
MANGALORE RE,INE103A01014,306994,568.46
SMC Global Securities Limited,INE103C01036,3548,2.20
TRAVEL FOOD SERVICES LIMITED,INE103V01028,1474,18.83
TVS Holdings Limited,INE105A01035,129,18.65
RPG Life Sciences Limited,INE105J01010,150,3.48
HI-TECH PIPES LIMITED,INE106T01025,214615,211.48
TAMILNADU NE,INE107A01015,12616,20.90
Awfis Space Solutions Limited,INE108V01019,10000,46.08
SHIPPING COR,INE109A01011,267553,726.85
ARMAN FIN,INE109C01017,609,9.28
Mindteck (India) Ltd,INE110B01017,370,0.80
CONTAIN CORP,INE111A01025,62915,352.85
FINANC TECHN,INE111B01023,884,6.71
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,101,0.47
PDS LIMITED,INE111Q01021,2830,9.51
Metropolis Healthcare Limited,INE112L01020,1607,7.57
GUJ NARMADA,INE113A01013,36728,186.94
STEEL AUTHOR,INE114A01011,178690,292.55
Lic Housing Finance Ltd.,INE115A01026,95744,546.75
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,2586,38.52
Apcotex Industries Limited,INE116A01032,142,0.51
ABB Ltd.,INE117A01022,3923,269.07
BAJ HOLD INV,INE118A01012,921,105.93
Nuvoco Vistas Corporation Limited,INE118D01016,32005,104.77
PARK MEDI WORLD LIMITED,INE119201023,36779,77.49
Balrampur Chini Mills Ltd.,INE119A01028,25031,132.46
Carborundum Universal Ltd.,INE120A01034,1710,16.25
CHOL INV FN,INE121A01024,12212,195.21
JSW Energy Limited,INE121E01018,60095,326.68
INDUS TOWERS LIMITED,INE121J01017,83558,352.30
Amagi Media Labs Limited,INE121R01077,150,0.62
"MMTC Ltd.,",INE123F01029,152501,104.64
SBI Life Insurance Company Limited,INE123W01016,14520,271.62
Steelcast Ltd.,INE124E01038,300,0.63
DELTA CORP,INE124G01033,203903,173.02
"E.I.D. Parry (India) Ltd.,",INE126A01031,14953,136.06
APOLLO PIPES LIMITED,INE126J01016,6062,27.20
HDFC Asset Management Company Limited,INE127D01025,15128,415.59
Goodluck India Limited,INE127I01024,2088,24.39
K.P. Energy Limited,INE127T01021,26303,93.09
Eveready Industries India Ltd.,INE128A01029,19457,69.63
Five-Star Business Finance Ltd.,INE128S01021,24510,120.90
Archean Chemical Industries Limited,INE128X01021,2723,16.85
GAIL INDIA,INE129A01019,373142,630.86
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,66267,73.86
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,356,0.49
Fujiyama Power Systems Limited,INE12UR01024,5475,16.07
Gujarat Mineral Development Corpora,INE131A01031,126927,701.35
Relaxo Footwears Ltd.,INE131B01039,15587,60.87
Aurionpro Solutions Ltd.,INE132H01018,6895,69.18
JSW Dulux Limited,INE133A01011,1845,58.42
TILAKNAG IND,INE133E01013,32505,153.74
IFGL Refractories Limited,INE133Y01011,1844,3.58
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,200,0.18
Power Finance Corporation Ltd,INE134E01011,125362,531.00
Cyient Limited,INE136B01020,22103,242.13
Neogen Chemicals Limited,INE136S01016,2797,40.47
