SEBI REPORT For Trade date 13-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
WONDER ELECTRICALS LIMITED,INE02WG01024,3001,4.04
Electronics Mart India Limited,INE02YR01019,56034,78.36
Corona Remedies Limited,INE02ZQ01018,601,10.91
"Hindustan Unilever Ltd.,",INE030A01027,31672,736.75
Housing &Urban Development Corporation Ltd.,INE031A01017,306528,687.99
Ajanta Pharma Ltd.,INE031B01049,2491,75.77
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,224288,291.33
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16524,64.39
Arvind SmartSpaces Limited,INE034S01021,3543,24.64
SOTL,INE035D01020,1759,7.71
Gujarat Ambuja Exports Ltd.,INE036B01030,25821,41.25
KARUR VYSYA,INE036D01028,77310,227.54
Concord Enviro Systems Limited,INE037Z01029,751,2.86
Hindalco Industries Ltd.,INE038A01020,28040,264.31
T.V.Today Network Limited,INE038F01029,737,1.02
IFCI LTD,INE039A01010,701744,434.86
"Jamna Auto Industries Ltd.,",INE039C01032,96645,121.42
JASH ENGINEERING LIMITED,INE039O01029,6469,32.38
Jubilant Agri and Consumer Products Limited,INE03CC01015,106,2.04
Max Estates Limited,INE03EI01018,2902,12.93
Go Digit General Insurance Limited,INE03JT01014,4343,14.82
Brigade Hotel Ventures Limited,INE03NU01014,1407,1.19
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1729,17.35
Cohance Lifesciences Limited,INE03QK01018,244348,1187.73
Chemcon Speciality Chemicals Limited,INE03YM01018,118,0.30
HDFC Bank Ltd.,INE040A01034,656000,5343.30
Mayur Uniquoters ltd.,INE040D01038,1759,10.30
SUZLON ENERGY LTD.,INE040H01021,6094923,3351.43
"Dhampur Sugar Mills Ltd.,",INE041A01016,67303,99.01
Escorts Kubota Limited,INE042A01014,9570,318.14
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,1218,15.21
Sun Pharmaceutical Industries Ltd.,INE044A01036,24472,425.25
Paras Defence and Space Technologies Limited,INE045601023,62590,507.03
ADOR WELDING,INE045A01017,312,3.56
Nelco Ltd,INE045B01015,12449,97.53
Fineotex Chemical Limited,INE045J01034,139878,40.22
Reliance Industrial Infrastructure,INE046A01015,5547,48.35
Muthoot Microfin Limited,INE046W01019,15319,30.15
GRASIM INDUS,INE047A01021,2929,83.91
JAGSONPAL PH,INE048B01035,6978,15.32
Navin Fluorent International Ltd,INE048G01026,3310,220.40
"Himatsingka Seide Ltd.,",INE049A01027,95291,95.15
Wockhardt Ltd,INE049B01025,74985,1026.33
SBC EXPORTS LIMITED,INE04AK01028,852293,240.10
KPIT Technologies Ltd,INE04I401011,73300,635.90
ETHOS LIMITED,INE04TZ01018,1895,49.42
Seshaasai Technologies Limited,INE04VU01023,2825,7.86
Prakash Pipes Limited,INE050001010,4111,16.33
Elin Electronics Limited,INE050401020,3521,4.29
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,5310,89.25
IL & FS Investment Managers Ltd.,INE050B01023,200,0.02
Balaji Amines Ltd.,INE050E01027,6061,83.92
Rane (Madras)  Ltd.,INE050H01012,2242,18.04
Vardhman Special Steels Ltd,INE050M01012,1236,3.69
Vakrangee Softwares Ltd.,INE051B01021,45850,3.51
Windsor Machines Limited,INE052A01021,1450,4.59
Camlin Fine Sciences Ltd,INE052I01032,15654,21.56
BEST AGROLIFE LIMITED,INE052T01021,4604,1.08
Indian Hotels Co. Ltd,INE053A01029,88503,613.67
Indian Railway Finance Corporation,INE053F01010,1779581,2101.05
"V.I.P. Industries Ltd.,",INE054A01027,116633,367.68
Waterbase Limited,INE054C01015,202,0.10
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,10460,181.18
Cyient DLM Limited,INE055S01018,14385,60.25
IVALUE INFOSOLUTIONS LIMITED,INE056801025,159,0.39
Refex Industries Limited,INE056I01025,20503,56.50
Sanofi India Ltd,INE058A01010,1632,61.81
"Cipla Ltd.,",INE059A01026,21277,301.92
Simplex Infrastructures Limited,INE059B01024,15,0.03
La Opala RG Ltd.,INE059D01020,3897,8.84
Hindware Home Innovation Limited,INE05AN01011,6008,13.56
Ratnaveer Precision Engineering Limited,INE05CZ01011,351649,576.51
Central Mine Planning & Design Institute Limited,INE05HV01027,31505,72.58
Indogulf Cropsciences Limited,INE05J901018,126,0.12
Amir Chand Jagdish Kumar (Exports) Limited,INE05TO01019,2100,2.80
BHARAT COKING COAL LIMITED,INE05XR01022,419295,145.18
Navneet Education Limited,INE060A01024,7293,10.70
FORTIS HEALTHCARE LIMITED,INE061F01013,20009,190.74
"State Bank Of India,",INE062A01020,515942,5308.01
ALICON,INE062D01024,54,0.47
Pondy Oxides & Chemicals Limited,INE063E01053,4637,60.95
Equitas Small Finance Bank Limited,INE063P01018,162695,108.46
TIMES GROUP,INE064A01026,555530,1703.33
Trident Ltd.,INE064C01022,888473,251.78
AEROFLEX ENTERPRISES LIMITED,INE065D01027,450,0.41
Indegene Limited,INE065X01017,6678,37.19
Eicher Motors Ltd.,INE066A01021,6152,448.73
Hindustan Aeronautics Limited,INE066F01020,75605,3490.42
Wonderla Holidays Limited,INE066O01014,2957,18.33
Inox Wind Limited,INE066P01011,563287,681.96
CG Power and Industrial Solutions Limited,INE067A01029,61257,486.52
CANTABIL RETAIL INDIA LIMITED,INE068L01024,1662,4.32
Gland Pharma Limited,INE068V01023,1914,35.70
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,3793,3.65
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,3747,5.99
INDIQUBE SPACES LIMITED,INE06ST01018,551,1.22
LAXMI INDIA FINANCE LIMITED,INE06WU01026,1119,1.59
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,11622,23.55
SHREE CEMENT,INE070A01015,396,103.12
Jai Corp Limited,INE070D01027,27770,38.41
INSECTCID,INE070I01018,362,2.72
Ugar Sugar Works Ltd.,INE071E01023,1509,0.67
Epigral Limited,INE071N01016,3565,52.42
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3037,29.75
Sona BLW Precision Forgings Limited,INE073K01018,50844,288.03
Praj Industries Ltd.,INE074A01025,103278,428.00
Paramount Communications Ltd.,INE074B01023,77024,35.87
WIPRO LTD.,INE075A01022,825514,1735.93
G M BREWERIE,INE075D01018,6486,72.32
HealthCare Global Enterprises Limited,INE075I01017,3119,19.05
SIYAR SILK M,INE076B01028,2736,16.97
IFB Agro Industries Ltd,INE076C01018,99,0.93
GOCL Corporation Limited ,INE077F01035,4595,15.48
Vikram Solar Limited,INE078V01014,164359,373.95
Ambuja Cements Ltd.,INE079A01024,123932,604.90
Gateway Distriparks Limited,INE079J01017,55742,34.43
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,74848,232.41
Easy Trip Planners Limited,INE07O001026,714035,74.17
NDR Auto Components Limited,INE07OG01012,447,3.99
Supriya Lifescience Limited,INE07RO01027,11803,84.93
Restaurant Brands Asia Limited,INE07T201019,1005635,658.15
IRM ENERGY LIMITED,INE07U701015,9449,28.72
HITACHI ENERGY INDIA LIMITED,INE07Y701011,3246,1023.84
LLOYDS ENTERPRISES LIMITED,INE080I01025,3075771,2368.33
TATA IORN AN,INE081A01020,349371,690.90
"Kopran Ltd.,",INE082A01010,3128,5.22
Morepen Laboratories Ltd.,INE083A01026,315627,151.96
Themis Medicare Ltd.,INE083B01024,3136,3.52
BANK OF INDI,INE084A01016,661533,996.57
Amanta Healthcare Limited,INE084K01015,4,0.01
WeWork India Management Limited,INE085001019,2698,14.46
CHAMBAL FERT,INE085A01013,718531,3159.64
Thangamayil Jewellery Limited,INE085J01014,659,24.82
"Electrosteel Castings Ltd.,",INE086A01029,511622,456.19
Shree Renuka Sugars Ltd.,INE087H01022,650740,197.75
Paradeep Phosphates Limited,INE088F01024,493704,750.53
DR.REDDY'S L,INE089A01031,14607,188.33
Sterlite Technologies Limited.,INE089C01029,274789,761.80
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,83669,98.62
Krsnaa Diagnostics Limited,INE08LI01020,1454,10.11
M & B ENGINEERING LIMITED,INE08N601015,5244,19.13
SANSTAR LIMITED,INE08NE01025,1007,1.21
Samhi Hotels Limited,INE08U801020,73792,131.67
Greenpanel Industries Limited,INE08ZM01014,8447,19.53
Scoda Tubes Limited,INE090501011,13596,22.78
ICICI Bank Ltd.,INE090A01021,144036,1901.36
OMAX AUTO LT,INE090B01011,0,0.00
Jai Balaji Industries Limited,INE091G01026,66869,54.84
TATA CHEMICA,INE092A01019,91436,703.95
INDIA NIPP E,INE092B01025,675,5.54
IDFC FIRST BANK LIMITED,INE092T01019,1459788,1029.22
Hexaware Technologies Limited,INE093A01041,14748,82.14
OBEROI REALTY LIMITED,INE093I01010,6519,111.08
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,315816,184.23
HINDUSTAN PE,INE094A01015,106194,432.90
Kolte-Patil Developers Ltd,INE094I01018,4669,16.25
UTI Asset Management Company Limited,INE094J01016,11572,128.34
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,27584,262.04
NBCC (India) Limited,INE095N01031,952050,952.48
NUCLEU SOF E,INE096B01018,283,2.89
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,37633,145.98
Aarti Surfactants Limited,INE09EO01013,169,0.68
Gujarat Fluorochemicals Limited,INE09N301011,2347,85.51
Indigo Paints Limited,INE09VQ01012,2343,22.73
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,6532,34.04
Dc Infotech and Communication Limited,INE0A1101019,4000,10.16
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,15195,12.43
Ceigall India Limited,INE0AG901020,3765,12.94
Hemisphere Properties India Limited,INE0AJG01018,66783,95.33
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,957,18.83
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1843,8.09
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,220,0.42
Bansal Wire Industries Limited,INE0B9K01025,1845,5.63
Go Fashion (India) Limited,INE0BJS01011,14250,53.44
Premier Energies Limited,INE0BS701011,24707,246.47
C.E. Info Systems Limited,INE0BV301023,8850,108.68
Aether Industries Limited,INE0BWX01014,4956,54.52
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5613,9.45
Jubilant Ingrevia Limited,INE0BY001018,7981,58.63
Oswal Pumps Limited,INE0BYP01024,42656,195.41
Urban Company Limited,INE0CAZ01013,134037,184.12
Mukka Proteins Limited,INE0CG401037,21086,7.34
Knowledge Marine & Engineering Works Limited,INE0CJD01029,3221,59.01
Western Carriers (India) Limited,INE0CJF01024,14218,18.98
RateGain Travel Technologies Limited,INE0CLI01024,2057718,12586.17
Meghmani Organics Limited,INE0CT101020,441674,308.29
GMR Power and Urban Infra Limited,INE0CU601026,58471,68.25
Anthem Biosciences Limited,INE0CZ201020,7630,54.25
Sigachi Industries Limited,INE0D0K01022,91857,23.40
India Pesticides Limited,INE0D6701023,18959,36.37
Ksolves India Limited,INE0D6I01023,146,0.53
RailTel Corporation of India Limited,INE0DD101019,174376,628.30
PIRAMAL PHARMA LIMITED,INE0DK501011,270670,508.84
Fairchem Organics Limited,INE0DNW01011,4816,31.42
INNOVA CAPTAB LIMITED,INE0DUT01020,1022,8.79
Syrma SGS Technology Limited,INE0DYJ01015,40827,387.03
Wakefit Innovations Limited,INE0E7301029,3015,4.87
HMA Agro Industries Limited,INE0ECP01024,1047,0.28
TARC LIMITED,INE0EK901012,63692,102.18
Network People Services Technologies Limited,INE0FFK01017,1094,17.74
Deep Industries Limited,INE0FHS01024,14037,63.99
Motisons Jewellers Limited,INE0FRK01020,198684,38.40
Motherson Sumi Wiring India Limited,INE0FS801015,404204,171.38
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,935505,3610.87
Tatva Chintan Pharma Chem Limited,INE0GK401011,3089,40.10
HP Adhesives Limited,INE0GSL01024,673,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,468,1.19
Windlas Biotech Limited,INE0H5O01029,1690,14.53
Sai Parenteral's Limited,INE0H9F01037,1700,8.44
ArisInfra Solutions Limited,INE0H9P01028,33587,41.87
Fabtech Technologies Limited,INE0HF201011,3287,5.81
One Mobikwik Systems Limited,INE0HLU01028,54090,126.49
Tracxn Technologies Limited,INE0HMF01019,14,0.01
Billionbrains Garage Ventures Limited,INE0HOQ01053,1221608,2355.05
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,1572,4.17
Le Travenues Technology Limited,INE0HV901016,60304,119.27
Latent View Analytics Limited,INE0I7C01011,60837,215.97
Capillary Technologies India Limited,INE0ILV01024,1758,10.28
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,25854,58.22
Veranda Learning Solutions Limited,INE0IQ001011,4297,9.68
Data Patterns (India) Limited,INE0IX101010,15332,547.61
Rashi Peripherals Limited,INE0J1F01024,2240,9.98
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,131008,1159.80
Honasa Consumer Limited,INE0J5401028,10398,33.90
Jeena Sikho Lifecare Limited,INE0J5801029,13310,92.18
Venus Pipes & Tubes Limited,INE0JA001018,4940,68.79
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,16036,122.45
Sanathan Textiles Limited,INE0JPD01013,146,0.65
YATRA ONLINE LIMITED,INE0JR601024,58907,67.89
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1155,5.84
Harsha Engineers International Limited,INE0JUS01029,301128,1249.79
Garuda Construction and Engineering Limited,INE0JVO01026,19729,36.15
Blue Jet Healthcare Limited,INE0KBH01020,41321,195.29
Eureka Forbes Limited,INE0KCE01017,97157,506.78
Signpost India Limited,INE0KGZ01021,500,1.41
Rhetan TMT Limited,INE0KKN01029,293313,76.54
DCX Systems Limited,INE0KL801015,93791,207.11
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,378,0.75
Bajel Projects Limited,INE0KQN01018,4498,8.01
Gopal Snacks Limited,INE0L9R01028,15812,52.54
Avalon Technologies Limited,INE0LCL01028,4095,49.03
Ather Energy Limited,INE0LEZ01016,43015,397.07
INSOLATION ENERGY LIMITED,INE0LGX01024,15090,22.36
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,61071,135.95
Cello World Limited,INE0LMW01024,13256,69.98
IKIO Technologies Limited,INE0LOJ01019,6062,14.69
Physicswallah Limited,INE0LP301011,153666,181.91
Aarti Pharmalabs Limited,INE0LRU01027,8201,66.28
Quadrant Future Tek Limited,INE0LRY01011,18713,65.70
Ola Electric Mobility Limited,INE0LXG01040,2455019,910.92
REDTAPE Limited,INE0LXT01019,22121,30.82
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,7983,10.79
J.G.Chemicals Limited,INE0MB501011,3374,14.31
REGAAL RESOURCES LIMITED,INE0MHO01029,1879,1.62
Epack Prefab Technologies Limited,INE0MLS01022,12397,25.77
TRUALT BIOENERGY LIMITED,INE0MWH01014,9136,42.87
Rishabh Instruments Limited,INE0N2P01017,2229,11.73
BEML Land Assets Limited,INE0N7W01012,1455,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,534,2.54
BLS E-Services Limited,INE0NLT01010,28773,47.77
NMDC Steel Limited,INE0NNS01018,650611,283.03
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,25821,1032.88
Kross Limited,INE0O6601022,6227,13.42
Indef Manufacturing Limited,INE0O9T01021,285,1.19
JNK India Limited,INE0OAF01028,3531,9.85
Rossell Techsys Limited,INE0OJW01016,1504,12.63
NTPC GREEN ENERGY LIMITED,INE0ONG01011,357058,381.28
Deepak Builders and Engineers India Limited,INE0OPA01019,10201,7.13
EMS LIMITED,INE0OV601013,32347,155.32
Gaudium IVF and Women Health Limited,INE0P8B01020,2,0.00
GHCL Textiles Limited,INE0PA801013,200,0.18
Shipping Corporation of India Land and Assets Limited,INE0PB301013,37272,18.72
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,143,0.36
Orient Technologies Limited,INE0PPK01015,8731,28.44
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,800,0.51
Platinum Industries Limited,INE0PT501018,3220,9.27
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,16718,206.94
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,197,2.93
International Gemological Institute Limited,INE0Q9301021,11312,40.20
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,825,5.62
ARKADE DEVELOPERS LIMITED,INE0QRL01017,33025,45.65
Denta Water and Infra Solutions Limited,INE0R4L01018,4187,13.28
SRM CONTRACTORS LIMITED,INE0R6Z01013,5185,26.61
PATEL RETAIL LIMITED,INE0R8B01010,746,1.74
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,10110,82.31
Gala Precision Engineering Limited,INE0RE001014,120,1.02
Tolins Tyres Limited,INE0RWQ01014,2399,3.92
Stallion India Fluorochemicals Limited,INE0RYC01010,21628,35.27
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5963,2.47
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,100,0.13
Pace Digitek Limited,INE0S3G01027,84677,148.53
CRIZAC LIMITED,INE0S4R01014,15830,40.72
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,15427,167.81
VMS TMT LIMITED,INE0SJA01013,16,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10534,47.86
Glottis Limited,INE0TQE01026,238,0.14
Solarworld Energy Solutions Limited,INE0TY101024,10659,23.37
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1206,11.48
Bluspring Enterprises Limited,INE0U4101014,15899,12.79
Digitide Solutions Limited,INE0U4701011,21732,30.14
Omnitech Engineering Limited,INE0UH301010,1034,4.33
BlackBuck Limited,INE0UIZ01018,32240,191.33
Sanofi Consumer Healthcare India Limited,INE0UOS01011,582,27.86
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,168100,182.06
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,22181,467.00
CARRARO INDIA LIMITED,INE0V7W01012,2763,16.45
Sri Lotus Developers and Realty Limited,INE0V9Q01010,39006,65.87
Meesho Limited,INE0VDM01015,189221,386.90
Sagility Limited,INE0W2G01015,1220598,580.05
Laxmi Dental Limited,INE0WO601020,5661,14.01
Midwest Limited,INE0XAD01024,4253,52.33
ANLON HEALTHCARE LIMITED,INE0Y8W01025,153742,13.65
Jain Resource Recycling Limited,INE0YD401026,26232,121.71
Atlanta Electricals Limited,INE0Z4F01028,148,2.62
ATUL LTD.,INE100A01010,991,70.26
Mahindra & Mahindra Ltd.,INE101A01026,56039,1860.79
Granules India Ltd.,INE101D01020,99073,716.71
Afcons Infrastructure Limited,INE101I01011,29905,106.69
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,325085,2466.31
Godrej Consumer Products Ltd.,INE102D01028,22644,245.01
Allied Digital Services Limited,INE102I01027,12543,20.49
MANGALORE RE,INE103A01014,491786,861.00
SMC Global Securities Limited,INE103C01036,6068,3.93
TRAVEL FOOD SERVICES LIMITED,INE103V01028,2138,26.48
TVS Holdings Limited,INE105A01035,114,16.63
RPG Life Sciences Limited,INE105J01010,130,3.04
HI-TECH PIPES LIMITED,INE106T01025,224038,220.94
TAMILNADU NE,INE107A01015,13840,22.87
Awfis Space Solutions Limited,INE108V01019,10410,48.00
SHIPPING COR,INE109A01011,267397,789.29
ARMAN FIN,INE109C01017,358,5.81
Mindteck (India) Ltd,INE110B01017,610,1.33
CONTAIN CORP,INE111A01025,56411,320.94
FINANC TECHN,INE111B01023,1155,8.62
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,104,0.49
PDS LIMITED,INE111Q01021,2751,9.17
Metropolis Healthcare Limited,INE112L01020,12339,67.12
GUJ NARMADA,INE113A01013,38115,194.21
STEEL AUTHOR,INE114A01011,124036,203.81
Lic Housing Finance Ltd.,INE115A01026,70389,411.22
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1801,28.27
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,8881,610.48
BAJ HOLD INV,INE118A01012,1439,160.21
Nuvoco Vistas Corporation Limited,INE118D01016,26065,86.13
PARK MEDI WORLD LIMITED,INE119201023,38097,82.39
Balrampur Chini Mills Ltd.,INE119A01028,19274,102.42
Carborundum Universal Ltd.,INE120A01034,2654,27.14
CHOL INV FN,INE121A01024,12092,197.34
JSW Energy Limited,INE121E01018,87784,481.58
INDUS TOWERS LIMITED,INE121J01017,94684,396.96
Amagi Media Labs Limited,INE121R01077,2337,10.22
"MMTC Ltd.,",INE123F01029,184896,125.56
SBI Life Insurance Company Limited,INE123W01016,7250,135.62
Steelcast Ltd.,INE124E01038,300,0.63
DELTA CORP,INE124G01033,207297,170.80
"E.I.D. Parry (India) Ltd.,",INE126A01031,16302,144.65
APOLLO PIPES LIMITED,INE126J01016,5962,27.26
Indiabulls Limited,INE126M01010,5500,1.11
HDFC Asset Management Company Limited,INE127D01025,11261,311.87
Goodluck India Limited,INE127I01024,1306,17.21
K.P. Energy Limited,INE127T01021,39000,149.50
Eveready Industries India Ltd.,INE128A01029,19308,69.07
Five-Star Business Finance Ltd.,INE128S01021,39355,191.17
Archean Chemical Industries Limited,INE128X01021,3959,24.12
GAIL INDIA,INE129A01019,366616,620.55
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,112578,136.32
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,13401,22.55
Fujiyama Power Systems Limited,INE12UR01024,4272,12.22
Gujarat Mineral Development Corpora,INE131A01031,154407,908.39
Relaxo Footwears Ltd.,INE131B01039,16518,63.25
Aurionpro Solutions Ltd.,INE132H01018,9028,85.59
JSW Dulux Limited,INE133A01011,2799,86.52
TILAKNAG IND,INE133E01013,39441,185.59
IFGL Refractories Limited,INE133Y01011,1304,2.53
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,124,0.11
Power Finance Corporation Ltd,INE134E01011,159613,699.84
Cyient Limited,INE136B01020,24432,261.05
