SEBI REPORT For Trade date 08-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,104,0.49
PDS LIMITED,INE111Q01021,2851,9.57
Metropolis Healthcare Limited,INE112L01020,14071,75.66
GUJ NARMADA,INE113A01013,36924,188.55
STEEL AUTHOR,INE114A01011,183432,307.98
Lic Housing Finance Ltd.,INE115A01026,72888,425.42
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1466,22.22
Apcotex Industries Limited,INE116A01032,142,0.51
ABB Ltd.,INE117A01022,7729,540.87
BAJ HOLD INV,INE118A01012,949,109.63
Nuvoco Vistas Corporation Limited,INE118D01016,28981,95.23
PARK MEDI WORLD LIMITED,INE119201023,31492,65.35
Balrampur Chini Mills Ltd.,INE119A01028,28481,150.94
Carborundum Universal Ltd.,INE120A01034,1555,15.40
CHOL INV FN,INE121A01024,10631,173.74
JSW Energy Limited,INE121E01018,69257,384.51
INDUS TOWERS LIMITED,INE121J01017,97616,408.97
Amagi Media Labs Limited,INE121R01077,2401,10.54
"MMTC Ltd.,",INE123F01029,178245,121.58
SBI Life Insurance Company Limited,INE123W01016,8895,166.66
Steelcast Ltd.,INE124E01038,396,0.91
DELTA CORP,INE124G01033,202809,167.65
"E.I.D. Parry (India) Ltd.,",INE126A01031,13613,123.30
APOLLO PIPES LIMITED,INE126J01016,5979,27.31
HDFC Asset Management Company Limited,INE127D01025,8734,242.22
Goodluck India Limited,INE127I01024,1601,21.25
K.P. Energy Limited,INE127T01021,37644,144.53
Eveready Industries India Ltd.,INE128A01029,20132,71.74
Five-Star Business Finance Ltd.,INE128S01021,36544,178.52
Archean Chemical Industries Limited,INE128X01021,3043,18.85
GAIL INDIA,INE129A01019,379096,640.55
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,69141,77.95
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,3713,6.21
Fujiyama Power Systems Limited,INE12UR01024,5060,14.40
Gujarat Mineral Development Corpora,INE131A01031,142852,832.64
Relaxo Footwears Ltd.,INE131B01039,17301,65.72
Aurionpro Solutions Ltd.,INE132H01018,7242,71.18
JSW Dulux Limited,INE133A01011,1853,58.68
TILAKNAG IND,INE133E01013,38283,180.55
IFGL Refractories Limited,INE133Y01011,1404,2.72
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,124,0.11
Power Finance Corporation Ltd,INE134E01011,150368,658.23
Cyient Limited,INE136B01020,25972,274.85
Neogen Chemicals Limited,INE136S01016,1747,26.25
