SEBI REPORT For Trade date 27-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
HDFC Bank Ltd.,INE040A01034,361496,3101.81
Mayur Uniquoters ltd.,INE040D01038,1267,7.49
SUZLON ENERGY LTD.,INE040H01021,6412777,3384.61
"Dhampur Sugar Mills Ltd.,",INE041A01016,43305,61.80
Escorts Kubota Limited,INE042A01014,4325,152.87
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,4109,39.14
Sun Pharmaceutical Industries Ltd.,INE044A01036,13631,229.80
Paras Defence and Space Technologies Limited,INE045601023,31577,220.14
ADOR WELDING,INE045A01017,138,1.63
Nelco Ltd,INE045B01015,9879,77.19
Fineotex Chemical Limited,INE045J01034,137095,37.16
Reliance Industrial Infrastructure,INE046A01015,5027,44.54
Muthoot Microfin Limited,INE046W01019,4458,7.43
GRASIM INDUS,INE047A01021,3141,88.97
JAGSONPAL PH,INE048B01035,2668,6.15
Navin Fluorent International Ltd,INE048G01026,3501,225.70
"Himatsingka Seide Ltd.,",INE049A01027,71364,80.63
Wockhardt Ltd,INE049B01025,83789,1166.43
SBC EXPORTS LIMITED,INE04AK01028,1270591,370.13
KPIT Technologies Ltd,INE04I401011,47295,452.42
ETHOS LIMITED,INE04TZ01018,464,13.10
Seshaasai Technologies Limited,INE04VU01023,1225,3.58
Prakash Pipes Limited,INE050001010,4230,16.72
Elin Electronics Limited,INE050401020,634,1.39
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,2995,54.00
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,6083,80.31
Rane (Madras)  Ltd.,INE050H01012,2009,15.91
Vardhman Special Steels Ltd,INE050M01012,1077,3.12
Vakrangee Softwares Ltd.,INE051B01021,13950,1.31
Windsor Machines Limited,INE052A01021,1766,5.08
Camlin Fine Sciences Ltd,INE052I01032,10354,16.14
BEST AGROLIFE LIMITED,INE052T01021,2956,0.79
Indian Hotels Co. Ltd,INE053A01029,67667,479.62
Indian Railway Finance Corporation,INE053F01010,1542186,1887.13
"V.I.P. Industries Ltd.,",INE054A01027,12351,49.57
Waterbase Limited,INE054C01015,17253,9.69
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8507,150.10
Cyient DLM Limited,INE055S01018,18931,78.94
IVALUE INFOSOLUTIONS LIMITED,INE056801025,430,1.03
Refex Industries Limited,INE056I01025,21883,60.88
Sanofi India Ltd,INE058A01010,799,35.02
"Cipla Ltd.,",INE059A01026,23101,328.93
La Opala RG Ltd.,INE059D01020,2848,7.01
Hindware Home Innovation Limited,INE05AN01011,5661,13.25
Ratnaveer Precision Engineering Limited,INE05CZ01011,338758,551.77
Indogulf Cropsciences Limited,INE05J901018,94,0.10
BHARAT COKING COAL LIMITED,INE05XR01022,289882,100.43
Likhitha Infrastructure Limited,INE060901027,469,1.39
Navneet Education Limited,INE060A01024,6092,9.13
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,20489,192.23
"State Bank Of India,",INE062A01020,125748,1375.17
ALICON,INE062D01024,54,0.47
Pondy Oxides & Chemicals Limited,INE063E01053,5714,72.20
Equitas Small Finance Bank Limited,INE063P01018,157895,99.61
TIMES GROUP,INE064A01026,639825,2071.72
Trident Ltd.,INE064C01022,933709,266.05
AEROFLEX ENTERPRISES LIMITED,INE065D01027,2075,1.67
Indegene Limited,INE065X01017,7875,44.01
Eicher Motors Ltd.,INE066A01021,5015,363.29
Hindustan Aeronautics Limited,INE066F01020,99788,4440.12
Wonderla Holidays Limited,INE066O01014,2898,18.54
Inox Wind Limited,INE066P01011,449164,566.56
CG Power and Industrial Solutions Limited,INE067A01029,58181,411.16
CANTABIL RETAIL INDIA LIMITED,INE068L01024,1218,3.21
Gland Pharma Limited,INE068V01023,2058,36.87
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,1802,2.53
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1767,3.01
INDIQUBE SPACES LIMITED,INE06ST01018,2675,4.29
LAXMI INDIA FINANCE LIMITED,INE06WU01026,2088,2.61
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,17165,33.25
SHREE CEMENT,INE070A01015,303,81.48
Jai Corp Limited,INE070D01027,35730,49.01
INSECTCID,INE070I01018,98,0.81
Ugar Sugar Works Ltd.,INE071E01023,509,0.24
Epigral Limited,INE071N01016,2330,37.30
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3170,30.04
Sona BLW Precision Forgings Limited,INE073K01018,30377,155.71
Praj Industries Ltd.,INE074A01025,136974,523.20
Paramount Communications Ltd.,INE074B01023,101964,45.85
WIPRO LTD.,INE075A01022,416356,915.38
G M BREWERIE,INE075D01018,4169,50.03
HealthCare Global Enterprises Limited,INE075I01017,1212,8.06
SIYAR SILK M,INE076B01028,2598,16.63
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,439,1.55
Vikram Solar Limited,INE078V01014,88517,205.82
Ambuja Cements Ltd.,INE079A01024,72159,379.16
Gateway Distriparks Limited,INE079J01017,48026,30.25
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,48922,166.72
Easy Trip Planners Limited,INE07O001026,1136993,147.17
NDR Auto Components Limited,INE07OG01012,327,3.03
Supriya Lifescience Limited,INE07RO01027,9512,70.73
Restaurant Brands Asia Limited,INE07T201019,266559,185.03
IRM ENERGY LIMITED,INE07U701015,14152,39.28
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1333,326.16
LLOYDS ENTERPRISES LIMITED,INE080I01025,3106379,2382.86
TATA IORN AN,INE081A01020,444594,829.44
"Kopran Ltd.,",INE082A01010,5792,8.65
Morepen Laboratories Ltd.,INE083A01026,282532,138.55
Themis Medicare Ltd.,INE083B01024,1536,2.07
BANK OF INDI,INE084A01016,452606,707.04
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1363,7.43
CHAMBAL FERT,INE085A01013,724602,3203.16
Thangamayil Jewellery Limited,INE085J01014,1549,58.07
"Electrosteel Castings Ltd.,",INE086A01029,299232,272.62
Shree Renuka Sugars Ltd.,INE087H01022,655173,200.00
Paradeep Phosphates Limited,INE088F01024,443183,690.20
DR.REDDY'S L,INE089A01031,6450,80.74
Sterlite Technologies Limited.,INE089C01029,28135,49.92
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,23942,27.53
Krsnaa Diagnostics Limited,INE08LI01020,2379,16.61
M & B ENGINEERING LIMITED,INE08N601015,6646,24.56
SANSTAR LIMITED,INE08NE01025,4756,4.60
Samhi Hotels Limited,INE08U801020,56708,107.45
Greenpanel Industries Limited,INE08ZM01014,6545,15.01
Scoda Tubes Limited,INE090501011,14558,24.24
ICICI Bank Ltd.,INE090A01021,61027,821.43
Jai Balaji Industries Limited,INE091G01026,83638,65.34
TATA CHEMICA,INE092A01019,85110,646.36
INDIA NIPP E,INE092B01025,129,1.06
IDFC FIRST BANK LIMITED,INE092T01019,1285109,917.41
Hexaware Technologies Limited,INE093A01041,15295,85.20
OBEROI REALTY LIMITED,INE093I01010,3632,60.07
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,265730,139.28
HINDUSTAN PE,INE094A01015,78159,328.33
Kolte-Patil Developers Ltd,INE094I01018,3946,13.37
UTI Asset Management Company Limited,INE094J01016,7115,86.20
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,32869,305.30
NBCC (India) Limited,INE095N01031,1083586,1072.43
NUCLEU SOF E,INE096B01018,274,2.82
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,55372,200.50
Aarti Surfactants Limited,INE09EO01013,400,1.40
Gujarat Fluorochemicals Limited,INE09N301011,1622,55.74
Indigo Paints Limited,INE09VQ01012,1805,18.41
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,3009,14.81
Dc Infotech and Communication Limited,INE0A1101019,7237,19.97
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,202032,127.15
Ceigall India Limited,INE0AG901020,4254,12.38
Hemisphere Properties India Limited,INE0AJG01018,63349,92.14
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,275,4.69
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,943,4.23
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,223,0.42
Bansal Wire Industries Limited,INE0B9K01025,1207,3.45
Go Fashion (India) Limited,INE0BJS01011,5761,30.91
Premier Energies Limited,INE0BS701011,28349,270.40
C.E. Info Systems Limited,INE0BV301023,7947,106.93
Aether Industries Limited,INE0BWX01014,4297,40.59
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,2261,3.98
Jubilant Ingrevia Limited,INE0BY001018,12148,83.34
Oswal Pumps Limited,INE0BYP01024,51695,224.22
Urban Company Limited,INE0CAZ01013,151223,189.65
Mukka Proteins Limited,INE0CG401037,30547,11.78
Knowledge Marine & Engineering Works Limited,INE0CJD01029,1552,25.35
Western Carriers (India) Limited,INE0CJF01024,28152,36.73
RateGain Travel Technologies Limited,INE0CLI01024,2183425,13305.61
Meghmani Organics Limited,INE0CT101020,526551,357.63
GMR Power and Urban Infra Limited,INE0CU601026,43638,52.48
Anthem Biosciences Limited,INE0CZ201020,6867,46.52
Sigachi Industries Limited,INE0D0K01022,281604,94.58
India Pesticides Limited,INE0D6701023,24778,49.87
Ksolves India Limited,INE0D6I01023,128,0.48
RailTel Corporation of India Limited,INE0DD101019,140507,515.71
PIRAMAL PHARMA LIMITED,INE0DK501011,260456,489.46
Fairchem Organics Limited,INE0DNW01011,4765,33.96
INNOVA CAPTAB LIMITED,INE0DUT01020,729,6.43
Syrma SGS Technology Limited,INE0DYJ01015,68954,544.24
Wakefit Innovations Limited,INE0E7301029,1263,2.42
HMA Agro Industries Limited,INE0ECP01024,481,0.15
TARC LIMITED,INE0EK901012,80311,125.29
Network People Services Technologies Limited,INE0FFK01017,909,15.50
Deep Industries Limited,INE0FHS01024,12075,53.81
Motisons Jewellers Limited,INE0FRK01020,189575,38.11
Motherson Sumi Wiring India Limited,INE0FS801015,334591,145.18
Markolines Pavement Technologies Limited,INE0FW001016,1500,2.36
EPACK Durable Limited,INE0G5901015,923489,3574.01
Exxaro Tiles Limited,INE0GFE01026,427,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,2944,37.44
HP Adhesives Limited,INE0GSL01024,824,0.43
ALL TIME PLASTICS LIMITED,INE0GV601021,154,0.43
Windlas Biotech Limited,INE0H5O01029,811,6.92
ArisInfra Solutions Limited,INE0H9P01028,27205,30.84
Fabtech Technologies Limited,INE0HF201011,1396,3.12
One Mobikwik Systems Limited,INE0HLU01028,54913,128.44
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,433005,730.62
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2029,5.89
Le Travenues Technology Limited,INE0HV901016,47639,99.02
Dhampur Bio Organics Limited,INE0I3401014,11,0.01
Latent View Analytics Limited,INE0I7C01011,34490,134.70
Capillary Technologies India Limited,INE0ILV01024,3247,18.36
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,25823,60.07
Veranda Learning Solutions Limited,INE0IQ001011,945,2.06
Data Patterns (India) Limited,INE0IX101010,15401,460.98
Rashi Peripherals Limited,INE0J1F01024,5630,18.83
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,90330,831.01
Honasa Consumer Limited,INE0J5401028,12654,38.46
Jeena Sikho Lifecare Limited,INE0J5801029,13136,86.99
Venus Pipes & Tubes Limited,INE0JA001018,5111,68.43
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,19862,140.50
Sanathan Textiles Limited,INE0JPD01013,294,1.28
YATRA ONLINE LIMITED,INE0JR601024,25411,32.99
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1258,5.90
Global Surfaces Limited,INE0JSX01015,2000,0.97
Harsha Engineers International Limited,INE0JUS01029,300471,1246.83
Garuda Construction and Engineering Limited,INE0JVO01026,11536,21.16
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,54014,266.67
Eureka Forbes Limited,INE0KCE01017,98431,512.56
Rhetan TMT Limited,INE0KKN01029,292049,75.94
DCX Systems Limited,INE0KL801015,99894,216.65
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,353,0.69
Bajel Projects Limited,INE0KQN01018,2833,4.67
Gopal Snacks Limited,INE0L9R01028,7361,25.11
Avalon Technologies Limited,INE0LCL01028,5693,58.37
Ather Energy Limited,INE0LEZ01016,17939,137.42
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,73661,154.84
Cello World Limited,INE0LMW01024,11264,64.02
IKIO Technologies Limited,INE0LOJ01019,4327,11.86
Physicswallah Limited,INE0LP301011,212732,233.19
Aarti Pharmalabs Limited,INE0LRU01027,8308,69.23
Quadrant Future Tek Limited,INE0LRY01011,26125,91.61
Ola Electric Mobility Limited,INE0LXG01040,1544398,501.41
REDTAPE Limited,INE0LXT01019,29322,41.02
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,3700,5.05
J.G.Chemicals Limited,INE0MB501011,3384,14.13
REGAAL RESOURCES LIMITED,INE0MHO01029,3039,2.33
Pyramid Technoplast Limited,INE0MIS01010,88,0.13
Epack Prefab Technologies Limited,INE0MLS01022,8681,20.17
TRUALT BIOENERGY LIMITED,INE0MWH01014,1413,5.94
Rishabh Instruments Limited,INE0N2P01017,257,1.05
BEML Land Assets Limited,INE0N7W01012,1456,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1509,7.09
BLS E-Services Limited,INE0NLT01010,28102,45.80
Allcargo Terminals Limited,INE0NN701020,0,0.00
NMDC Steel Limited,INE0NNS01018,497448,215.65
R K Swamy Limited,INE0NQ801033,2698,2.29
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,25967,901.16
Kross Limited,INE0O6601022,5373,11.30
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,3156,7.67
Rossell Techsys Limited,INE0OJW01016,2002,15.14
NTPC GREEN ENERGY LIMITED,INE0ONG01011,388249,390.31
Deepak Builders and Engineers India Limited,INE0OPA01019,10250,7.15
EMS LIMITED,INE0OV601013,29312,130.96
GHCL Textiles Limited,INE0PA801013,100,0.07
Shipping Corporation of India Land and Assets Limited,INE0PB301013,22779,11.49
RBZ Jewellers Limited,INE0PEQ01016,800,1.05
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1296,3.38
Orient Technologies Limited,INE0PPK01015,10545,35.80
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,450,0.30
Platinum Industries Limited,INE0PT501018,3749,10.71
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,13804,125.88
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,195,2.89
International Gemmological Institute India Limited,INE0Q9301021,7543,26.98
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,6,0.04
Sudeep Pharma Limited,INE0QPI01025,864,5.68
ARKADE DEVELOPERS LIMITED,INE0QRL01017,29518,43.66
Denta Water and Infra Solutions Limited,INE0R4L01018,3525,11.29
SRM CONTRACTORS LIMITED,INE0R6Z01013,416,1.94
PATEL RETAIL LIMITED,INE0R8B01010,1184,2.78
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9660,77.10
Gala Precision Engineering Limited,INE0RE001014,72,0.63
Tolins Tyres Limited,INE0RWQ01014,2224,3.91
Stallion India Fluorochemicals Limited,INE0RYC01010,3306,3.79
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5751,2.43
Pace Digitek Limited,INE0S3G01027,83020,143.69
CRIZAC LIMITED,INE0S4R01014,15723,40.97
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,10323,85.76
VMS TMT LIMITED,INE0SJA01013,103,0.04
MAMATA MACHINERY LIMITED,INE0TO701015,9818,44.92
Glottis Limited,INE0TQE01026,1407,0.90
Solarworld Energy Solutions Limited,INE0TY101024,9079,19.40
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,2021,16.94
Bluspring Enterprises Limited,INE0U4101014,15847,12.76
Digitide Solutions Limited,INE0U4701011,21234,30.35
BlackBuck Limited,INE0UIZ01018,4966,31.43
Sanofi Consumer Healthcare India Limited,INE0UOS01011,309,14.32
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,200264,216.88
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,12545,299.31
CARRARO INDIA LIMITED,INE0V7W01012,1087,5.52
Sri Lotus Developers and Realty Limited,INE0V9Q01010,56722,92.32
Meesho Limited,INE0VDM01015,3023,4.49
Dev Accelerator Limited,INE0VOV01021,100,0.04
Sagility Limited,INE0W2G01015,978724,476.93
Laxmi Dental Limited,INE0WO601020,9075,20.39
Midwest Limited,INE0XAD01024,5864,72.58
Jain Resource Recycling Limited,INE0YD401026,7799,33.38
Atlanta Electricals Limited,INE0Z4F01028,1132,12.23
ATUL LTD.,INE100A01010,738,51.92
"W.S. Industries (India) Ltd.,",INE100D01014,1,0.00
Mahindra & Mahindra Ltd.,INE101A01026,40824,1381.06
Granules India Ltd.,INE101D01020,25984,152.69
Afcons Infrastructure Limited,INE101I01011,17654,60.85
HLV LIMITED,INE102A01024,4525,0.61
Choice International Ltd,INE102B01014,404407,3064.54
Godrej Consumer Products Ltd.,INE102D01028,3720,45.74
Allied Digital Services Limited,INE102I01027,9380,14.68
MANGALORE RE,INE103A01014,221133,422.91
SMC Global Securities Limited,INE103C01036,5879,3.71
TRAVEL FOOD SERVICES LIMITED,INE103V01028,324,4.03
TVS Holdings Limited,INE105A01035,95,13.87
RPG Life Sciences Limited,INE105J01010,159,3.64
HI-TECH PIPES LIMITED,INE106T01025,264228,253.28
TAMILNADU NE,INE107A01015,12480,20.84
Awfis Space Solutions Limited,INE108V01019,19900,75.02
SHIPPING COR,INE109A01011,256713,633.47
ARMAN FIN,INE109C01017,941,14.68
Mindteck (India) Ltd,INE110B01017,357,0.77
CONTAIN CORP,INE111A01025,67861,376.48
FINANC TECHN,INE111B01023,934,6.66
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,130,0.62
PDS LIMITED,INE111Q01021,3418,11.84
Metropolis Healthcare Limited,INE112L01020,5546,21.38
GUJ NARMADA,INE113A01013,37203,189.97
STEEL AUTHOR,INE114A01011,216048,323.00
Lic Housing Finance Ltd.,INE115A01026,99467,567.67
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1321,19.56
Apcotex Industries Limited,INE116A01032,138,0.49
ZF STEERING,INE116C01012,92,0.84
ABB Ltd.,INE117A01022,2516,152.15
BAJ HOLD INV,INE118A01012,1615,177.41
Nuvoco Vistas Corporation Limited,INE118D01016,17662,61.22
PARK MEDI WORLD LIMITED,INE119201023,59202,117.86
Balrampur Chini Mills Ltd.,INE119A01028,6295,32.56
Carborundum Universal Ltd.,INE120A01034,4482,38.83
CHOL INV FN,INE121A01024,12764,205.47
JSW Energy Limited,INE121E01018,63449,331.71
INDUS TOWERS LIMITED,INE121J01017,32579,140.34
Amagi Media Labs Limited,INE121R01077,151,0.60
"MMTC Ltd.,",INE123F01029,150925,100.48
SBI Life Insurance Company Limited,INE123W01016,1896,34.98
Steelcast Ltd.,INE124E01038,300,0.63
DELTA CORP,INE124G01033,320945,238.84
"E.I.D. Parry (India) Ltd.,",INE126A01031,8414,77.81
APOLLO PIPES LIMITED,INE126J01016,2435,9.83
HDFC Asset Management Company Limited,INE127D01025,11452,308.04
Goodluck India Limited,INE127I01024,5390,58.29
K.P. Energy Limited,INE127T01021,27389,91.04
Eveready Industries India Ltd.,INE128A01029,20696,73.41
Five-Star Business Finance Ltd.,INE128S01021,36731,170.06
Archean Chemical Industries Limited,INE128X01021,2657,16.39
GAIL INDIA,INE129A01019,481989,799.58
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,33596,35.75
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,192,0.21
Fujiyama Power Systems Limited,INE12UR01024,952,1.92
Gujarat Mineral Development Corpora,INE131A01031,115261,564.69
Relaxo Footwears Ltd.,INE131B01039,14727,59.61
Aurionpro Solutions Ltd.,INE132H01018,6494,65.82
Akzo Nobel India Limited,INE133A01011,1654,52.78
TILAKNAG IND,INE133E01013,38966,181.92
IFGL Refractories Limited,INE133Y01011,614,1.32
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,551,0.53
Power Finance Corporation Ltd,INE134E01011,199000,816.56
Cyient Limited,INE136B01020,22759,254.82
