SEBI REPORT For Trade date 17-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
"V.I.P. Industries Ltd.,",INE054A01027,13438,60.50
Waterbase Limited,INE054C01015,32633,16.82
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7694,165.50
Cyient DLM Limited,INE055S01018,24293,117.07
Refex Industries Limited,INE056I01025,17308,63.98
Sanofi India Ltd,INE058A01010,1027,52.52
"Cipla Ltd.,",INE059A01026,19544,304.04
La Opala RG Ltd.,INE059D01020,6795,17.47
Hindware Home Innovation Limited,INE05AN01011,3924,12.80
Ratnaveer Precision Engineering Limited,INE05CZ01011,5715,8.96
Indogulf Cropsciences Limited,INE05J901018,955,1.04
Likhitha Infrastructure Limited,INE060901027,2872,8.64
Navneet Education Limited,INE060A01024,10978,15.89
FORTIS HEALTHCARE LIMITED,INE061F01013,18882,184.80
"State Bank Of India,",INE062A01020,69069,594.07
Pondy Oxides & Chemicals Limited,INE063E01053,3953,51.28
Equitas Small Finance Bank Limited,INE063P01018,238199,150.64
Trident Ltd.,INE064C01022,882417,268.58
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6158,6.32
Indegene Limited,INE065X01017,15559,86.94
Eicher Motors Ltd.,INE066A01021,4105,276.64
Hindustan Aeronautics Limited,INE066F01020,89361,4266.11
Wonderla Holidays Limited,INE066O01014,11667,76.45
Inox Wind Limited,INE066P01011,480105,809.62
CG Power and Industrial Solutions Limited,INE067A01029,81060,599.58
CANTABIL RETAIL INDIA LIMITED,INE068L01024,4371,12.05
Gland Pharma Limited,INE068V01023,2991,57.80
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,631320,662.42
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,631,1.71
INDIQUBE SPACES LIMITED,INE06ST01018,1566,3.65
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3824,6.02
Gem Aromatics Limited,INE06XZ01023,2114,4.58
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4066,9.77
SHREE CEMENT,INE070A01015,170,48.66
Jai Corp Limited,INE070D01027,40448,66.29
INSECTCID,INE070I01018,4845,33.78
Ugar Sugar Works Ltd.,INE071E01023,1860,1.11
Epigral Limited,INE071N01016,2650,46.97
Associated Alcohols & Breweries Ltd,INE073G01016,2789,32.11
Sona BLW Precision Forgings Limited,INE073K01018,57404,280.75
Praj Industries Ltd.,INE074A01025,141967,585.15
Paramount Communications Ltd.,INE074B01023,104645,52.31
WIPRO LTD.,INE075A01022,223585,564.11
G M BREWERIE,INE075D01018,1076,8.84
HealthCare Global Enterprises Limited,INE075I01017,898,5.76
SIYAR SILK M,INE076B01028,3602,28.94
IFB Agro Industries Ltd,INE076C01018,8,0.12
GOCL Corporation Limited ,INE077F01035,962,3.62
Vikram Solar Limited,INE078V01014,24024,79.84
Ambuja Cements Ltd.,INE079A01024,62421,363.63
Gateway Distriparks Limited,INE079J01017,137791,93.04
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,75672,293.48
Easy Trip Planners Limited,INE07O001026,1656198,208.26
NDR Auto Components Limited,INE07OG01012,606,5.42
Supriya Lifescience Limited,INE07RO01027,10193,77.95
Pavna Industries Limited,INE07S101038,1000,0.36
Restaurant Brands Asia Limited,INE07T201019,154621,119.13
IRM ENERGY LIMITED,INE07U701015,8902,30.29
HITACHI ENERGY INDIA LIMITED,INE07Y701011,980,199.60
LLOYDS ENTERPRISES LIMITED,INE080I01025,3061794,2361.71
TATA IORN AN,INE081A01020,633645,1083.05
"Kopran Ltd.,",INE082A01010,3395,5.47
Morepen Laboratories Ltd.,INE083A01026,390682,221.98
Themis Medicare Ltd.,INE083B01024,6788,8.91
BANK OF INDI,INE084A01016,317281,424.07
Amanta Healthcare Limited,INE084K01015,133,0.16
RACE ECO CHAIN LIMITED,INE084Q01012,35,0.07
WeWork India Management Limited,INE085001019,162,0.98
CHAMBAL FERT,INE085A01013,117287,619.37
Thangamayil Jewellery Limited,INE085J01014,476,15.51
"Electrosteel Castings Ltd.,",INE086A01029,255267,264.94
KESORAM IND,INE087A01019,794,0.04
Shree Renuka Sugars Ltd.,INE087H01022,1019202,343.44
Paradeep Phosphates Limited,INE088F01024,401513,738.76
DR.REDDY'S L,INE089A01031,11327,143.25
Sterlite Technologies Limited.,INE089C01029,15429,18.59
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,13365,15.15
Krsnaa Diagnostics Limited,INE08LI01020,4017,36.60
M & B ENGINEERING LIMITED,INE08N601015,7477,34.65
SANSTAR LIMITED,INE08NE01025,2776,2.93
Samhi Hotels Limited,INE08U801020,99390,210.22
Greenpanel Industries Limited,INE08ZM01014,3166,10.23
Scoda Tubes Limited,INE090501011,9283,18.34
ICICI Bank Ltd.,INE090A01021,88897,1225.80
Jai Balaji Industries Limited,INE091G01026,71191,73.00
TATA CHEMICA,INE092A01019,35410,321.62
INDIA NIPP E,INE092B01025,259,2.30
IDFC FIRST BANK LIMITED,INE092T01019,902636,676.69
Hexaware Technologies Limited,INE093A01041,13683,102.06
OBEROI REALTY LIMITED,INE093I01010,4935,87.71
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,199567,138.31
HINDUSTAN PE,INE094A01015,55886,251.82
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,5907,22.77
UTI Asset Management Company Limited,INE094J01016,8822,116.68
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,50530,453.06
NBCC (India) Limited,INE095N01031,417124,488.22
NUCLEU SOF E,INE096B01018,1159,13.42
Amrutanjan Health Care Limited,INE098F01031,1250,9.79
Mishra Dhatu Nigam Limited,INE099Z01011,61038,249.17
Aarti Surfactants Limited,INE09EO01013,42,0.21
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2156,79.71
Indigo Paints Limited,INE09VQ01012,1315,15.46
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8753,41.75
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,114271,153.63
Ceigall India Limited,INE0AG901020,9136,24.13
Hemisphere Properties India Limited,INE0AJG01018,62295,100.71
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,36986,754.75
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,881,3.99
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,874,1.66
Bansal Wire Industries Limited,INE0B9K01025,2502,8.37
Go Fashion (India) Limited,INE0BJS01011,5494,40.82
Premier Energies Limited,INE0BS701011,976159,10221.26
C.E. Info Systems Limited,INE0BV301023,5526,101.17
Aether Industries Limited,INE0BWX01014,7584,59.99
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,9420,16.80
Jubilant Ingrevia Limited,INE0BY001018,9921,73.54
Oswal Pumps Limited,INE0BYP01024,30633,231.09
Urban Company Limited,INE0CAZ01013,7974,11.45
Mukka Proteins Limited,INE0CG401037,21479,9.53
Max India Limited,INE0CG601016,299,0.67
Knowledge Marine & Engineering Works Limited,INE0CJD01011,577,15.25
Western Carriers (India) Limited,INE0CJF01024,50460,66.86
RateGain Travel Technologies Limited,INE0CLI01024,219088,684.34
Meghmani Organics Limited,INE0CT101020,398842,330.66
GMR Power and Urban Infra Limited,INE0CU601026,72604,88.38
Anthem Biosciences Limited,INE0CZ201020,15780,118.50
Sigachi Industries Limited,INE0D0K01022,194037,95.67
India Pesticides Limited,INE0D6701023,32129,67.06
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,167742,677.26
PIRAMAL PHARMA LIMITED,INE0DK501011,212756,449.67
Fairchem Organics Limited,INE0DNW01011,1724,17.69
INNOVA CAPTAB LIMITED,INE0DUT01020,999,8.80
Syrma SGS Technology Limited,INE0DYJ01015,32239,248.08
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,6601,11.21
Network People Services Technologies Limited,INE0FFK01017,1699,33.45
Deep Industries Limited,INE0FHS01024,9669,48.62
Motisons Jewellers Limited,INE0FRK01020,235791,47.85
Motherson Sumi Wiring India Limited,INE0FS801015,374424,169.65
EPACK Durable Limited,INE0G5901015,1083774,4214.00
Exxaro Tiles Limited,INE0GFE01026,722,0.06
Tatva Chintan Pharma Chem Limited,INE0GK401011,1737,20.49
HP Adhesives Limited,INE0GSL01024,991,0.56
ALL TIME PLASTICS LIMITED,INE0GV601021,729,2.05
Windlas Biotech Limited,INE0H5O01029,1117,10.20
ArisInfra Solutions Limited,INE0H9P01028,1300,2.05
Fabtech Technologies Limited,INE0HF201011,243,0.60
One Mobikwik Systems Limited,INE0HLU01028,40544,116.15
Tracxn Technologies Limited,INE0HMF01019,5759,4.12
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,5817,17.38
Le Travenues Technology Limited,INE0HV901016,22703,66.88
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,16102,80.30
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,5107,13.87
Veranda Learning Solutions Limited,INE0IQ001011,545,1.21
Data Patterns (India) Limited,INE0IX101010,10781,294.40
Rashi Peripherals Limited,INE0J1F01024,6934,21.54
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,102838,901.53
Honasa Consumer Limited,INE0J5401028,16335,48.01
Jeena Sikho Lifecare Limited,INE0J5801029,3921,29.31
Venus Pipes & Tubes Limited,INE0JA001018,7810,110.39
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,6050,46.60
Sanathan Textiles Limited,INE0JPD01013,125,0.60
YATRA ONLINE LIMITED,INE0JR601024,23022,40.96
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1309,6.05
Harsha Engineers International Limited,INE0JUS01029,1201205,5331.30
Garuda Construction and Engineering Limited,INE0JVO01026,2228,5.08
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25103,175.44
Eureka Forbes Limited,INE0KCE01017,99313,516.66
Signpost India Limited,INE0KGZ01021,25,0.06
DCX Systems Limited,INE0KL801015,107406,289.00
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,1229,2.53
Bajel Projects Limited,INE0KQN01018,258,0.49
Gopal Snacks Limited,INE0L9R01028,11869,43.11
Avalon Technologies Limited,INE0LCL01028,5111,52.87
Ather Energy Limited,INE0LEZ01016,5744,38.48
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,64445,165.74
Cello World Limited,INE0LMW01024,10251,66.68
IKIO Technologies Limited,INE0LOJ01019,5632,15.46
Aarti Pharmalabs Limited,INE0LRU01027,12767,107.55
Quadrant Future Tek Limited,INE0LRY01011,17677,73.21
Ola Electric Mobility Limited,INE0LXG01040,78028,50.56
REDTAPE Limited,INE0LXT01019,39382,56.75
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13105,23.32
J.G.Chemicals Limited,INE0MB501011,13442,58.40
REGAAL RESOURCES LIMITED,INE0MHO01029,1437,1.31
Pyramid Technoplast Limited,INE0MIS01010,1026,1.65
Epack Prefab Technologies Limited,INE0MLS01022,3279,10.78
TRUALT BIOENERGY LIMITED,INE0MWH01014,345,1.49
Udayshivakumar infra limited,INE0N0Y01013,1200,0.40
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1387,2.98
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1694,9.13
BLS E-Services Limited,INE0NLT01010,1791,3.90
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,591848,262.91
R K Swamy Limited,INE0NQ801033,103,0.20
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,18524,681.40
Kross Limited,INE0O6601022,28982,59.13
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,223,0.66
Rossell Techsys Limited,INE0OJW01016,2518,18.60
NTPC GREEN ENERGY LIMITED,INE0ONG01011,454889,477.03
Deepak Builders and Engineers India Limited,INE0OPA01019,1241,1.94
EMS LIMITED,INE0OV601013,25514,150.81
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,36941,19.23
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,206,0.94
Orient Technologies Limited,INE0PPK01015,6903,29.63
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.22
Platinum Industries Limited,INE0PT501018,5352,15.74
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,25210,209.53
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2409,39.11
International Gemmological Institute India Limited,INE0Q9301021,17805,66.97
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,35024,63.34
Denta Water and Infra Solutions Limited,INE0R4L01018,1358,5.74
SRM CONTRACTORS LIMITED,INE0R6Z01013,752,4.15
PATEL RETAIL LIMITED,INE0R8B01010,307,0.68
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,8362,62.16
Gala Precision Engineering Limited,INE0RE001014,174,1.59
Tolins Tyres Limited,INE0RWQ01014,2143,4.11
Stallion India Fluorochemicals Limited,INE0RYC01010,109,0.45
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8026,4.32
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,277,0.49
Pace Digitek Limited,INE0S3G01027,3316,7.09
CRIZAC LIMITED,INE0S4R01014,17868,59.22
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,8728,76.76
VMS TMT LIMITED,INE0SJA01013,50,0.03
MAMATA MACHINERY LIMITED,INE0TO701015,21789,103.67
Glottis Limited,INE0TQE01026,557,0.40
Solarworld Energy Solutions Limited,INE0TY101024,2641,7.95
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,251,2.65
Bluspring Enterprises Limited,INE0U4101014,26118,21.29
Digitide Solutions Limited,INE0U4701011,24054,49.88
BlackBuck Limited,INE0UIZ01018,7912,53.31
Sanofi Consumer Healthcare India Limited,INE0UOS01011,55,2.71
GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,50,0.04
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,18383,468.71
CARRARO INDIA LIMITED,INE0V7W01012,1046,5.12
Sri Lotus Developers and Realty Limited,INE0V9Q01010,89624,169.51
Dev Accelerator Limited,INE0VOV01021,320,0.14
Sagility Limited,INE0W2G01015,874397,451.03
Laxmi Dental Limited,INE0WO601020,4671,16.07
Jain Resource Recycling Limited,INE0YD401026,8720,38.88
Atlanta Electricals Limited,INE0Z4F01028,65,0.65
ATUL LTD.,INE100A01010,2233,146.40
Mahindra & Mahindra Ltd.,INE101A01026,20816,735.94
Granules India Ltd.,INE101D01020,375353,1912.56
Afcons Infrastructure Limited,INE101I01011,27071,116.60
HLV LIMITED,INE102A01024,20398,2.94
Choice International Ltd,INE102B01014,14292,105.34
Godrej Consumer Products Ltd.,INE102D01028,8056,101.18
Allied Digital Services Limited,INE102I01027,8707,17.77
MANGALORE RE,INE103A01014,107136,188.90
SMC Global Securities Limited,INE103C01036,312,0.29
TRAVEL FOOD SERVICES LIMITED,INE103V01028,372,4.85
TVS Holdings Limited,INE105A01035,278,36.97
RPG Life Sciences Limited,INE105J01010,257,6.52
HI-TECH PIPES LIMITED,INE106T01025,185710,210.99
TAMILNADU NE,INE107A01015,16457,27.88
Awfis Space Solutions Limited,INE108V01019,17407,107.28
SHIPPING COR,INE109A01011,257796,678.79
ARMAN FIN,INE109C01017,450,6.79
"BPL Ltd.,",INE110A01019,61,0.06
CONTAIN CORP,INE111A01025,83498,494.98
FINANC TECHN,INE111B01023,1074,10.43
PDS LIMITED,INE111Q01021,2242,8.83
Metropolis Healthcare Limited,INE112L01020,4582,93.42
GUJ NARMADA,INE113A01013,45865,247.46
STEEL AUTHOR,INE114A01011,388955,548.53
Lic Housing Finance Ltd.,INE115A01026,99805,543.07
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,4285,71.40
Apcotex Industries Limited,INE116A01032,953,3.39
ABB Ltd.,INE117A01022,13087,745.97
BAJ HOLD INV,INE118A01012,1064,138.92
Nuvoco Vistas Corporation Limited,INE118D01016,8474,34.37
Balrampur Chini Mills Ltd.,INE119A01028,14738,76.81
Carborundum Universal Ltd.,INE120A01034,3814,38.24
CHOL INV FN,INE121A01024,10327,170.43
JSW Energy Limited,INE121E01018,74685,406.74
INDUS TOWERS LIMITED,INE121J01017,91661,355.56
"MMTC Ltd.,",INE123F01029,96061,68.93
SBI Life Insurance Company Limited,INE123W01016,1692,28.78
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,333598,309.36
"E.I.D. Parry (India) Ltd.,",INE126A01031,3106,32.20
APOLLO PIPES LIMITED,INE126J01016,6115,21.18
HDFC Asset Management Company Limited,INE127D01025,8006,449.93
Goodluck India Limited,INE127I01024,11015,119.41
K.P. Energy Limited,INE127T01021,32733,137.18
Eveready Industries India Ltd.,INE128A01029,39808,144.92
Five-Star Business Finance Ltd.,INE128S01021,26418,152.43
Archean Chemical Industries Limited,INE128X01021,5400,35.85
GAIL INDIA,INE129A01019,248273,464.79
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,26523,30.12
Gujarat Mineral Development Corpora,INE131A01031,160924,806.82
Relaxo Footwears Ltd.,INE131B01039,15633,75.03
Aurionpro Solutions Ltd.,INE132H01018,3836,45.43
Akzo Nobel India Limited,INE133A01011,378,13.70
TILAKNAG IND,INE133E01013,31362,153.78
IFGL Refractories Limited,INE133Y01011,333,0.86
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,107,0.16
Power Finance Corporation Ltd,INE134E01011,362883,1488.03
Cyient Limited,INE136B01020,24143,306.84
Neogen Chemicals Limited,INE136S01016,2252,34.30
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1400,1.48
KFin Technologies Limited,INE138Y01010,55650,633.59
"National Aluminium Co. Ltd.,",INE139A01034,130834,304.40
FUSION FINANCE LIMITED,INE139R01012,23467,45.43
Saatvik Green Energy Limited,INE13B501022,2084,9.86
"Oswal Agro Mills Ltd.,",INE142A01012,25,0.02
Tata Technologies Limited,INE142M01025,79317,582.86
Sula Vineyards Limited,INE142Q01026,65417,198.36
Orient Electric Limited,INE142Z01019,6967,15.31
OSWAL CHEMIC,INE143A01010,662,0.26
20 Microns Limited,INE144J01027,9923,22.57
Tarsons Products Limited,INE144Z01023,1102883,3889.45
Kirloskar Oil Engines Limited,INE146L01010,10033,102.99
SOUTH PETRO,INE147A01011,80193,78.04
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,10671,12.52
Sammaan Capital Limited,INE148I01020,462813,675.99
Delhivery Limited,INE148O01028,38876,177.47
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,2281,41.91
"Sandur Manganese & Iron Ores Ltd.,",INE149K01016,60116,120.82
NIBE LIMITED,INE149O01018,58,0.76
Aditya Birla Lifestyle Brands Limited,INE14LE01019,81922,117.70
"Alkyl Amines Chemicals Ltd.,",INE150B01039,4537,94.08
