SEBI REPORT For Trade date 09-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
Fino Payments Bank Limited,INE02NC01014,13874,38.99
Borosil Limited,INE02PY01013,6274,21.95
Brainbees Solutions Limited,INE02RE01045,41015,151.30
WONDER ELECTRICALS LIMITED,INE02WG01024,13853,23.36
Electronics Mart India Limited,INE02YR01019,50089,76.85
"Hindustan Unilever Ltd.,",INE030A01027,14458,359.43
Housing &Urban Development Corporation Ltd.,INE031A01017,386251,930.15
Ajanta Pharma Ltd.,INE031B01049,982,25.58
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,1006722,1319.20
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,17712,60.57
Arvind SmartSpaces Limited,INE034S01021,4539,31.54
SOTL,INE035D01020,987,4.63
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,47346,54.41
KARUR VYSYA,INE036D01028,41621,99.77
Concord Enviro Systems Limited,INE037Z01029,1157,6.14
Hindalco Industries Ltd.,INE038A01020,28433,222.64
T.V.Today Network Limited,INE038F01029,116,0.30
IFCI LTD,INE039A01010,568110,336.01
"Jamna Auto Industries Ltd.,",INE039C01032,72879,77.17
JASH ENGINEERING LIMITED,INE039O01029,8465,42.81
Max Estates Limited,INE03EI01018,2560,12.14
Go Digit General Insurance Limited,INE03JT01014,8007,28.85
Brigade Hotel Ventures Limited,INE03NU01014,3598,3.08
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1852,17.69
Cohance Lifesciences Limited,INE03QK01018,13153,96.36
Chemcon Speciality Chemicals Limited,INE03YM01018,154,0.39
HDFC Bank Ltd.,INE040A01034,85801,866.65
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6615118,3993.43
"Dhampur Sugar Mills Ltd.,",INE041A01016,46827,68.10
Escorts Kubota Limited,INE042A01014,4521,168.32
Vijaya Diagnostic Centre Limited,INE043W01024,1221,12.54
Sun Pharmaceutical Industries Ltd.,INE044A01036,13088,215.48
Paras Defence and Space Technologies Limited,INE045601023,27226,201.47
ADOR WELDING,INE045A01017,2412,26.19
Nelco Ltd,INE045B01015,11357,99.58
Fineotex Chemical Limited,INE045J01034,121122,39.68
Reliance Industrial Infrastructure,INE046A01015,6552,61.05
Muthoot Microfin Limited,INE046W01019,4111,7.10
GRASIM INDUS,INE047A01021,7454,206.73
JAGSONPAL PH,INE048B01035,5374,13.03
Navin Fluorent International Ltd,INE048G01026,1046,56.75
"Himatsingka Seide Ltd.,",INE049A01027,75588,106.38
Wockhardt Ltd,INE049B01025,75234,1080.81
Nahar Capital & Financial Services Ltd.,INE049I01012,2,0.01
SBC EXPORTS LIMITED,INE04AK01028,417465,102.90
KPIT Technologies Ltd,INE04I401011,23558,308.62
ETHOS LIMITED,INE04TZ01018,483,13.70
Seshaasai Technologies Limited,INE04VU01023,2021,6.54
Prakash Pipes Limited,INE050001010,3871,17.51
Elin Electronics Limited,INE050401020,2429,5.16
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3488,66.29
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,4789,74.02
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,3082,9.06
Vakrangee Softwares Ltd.,INE051B01021,12950,1.24
Windsor Machines Limited,INE052A01021,1470,4.56
Camlin Fine Sciences Ltd,INE052I01032,5409,9.87
BEST AGROLIFE LIMITED,INE052T01013,565,2.17
Indian Hotels Co. Ltd,INE053A01029,79546,595.89
Indian Railway Finance Corporation,INE053F01010,1517834,2075.00
"V.I.P. Industries Ltd.,",INE054A01027,14280,63.18
Waterbase Limited,INE054C01015,30740,15.86
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8058,170.67
Cyient DLM Limited,INE055S01018,28752,135.95
IVALUE INFOSOLUTIONS LIMITED,INE056801025,255,0.80
Refex Industries Limited,INE056I01025,16311,59.70
Sanofi India Ltd,INE058A01010,931,47.26
"Cipla Ltd.,",INE059A01026,16804,260.08
La Opala RG Ltd.,INE059D01020,5975,15.21
Hindware Home Innovation Limited,INE05AN01011,4751,15.45
Ratnaveer Precision Engineering Limited,INE05CZ01011,3346,5.24
Indogulf Cropsciences Limited,INE05J901018,525,0.60
Likhitha Infrastructure Limited,INE060901027,2358,6.91
Navneet Education Limited,INE060A01024,11254,16.28
FORTIS HEALTHCARE LIMITED,INE061F01013,19798,187.59
"State Bank Of India,",INE062A01020,78326,706.82
ALICON,INE062D01024,59,0.52
Pondy Oxides & Chemicals Limited,INE063E01053,3138,40.15
Equitas Small Finance Bank Limited,INE063P01018,237070,151.33
Trident Ltd.,INE064C01022,707415,216.39
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6009,6.11
Indegene Limited,INE065X01017,10473,59.98
Eicher Motors Ltd.,INE066A01021,3247,222.49
Hindustan Aeronautics Limited,INE066F01020,96638,4554.14
Wonderla Holidays Limited,INE066O01014,12070,78.50
Inox Wind Limited,INE066P01011,490299,811.36
CG Power and Industrial Solutions Limited,INE067A01029,79675,578.43
CANTABIL RETAIL INDIA LIMITED,INE068L01024,1761,4.66
Gland Pharma Limited,INE068V01023,7669,139.27
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,703780,636.50
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,675,1.79
INDIQUBE SPACES LIMITED,INE06ST01018,1084,2.52
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3017,4.88
Gem Aromatics Limited,INE06XZ01023,3350,5.81
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,5176,12.03
SHREE CEMENT,INE070A01015,175,49.61
Jai Corp Limited,INE070D01027,29003,47.58
INSECTCID,INE070I01018,514,4.91
Ugar Sugar Works Ltd.,INE071E01023,1881,1.12
Epigral Limited,INE071N01016,2441,42.59
Associated Alcohols & Breweries Ltd,INE073G01016,2795,30.62
Sona BLW Precision Forgings Limited,INE073K01018,51670,256.90
Praj Industries Ltd.,INE074A01025,132677,545.14
Paramount Communications Ltd.,INE074B01023,96809,48.28
WIPRO LTD.,INE075A01022,120956,317.98
G M BREWERIE,INE075D01018,1149,9.62
HealthCare Global Enterprises Limited,INE075I01017,781,4.83
SIYAR SILK M,INE076B01028,4167,31.86
IFB Agro Industries Ltd,INE076C01018,113,1.55
GOCL Corporation Limited ,INE077F01035,1418,4.99
Vikram Solar Limited,INE078V01014,41102,122.54
Ambuja Cements Ltd.,INE079A01024,59495,344.93
Gateway Distriparks Limited,INE079J01017,114921,77.70
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,71992,280.74
Easy Trip Planners Limited,INE07O001026,1602541,201.21
NDR Auto Components Limited,INE07OG01012,442,4.27
Supriya Lifescience Limited,INE07RO01027,13400,103.25
Pavna Industries Limited,INE07S101038,5200,1.67
Restaurant Brands Asia Limited,INE07T201019,127407,98.03
IRM ENERGY LIMITED,INE07U701015,9069,30.25
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1756,366.51
LLOYDS ENTERPRISES LIMITED,INE080I01025,3146184,2408.84
TATA IORN AN,INE081A01020,788674,1333.46
"Kopran Ltd.,",INE082A01010,2228,3.78
Morepen Laboratories Ltd.,INE083A01026,321083,183.79
Themis Medicare Ltd.,INE083B01024,5657,7.38
BANK OF INDI,INE084A01016,356734,488.42
Amanta Healthcare Limited,INE084K01015,33,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,45,0.09
WeWork India Management Limited,INE085001019,1193,7.53
CHAMBAL FERT,INE085A01013,700842,3109.05
Thangamayil Jewellery Limited,INE085J01014,289,9.64
"Electrosteel Castings Ltd.,",INE086A01029,246692,246.82
KESORAM IND,INE087A01019,12362,0.95
Shree Renuka Sugars Ltd.,INE087H01022,949940,316.46
Paradeep Phosphates Limited,INE088F01024,392149,706.99
DR.REDDY'S L,INE089A01031,10562,133.96
Sterlite Technologies Limited.,INE089C01029,17438,19.62
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,1655,1.90
Krsnaa Diagnostics Limited,INE08LI01020,1362,11.53
M & B ENGINEERING LIMITED,INE08N601015,6020,25.33
SANSTAR LIMITED,INE08NE01025,2376,2.54
Samhi Hotels Limited,INE08U801020,90704,190.75
Greenpanel Industries Limited,INE08ZM01014,3743,11.58
Scoda Tubes Limited,INE090501011,8466,16.52
ICICI Bank Ltd.,INE090A01021,59339,818.58
Jai Balaji Industries Limited,INE091G01026,79323,71.74
TATA CHEMICA,INE092A01019,50882,438.98
INDIA NIPP E,INE092B01025,200,1.77
IDFC FIRST BANK LIMITED,INE092T01019,788657,588.27
Hexaware Technologies Limited,INE093A01041,3082,24.82
OBEROI REALTY LIMITED,INE093I01010,4871,84.90
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,198856,133.87
HINDUSTAN PE,INE094A01015,44225,201.29
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,5723,21.84
UTI Asset Management Company Limited,INE094J01016,8641,113.06
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,44604,405.61
NBCC (India) Limited,INE095N01031,520665,613.61
NUCLEU SOF E,INE096B01018,941,10.73
Amrutanjan Health Care Limited,INE098F01031,274,2.07
Mishra Dhatu Nigam Limited,INE099Z01011,63263,248.12
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2629,94.82
Indigo Paints Limited,INE09VQ01012,937,11.32
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8386,39.95
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,109987,139.73
Ceigall India Limited,INE0AG901020,8076,21.00
Hemisphere Properties India Limited,INE0AJG01018,62984,97.70
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,5851,118.13
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1142,5.06
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,523,0.99
Bansal Wire Industries Limited,INE0B9K01025,1168,4.02
Go Fashion (India) Limited,INE0BJS01011,6327,44.92
Premier Energies Limited,INE0BS701011,1119579,11617.01
C.E. Info Systems Limited,INE0BV301023,5134,93.73
Aether Industries Limited,INE0BWX01014,5031,40.59
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,3822,7.64
Jubilant Ingrevia Limited,INE0BY001018,10597,77.45
Oswal Pumps Limited,INE0BYP01024,23870,164.82
Urban Company Limited,INE0CAZ01013,12865,18.96
Mukka Proteins Limited,INE0CG401037,31824,12.13
Max India Limited,INE0CG601016,199,0.43
Knowledge Marine & Engineering Works Limited,INE0CJD01011,350,9.43
Western Carriers (India) Limited,INE0CJF01024,59742,77.41
RateGain Travel Technologies Limited,INE0CLI01024,216824,670.42
Meghmani Organics Limited,INE0CT101020,416404,336.37
GMR Power and Urban Infra Limited,INE0CU601026,70275,84.48
Anthem Biosciences Limited,INE0CZ201020,12457,92.44
Sigachi Industries Limited,INE0D0K01022,188673,80.59
India Pesticides Limited,INE0D6701023,33388,68.69
Ksolves India Limited,INE0D6I01023,927,4.16
RailTel Corporation of India Limited,INE0DD101019,158218,627.17
PIRAMAL PHARMA LIMITED,INE0DK501011,218849,456.05
Fairchem Organics Limited,INE0DNW01011,1725,17.69
INNOVA CAPTAB LIMITED,INE0DUT01020,884,7.84
Syrma SGS Technology Limited,INE0DYJ01015,45530,357.98
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,7567,12.60
Network People Services Technologies Limited,INE0FFK01017,1381,26.56
Deep Industries Limited,INE0FHS01024,7207,35.85
Motisons Jewellers Limited,INE0FRK01020,184721,38.73
Motherson Sumi Wiring India Limited,INE0FS801015,356196,161.22
Markolines Pavement Technologies Limited,INE0FW001016,700,1.12
EPACK Durable Limited,INE0G5901015,950898,3699.55
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3251,43.05
HP Adhesives Limited,INE0GSL01024,176,0.17
ALL TIME PLASTICS LIMITED,INE0GV601021,179,0.52
Windlas Biotech Limited,INE0H5O01029,836,7.36
ArisInfra Solutions Limited,INE0H9P01028,7208,11.01
Fabtech Technologies Limited,INE0HF201011,515,1.26
One Mobikwik Systems Limited,INE0HLU01028,48539,132.01
Tracxn Technologies Limited,INE0HMF01019,4708,3.32
Billionbrains Garage Ventures Limited,INE0HOQ01053,39670,60.51
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,5335,15.68
Le Travenues Technology Limited,INE0HV901016,25973,71.98
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,13330,65.64
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,14976,40.83
Veranda Learning Solutions Limited,INE0IQ001011,525,1.16
Data Patterns (India) Limited,INE0IX101010,18186,504.50
Rashi Peripherals Limited,INE0J1F01024,6642,20.54
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,106225,942.55
Honasa Consumer Limited,INE0J5401028,17530,51.05
Jeena Sikho Lifecare Limited,INE0J5801029,2707,19.69
Venus Pipes & Tubes Limited,INE0JA001018,6818,95.18
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15479,116.31
Sanathan Textiles Limited,INE0JPD01013,125,0.60
YATRA ONLINE LIMITED,INE0JR601024,28342,48.86
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1200992,5330.46
Garuda Construction and Engineering Limited,INE0JVO01026,3668,8.14
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25486,175.46
Eureka Forbes Limited,INE0KCE01017,101507,530.78
Rhetan TMT Limited,INE0KKN01029,5,0.00
DCX Systems Limited,INE0KL801015,102556,258.79
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,929,1.94
Bajel Projects Limited,INE0KQN01018,2064,3.62
Gopal Snacks Limited,INE0L9R01028,13288,47.37
Avalon Technologies Limited,INE0LCL01028,10325,98.63
Ather Energy Limited,INE0LEZ01016,4700,31.38
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,59041,150.83
Cello World Limited,INE0LMW01024,9790,63.00
IKIO Technologies Limited,INE0LOJ01019,5104,14.09
Physicswallah Limited,INE0LP301011,41131,57.04
Aarti Pharmalabs Limited,INE0LRU01027,11994,100.80
Quadrant Future Tek Limited,INE0LRY01011,19282,76.36
Ola Electric Mobility Limited,INE0LXG01040,136306,70.67
REDTAPE Limited,INE0LXT01019,38964,55.88
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13106,23.32
J.G.Chemicals Limited,INE0MB501011,5456,24.25
REGAAL RESOURCES LIMITED,INE0MHO01029,2725,2.26
Epack Prefab Technologies Limited,INE0MLS01022,8237,26.03
TRUALT BIOENERGY LIMITED,INE0MWH01014,3062,13.67
Udayshivakumar infra limited,INE0N0Y01013,1260,0.42
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1345,2.88
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1884,10.05
BLS E-Services Limited,INE0NLT01010,110,0.20
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,618070,271.15
R K Swamy Limited,INE0NQ801033,472,0.62
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,15646,561.27
Kross Limited,INE0O6601022,19059,38.99
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,184,0.53
Rossell Techsys Limited,INE0OJW01016,1765,13.20
NTPC GREEN ENERGY LIMITED,INE0ONG01011,530306,539.25
Deepak Builders and Engineers India Limited,INE0OPA01019,1190,1.80
EMS LIMITED,INE0OV601013,20456,118.11
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,37044,19.12
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,245,1.03
Orient Technologies Limited,INE0PPK01015,5781,24.54
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,300,0.26
Platinum Industries Limited,INE0PT501018,5300,15.57
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,22114,183.32
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2011,33.98
International Gemmological Institute India Limited,INE0Q9301021,18617,68.99
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,400,2.75
ARKADE DEVELOPERS LIMITED,INE0QRL01017,30072,53.12
Denta Water and Infra Solutions Limited,INE0R4L01018,913,3.80
SRM CONTRACTORS LIMITED,INE0R6Z01013,256,1.28
PATEL RETAIL LIMITED,INE0R8B01010,4911,10.96
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9639,73.17
Gala Precision Engineering Limited,INE0RE001014,154,1.41
Tolins Tyres Limited,INE0RWQ01014,2576,4.75
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8026,4.32
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,156,0.31
Pace Digitek Limited,INE0S3G01027,7094,15.30
CRIZAC LIMITED,INE0S4R01014,17372,56.43
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,10907,92.15
VMS TMT LIMITED,INE0SJA01013,87,0.06
MAMATA MACHINERY LIMITED,INE0TO701015,20061,95.37
Glottis Limited,INE0TQE01026,1335,0.90
Solarworld Energy Solutions Limited,INE0TY101024,764,2.17
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,842,8.33
Bluspring Enterprises Limited,INE0U4101014,36414,28.80
Digitide Solutions Limited,INE0U4701011,23104,48.00
BlackBuck Limited,INE0UIZ01018,20971,142.73
Sanofi Consumer Healthcare India Limited,INE0UOS01011,57,2.80
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,21211,526.42
CARRARO INDIA LIMITED,INE0V7W01012,758,3.74
Sri Lotus Developers and Realty Limited,INE0V9Q01010,73717,137.27
Sagility Limited,INE0W2G01015,856039,436.31
Laxmi Dental Limited,INE0WO601020,4505,14.12
Midwest Limited,INE0XAD01024,304,4.53
Jain Resource Recycling Limited,INE0YD401026,28031,114.83
Atlanta Electricals Limited,INE0Z4F01028,229,2.17
ATUL LTD.,INE100A01010,2194,143.61
Mahindra & Mahindra Ltd.,INE101A01026,24992,900.86
Granules India Ltd.,INE101D01020,122059,670.33
Afcons Infrastructure Limited,INE101I01011,12890,56.43
HLV LIMITED,INE102A01024,14595,2.16
Choice International Ltd,INE102B01014,355992,2731.20
Godrej Consumer Products Ltd.,INE102D01028,8229,102.82
Allied Digital Services Limited,INE102I01027,8856,17.98
MANGALORE RE,INE103A01014,212662,371.53
SMC Global Securities Limited,INE103C01036,205,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,105,1.41
TVS Holdings Limited,INE105A01035,354,48.47
RPG Life Sciences Limited,INE105J01010,381,9.14
HI-TECH PIPES LIMITED,INE106T01025,238734,260.84
TAMILNADU NE,INE107A01015,16444,27.69
Awfis Space Solutions Limited,INE108V01019,13768,82.81
SHIPPING COR,INE109A01011,263059,672.00
ARMAN FIN,INE109C01017,503,7.61
"BPL Ltd.,",INE110A01019,50,0.05
Mindteck (India) Ltd,INE110B01017,230,0.48
CONTAIN CORP,INE111A01025,86014,505.04
FINANC TECHN,INE111B01023,1249,11.86
PDS LIMITED,INE111Q01021,2769,10.72
Metropolis Healthcare Limited,INE112L01020,4823,95.52
GUJ NARMADA,INE113A01013,46042,247.77
STEEL AUTHOR,INE114A01011,449033,626.83
Lic Housing Finance Ltd.,INE115A01026,101532,550.01
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,3906,65.04
Apcotex Industries Limited,INE116A01032,13,0.05
ABB Ltd.,INE117A01022,11856,680.52
BAJ HOLD INV,INE118A01012,1758,213.38
Nuvoco Vistas Corporation Limited,INE118D01016,11159,43.91
Balrampur Chini Mills Ltd.,INE119A01028,15176,77.54
Carborundum Universal Ltd.,INE120A01034,4494,43.71
CHOL INV FN,INE121A01024,12684,210.34
JSW Energy Limited,INE121E01018,102473,538.90
INDUS TOWERS LIMITED,INE121J01017,47106,181.11
"MMTC Ltd.,",INE123F01029,87300,62.31
SBI Life Insurance Company Limited,INE123W01016,2072,36.95
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,328343,289.55
"E.I.D. Parry (India) Ltd.,",INE126A01031,2815,28.80
APOLLO PIPES LIMITED,INE126J01016,4892,16.89
HDFC Asset Management Company Limited,INE127D01025,16745,461.14
Goodluck India Limited,INE127I01024,10918,116.67
K.P. Energy Limited,INE127T01021,35693,147.43
Eveready Industries India Ltd.,INE128A01029,21015,74.96
Five-Star Business Finance Ltd.,INE128S01021,17329,104.92
Archean Chemical Industries Limited,INE128X01021,5860,36.46
GAIL INDIA,INE129A01019,274759,506.95
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,48232,52.14
Gujarat Mineral Development Corpora,INE131A01031,171982,843.19
Relaxo Footwears Ltd.,INE131B01039,16943,77.84
Aurionpro Solutions Ltd.,INE132H01018,3590,42.47
Akzo Nobel India Limited,INE133A01011,492,17.53
TILAKNAG IND,INE133E01013,55470,265.86
IFGL Refractories Limited,INE133Y01011,514,1.22
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,100,0.15
Power Finance Corporation Ltd,INE134E01011,373156,1490.80
Cyient Limited,INE136B01020,24299,307.94
Neogen Chemicals Limited,INE136S01016,2572,37.06
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,58936,665.38
"National Aluminium Co. Ltd.,",INE139A01034,135311,330.52
FUSION FINANCE LIMITED,INE139R01012,22788,43.92
Saatvik Green Energy Limited,INE13B501022,4610,20.11
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
Tata Technologies Limited,INE142M01025,82555,600.71
Sula Vineyards Limited,INE142Q01026,59165,177.97
Orient Electric Limited,INE142Z01019,7776,16.42
OSWAL CHEMIC,INE143A01010,467,0.18
20 Microns Limited,INE144J01027,9433,21.38
Tarsons Products Limited,INE144Z01023,254029,954.22
Kirloskar Oil Engines Limited,INE146L01010,6274,68.98
SOUTH PETRO,INE147A01011,98228,92.15
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,82,0.83
Tamilnadu Petroproducts Ltd,INE148A01019,6843,7.95
Sammaan Capital Limited,INE148I01020,479001,725.43
