SEBI REPORT For Trade date 02-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,46465,53.79
KARUR VYSYA,INE036D01028,40251,96.71
Concord Enviro Systems Limited,INE037Z01029,1131,6.06
Hindalco Industries Ltd.,INE038A01020,38302,300.70
T.V.Today Network Limited,INE038F01029,316,0.65
IFCI LTD,INE039A01010,548202,327.32
"Jamna Auto Industries Ltd.,",INE039C01032,76718,80.40
JASH ENGINEERING LIMITED,INE039O01029,8472,42.86
Max Estates Limited,INE03EI01018,2550,12.09
Go Digit General Insurance Limited,INE03JT01014,7957,28.68
Brigade Hotel Ventures Limited,INE03NU01014,3771,3.23
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,1742,16.72
Cohance Lifesciences Limited,INE03QK01018,13989,104.89
Chemcon Speciality Chemicals Limited,INE03YM01018,164,0.42
HDFC Bank Ltd.,INE040A01034,86774,874.25
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,6691105,4069.74
"Dhampur Sugar Mills Ltd.,",INE041A01016,48575,71.53
Escorts Kubota Limited,INE042A01014,4997,186.35
Vijaya Diagnostic Centre Limited,INE043W01024,2051,21.03
Sun Pharmaceutical Industries Ltd.,INE044A01036,14076,232.00
Paras Defence and Space Technologies Limited,INE045601023,26691,198.87
ADOR WELDING,INE045A01017,21521,232.57
Nelco Ltd,INE045B01015,11593,102.03
Fineotex Chemical Limited,INE045J01034,196044,58.17
Reliance Industrial Infrastructure,INE046A01015,6742,63.18
Muthoot Microfin Limited,INE046W01019,4190,7.26
GRASIM INDUS,INE047A01021,7930,219.74
JAGSONPAL PH,INE048B01035,8374,20.36
Navin Fluorent International Ltd,INE048G01026,1349,73.11
"Himatsingka Seide Ltd.,",INE049A01027,100998,137.43
Wockhardt Ltd,INE049B01025,75158,1081.53
Nahar Capital & Financial Services Ltd.,INE049I01012,2,0.01
SBC EXPORTS LIMITED,INE04AK01028,416987,102.76
KPIT Technologies Ltd,INE04I401011,22935,300.25
ETHOS LIMITED,INE04TZ01018,496,14.10
Seshaasai Technologies Limited,INE04VU01023,3036,9.76
Prakash Pipes Limited,INE050001010,4577,19.85
Elin Electronics Limited,INE050401020,2480,5.27
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3471,66.15
IL & FS Investment Managers Ltd.,INE050B01023,1744,0.16
Balaji Amines Ltd.,INE050E01027,5148,80.63
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,3082,9.06
Vakrangee Softwares Ltd.,INE051B01021,2950,0.44
Windsor Machines Limited,INE052A01021,1470,4.56
Camlin Fine Sciences Ltd,INE052I01032,5339,9.78
BEST AGROLIFE LIMITED,INE052T01013,544,2.12
Indian Hotels Co. Ltd,INE053A01029,82382,618.71
Indian Railway Finance Corporation,INE053F01010,1545585,2119.42
"V.I.P. Industries Ltd.,",INE054A01027,14727,65.25
Waterbase Limited,INE054C01015,32154,16.61
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7464,160.52
Cyient DLM Limited,INE055S01018,27642,131.34
IVALUE INFOSOLUTIONS LIMITED,INE056801025,235,0.75
Refex Industries Limited,INE056I01025,16408,60.13
Sanofi India Ltd,INE058A01010,978,49.58
"Cipla Ltd.,",INE059A01026,19002,295.10
La Opala RG Ltd.,INE059D01020,6038,15.51
Hindware Home Innovation Limited,INE05AN01011,4843,15.80
Ratnaveer Precision Engineering Limited,INE05CZ01011,4146,6.54
Indogulf Cropsciences Limited,INE05J901018,930,1.01
Likhitha Infrastructure Limited,INE060901027,2578,7.57
Navneet Education Limited,INE060A01024,10958,15.86
FORTIS HEALTHCARE LIMITED,INE061F01013,22882,221.22
"State Bank Of India,",INE062A01020,75570,680.54
ALICON,INE062D01024,39,0.35
Pondy Oxides & Chemicals Limited,INE063E01053,3895,50.47
Equitas Small Finance Bank Limited,INE063P01018,197608,127.41
Trident Ltd.,INE064C01022,743927,229.05
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6108,6.25
Indegene Limited,INE065X01017,14695,82.32
Eicher Motors Ltd.,INE066A01021,3216,219.63
Hindustan Aeronautics Limited,INE066F01020,101576,4817.89
Wonderla Holidays Limited,INE066O01014,11995,78.30
Inox Wind Limited,INE066P01011,510224,846.32
CG Power and Industrial Solutions Limited,INE067A01029,85033,619.50
CANTABIL RETAIL INDIA LIMITED,INE068L01024,3371,8.86
Gland Pharma Limited,INE068V01023,3583,68.19
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,631479,638.59
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,676,1.79
INDIQUBE SPACES LIMITED,INE06ST01018,1154,2.67
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3330,5.37
Gem Aromatics Limited,INE06XZ01023,3752,7.22
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4829,11.37
SHREE CEMENT,INE070A01015,179,50.96
Jai Corp Limited,INE070D01027,28151,46.39
INSECTCID,INE070I01018,564,5.27
Ugar Sugar Works Ltd.,INE071E01023,1860,1.11
Epigral Limited,INE071N01016,2430,42.45
Associated Alcohols & Breweries Ltd,INE073G01016,2635,30.02
Sona BLW Precision Forgings Limited,INE073K01018,52608,261.28
Praj Industries Ltd.,INE074A01025,134942,557.17
Paramount Communications Ltd.,INE074B01023,98471,49.45
WIPRO LTD.,INE075A01022,163178,417.09
G M BREWERIE,INE075D01018,1239,10.61
HealthCare Global Enterprises Limited,INE075I01017,951,6.14
SIYAR SILK M,INE076B01028,4084,32.13
IFB Agro Industries Ltd,INE076C01018,117,1.61
GOCL Corporation Limited ,INE077F01035,1427,5.02
Vikram Solar Limited,INE078V01014,40681,122.74
Ambuja Cements Ltd.,INE079A01024,59558,346.29
Gateway Distriparks Limited,INE079J01017,122278,82.26
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,74344,289.33
Easy Trip Planners Limited,INE07O001026,1533084,196.00
NDR Auto Components Limited,INE07OG01012,417,4.07
Supriya Lifescience Limited,INE07RO01027,17371,132.57
Pavna Industries Limited,INE07S101038,5200,1.67
Restaurant Brands Asia Limited,INE07T201019,147657,113.05
IRM ENERGY LIMITED,INE07U701015,9871,32.99
HITACHI ENERGY INDIA LIMITED,INE07Y701011,881,186.15
LLOYDS ENTERPRISES LIMITED,INE080I01025,3116194,2393.36
TATA IORN AN,INE081A01020,754715,1281.33
"Kopran Ltd.,",INE082A01010,2201,3.75
Morepen Laboratories Ltd.,INE083A01026,330769,189.47
Themis Medicare Ltd.,INE083B01024,6458,8.49
BANK OF INDI,INE084A01016,350448,478.29
Amanta Healthcare Limited,INE084K01015,133,0.16
RACE ECO CHAIN LIMITED,INE084Q01012,45,0.09
WeWork India Management Limited,INE085001019,1207,7.67
CHAMBAL FERT,INE085A01013,117444,613.89
Thangamayil Jewellery Limited,INE085J01014,299,9.97
"Electrosteel Castings Ltd.,",INE086A01029,272058,272.83
KESORAM IND,INE087A01019,2496,0.13
Shree Renuka Sugars Ltd.,INE087H01022,982944,326.93
Paradeep Phosphates Limited,INE088F01024,367445,673.99
DR.REDDY'S L,INE089A01031,12459,157.50
Sterlite Technologies Limited.,INE089C01029,16742,19.74
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,5880,6.62
Krsnaa Diagnostics Limited,INE08LI01020,2937,25.95
M & B ENGINEERING LIMITED,INE08N601015,6099,25.81
SANSTAR LIMITED,INE08NE01025,2626,2.77
Samhi Hotels Limited,INE08U801020,89087,189.64
Greenpanel Industries Limited,INE08ZM01014,3812,11.87
Scoda Tubes Limited,INE090501011,9463,18.65
ICICI Bank Ltd.,INE090A01021,77639,1093.69
Jai Balaji Industries Limited,INE091G01026,68816,65.60
TATA CHEMICA,INE092A01019,49196,427.81
INDIA NIPP E,INE092B01025,200,1.77
IDFC FIRST BANK LIMITED,INE092T01019,769052,571.27
Hexaware Technologies Limited,INE093A01041,10070,76.75
OBEROI REALTY LIMITED,INE093I01010,5324,93.09
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,206593,140.86
HINDUSTAN PE,INE094A01015,45726,208.37
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,5917,22.58
UTI Asset Management Company Limited,INE094J01016,8914,116.79
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,48765,439.66
NBCC (India) Limited,INE095N01031,491097,583.16
NUCLEU SOF E,INE096B01018,1066,12.31
Amrutanjan Health Care Limited,INE098F01031,1240,9.72
Mishra Dhatu Nigam Limited,INE099Z01011,63972,255.97
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2631,95.90
Indigo Paints Limited,INE09VQ01012,1037,12.39
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8904,42.36
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,110652,149.86
Ceigall India Limited,INE0AG901020,8361,21.72
Hemisphere Properties India Limited,INE0AJG01018,61926,96.83
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,4921,103.55
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1166,5.20
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,523,0.99
Bansal Wire Industries Limited,INE0B9K01025,2453,8.25
Go Fashion (India) Limited,INE0BJS01011,5989,43.27
Premier Energies Limited,INE0BS701011,1090658,11344.42
C.E. Info Systems Limited,INE0BV301023,5061,92.56
Aether Industries Limited,INE0BWX01014,4939,39.81
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,7662,14.19
Jubilant Ingrevia Limited,INE0BY001018,10797,79.73
Oswal Pumps Limited,INE0BYP01024,36401,259.58
Urban Company Limited,INE0CAZ01013,12522,18.59
Mukka Proteins Limited,INE0CG401037,32898,12.41
Max India Limited,INE0CG601016,199,0.43
Knowledge Marine & Engineering Works Limited,INE0CJD01011,916,24.79
Western Carriers (India) Limited,INE0CJF01024,60986,79.02
RateGain Travel Technologies Limited,INE0CLI01024,216869,671.00
Meghmani Organics Limited,INE0CT101020,409970,335.12
GMR Power and Urban Infra Limited,INE0CU601026,56856,70.12
Anthem Biosciences Limited,INE0CZ201020,13623,102.00
Sigachi Industries Limited,INE0D0K01022,177543,76.79
India Pesticides Limited,INE0D6701023,34010,70.03
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,162601,649.30
PIRAMAL PHARMA LIMITED,INE0DK501011,215269,450.84
Fairchem Organics Limited,INE0DNW01011,1725,17.69
INNOVA CAPTAB LIMITED,INE0DUT01020,915,8.09
Syrma SGS Technology Limited,INE0DYJ01015,42655,337.80
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,8067,13.37
Network People Services Technologies Limited,INE0FFK01017,1518,29.02
Deep Industries Limited,INE0FHS01024,7215,36.00
Motisons Jewellers Limited,INE0FRK01020,183691,38.57
Motherson Sumi Wiring India Limited,INE0FS801015,347638,156.83
Markolines Pavement Technologies Limited,INE0FW001016,700,1.12
EPACK Durable Limited,INE0G5901015,950587,3699.32
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3653,49.12
HP Adhesives Limited,INE0GSL01024,176,0.17
ALL TIME PLASTICS LIMITED,INE0GV601021,169,0.49
Windlas Biotech Limited,INE0H5O01029,839,7.39
ArisInfra Solutions Limited,INE0H9P01028,6287,9.80
Fabtech Technologies Limited,INE0HF201011,1445,3.49
One Mobikwik Systems Limited,INE0HLU01028,50182,136.28
Tracxn Technologies Limited,INE0HMF01019,5495,3.96
Billionbrains Garage Ventures Limited,INE0HOQ01053,5891,9.47
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,6138,17.94
Le Travenues Technology Limited,INE0HV901016,25942,74.80
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,17065,84.93
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,12630,35.04
Veranda Learning Solutions Limited,INE0IQ001011,545,1.21
Data Patterns (India) Limited,INE0IX101010,13303,375.10
Rashi Peripherals Limited,INE0J1F01024,6692,20.70
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,109503,967.57
Honasa Consumer Limited,INE0J5401028,17071,49.99
Jeena Sikho Lifecare Limited,INE0J5801029,2537,18.53
Venus Pipes & Tubes Limited,INE0JA001018,7069,99.02
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,13723,104.37
Sanathan Textiles Limited,INE0JPD01013,125,0.60
YATRA ONLINE LIMITED,INE0JR601024,24145,42.07
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1264,5.99
Harsha Engineers International Limited,INE0JUS01029,1200985,5330.43
Garuda Construction and Engineering Limited,INE0JVO01026,4402,9.84
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25973,179.68
Eureka Forbes Limited,INE0KCE01017,101863,533.05
DCX Systems Limited,INE0KL801015,114144,291.61
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,1029,2.13
Bajel Projects Limited,INE0KQN01018,543,1.00
Gopal Snacks Limited,INE0L9R01028,13288,47.37
Avalon Technologies Limited,INE0LCL01028,5383,54.29
Ather Energy Limited,INE0LEZ01016,6305,42.44
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,62785,161.05
Cello World Limited,INE0LMW01024,9374,61.40
IKIO Technologies Limited,INE0LOJ01019,5110,14.29
Physicswallah Limited,INE0LP301011,1985,2.72
Aarti Pharmalabs Limited,INE0LRU01027,12247,102.68
Quadrant Future Tek Limited,INE0LRY01011,20062,80.65
Ola Electric Mobility Limited,INE0LXG01040,78304,50.62
REDTAPE Limited,INE0LXT01019,38323,55.29
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13255,23.55
J.G.Chemicals Limited,INE0MB501011,5371,24.00
REGAAL RESOURCES LIMITED,INE0MHO01029,2605,2.19
Epack Prefab Technologies Limited,INE0MLS01022,5600,18.00
TRUALT BIOENERGY LIMITED,INE0MWH01014,2861,12.83
Udayshivakumar infra limited,INE0N0Y01013,1425,0.46
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1366,2.93
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1829,9.81
BLS E-Services Limited,INE0NLT01010,121,0.22
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,627170,276.93
R K Swamy Limited,INE0NQ801033,503,0.68
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,18555,669.40
Kross Limited,INE0O6601022,18903,38.90
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,184,0.53
Rossell Techsys Limited,INE0OJW01016,1650,12.41
NTPC GREEN ENERGY LIMITED,INE0ONG01011,522401,538.00
Deepak Builders and Engineers India Limited,INE0OPA01019,1241,1.94
EMS LIMITED,INE0OV601013,21267,123.30
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,37641,19.45
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,584,2.58
Orient Technologies Limited,INE0PPK01015,6380,26.76
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.22
Platinum Industries Limited,INE0PT501018,5425,15.95
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,22492,186.79
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2011,33.98
International Gemmological Institute India Limited,INE0Q9301021,19185,70.93
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,34879,62.60
Denta Water and Infra Solutions Limited,INE0R4L01018,1332,5.60
SRM CONTRACTORS LIMITED,INE0R6Z01013,300,1.56
PATEL RETAIL LIMITED,INE0R8B01010,709,1.77
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,8014,60.82
Gala Precision Engineering Limited,INE0RE001014,154,1.41
Tolins Tyres Limited,INE0RWQ01014,2972,5.38
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8026,4.32
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,256,0.46
Pace Digitek Limited,INE0S3G01027,6731,14.57
CRIZAC LIMITED,INE0S4R01014,17451,57.51
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,10152,86.74
VMS TMT LIMITED,INE0SJA01013,79,0.05
MAMATA MACHINERY LIMITED,INE0TO701015,22624,106.65
Glottis Limited,INE0TQE01026,1042,0.72
Solarworld Energy Solutions Limited,INE0TY101024,139,0.41
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,543,5.47
Bluspring Enterprises Limited,INE0U4101014,36464,28.85
Digitide Solutions Limited,INE0U4701011,23146,48.14
BlackBuck Limited,INE0UIZ01018,21507,146.46
Sanofi Consumer Healthcare India Limited,INE0UOS01011,57,2.80
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,21233,529.61
CARRARO INDIA LIMITED,INE0V7W01012,1115,5.56
Sri Lotus Developers and Realty Limited,INE0V9Q01010,82671,154.30
Dev Accelerator Limited,INE0VOV01021,0,0.00
Sagility Limited,INE0W2G01015,1025919,526.36
Laxmi Dental Limited,INE0WO601020,4775,16.30
Jain Resource Recycling Limited,INE0YD401026,34218,142.88
Atlanta Electricals Limited,INE0Z4F01028,188,1.81
ATUL LTD.,INE100A01010,2263,148.00
Mahindra & Mahindra Ltd.,INE101A01026,22270,800.46
Granules India Ltd.,INE101D01020,132900,721.70
Afcons Infrastructure Limited,INE101I01011,19478,82.67
HLV LIMITED,INE102A01024,17397,2.54
Choice International Ltd,INE102B01014,175564,1376.47
Godrej Consumer Products Ltd.,INE102D01028,8255,103.03
Allied Digital Services Limited,INE102I01027,8926,18.12
MANGALORE RE,INE103A01014,221701,387.31
SMC Global Securities Limited,INE103C01036,214,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,106,1.43
TVS Holdings Limited,INE105A01035,354,48.47
RPG Life Sciences Limited,INE105J01010,481,11.42
HI-TECH PIPES LIMITED,INE106T01025,242231,267.13
TAMILNADU NE,INE107A01015,16342,27.55
Awfis Space Solutions Limited,INE108V01019,16105,96.63
SHIPPING COR,INE109A01011,298948,767.82
ARMAN FIN,INE109C01017,466,7.05
"BPL Ltd.,",INE110A01019,50,0.05
Mindteck (India) Ltd,INE110B01017,45,0.10
CONTAIN CORP,INE111A01025,100357,580.41
FINANC TECHN,INE111B01023,1637,15.20
PDS LIMITED,INE111Q01021,2788,10.91
Metropolis Healthcare Limited,INE112L01020,5761,116.52
GUJ NARMADA,INE113A01013,47261,254.01
STEEL AUTHOR,INE114A01011,448342,627.45
Lic Housing Finance Ltd.,INE115A01026,101541,552.66
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,3431,57.51
Apcotex Industries Limited,INE116A01032,463,1.37
ABB Ltd.,INE117A01022,11855,681.49
BAJ HOLD INV,INE118A01012,1905,233.92
Nuvoco Vistas Corporation Limited,INE118D01016,13110,51.25
Balrampur Chini Mills Ltd.,INE119A01028,14629,76.11
Carborundum Universal Ltd.,INE120A01034,4486,43.81
CHOL INV FN,INE121A01024,10962,181.54
JSW Energy Limited,INE121E01018,99922,529.96
INDUS TOWERS LIMITED,INE121J01017,83919,328.26
"MMTC Ltd.,",INE123F01029,85403,61.43
SBI Life Insurance Company Limited,INE123W01016,1931,33.89
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,321563,291.49
"E.I.D. Parry (India) Ltd.,",INE126A01031,2787,28.69
APOLLO PIPES LIMITED,INE126J01016,5239,18.14
HDFC Asset Management Company Limited,INE127D01025,16236,444.16
Goodluck India Limited,INE127I01024,10602,113.61
K.P. Energy Limited,INE127T01021,37553,154.94
Eveready Industries India Ltd.,INE128A01029,19177,69.10
Five-Star Business Finance Ltd.,INE128S01021,24884,146.65
Archean Chemical Industries Limited,INE128X01021,6210,38.97
GAIL INDIA,INE129A01019,269477,501.41
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,28621,32.39
Gujarat Mineral Development Corpora,INE131A01031,171207,846.68
Relaxo Footwears Ltd.,INE131B01039,15458,72.71
Aurionpro Solutions Ltd.,INE132H01018,3543,41.98
Akzo Nobel India Limited,INE133A01011,769,27.68
TILAKNAG IND,INE133E01013,51010,247.03
IFGL Refractories Limited,INE133Y01011,514,1.22
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,100,0.15
Power Finance Corporation Ltd,INE134E01011,389392,1569.52
Cyient Limited,INE136B01020,24208,307.09
Neogen Chemicals Limited,INE136S01016,2522,36.69
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,57041,646.94
"National Aluminium Co. Ltd.,",INE139A01034,161235,400.87
FUSION FINANCE LIMITED,INE139R01012,24198,46.66
Saatvik Green Energy Limited,INE13B501022,7857,34.02
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
Tata Technologies Limited,INE142M01025,79521,582.96
Sula Vineyards Limited,INE142Q01026,60550,184.56
Orient Electric Limited,INE142Z01019,7358,15.65
OSWAL CHEMIC,INE143A01010,524,0.20
20 Microns Limited,INE144J01027,9760,22.21
Tarsons Products Limited,INE144Z01023,254242,954.74
Kirloskar Oil Engines Limited,INE146L01010,8664,92.55
SOUTH PETRO,INE147A01011,93306,88.22
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,8793,10.29
Sammaan Capital Limited,INE148I01020,476836,721.04
Delhivery Limited,INE148O01028,50709,224.46
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,1921,36.78
