SEBI REPORT For Trade date 27-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
"Cipla Ltd.,",INE059A01026,18910,293.73
La Opala RG Ltd.,INE059D01020,6159,15.84
Hindware Home Innovation Limited,INE05AN01011,4843,15.80
Ratnaveer Precision Engineering Limited,INE05CZ01011,4996,7.85
Indogulf Cropsciences Limited,INE05J901018,930,1.01
Likhitha Infrastructure Limited,INE060901027,2578,7.57
Navneet Education Limited,INE060A01024,10958,15.86
FORTIS HEALTHCARE LIMITED,INE061F01013,23510,227.32
"State Bank Of India,",INE062A01020,67965,604.61
ALICON,INE062D01024,24,0.21
Pondy Oxides & Chemicals Limited,INE063E01053,3184,41.28
Equitas Small Finance Bank Limited,INE063P01018,190918,123.56
Trident Ltd.,INE064C01022,745115,229.48
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6158,6.32
Indegene Limited,INE065X01017,15364,85.83
Eicher Motors Ltd.,INE066A01021,3404,231.77
Hindustan Aeronautics Limited,INE066F01020,101819,4820.78
Wonderla Holidays Limited,INE066O01014,11999,78.33
Inox Wind Limited,INE066P01011,522393,865.96
CG Power and Industrial Solutions Limited,INE067A01029,85010,620.55
CANTABIL RETAIL INDIA LIMITED,INE068L01024,4371,12.05
Gland Pharma Limited,INE068V01023,3324,63.77
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,567348,593.25
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,676,1.79
INDIQUBE SPACES LIMITED,INE06ST01018,1188,2.74
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3510,5.62
Gem Aromatics Limited,INE06XZ01023,2176,4.60
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4566,10.81
SHREE CEMENT,INE070A01015,171,48.84
Jai Corp Limited,INE070D01027,29151,47.92
INSECTCID,INE070I01018,564,5.27
Ugar Sugar Works Ltd.,INE071E01023,1860,1.11
Epigral Limited,INE071N01016,2502,43.80
Associated Alcohols & Breweries Ltd,INE073G01016,2754,31.66
Sona BLW Precision Forgings Limited,INE073K01018,53675,266.64
Praj Industries Ltd.,INE074A01025,131572,547.94
Paramount Communications Ltd.,INE074B01023,99036,49.85
WIPRO LTD.,INE075A01022,171993,438.81
G M BREWERIE,INE075D01018,1161,9.80
HealthCare Global Enterprises Limited,INE075I01017,1321,8.80
SIYAR SILK M,INE076B01028,4242,33.27
IFB Agro Industries Ltd,INE076C01018,61,0.85
GOCL Corporation Limited ,INE077F01035,927,3.50
Vikram Solar Limited,INE078V01014,35989,110.83
Ambuja Cements Ltd.,INE079A01024,58299,339.78
Gateway Distriparks Limited,INE079J01017,122653,82.50
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,74914,291.40
Easy Trip Planners Limited,INE07O001026,1617734,203.10
NDR Auto Components Limited,INE07OG01012,414,4.05
Supriya Lifescience Limited,INE07RO01027,16614,127.05
Pavna Industries Limited,INE07S101038,1200,0.42
Restaurant Brands Asia Limited,INE07T201019,147645,113.39
IRM ENERGY LIMITED,INE07U701015,9810,32.93
HITACHI ENERGY INDIA LIMITED,INE07Y701011,793,164.77
LLOYDS ENTERPRISES LIMITED,INE080I01025,3065247,2363.65
TATA IORN AN,INE081A01020,781374,1330.50
"Kopran Ltd.,",INE082A01010,2251,3.83
Morepen Laboratories Ltd.,INE083A01026,332685,191.39
Themis Medicare Ltd.,INE083B01024,6458,8.49
BANK OF INDI,INE084A01016,288247,385.26
Amanta Healthcare Limited,INE084K01015,133,0.16
RACE ECO CHAIN LIMITED,INE084Q01012,45,0.09
WeWork India Management Limited,INE085001019,1195,7.60
CHAMBAL FERT,INE085A01013,117321,615.24
Thangamayil Jewellery Limited,INE085J01014,355,11.78
"Electrosteel Castings Ltd.,",INE086A01029,274302,276.08
KESORAM IND,INE087A01019,2200,0.12
Shree Renuka Sugars Ltd.,INE087H01022,966005,322.58
Paradeep Phosphates Limited,INE088F01024,373572,687.28
DR.REDDY'S L,INE089A01031,13084,165.19
Sterlite Technologies Limited.,INE089C01029,17067,20.09
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,5880,6.62
Krsnaa Diagnostics Limited,INE08LI01020,2937,25.95
M & B ENGINEERING LIMITED,INE08N601015,5182,22.29
SANSTAR LIMITED,INE08NE01025,3026,3.15
Samhi Hotels Limited,INE08U801020,91495,194.65
Greenpanel Industries Limited,INE08ZM01014,4107,12.65
Scoda Tubes Limited,INE090501011,9463,18.65
ICICI Bank Ltd.,INE090A01021,81024,1118.66
Jai Balaji Industries Limited,INE091G01026,66183,63.81
TATA CHEMICA,INE092A01019,38370,344.65
INDIA NIPP E,INE092B01025,249,2.20
IDFC FIRST BANK LIMITED,INE092T01019,860722,644.57
Hexaware Technologies Limited,INE093A01041,9838,75.02
OBEROI REALTY LIMITED,INE093I01010,5083,89.81
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,204922,140.30
HINDUSTAN PE,INE094A01015,44690,203.55
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,5855,22.46
UTI Asset Management Company Limited,INE094J01016,8958,117.64
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,49002,441.50
NBCC (India) Limited,INE095N01031,436791,518.02
NUCLEU SOF E,INE096B01018,1108,12.77
Amrutanjan Health Care Limited,INE098F01031,1240,9.72
Mishra Dhatu Nigam Limited,INE099Z01011,65209,261.10
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2563,93.71
Indigo Paints Limited,INE09VQ01012,886,10.33
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8804,41.93
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,106031,146.72
Ceigall India Limited,INE0AG901020,7624,19.91
Hemisphere Properties India Limited,INE0AJG01018,62128,97.12
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,3921,86.86
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1181,5.27
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,523,0.99
Bansal Wire Industries Limited,INE0B9K01025,1998,6.78
Go Fashion (India) Limited,INE0BJS01011,5548,41.05
Premier Energies Limited,INE0BS701011,1061844,11067.15
C.E. Info Systems Limited,INE0BV301023,5236,95.63
Aether Industries Limited,INE0BWX01014,4800,38.47
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,13573,23.76
Jubilant Ingrevia Limited,INE0BY001018,10809,79.96
Oswal Pumps Limited,INE0BYP01024,35886,259.94
Urban Company Limited,INE0CAZ01013,15043,22.20
Mukka Proteins Limited,INE0CG401037,31474,12.04
Max India Limited,INE0CG601016,222,0.48
Knowledge Marine & Engineering Works Limited,INE0CJD01011,1962,54.26
Western Carriers (India) Limited,INE0CJF01024,61533,79.93
RateGain Travel Technologies Limited,INE0CLI01024,216131,665.83
Meghmani Organics Limited,INE0CT101020,399601,328.76
GMR Power and Urban Infra Limited,INE0CU601026,56431,69.61
Anthem Biosciences Limited,INE0CZ201020,16319,119.54
Sigachi Industries Limited,INE0D0K01022,179731,89.05
India Pesticides Limited,INE0D6701023,33725,69.55
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,168634,676.95
PIRAMAL PHARMA LIMITED,INE0DK501011,214460,449.90
Fairchem Organics Limited,INE0DNW01011,1774,18.04
INNOVA CAPTAB LIMITED,INE0DUT01020,890,7.91
Syrma SGS Technology Limited,INE0DYJ01015,40150,317.67
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,5782,10.01
Network People Services Technologies Limited,INE0FFK01017,1498,28.79
Deep Industries Limited,INE0FHS01024,7663,38.23
Motisons Jewellers Limited,INE0FRK01020,183681,38.57
Motherson Sumi Wiring India Limited,INE0FS801015,338593,152.71
Markolines Pavement Technologies Limited,INE0FW001016,700,1.12
EPACK Durable Limited,INE0G5901015,964181,3751.80
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3479,46.56
HP Adhesives Limited,INE0GSL01024,176,0.17
ALL TIME PLASTICS LIMITED,INE0GV601021,169,0.49
Windlas Biotech Limited,INE0H5O01029,839,7.39
ArisInfra Solutions Limited,INE0H9P01028,6373,9.94
Fabtech Technologies Limited,INE0HF201011,270,0.67
One Mobikwik Systems Limited,INE0HLU01028,44427,123.65
Tracxn Technologies Limited,INE0HMF01019,5495,3.96
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,6293,18.38
Le Travenues Technology Limited,INE0HV901016,21266,62.35
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,18699,93.60
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,6327,17.02
Veranda Learning Solutions Limited,INE0IQ001011,545,1.21
Data Patterns (India) Limited,INE0IX101010,12208,343.04
Rashi Peripherals Limited,INE0J1F01024,6992,21.72
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,107685,950.52
Honasa Consumer Limited,INE0J5401028,16521,48.42
Jeena Sikho Lifecare Limited,INE0J5801029,2537,18.53
Venus Pipes & Tubes Limited,INE0JA001018,7468,104.87
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,10565,81.86
Sanathan Textiles Limited,INE0JPD01013,125,0.60
YATRA ONLINE LIMITED,INE0JR601024,29069,51.34
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1269,6.00
Harsha Engineers International Limited,INE0JUS01029,1200986,5330.44
Garuda Construction and Engineering Limited,INE0JVO01026,3994,9.00
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25091,174.61
Eureka Forbes Limited,INE0KCE01017,104112,545.49
DCX Systems Limited,INE0KL801015,110970,286.27
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,1129,2.33
Bajel Projects Limited,INE0KQN01018,476,0.89
Gopal Snacks Limited,INE0L9R01028,13917,49.84
Avalon Technologies Limited,INE0LCL01028,3974,41.09
Ather Energy Limited,INE0LEZ01016,5489,36.91
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,62604,160.74
Cello World Limited,INE0LMW01024,10251,66.69
IKIO Technologies Limited,INE0LOJ01019,5110,14.29
Aarti Pharmalabs Limited,INE0LRU01027,12262,103.18
Quadrant Future Tek Limited,INE0LRY01011,19261,78.26
Ola Electric Mobility Limited,INE0LXG01040,77884,50.46
REDTAPE Limited,INE0LXT01019,38473,55.49
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13105,23.32
J.G.Chemicals Limited,INE0MB501011,5646,25.30
REGAAL RESOURCES LIMITED,INE0MHO01029,1546,1.39
Pyramid Technoplast Limited,INE0MIS01010,9,0.02
Epack Prefab Technologies Limited,INE0MLS01022,5455,17.52
TRUALT BIOENERGY LIMITED,INE0MWH01014,2741,12.29
Udayshivakumar infra limited,INE0N0Y01013,1425,0.46
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1366,2.93
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1824,9.80
BLS E-Services Limited,INE0NLT01010,141,0.25
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,628638,277.79
R K Swamy Limited,INE0NQ801033,103,0.20
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,19111,693.64
Kross Limited,INE0O6601022,19049,39.23
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,184,0.53
Rossell Techsys Limited,INE0OJW01016,1908,14.45
NTPC GREEN ENERGY LIMITED,INE0ONG01011,482889,502.78
Deepak Builders and Engineers India Limited,INE0OPA01019,1241,1.94
EMS LIMITED,INE0OV601013,21052,122.38
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,37641,19.45
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,579,2.56
Orient Technologies Limited,INE0PPK01015,6606,27.84
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.22
Platinum Industries Limited,INE0PT501018,5351,15.75
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,23594,195.64
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1913,32.74
International Gemmological Institute India Limited,INE0Q9301021,19804,73.04
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,34874,62.59
Denta Water and Infra Solutions Limited,INE0R4L01018,1432,6.01
SRM CONTRACTORS LIMITED,INE0R6Z01013,301,1.56
PATEL RETAIL LIMITED,INE0R8B01010,661,1.65
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,10219,77.83
Gala Precision Engineering Limited,INE0RE001014,174,1.59
Tolins Tyres Limited,INE0RWQ01014,2921,5.31
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8026,4.32
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,256,0.46
Pace Digitek Limited,INE0S3G01027,12075,26.79
CRIZAC LIMITED,INE0S4R01014,17048,56.36
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,10134,86.79
VMS TMT LIMITED,INE0SJA01013,166,0.11
MAMATA MACHINERY LIMITED,INE0TO701015,22716,107.20
Glottis Limited,INE0TQE01026,942,0.66
Solarworld Energy Solutions Limited,INE0TY101024,124,0.37
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,403,4.11
Bluspring Enterprises Limited,INE0U4101014,36414,28.81
Digitide Solutions Limited,INE0U4701011,23158,48.18
BlackBuck Limited,INE0UIZ01018,22092,150.47
Sanofi Consumer Healthcare India Limited,INE0UOS01011,57,2.80
GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,300,0.22
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,22121,553.67
CARRARO INDIA LIMITED,INE0V7W01012,1054,5.22
Sri Lotus Developers and Realty Limited,INE0V9Q01010,84829,158.54
Dev Accelerator Limited,INE0VOV01021,120,0.06
Sagility Limited,INE0W2G01015,1082443,554.78
Laxmi Dental Limited,INE0WO601020,4724,16.20
Jain Resource Recycling Limited,INE0YD401026,33172,139.04
Atlanta Electricals Limited,INE0Z4F01028,129,1.27
ATUL LTD.,INE100A01010,2323,151.82
Mahindra & Mahindra Ltd.,INE101A01026,22962,822.92
Granules India Ltd.,INE101D01020,114462,616.32
Afcons Infrastructure Limited,INE101I01011,36826,154.00
HLV LIMITED,INE102A01024,17297,2.53
Choice International Ltd,INE102B01014,13486,98.76
Godrej Consumer Products Ltd.,INE102D01028,8335,103.97
Allied Digital Services Limited,INE102I01027,8760,17.84
MANGALORE RE,INE103A01014,195738,346.15
SMC Global Securities Limited,INE103C01036,204,0.14
TRAVEL FOOD SERVICES LIMITED,INE103V01028,64,0.87
TVS Holdings Limited,INE105A01035,364,49.95
RPG Life Sciences Limited,INE105J01010,331,8.03
HI-TECH PIPES LIMITED,INE106T01025,220947,245.96
TAMILNADU NE,INE107A01015,16141,27.32
Wanbury Limited,INE107F01022,0,0.00
Awfis Space Solutions Limited,INE108V01019,15892,95.63
SHIPPING COR,INE109A01011,287835,742.36
ARMAN FIN,INE109C01017,466,7.05
"BPL Ltd.,",INE110A01019,50,0.05
Mindteck (India) Ltd,INE110B01017,45,0.10
CONTAIN CORP,INE111A01025,98043,568.80
FINANC TECHN,INE111B01023,1047,10.18
PDS LIMITED,INE111Q01021,2798,10.95
Metropolis Healthcare Limited,INE112L01020,5757,116.44
GUJ NARMADA,INE113A01013,47261,254.02
STEEL AUTHOR,INE114A01011,435943,611.29
Lic Housing Finance Ltd.,INE115A01026,102144,556.01
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,3304,55.36
Apcotex Industries Limited,INE116A01032,463,1.37
ABB Ltd.,INE117A01022,11855,681.60
BAJ HOLD INV,INE118A01012,1609,201.72
Nuvoco Vistas Corporation Limited,INE118D01016,12304,48.47
Balrampur Chini Mills Ltd.,INE119A01028,14632,76.14
Carborundum Universal Ltd.,INE120A01034,4749,46.26
CHOL INV FN,INE121A01024,10171,168.01
JSW Energy Limited,INE121E01018,96157,511.77
INDUS TOWERS LIMITED,INE121J01017,96571,378.04
"MMTC Ltd.,",INE123F01029,84822,61.09
SBI Life Insurance Company Limited,INE123W01016,1762,30.52
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,321258,291.66
"E.I.D. Parry (India) Ltd.,",INE126A01031,2832,29.17
APOLLO PIPES LIMITED,INE126J01016,5455,18.79
HDFC Asset Management Company Limited,INE127D01025,15924,447.93
Goodluck India Limited,INE127I01024,11093,119.12
K.P. Energy Limited,INE127T01021,34307,142.85
Eveready Industries India Ltd.,INE128A01029,19202,69.18
Five-Star Business Finance Ltd.,INE128S01021,23893,139.60
Archean Chemical Industries Limited,INE128X01021,5666,36.19
GAIL INDIA,INE129A01019,245271,460.58
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,28708,32.48
Gujarat Mineral Development Corpora,INE131A01031,174541,862.25
Relaxo Footwears Ltd.,INE131B01039,14447,68.59
Aurionpro Solutions Ltd.,INE132H01018,3703,43.88
Akzo Nobel India Limited,INE133A01011,414,14.90
TILAKNAG IND,INE133E01013,40079,195.82
IFGL Refractories Limited,INE133Y01011,243,0.63
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,100,0.15
Power Finance Corporation Ltd,INE134E01011,385074,1557.72
Cyient Limited,INE136B01020,24938,315.55
Neogen Chemicals Limited,INE136S01016,2398,35.89
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1400,1.48
KFin Technologies Limited,INE138Y01010,60159,681.10
"National Aluminium Co. Ltd.,",INE139A01034,178922,433.90
FUSION FINANCE LIMITED,INE139R01012,24293,46.84
Saatvik Green Energy Limited,INE13B501022,7792,33.83
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
Tata Technologies Limited,INE142M01025,79471,582.81
Sula Vineyards Limited,INE142Q01026,60736,185.29
Orient Electric Limited,INE142Z01019,7558,16.03
OSWAL CHEMIC,INE143A01010,524,0.20
20 Microns Limited,INE144J01027,9760,22.21
Tarsons Products Limited,INE144Z01023,254342,954.96
Kirloskar Oil Engines Limited,INE146L01010,8917,95.37
SOUTH PETRO,INE147A01011,93091,88.08
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,10094,11.83
Sammaan Capital Limited,INE148I01020,469725,710.35
Delhivery Limited,INE148O01028,46937,209.43
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,2228,41.24
