SEBI REPORT For Trade date 06-Mar-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,384120.67,
2,Fresh Exposure taken during the day,8686.92,
3,Exposure liquidated during the day,7301.25,
4,Net scripwise outstanding at the end of the day,385506.34,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
Tatva Chintan Pharma Chem Limited,INE0GK401011,3150,39.90
HP Adhesives Limited,INE0GSL01024,849,0.45
ALL TIME PLASTICS LIMITED,INE0GV601021,154,0.43
Windlas Biotech Limited,INE0H5O01029,915,7.86
ArisInfra Solutions Limited,INE0H9P01028,45708,53.03
Fabtech Technologies Limited,INE0HF201011,2131,4.37
One Mobikwik Systems Limited,INE0HLU01028,65017,154.93
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,549094,924.06
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2573,7.58
Le Travenues Technology Limited,INE0HV901016,23752,59.19
Dhampur Bio Organics Limited,INE0I3401014,11,0.01
Latent View Analytics Limited,INE0I7C01011,33090,135.31
Capillary Technologies India Limited,INE0ILV01024,2256,13.40
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,20805,51.66
Veranda Learning Solutions Limited,INE0IQ001011,945,2.06
Data Patterns (India) Limited,INE0IX101010,12681,357.64
Rashi Peripherals Limited,INE0J1F01024,5691,19.00
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,95616,886.67
Honasa Consumer Limited,INE0J5401028,17657,52.81
Jeena Sikho Lifecare Limited,INE0J5801029,10630,74.04
Venus Pipes & Tubes Limited,INE0JA001018,5618,75.43
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,18766,134.11
Sanathan Textiles Limited,INE0JPD01013,332,1.43
YATRA ONLINE LIMITED,INE0JR601024,21998,31.80
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,300454,1246.78
Garuda Construction and Engineering Limited,INE0JVO01026,10632,20.72
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,54695,272.49
Eureka Forbes Limited,INE0KCE01017,100203,521.56
Rhetan TMT Limited,INE0KKN01029,292009,76.02
DCX Systems Limited,INE0KL801015,103476,239.37
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,278,0.58
Bajel Projects Limited,INE0KQN01018,1698,2.73
Gopal Snacks Limited,INE0L9R01028,10033,34.99
Avalon Technologies Limited,INE0LCL01028,6051,62.76
Ather Energy Limited,INE0LEZ01016,18980,136.93
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,69420,153.46
Cello World Limited,INE0LMW01024,11772,66.81
IKIO Technologies Limited,INE0LOJ01019,4618,12.52
Physicswallah Limited,INE0LP301011,258987,286.22
Aarti Pharmalabs Limited,INE0LRU01027,8645,73.10
Quadrant Future Tek Limited,INE0LRY01011,23124,83.67
Ola Electric Mobility Limited,INE0LXG01040,1564036,522.88
REDTAPE Limited,INE0LXT01019,32818,46.22
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,3632,4.97
J.G.Chemicals Limited,INE0MB501011,3231,13.64
REGAAL RESOURCES LIMITED,INE0MHO01029,5220,3.74
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,10598,27.30
TRUALT BIOENERGY LIMITED,INE0MWH01014,2013,8.45
Rishabh Instruments Limited,INE0N2P01017,255,1.04
BEML Land Assets Limited,INE0N7W01012,1158,2.48
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1029,5.19
BLS E-Services Limited,INE0NLT01010,2895,4.87
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,603955,265.69
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,28625,995.54
Kross Limited,INE0O6601022,4965,10.88
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,3917,9.43
Rossell Techsys Limited,INE0OJW01016,2312,17.36
NTPC GREEN ENERGY LIMITED,INE0ONG01011,468371,466.23
Deepak Builders and Engineers India Limited,INE0OPA01019,405,0.47
EMS LIMITED,INE0OV601013,26754,129.29
Shipping Corporation of India Land and Assets Limited,INE0PB301013,27890,14.10
RBZ Jewellers Limited,INE0PEQ01016,950,1.25
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1216,3.22
Orient Technologies Limited,INE0PPK01015,10677,36.93
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,450,0.30
Platinum Industries Limited,INE0PT501018,4224,12.10
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,12477,113.81
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,221,3.42
International Gemmological Institute India Limited,INE0Q9301021,10812,38.92
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,6,0.04
Sudeep Pharma Limited,INE0QPI01025,5544,33.64
ARKADE DEVELOPERS LIMITED,INE0QRL01017,26299,41.16
Denta Water and Infra Solutions Limited,INE0R4L01018,3404,10.93
SRM CONTRACTORS LIMITED,INE0R6Z01013,516,2.35
PATEL RETAIL LIMITED,INE0R8B01010,1335,3.07
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,10263,80.88
Gala Precision Engineering Limited,INE0RE001014,79,0.71
Tolins Tyres Limited,INE0RWQ01014,3244,5.16
Stallion India Fluorochemicals Limited,INE0RYC01010,131,0.25
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5633,2.51
Pace Digitek Limited,INE0S3G01027,78914,141.80
CRIZAC LIMITED,INE0S4R01014,25394,69.73
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,12055,100.74
VMS TMT LIMITED,INE0SJA01013,20,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10456,48.97
Glottis Limited,INE0TQE01026,1477,0.95
Solarworld Energy Solutions Limited,INE0TY101024,8103,18.45
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,986,9.19
Bluspring Enterprises Limited,INE0U4101014,19959,16.09
Digitide Solutions Limited,INE0U4701011,18959,29.74
BlackBuck Limited,INE0UIZ01018,4312,27.71
Sanofi Consumer Healthcare India Limited,INE0UOS01011,672,31.46
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,576,0.62
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14894,360.44
CARRARO INDIA LIMITED,INE0V7W01012,878,4.59
Sri Lotus Developers and Realty Limited,INE0V9Q01010,66863,114.05
Meesho Limited,INE0VDM01015,1756,2.68
Sagility Limited,INE0W2G01015,1259355,606.55
Laxmi Dental Limited,INE0WO601020,5934,14.97
Midwest Limited,INE0XAD01024,5736,76.34
Jain Resource Recycling Limited,INE0YD401026,12603,51.95
Atlanta Electricals Limited,INE0Z4F01028,865,7.63
ATUL LTD.,INE100A01010,522,38.72
"W.S. Industries (India) Ltd.,",INE100D01014,28,0.02
Mahindra & Mahindra Ltd.,INE101A01026,37227,1319.60
Granules India Ltd.,INE101D01020,33400,194.03
Afcons Infrastructure Limited,INE101I01011,27465,99.97
HLV LIMITED,INE102A01024,5650,0.82
Choice International Ltd,INE102B01014,402486,3051.48
Godrej Consumer Products Ltd.,INE102D01028,3739,46.77
Allied Digital Services Limited,INE102I01027,6821,13.59
MANGALORE RE,INE103A01014,136737,262.90
SMC Global Securities Limited,INE103C01036,202,0.14
TRAVEL FOOD SERVICES LIMITED,INE103V01028,331,4.12
TVS Holdings Limited,INE105A01035,90,13.26
RPG Life Sciences Limited,INE105J01010,153,3.55
HI-TECH PIPES LIMITED,INE106T01025,308895,302.17
TAMILNADU NE,INE107A01015,13086,22.13
Awfis Space Solutions Limited,INE108V01019,18216,76.93
SHIPPING COR,INE109A01011,173487,443.39
ARMAN FIN,INE109C01017,1024,16.03
Mindteck (India) Ltd,INE110B01017,431,0.92
CONTAIN CORP,INE111A01025,81585,459.32
FINANC TECHN,INE111B01023,674,5.47
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,130,0.62
PDS LIMITED,INE111Q01021,3672,12.82
Metropolis Healthcare Limited,INE112L01020,1114,22.17
GUJ NARMADA,INE113A01013,49704,259.62
STEEL AUTHOR,INE114A01011,274009,414.31
Lic Housing Finance Ltd.,INE115A01026,94343,552.00
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1538,23.01
