SEBI REPORT For Trade date 13-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
Reliance Infrastructure Ltd,INE036A01016,501,1.71
Gujarat Ambuja Exports Ltd.,INE036B01030,23436,27.63
KARUR VYSYA,INE036D01028,13471,29.08
Concord Enviro Systems Limited,INE037Z01029,1162,6.25
Hindalco Industries Ltd.,INE038A01020,35907,281.39
T.V.Today Network Limited,INE038F01029,291,0.62
IFCI LTD,INE039A01010,475285,290.65
"Jamna Auto Industries Ltd.,",INE039C01032,137735,141.97
JASH ENGINEERING LIMITED,INE039O01029,8222,41.69
Max Estates Limited,INE03EI01018,2655,12.61
Go Digit General Insurance Limited,INE03JT01014,7929,28.61
Brigade Hotel Ventures Limited,INE03NU01014,9912,8.36
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2102,20.16
Cohance Lifesciences Limited,INE03QK01018,12592,101.13
Chemcon Speciality Chemicals Limited,INE03YM01018,224,0.57
HDFC Bank Ltd.,INE040A01034,98796,989.02
Mayur Uniquoters ltd.,INE040D01038,296,1.73
SUZLON ENERGY LTD.,INE040H01021,7015917,4290.78
"Dhampur Sugar Mills Ltd.,",INE041A01016,48614,71.60
Escorts Kubota Limited,INE042A01014,5174,191.77
Vijaya Diagnostic Centre Limited,INE043W01024,2751,27.97
Sun Pharmaceutical Industries Ltd.,INE044A01036,17117,280.65
Paras Defence and Space Technologies Limited,INE045601023,20285,148.31
ADOR WELDING,INE045A01017,25308,273.40
Nelco Ltd,INE045B01015,12831,113.55
Fineotex Chemical Limited,INE045J01034,163436,50.55
Reliance Industrial Infrastructure,INE046A01015,7065,66.35
Muthoot Microfin Limited,INE046W01019,12579,19.88
GRASIM INDUS,INE047A01021,9562,265.38
JAGSONPAL PH,INE048B01035,9880,23.61
Navin Fluorent International Ltd,INE048G01026,1146,60.65
"Himatsingka Seide Ltd.,",INE049A01027,99643,135.66
Wockhardt Ltd,INE049B01025,70999,1003.60
SBC EXPORTS LIMITED,INE04AK01028,17416,4.21
KPIT Technologies Ltd,INE04I401011,24962,325.89
ETHOS LIMITED,INE04TZ01018,349,9.22
Seshaasai Technologies Limited,INE04VU01023,255,0.89
Prakash Pipes Limited,INE050001010,6099,24.66
Elin Electronics Limited,INE050401020,3844,8.20
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4380,84.81
Balaji Amines Ltd.,INE050E01027,6308,98.90
Rane (Madras)  Ltd.,INE050H01012,2140,17.11
Vardhman Special Steels Ltd,INE050M01012,3262,9.58
Vakrangee Softwares Ltd.,INE051B01021,2950,0.44
Windsor Machines Limited,INE052A01021,1280,4.03
Camlin Fine Sciences Ltd,INE052I01032,6350,11.64
BEST AGROLIFE LIMITED,INE052T01013,1071,3.85
Indian Hotels Co. Ltd,INE053A01029,95143,710.59
Indian Railway Finance Corporation,INE053F01010,1524933,2105.51
"V.I.P. Industries Ltd.,",INE054A01027,14483,65.05
Waterbase Limited,INE054C01015,32633,16.82
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7729,166.27
Cyient DLM Limited,INE055S01018,23941,115.62
IVALUE INFOSOLUTIONS LIMITED,INE056801025,0,0.00
Refex Industries Limited,INE056I01025,15199,56.44
Sanofi India Ltd,INE058A01010,1029,52.64
"Cipla Ltd.,",INE059A01026,18808,292.40
La Opala RG Ltd.,INE059D01020,6795,17.47
Hindware Home Innovation Limited,INE05AN01011,3710,12.04
Ratnaveer Precision Engineering Limited,INE05CZ01011,6815,10.87
Indogulf Cropsciences Limited,INE05J901018,955,1.04
Likhitha Infrastructure Limited,INE060901027,2872,8.64
Navneet Education Limited,INE060A01024,10956,15.85
FORTIS HEALTHCARE LIMITED,INE061F01013,14003,138.64
"State Bank Of India,",INE062A01020,73431,634.30
Pondy Oxides & Chemicals Limited,INE063E01053,4278,55.59
Equitas Small Finance Bank Limited,INE063P01018,239278,150.68
Trident Ltd.,INE064C01022,878877,267.73
AEROFLEX ENTERPRISES LIMITED,INE065D01027,6158,6.32
Indegene Limited,INE065X01017,14220,80.13
Eicher Motors Ltd.,INE066A01021,3411,229.93
Hindustan Aeronautics Limited,INE066F01020,89308,4262.40
Wonderla Holidays Limited,INE066O01014,11674,76.49
Inox Wind Limited,INE066P01011,397775,687.27
CG Power and Industrial Solutions Limited,INE067A01029,82530,610.69
CANTABIL RETAIL INDIA LIMITED,INE068L01024,2771,7.88
Gland Pharma Limited,INE068V01023,3426,65.60
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,611037,645.83
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,631,1.71
INDIQUBE SPACES LIMITED,INE06ST01018,1566,3.65
LAXMI INDIA FINANCE LIMITED,INE06WU01026,2518,4.17
Gem Aromatics Limited,INE06XZ01023,1522,3.47
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,4004,9.62
SHREE CEMENT,INE070A01015,166,47.60
Jai Corp Limited,INE070D01027,39956,65.70
INSECTCID,INE070I01018,4774,33.31
Ugar Sugar Works Ltd.,INE071E01023,1860,1.11
Epigral Limited,INE071N01016,2600,46.21
Associated Alcohols & Breweries Ltd,INE073G01016,2378,28.10
Sona BLW Precision Forgings Limited,INE073K01018,52874,259.13
Praj Industries Ltd.,INE074A01025,136147,565.42
Paramount Communications Ltd.,INE074B01023,103745,51.96
WIPRO LTD.,INE075A01022,227837,574.10
G M BREWERIE,INE075D01018,1200,9.71
HealthCare Global Enterprises Limited,INE075I01017,920,5.91
SIYAR SILK M,INE076B01028,3479,28.08
IFB Agro Industries Ltd,INE076C01018,20,0.30
GOCL Corporation Limited ,INE077F01035,962,3.62
Vikram Solar Limited,INE078V01014,20907,69.88
Ambuja Cements Ltd.,INE079A01024,62487,364.18
Gateway Distriparks Limited,INE079J01017,137621,93.10
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,79138,307.14
Easy Trip Planners Limited,INE07O001026,1671118,209.99
NDR Auto Components Limited,INE07OG01012,604,5.40
Supriya Lifescience Limited,INE07RO01027,10829,82.96
Restaurant Brands Asia Limited,INE07T201019,155823,118.01
IRM ENERGY LIMITED,INE07U701015,9807,33.00
HITACHI ENERGY INDIA LIMITED,INE07Y701011,947,192.05
LLOYDS ENTERPRISES LIMITED,INE080I01025,3061454,2361.50
TATA IORN AN,INE081A01020,527476,898.09
"Kopran Ltd.,",INE082A01010,3669,6.32
Morepen Laboratories Ltd.,INE083A01026,389679,221.73
Themis Medicare Ltd.,INE083B01024,6788,8.93
BANK OF INDI,INE084A01016,321505,428.22
Amanta Healthcare Limited,INE084K01015,133,0.16
RACE ECO CHAIN LIMITED,INE084Q01012,35,0.07
WeWork India Management Limited,INE085001019,151,0.91
CHAMBAL FERT,INE085A01013,116191,615.26
Thangamayil Jewellery Limited,INE085J01014,405,13.06
"Electrosteel Castings Ltd.,",INE086A01029,264812,273.62
KESORAM IND,INE087A01019,794,0.04
Shree Renuka Sugars Ltd.,INE087H01022,1014121,343.06
Paradeep Phosphates Limited,INE088F01024,409141,758.87
DR.REDDY'S L,INE089A01031,12135,152.88
Sterlite Technologies Limited.,INE089C01029,18202,21.97
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,9255,10.54
Krsnaa Diagnostics Limited,INE08LI01020,3997,36.44
M & B ENGINEERING LIMITED,INE08N601015,7919,37.33
SANSTAR LIMITED,INE08NE01025,2776,2.93
Samhi Hotels Limited,INE08U801020,93943,199.59
Greenpanel Industries Limited,INE08ZM01014,2556,8.59
Scoda Tubes Limited,INE090501011,9083,18.00
ICICI Bank Ltd.,INE090A01021,86913,1198.44
Jai Balaji Industries Limited,INE091G01026,71154,73.25
TATA CHEMICA,INE092A01019,35025,318.32
INDIA NIPP E,INE092B01025,124,1.11
IDFC FIRST BANK LIMITED,INE092T01019,891250,666.99
Hexaware Technologies Limited,INE093A01041,14970,109.03
OBEROI REALTY LIMITED,INE093I01010,5023,89.13
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,198768,138.34
HINDUSTAN PE,INE094A01015,54768,246.24
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,6042,23.39
UTI Asset Management Company Limited,INE094J01016,8774,116.34
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,48249,432.91
NBCC (India) Limited,INE095N01031,471046,546.89
NUCLEU SOF E,INE096B01018,1159,13.42
Amrutanjan Health Care Limited,INE098F01031,1249,9.78
Mishra Dhatu Nigam Limited,INE099Z01011,58058,238.60
Aarti Surfactants Limited,INE09EO01013,43,0.21
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2341,86.74
Indigo Paints Limited,INE09VQ01012,1189,13.80
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8257,39.77
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,113723,152.51
Ceigall India Limited,INE0AG901020,9201,24.29
Hemisphere Properties India Limited,INE0AJG01018,59405,93.89
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,37986,777.93
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,930,4.20
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,874,1.66
Bansal Wire Industries Limited,INE0B9K01025,2506,8.38
Go Fashion (India) Limited,INE0BJS01011,5340,40.07
Premier Energies Limited,INE0BS701011,927157,9715.08
C.E. Info Systems Limited,INE0BV301023,5438,99.08
Aether Industries Limited,INE0BWX01014,13644,104.48
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,8415,15.16
Jubilant Ingrevia Limited,INE0BY001018,10006,74.07
Oswal Pumps Limited,INE0BYP01024,31363,229.11
Urban Company Limited,INE0CAZ01013,8286,11.95
Mukka Proteins Limited,INE0CG401037,22479,9.77
Max India Limited,INE0CG601016,299,0.67
Knowledge Marine & Engineering Works Limited,INE0CJD01011,485,12.40
Western Carriers (India) Limited,INE0CJF01024,59831,79.49
RateGain Travel Technologies Limited,INE0CLI01024,219535,687.32
Meghmani Organics Limited,INE0CT101020,393331,327.37
GMR Power and Urban Infra Limited,INE0CU601026,71725,86.85
Anthem Biosciences Limited,INE0CZ201020,14583,110.59
Sigachi Industries Limited,INE0D0K01022,194075,95.62
India Pesticides Limited,INE0D6701023,30523,64.25
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,170044,684.34
PIRAMAL PHARMA LIMITED,INE0DK501011,212783,450.06
Fairchem Organics Limited,INE0DNW01011,1724,17.69
INNOVA CAPTAB LIMITED,INE0DUT01020,1099,9.52
Syrma SGS Technology Limited,INE0DYJ01015,29621,225.24
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,6601,11.21
Network People Services Technologies Limited,INE0FFK01017,1699,33.45
Deep Industries Limited,INE0FHS01024,10079,50.63
Motisons Jewellers Limited,INE0FRK01020,237707,48.34
Motherson Sumi Wiring India Limited,INE0FS801015,437426,198.70
EPACK Durable Limited,INE0G5901015,1081900,4208.85
Exxaro Tiles Limited,INE0GFE01026,722,0.06
Tatva Chintan Pharma Chem Limited,INE0GK401011,1703,19.39
HP Adhesives Limited,INE0GSL01024,991,0.56
ALL TIME PLASTICS LIMITED,INE0GV601021,189,0.55
Windlas Biotech Limited,INE0H5O01029,1117,10.20
ArisInfra Solutions Limited,INE0H9P01028,800,1.26
Fabtech Technologies Limited,INE0HF201011,223,0.54
One Mobikwik Systems Limited,INE0HLU01028,40890,117.09
Tracxn Technologies Limited,INE0HMF01019,5759,4.12
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,6021,18.09
Le Travenues Technology Limited,INE0HV901016,20713,61.56
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,18042,89.28
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,5107,13.87
Veranda Learning Solutions Limited,INE0IQ001011,45,0.11
Data Patterns (India) Limited,INE0IX101010,10989,297.90
Rashi Peripherals Limited,INE0J1F01024,6934,21.62
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,106676,932.51
Honasa Consumer Limited,INE0J5401028,19561,57.05
Jeena Sikho Lifecare Limited,INE0J5801029,4497,34.78
Venus Pipes & Tubes Limited,INE0JA001018,7879,111.45
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,11139,86.64
Sanathan Textiles Limited,INE0JPD01013,125,0.60
YATRA ONLINE LIMITED,INE0JR601024,15577,26.83
DREAMFOLKS SERVICES LIMITED,INE0JS101016,2609,8.05
Harsha Engineers International Limited,INE0JUS01029,1201205,5331.33
Garuda Construction and Engineering Limited,INE0JVO01026,2644,6.03
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,24972,178.57
Eureka Forbes Limited,INE0KCE01017,99505,517.79
Signpost India Limited,INE0KGZ01021,25,0.06
DCX Systems Limited,INE0KL801015,111805,300.62
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,1379,2.84
Bajel Projects Limited,INE0KQN01018,290,0.54
Gopal Snacks Limited,INE0L9R01028,11869,43.11
Avalon Technologies Limited,INE0LCL01028,5044,52.16
Ather Energy Limited,INE0LEZ01016,6288,41.94
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,64281,165.58
Cello World Limited,INE0LMW01024,9922,64.55
IKIO Technologies Limited,INE0LOJ01019,5482,15.16
Aarti Pharmalabs Limited,INE0LRU01027,9351,83.02
Quadrant Future Tek Limited,INE0LRY01011,17851,73.66
Ola Electric Mobility Limited,INE0LXG01040,78028,50.56
REDTAPE Limited,INE0LXT01019,35520,51.41
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13105,23.32
J.G.Chemicals Limited,INE0MB501011,13861,60.99
REGAAL RESOURCES LIMITED,INE0MHO01029,1437,1.31
Pyramid Technoplast Limited,INE0MIS01010,1026,1.65
Epack Prefab Technologies Limited,INE0MLS01022,1806,6.06
TRUALT BIOENERGY LIMITED,INE0MWH01014,642,2.93
Udayshivakumar infra limited,INE0N0Y01013,1200,0.40
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1387,2.98
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1694,9.13
BLS E-Services Limited,INE0NLT01010,4151,8.44
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,629321,280.24
R K Swamy Limited,INE0NQ801033,103,0.20
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,18310,673.98
Kross Limited,INE0O6601022,29442,60.14
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,123,0.38
Rossell Techsys Limited,INE0OJW01016,2518,18.60
NTPC GREEN ENERGY LIMITED,INE0ONG01011,453411,475.19
Deepak Builders and Engineers India Limited,INE0OPA01019,1241,1.94
EMS LIMITED,INE0OV601013,25141,149.27
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,36941,19.22
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,206,0.94
Orient Technologies Limited,INE0PPK01015,6850,29.43
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.22
Platinum Industries Limited,INE0PT501018,5352,15.74
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,25128,208.85
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2202,37.66
International Gemmological Institute India Limited,INE0Q9301021,17168,64.75
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,34023,61.67
Denta Water and Infra Solutions Limited,INE0R4L01018,1360,5.74
SRM CONTRACTORS LIMITED,INE0R6Z01013,591,3.10
PATEL RETAIL LIMITED,INE0R8B01010,207,0.46
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,6652,48.97
Gala Precision Engineering Limited,INE0RE001014,174,1.59
Tolins Tyres Limited,INE0RWQ01014,2128,4.09
Stallion India Fluorochemicals Limited,INE0RYC01010,109,0.45
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8026,4.32
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,277,0.49
Pace Digitek Limited,INE0S3G01027,814,1.76
CRIZAC LIMITED,INE0S4R01014,17569,58.41
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,8388,74.07
VMS TMT LIMITED,INE0SJA01013,50,0.03
MAMATA MACHINERY LIMITED,INE0TO701015,21915,103.97
Glottis Limited,INE0TQE01026,1049,0.74
Solarworld Energy Solutions Limited,INE0TY101024,99,0.30
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,313,3.26
Bluspring Enterprises Limited,INE0U4101014,26118,21.19
Digitide Solutions Limited,INE0U4701011,24163,50.03
BlackBuck Limited,INE0UIZ01018,9065,61.21
Sanofi Consumer Healthcare India Limited,INE0UOS01011,5,0.27
GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,50,0.04
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,17991,459.13
CARRARO INDIA LIMITED,INE0V7W01012,3086,15.83
Sri Lotus Developers and Realty Limited,INE0V9Q01010,88532,168.27
Sagility Limited,INE0W2G01015,1025721,530.84
Laxmi Dental Limited,INE0WO601020,4721,16.26
Jain Resource Recycling Limited,INE0YD401026,2365,10.17
Atlanta Electricals Limited,INE0Z4F01028,90,0.89
ATUL LTD.,INE100A01010,2297,151.17
Mahindra & Mahindra Ltd.,INE101A01026,22276,788.62
Granules India Ltd.,INE101D01020,373610,1902.94
Afcons Infrastructure Limited,INE101I01011,19807,87.14
HLV LIMITED,INE102A01024,33047,4.70
Choice International Ltd,INE102B01014,14292,104.75
Godrej Consumer Products Ltd.,INE102D01028,8034,100.83
Allied Digital Services Limited,INE102I01027,8783,17.93
MANGALORE RE,INE103A01014,125053,217.62
SMC Global Securities Limited,INE103C01036,206,0.29
TRAVEL FOOD SERVICES LIMITED,INE103V01028,266,3.51
TVS Holdings Limited,INE105A01035,278,36.97
RPG Life Sciences Limited,INE105J01010,237,6.05
HI-TECH PIPES LIMITED,INE106T01025,169695,193.88
TAMILNADU NE,INE107A01015,16352,27.79
Awfis Space Solutions Limited,INE108V01019,16653,103.09
SHIPPING COR,INE109A01011,221534,583.18
ARMAN FIN,INE109C01017,438,6.56
"BPL Ltd.,",INE110A01019,61,0.06
CONTAIN CORP,INE111A01025,80365,478.52
FINANC TECHN,INE111B01023,1074,10.43
PDS LIMITED,INE111Q01021,2227,8.79
Metropolis Healthcare Limited,INE112L01020,4734,96.39
GUJ NARMADA,INE113A01013,42435,230.46
STEEL AUTHOR,INE114A01011,375399,528.25
Lic Housing Finance Ltd.,INE115A01026,99258,539.96
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,7306,118.41
Apcotex Industries Limited,INE116A01032,874,3.08
ABB Ltd.,INE117A01022,13152,749.56
BAJ HOLD INV,INE118A01012,1051,137.02
Nuvoco Vistas Corporation Limited,INE118D01016,8469,34.43
Balrampur Chini Mills Ltd.,INE119A01028,16186,83.70
Carborundum Universal Ltd.,INE120A01034,3786,38.04
CHOL INV FN,INE121A01024,9740,160.40
JSW Energy Limited,INE121E01018,74366,405.07
INDUS TOWERS LIMITED,INE121J01017,93074,360.95
"MMTC Ltd.,",INE123F01029,98181,70.55
SBI Life Insurance Company Limited,INE123W01016,1733,29.58
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,340360,315.54
"E.I.D. Parry (India) Ltd.,",INE126A01031,3046,31.49
APOLLO PIPES LIMITED,INE126J01016,6300,21.78
HDFC Asset Management Company Limited,INE127D01025,7648,429.74
Goodluck India Limited,INE127I01024,10891,117.98
K.P. Energy Limited,INE127T01021,32377,135.85
Eveready Industries India Ltd.,INE128A01029,39752,144.74
Five-Star Business Finance Ltd.,INE128S01021,26447,149.61
Archean Chemical Industries Limited,INE128X01021,4791,32.10
GAIL INDIA,INE129A01019,258580,483.33
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,25613,29.12
Gujarat Mineral Development Corpora,INE131A01031,142919,704.20
Relaxo Footwears Ltd.,INE131B01039,15654,74.76
Aurionpro Solutions Ltd.,INE132H01018,2871,34.95
Akzo Nobel India Limited,INE133A01011,378,13.71
TILAKNAG IND,INE133E01013,29642,145.63
IFGL Refractories Limited,INE133Y01011,183,0.51
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,107,0.16
Power Finance Corporation Ltd,INE134E01011,346096,1425.43
Cyient Limited,INE136B01020,24006,306.36
Neogen Chemicals Limited,INE136S01016,2348,35.57
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1400,1.48
KFin Technologies Limited,INE138Y01010,55341,629.90
"National Aluminium Co. Ltd.,",INE139A01034,135474,315.57
FUSION FINANCE LIMITED,INE139R01012,22919,44.49
Saatvik Green Energy Limited,INE13B501022,1356,6.51
"Oswal Agro Mills Ltd.,",INE142A01012,25,0.02
Tata Technologies Limited,INE142M01025,77731,572.22
Sula Vineyards Limited,INE142Q01026,64597,196.36
Orient Electric Limited,INE142Z01019,6986,15.35
OSWAL CHEMIC,INE143A01010,662,0.26
20 Microns Limited,INE144J01027,9923,22.57
Tarsons Products Limited,INE144Z01023,1102883,3889.45
Kirloskar Oil Engines Limited,INE146L01010,7973,79.36
SOUTH PETRO,INE147A01011,78009,75.98
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,10645,12.49
Sammaan Capital Limited,INE148I01020,466351,684.14
Delhivery Limited,INE148O01028,38701,176.68
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,2377,43.70
"Sandur Manganese & Iron Ores Ltd.,",INE149K01016,63932,128.34
NIBE LIMITED,INE149O01018,58,0.76
Aditya Birla Lifestyle Brands Limited,INE14LE01019,87247,124.99
"Alkyl Amines Chemicals Ltd.,",INE150B01039,4486,93.26
LUX Industries Limited,INE150G01020,3185,47.93
TATA COMM,INE151A01013,8906,163.61
Shaily Engineering Plastics Ltd.,INE151G01028,2308,56.09
Thermax Ltd.,INE152A01029,4606,154.58
