SEBI REPORT For Trade date 07-May-2026


Sr.No.,Particulars,Rs. In Lakhs,
Entero Healthcare Solutions Limited,INE010601016,565,6.64
PRISM JOHNSON LIMITED.,INE010A01011,30799,43.56
Zydus Lifesciences Limited,INE010B01027,16205,158.86
Tejas Networks Limited,INE010J01012,658705,3498.30
L&T Technology Services Limited,INE010V01017,5330,208.37
BALU FORGE INDUSTRIES LIMITED,INE011E01029,12894,64.36
Tega Industries Limited,INE011K01018,3059,58.69
ACC,INE012A01025,19165,314.95
Onesource Specialty Pharma Limited,INE013P01021,7182,103.03
Tinna Rubber and Infrastructure Limited,INE015C01016,637,4.96
DABUR INDIA,INE016A01026,38209,184.00
CEINSYS TECH LIMITED,INE016Q01014,1197,13.26
"Great Eastern Shipping Co. Ltd.,",INE017A01032,24505,367.59
LARSEN & TOU,INE018A01030,82580,3193.45
SBI CARDS AND PAYMENT SERVICES LIMITED,INE018E01016,26291,192.12
JSW SL,INE019A01038,14859,186.85
Himadri Speciality Chemical Ltd.,INE019C01026,75517,420.77
STANLEY LIFESTYLES LIMITED,INE01A001028,4061,7.10
Antony Waste Handling Cell Limited,INE01BK01022,8228,43.81
Vishal Mega Mart Limited,INE01EA01019,267509,352.62
Ritco Logistics Limited,INE01EG01016,81,0.24
Baazar Style Retail Limited,INE01FR01028,10749,42.71
Sky Gold And Diamonds Limited,INE01IU01018,16302,60.57
eMudhra Limited,INE01QM01018,4775,26.99
Vikran Engineering Limited,INE01R501028,493704,452.79
Canara HSBC Life Insurance Company Limited,INE01TY01017,23253,33.98
Spencer's Retail Limited,INE020801028,2,0.00
REC LIMITED,INE020B01018,407719,1534.75
Asian Paints Ltd.,INE021A01026,12923,331.81
Dodla Dairy Limited,INE021O01019,2782,31.43
ASIAN GRANITO INDIA LIMITED,INE022I01019,75293,56.54
Indian Energy Exchange Limited,INE022Q01020,276154,383.85
Nalwa Sons Investment Ltd,INE023A01030,34,2.09
Aeroflex Industries Limited,INE024001021,46000,133.92
Shilchar Technologies Ltd.,INE024F01011,3607,148.01
GRAVITA INDIA LIMITED,INE024L01027,11444,195.22
Goldiam International Ltd.,INE025B01025,26897,104.14
Artemis Medicare Services Limited,INE025R01021,8074,19.74
Gujarat State Fertilizers & Chem.Ltd,INE026A01025,407410,673.08
"Lotus Chocolate Co. Ltd.,",INE026D01011,20,0.15
RASHTRIYA CH,INE027A01015,202094,301.42
Max Healthcare Institute Limited,INE027H01010,22204,242.52
Bank Of Baroda,INE028A01039,265943,738.88
BHARAT PETRO,INE029A01011,167407,527.39
Kalyani Investment Company Limited,INE029L01018,2,0.11
ROSSARI BIOTECH LIMITED,INE02A801020,2648,13.81
Anand Rayons Limited,INE02GA01012,2000,1.35
Raymond Lifestyle Limited,INE02ID01020,11650,116.45
Azad Engineering Limited,INE02IJ01035,8298,161.96
Borosil Scientific Limited,INE02L001032,82,0.12
Fino Payments Bank Limited,INE02NC01014,23834,47.91
Borosil Limited,INE02PY01013,6099,17.89
Brainbees Solutions Limited,INE02RE01045,60330,173.76
WONDER ELECTRICALS LIMITED,INE02WG01024,2299,3.30
Electronics Mart India Limited,INE02YR01019,56257,78.54
Corona Remedies Limited,INE02ZQ01018,200,3.30
"Hindustan Unilever Ltd.,",INE030A01027,30013,699.11
Housing &Urban Development Corporation Ltd.,INE031A01017,323473,717.61
Ajanta Pharma Ltd.,INE031B01049,1490,43.68
"Bombay Dyeing & Mfg. Co. Ltd.,",INE032A01023,229516,298.29
Prime Securities Ltd.,INE032B01021,160000,397.80
ARVIND Ltd,INE034A01011,16568,64.19
Arvind SmartSpaces Limited,INE034S01021,3591,24.89
SOTL,INE035D01020,1962,8.57
Gujarat Ambuja Exports Ltd.,INE036B01030,14647,21.78
KARUR VYSYA,INE036D01028,53863,158.34
Concord Enviro Systems Limited,INE037Z01029,851,3.24
Hindalco Industries Ltd.,INE038A01020,31350,296.38
T.V.Today Network Limited,INE038F01029,825,1.12
IFCI LTD,INE039A01010,814887,496.64
"Jamna Auto Industries Ltd.,",INE039C01032,84207,106.32
JASH ENGINEERING LIMITED,INE039O01029,6495,32.47
Jubilant Agri and Consumer Products Limited,INE03CC01015,110,2.11
Max Estates Limited,INE03EI01018,2752,12.31
Go Digit General Insurance Limited,INE03JT01014,4310,14.72
Brigade Hotel Ventures Limited,INE03NU01014,1407,1.19
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,2528,26.04
Cohance Lifesciences Limited,INE03QK01018,43507,206.88
Chemcon Speciality Chemicals Limited,INE03YM01018,118,0.30
HDFC Bank Ltd.,INE040A01034,584421,4806.15
Mayur Uniquoters ltd.,INE040D01038,1957,11.37
SUZLON ENERGY LTD.,INE040H01021,6254501,3427.58
"Dhampur Sugar Mills Ltd.,",INE041A01016,50388,72.26
Escorts Kubota Limited,INE042A01014,5532,192.76
GTL Ltd,INE043A01012,5000,0.31
Vijaya Diagnostic Centre Limited,INE043W01024,722,7.85
Sun Pharmaceutical Industries Ltd.,INE044A01036,20415,344.11
Paras Defence and Space Technologies Limited,INE045601023,34793,274.76
ADOR WELDING,INE045A01017,303,3.46
Nelco Ltd,INE045B01015,10678,84.89
Fineotex Chemical Limited,INE045J01034,82032,23.81
Reliance Industrial Infrastructure,INE046A01015,5420,47.51
Muthoot Microfin Limited,INE046W01019,12700,24.79
GRASIM INDUS,INE047A01021,3257,92.65
JAGSONPAL PH,INE048B01035,2828,6.48
Navin Fluorent International Ltd,INE048G01026,3703,246.50
"Himatsingka Seide Ltd.,",INE049A01027,82800,85.45
Wockhardt Ltd,INE049B01025,74310,1014.37
SBC EXPORTS LIMITED,INE04AK01028,850084,239.33
KPIT Technologies Ltd,INE04I401011,78915,678.67
ETHOS LIMITED,INE04TZ01018,1936,50.58
Seshaasai Technologies Limited,INE04VU01023,1725,4.78
Prakash Pipes Limited,INE050001010,3419,14.95
Elin Electronics Limited,INE050401020,3471,4.23
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,4281,73.29
IL & FS Investment Managers Ltd.,INE050B01023,200,0.02
Balaji Amines Ltd.,INE050E01027,6155,85.19
Rane (Madras)  Ltd.,INE050H01012,2238,18.01
Vardhman Special Steels Ltd,INE050M01012,1186,3.55
Vakrangee Softwares Ltd.,INE051B01021,45850,3.51
Windsor Machines Limited,INE052A01021,1250,3.95
Camlin Fine Sciences Ltd,INE052I01032,15123,20.84
BEST AGROLIFE LIMITED,INE052T01021,2956,0.79
Indian Hotels Co. Ltd,INE053A01029,77064,537.52
Indian Railway Finance Corporation,INE053F01010,1776591,2100.43
"V.I.P. Industries Ltd.,",INE054A01027,109160,344.48
Waterbase Limited,INE054C01015,202,0.10
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7651,141.34
Cyient DLM Limited,INE055S01018,15254,63.59
IVALUE INFOSOLUTIONS LIMITED,INE056801025,835,2.26
Refex Industries Limited,INE056I01025,19976,55.01
Sanofi India Ltd,INE058A01010,1762,66.74
"Cipla Ltd.,",INE059A01026,22073,312.65
Simplex Infrastructures Limited,INE059B01024,55,0.13
La Opala RG Ltd.,INE059D01020,2897,6.99
Hindware Home Innovation Limited,INE05AN01011,8439,19.09
Ratnaveer Precision Engineering Limited,INE05CZ01011,349394,569.89
Central Mine Planning & Design Institute Limited,INE05HV01027,11526,23.59
Indogulf Cropsciences Limited,INE05J901018,126,0.12
BHARAT COKING COAL LIMITED,INE05XR01022,476388,165.06
Navneet Education Limited,INE060A01024,5985,8.81
FORTIS HEALTHCARE LIMITED,INE061F01013,23944,226.27
"State Bank Of India,",INE062A01020,172152,1888.83
ALICON,INE062D01024,54,0.47
Pondy Oxides & Chemicals Limited,INE063E01053,5854,76.73
Equitas Small Finance Bank Limited,INE063P01018,132338,87.69
TIMES GROUP,INE064A01026,555628,1704.27
Trident Ltd.,INE064C01022,894283,253.45
AEROFLEX ENTERPRISES LIMITED,INE065D01027,455,0.41
Indegene Limited,INE065X01017,7465,41.34
Eicher Motors Ltd.,INE066A01021,5424,397.35
Hindustan Aeronautics Limited,INE066F01020,64989,2962.81
Wonderla Holidays Limited,INE066O01014,2873,17.93
Inox Wind Limited,INE066P01011,569215,686.33
CG Power and Industrial Solutions Limited,INE067A01029,63941,504.45
CANTABIL RETAIL INDIA LIMITED,INE068L01024,2639,6.66
Gland Pharma Limited,INE068V01023,2591,46.52
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,1375,1.88
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,3115,5.19
INDIQUBE SPACES LIMITED,INE06ST01018,801,1.66
LAXMI INDIA FINANCE LIMITED,INE06WU01026,842,1.20
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,10634,21.14
SHREE CEMENT,INE070A01015,417,109.38
Jai Corp Limited,INE070D01027,26161,36.52
INSECTCID,INE070I01018,312,2.36
Ugar Sugar Works Ltd.,INE071E01023,509,0.24
Epigral Limited,INE071N01016,3145,46.86
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3138,30.56
Sona BLW Precision Forgings Limited,INE073K01018,36172,198.62
Praj Industries Ltd.,INE074A01025,110219,453.51
Paramount Communications Ltd.,INE074B01023,98774,44.53
WIPRO LTD.,INE075A01022,819280,1732.45
G M BREWERIE,INE075D01018,7000,77.49
HealthCare Global Enterprises Limited,INE075I01017,2986,18.14
SIYAR SILK M,INE076B01028,3035,18.76
IFB Agro Industries Ltd,INE076C01018,149,1.37
GOCL Corporation Limited ,INE077F01035,4418,14.92
Vikram Solar Limited,INE078V01014,113551,266.30
Ambuja Cements Ltd.,INE079A01024,102225,509.09
Gateway Distriparks Limited,INE079J01017,59950,36.96
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,99372,295.13
Easy Trip Planners Limited,INE07O001026,757012,79.48
NDR Auto Components Limited,INE07OG01012,273,2.48
Supriya Lifescience Limited,INE07RO01027,9510,68.85
Restaurant Brands Asia Limited,INE07T201019,1002770,656.15
IRM ENERGY LIMITED,INE07U701015,10385,31.24
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1939,572.12
LLOYDS ENTERPRISES LIMITED,INE080I01025,3113288,2390.43
TATA IORN AN,INE081A01020,398332,784.12
"Kopran Ltd.,",INE082A01010,3128,5.23
Morepen Laboratories Ltd.,INE083A01026,393736,183.79
Themis Medicare Ltd.,INE083B01024,3337,3.72
BANK OF INDI,INE084A01016,580519,885.48
Amanta Healthcare Limited,INE084K01015,11122,15.01
WeWork India Management Limited,INE085001019,2741,14.67
CHAMBAL FERT,INE085A01013,721324,3176.50
Thangamayil Jewellery Limited,INE085J01014,526,21.04
"Electrosteel Castings Ltd.,",INE086A01029,500598,447.12
Shree Renuka Sugars Ltd.,INE087H01022,567578,175.09
Paradeep Phosphates Limited,INE088F01024,481141,734.63
DR.REDDY'S L,INE089A01031,11808,152.54
Sterlite Technologies Limited.,INE089C01029,378329,1066.62
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,26429,29.50
Krsnaa Diagnostics Limited,INE08LI01020,1343,9.45
M & B ENGINEERING LIMITED,INE08N601015,6155,22.34
SANSTAR LIMITED,INE08NE01025,1007,1.21
Samhi Hotels Limited,INE08U801020,69527,125.13
Greenpanel Industries Limited,INE08ZM01014,6872,16.11
Scoda Tubes Limited,INE090501011,13368,22.63
ICICI Bank Ltd.,INE090A01021,132678,1760.41
OMAX AUTO LT,INE090B01011,4,0.01
Jai Balaji Industries Limited,INE091G01026,64425,51.75
TATA CHEMICA,INE092A01019,85061,656.16
INDIA NIPP E,INE092B01025,130,1.10
IDFC FIRST BANK LIMITED,INE092T01019,1331387,940.43
Hexaware Technologies Limited,INE093A01041,26126,135.80
OBEROI REALTY LIMITED,INE093I01010,4155,71.25
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,299573,169.40
HINDUSTAN PE,INE094A01015,84083,348.29
Kolte-Patil Developers Ltd,INE094I01018,4594,15.97
UTI Asset Management Company Limited,INE094J01016,11955,131.83
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,30071,284.27
NBCC (India) Limited,INE095N01031,910508,908.92
NUCLEU SOF E,INE096B01018,282,2.88
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,37684,144.64
Aarti Surfactants Limited,INE09EO01013,169,0.68
Gujarat Fluorochemicals Limited,INE09N301011,3558,130.23
Indigo Paints Limited,INE09VQ01012,3744,34.98
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5416,27.77
Dc Infotech and Communication Limited,INE0A1101019,4000,10.16
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,73222,49.61
Ceigall India Limited,INE0AG901020,5890,20.62
Hemisphere Properties India Limited,INE0AJG01018,71174,100.40
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,1122,22.15
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1880,8.24
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,420,0.70
Bansal Wire Industries Limited,INE0B9K01025,2770,8.41
Go Fashion (India) Limited,INE0BJS01011,13678,52.29
Premier Energies Limited,INE0BS701011,23623,235.72
C.E. Info Systems Limited,INE0BV301023,7052,88.18
Aether Industries Limited,INE0BWX01014,5078,56.08
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,6788,11.21
Jubilant Ingrevia Limited,INE0BY001018,8091,59.26
Oswal Pumps Limited,INE0BYP01024,39142,180.21
Urban Company Limited,INE0CAZ01013,116457,165.75
Mukka Proteins Limited,INE0CG401037,21161,7.36
Knowledge Marine & Engineering Works Limited,INE0CJD01029,4181,78.74
Western Carriers (India) Limited,INE0CJF01024,14218,18.98
RateGain Travel Technologies Limited,INE0CLI01024,2058075,12588.25
Meghmani Organics Limited,INE0CT101020,452718,313.91
GMR Power and Urban Infra Limited,INE0CU601026,45361,54.23
Anthem Biosciences Limited,INE0CZ201020,10068,71.98
Sigachi Industries Limited,INE0D0K01022,92155,23.56
India Pesticides Limited,INE0D6701023,23812,45.35
Ksolves India Limited,INE0D6I01023,146,0.53
RailTel Corporation of India Limited,INE0DD101019,166629,603.61
PIRAMAL PHARMA LIMITED,INE0DK501011,234755,444.53
Fairchem Organics Limited,INE0DNW01011,4878,31.78
INNOVA CAPTAB LIMITED,INE0DUT01020,2445,21.09
Syrma SGS Technology Limited,INE0DYJ01015,39900,359.05
Wakefit Innovations Limited,INE0E7301029,3263,5.41
HMA Agro Industries Limited,INE0ECP01024,1047,0.28
TARC LIMITED,INE0EK901012,80723,125.73
Network People Services Technologies Limited,INE0FFK01017,1096,17.76
Deep Industries Limited,INE0FHS01024,13730,62.56
Motisons Jewellers Limited,INE0FRK01020,183013,36.50
Motherson Sumi Wiring India Limited,INE0FS801015,374020,159.19
Markolines Pavement Technologies Limited,INE0FW001016,600,0.97
EPACK Durable Limited,INE0G5901015,943066,3632.89
Tatva Chintan Pharma Chem Limited,INE0GK401011,2636,34.12
HP Adhesives Limited,INE0GSL01024,674,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,2803,7.54
Windlas Biotech Limited,INE0H5O01029,1690,14.53
Sai Parenteral's Limited,INE0H9F01037,1711,8.50
ArisInfra Solutions Limited,INE0H9P01028,29124,34.82
Fabtech Technologies Limited,INE0HF201011,2687,4.80
One Mobikwik Systems Limited,INE0HLU01028,53108,124.33
Tracxn Technologies Limited,INE0HMF01019,14,0.01
Billionbrains Garage Ventures Limited,INE0HOQ01053,384340,789.22
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2487,6.56
Le Travenues Technology Limited,INE0HV901016,59612,118.34
Latent View Analytics Limited,INE0I7C01011,57992,207.51
Capillary Technologies India Limited,INE0ILV01024,1727,10.12
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,23060,52.47
Veranda Learning Solutions Limited,INE0IQ001011,497,1.04
Data Patterns (India) Limited,INE0IX101010,15990,568.56
Rashi Peripherals Limited,INE0J1F01024,2302,10.14
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,127157,1129.70
Honasa Consumer Limited,INE0J5401028,12342,40.54
Jeena Sikho Lifecare Limited,INE0J5801029,14749,101.34
Venus Pipes & Tubes Limited,INE0JA001018,4006,55.98
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,13406,98.40
Sanathan Textiles Limited,INE0JPD01013,46,0.21
YATRA ONLINE LIMITED,INE0JR601024,44902,53.21
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1155,5.84
Harsha Engineers International Limited,INE0JUS01029,300404,1246.57
Garuda Construction and Engineering Limited,INE0JVO01026,14357,26.14
Blue Jet Healthcare Limited,INE0KBH01020,42704,204.59
Eureka Forbes Limited,INE0KCE01017,97080,506.38
Rhetan TMT Limited,INE0KKN01029,293313,76.55
DCX Systems Limited,INE0KL801015,85372,188.57
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,378,0.75
Bajel Projects Limited,INE0KQN01018,4890,8.72
Gopal Snacks Limited,INE0L9R01028,19286,63.36
Avalon Technologies Limited,INE0LCL01028,4542,49.07
Ather Energy Limited,INE0LEZ01016,72850,664.39
INSOLATION ENERGY LIMITED,INE0LGX01024,16083,24.05
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,65383,145.26
Cello World Limited,INE0LMW01024,13445,70.85
IKIO Technologies Limited,INE0LOJ01019,6286,15.17
Physicswallah Limited,INE0LP301011,141610,167.28
Aarti Pharmalabs Limited,INE0LRU01027,8317,66.87
Quadrant Future Tek Limited,INE0LRY01011,20322,70.99
Ola Electric Mobility Limited,INE0LXG01040,2550760,944.03
REDTAPE Limited,INE0LXT01019,24832,34.15
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,8060,10.89
J.G.Chemicals Limited,INE0MB501011,3516,14.83
REGAAL RESOURCES LIMITED,INE0MHO01029,2846,2.37
Epack Prefab Technologies Limited,INE0MLS01022,12004,25.07
TRUALT BIOENERGY LIMITED,INE0MWH01014,7741,36.51
Rishabh Instruments Limited,INE0N2P01017,939,4.41
BEML Land Assets Limited,INE0N7W01012,1455,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,826,3.77
BLS E-Services Limited,INE0NLT01010,35927,60.17
NMDC Steel Limited,INE0NNS01018,656733,285.13
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,17133,656.41
Kross Limited,INE0O6601022,5058,10.90
Indef Manufacturing Limited,INE0O9T01021,285,1.19
JNK India Limited,INE0OAF01028,3277,8.94
Rossell Techsys Limited,INE0OJW01016,1154,9.35
NTPC GREEN ENERGY LIMITED,INE0ONG01011,337913,359.93
Deepak Builders and Engineers India Limited,INE0OPA01019,10336,7.25
EMS LIMITED,INE0OV601013,32925,159.96
Gaudium IVF and Women Health Limited,INE0P8B01020,2,0.00
GHCL Textiles Limited,INE0PA801013,200,0.18
Shipping Corporation of India Land and Assets Limited,INE0PB301013,36956,18.53
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,143,0.36
Orient Technologies Limited,INE0PPK01015,7761,25.37
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,800,0.51
Platinum Industries Limited,INE0PT501018,3594,10.26
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,19255,239.16
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,196,2.91
International Gemological Institute Limited,INE0Q9301021,9910,35.81
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,234,1.42
Sudeep Pharma Limited,INE0QPI01025,786,5.40
ARKADE DEVELOPERS LIMITED,INE0QRL01017,33952,46.71
Denta Water and Infra Solutions Limited,INE0R4L01018,5318,16.56
SRM CONTRACTORS LIMITED,INE0R6Z01013,4696,24.14
PATEL RETAIL LIMITED,INE0R8B01010,1026,2.31
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,9650,77.56
Gala Precision Engineering Limited,INE0RE001014,28,0.22
Tolins Tyres Limited,INE0RWQ01014,2399,3.92
Stallion India Fluorochemicals Limited,INE0RYC01010,18763,30.80
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5972,2.50
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,100,0.13
Pace Digitek Limited,INE0S3G01027,105701,185.47
CRIZAC LIMITED,INE0S4R01014,15427,39.85
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,14884,160.42
VMS TMT LIMITED,INE0SJA01013,16,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,9974,45.77
Glottis Limited,INE0TQE01026,238,0.14
Solarworld Energy Solutions Limited,INE0TY101024,10970,24.36
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1247,11.92
Bluspring Enterprises Limited,INE0U4101014,15900,12.79
Digitide Solutions Limited,INE0U4701011,25304,33.85
Omnitech Engineering Limited,INE0UH301010,3150,12.50
BlackBuck Limited,INE0UIZ01018,26100,156.52
Sanofi Consumer Healthcare India Limited,INE0UOS01011,575,27.54
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,168100,182.06
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,33374,672.84
CARRARO INDIA LIMITED,INE0V7W01012,2359,13.92
Sri Lotus Developers and Realty Limited,INE0V9Q01010,38874,65.79
Meesho Limited,INE0VDM01015,219150,452.72
Sagility Limited,INE0W2G01015,1119960,534.08
Laxmi Dental Limited,INE0WO601020,7039,17.04
Midwest Limited,INE0XAD01024,4159,51.01
ANLON HEALTHCARE LIMITED,INE0Y8W01025,40964,5.80
Jain Resource Recycling Limited,INE0YD401026,27773,122.87
Atlanta Electricals Limited,INE0Z4F01028,202,3.32
ATUL LTD.,INE100A01010,749,52.91
Mahindra & Mahindra Ltd.,INE101A01026,52919,1757.50
Granules India Ltd.,INE101D01020,27262,170.05
Afcons Infrastructure Limited,INE101I01011,20881,75.80
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,325060,2466.14
Godrej Consumer Products Ltd.,INE102D01028,21683,235.55
Allied Digital Services Limited,INE102I01027,8351,14.59
MANGALORE RE,INE103A01014,458028,807.12
SMC Global Securities Limited,INE103C01036,5818,3.78
TRAVEL FOOD SERVICES LIMITED,INE103V01028,1513,19.33
TVS Holdings Limited,INE105A01035,89,13.03
RPG Life Sciences Limited,INE105J01010,150,3.50
HI-TECH PIPES LIMITED,INE106T01025,216652,214.40
TAMILNADU NE,INE107A01015,13171,21.76
Awfis Space Solutions Limited,INE108V01019,10844,49.23
SHIPPING COR,INE109A01011,274609,766.95
ARMAN FIN,INE109C01017,448,6.86
Mindteck (India) Ltd,INE110B01017,420,0.91
CONTAIN CORP,INE111A01025,59885,337.76
FINANC TECHN,INE111B01023,606,4.71
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,100,0.47
PDS LIMITED,INE111Q01021,2851,9.57
Metropolis Healthcare Limited,INE112L01020,4291,21.37
GUJ NARMADA,INE113A01013,35997,183.85
STEEL AUTHOR,INE114A01011,180850,302.99
Lic Housing Finance Ltd.,INE115A01026,72377,421.86
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1466,22.22
Apcotex Industries Limited,INE116A01032,2642,10.83
ABB Ltd.,INE117A01022,5702,397.16
BAJ HOLD INV,INE118A01012,1469,164.69
Nuvoco Vistas Corporation Limited,INE118D01016,28826,94.74
PARK MEDI WORLD LIMITED,INE119201023,36570,77.26
Balrampur Chini Mills Ltd.,INE119A01028,27774,147.24
Carborundum Universal Ltd.,INE120A01034,1820,17.70
CHOL INV FN,INE121A01024,11381,186.37
JSW Energy Limited,INE121E01018,67353,373.49
INDUS TOWERS LIMITED,INE121J01017,99183,415.87
Amagi Media Labs Limited,INE121R01077,2551,11.20
"MMTC Ltd.,",INE123F01029,162277,110.65
SBI Life Insurance Company Limited,INE123W01016,9362,175.48
Steelcast Ltd.,INE124E01038,396,0.91
DELTA CORP,INE124G01033,202161,167.16
"E.I.D. Parry (India) Ltd.,",INE126A01031,13519,122.56
APOLLO PIPES LIMITED,INE126J01016,5081,22.72
HDFC Asset Management Company Limited,INE127D01025,10514,290.92
Goodluck India Limited,INE127I01024,913,11.06
K.P. Energy Limited,INE127T01021,29687,110.34
Eveready Industries India Ltd.,INE128A01029,21132,74.99
Five-Star Business Finance Ltd.,INE128S01021,26025,129.20
Archean Chemical Industries Limited,INE128X01021,3043,18.85
GAIL INDIA,INE129A01019,378933,640.55
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,69636,78.50
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,3813,6.38
Fujiyama Power Systems Limited,INE12UR01024,2778,8.11
Gujarat Mineral Development Corpora,INE131A01031,137727,797.19
Relaxo Footwears Ltd.,INE131B01039,17476,66.33
Aurionpro Solutions Ltd.,INE132H01018,6409,63.77
JSW Dulux Limited,INE133A01011,1853,58.68
TILAKNAG IND,INE133E01013,38178,180.07
IFGL Refractories Limited,INE133Y01011,1804,3.48
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,124,0.11
Power Finance Corporation Ltd,INE134E01011,148797,650.12
Cyient Limited,INE136B01020,27526,288.17
Neogen Chemicals Limited,INE136S01016,1579,23.06
Kanoria Chemicals & Industries Ltd.,INE138C01024,0,0.00
