SEBI REPORT For Trade date 20-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
1,Scripwise Total Outstanding on the beginning of the day,365444.14,
2,Fresh Exposure taken during the day,9152.16,
3,Exposure liquidated during the day,7641.09,
4,Net scripwise outstanding at the end of the day,366955.21,


Name,ISIN,Qty Fin by all the members(No.of Shares),Amt Fin by all the members(Rs. In Lakhs)
Jain Resource Recycling Limited,INE0YD401026,20741,86.03
Atlanta Electricals Limited,INE0Z4F01028,412,3.59
ATUL LTD.,INE100A01010,1735,114.13
Mahindra & Mahindra Ltd.,INE101A01026,19186,690.32
Granules India Ltd.,INE101D01020,18921,111.97
Afcons Infrastructure Limited,INE101I01011,18924,75.83
HLV LIMITED,INE102A01024,7461,1.13
Choice International Ltd,INE102B01014,422109,3207.23
Godrej Consumer Products Ltd.,INE102D01028,3452,43.76
Allied Digital Services Limited,INE102I01027,7585,15.39
MANGALORE RE,INE103A01014,300352,486.66
SMC Global Securities Limited,INE103C01036,205,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,74,0.97
TVS Holdings Limited,INE105A01035,152,22.24
RPG Life Sciences Limited,INE105J01010,310,7.57
HI-TECH PIPES LIMITED,INE106T01025,257641,269.20
TAMILNADU NE,INE107A01015,13756,23.19
Awfis Space Solutions Limited,INE108V01019,11742,68.70
SHIPPING COR,INE109A01011,237216,582.90
ARMAN FIN,INE109C01017,808,12.27
Mindteck (India) Ltd,INE110B01017,0,0.00
CONTAIN CORP,INE111A01025,81081,470.86
FINANC TECHN,INE111B01023,639,5.65
PDS LIMITED,INE111Q01021,2867,10.31
Metropolis Healthcare Limited,INE112L01020,1993,39.98
GUJ NARMADA,INE113A01013,50004,265.76
STEEL AUTHOR,INE114A01011,421185,605.26
Lic Housing Finance Ltd.,INE115A01026,97767,579.35
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1465,25.37
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,9457,515.82
BAJ HOLD INV,INE118A01012,2261,267.09
Nuvoco Vistas Corporation Limited,INE118D01016,14218,54.87
Balrampur Chini Mills Ltd.,INE119A01028,12865,64.71
Carborundum Universal Ltd.,INE120A01034,6336,58.28
CHOL INV FN,INE121A01024,11643,196.49
JSW Energy Limited,INE121E01018,70351,373.86
INDUS TOWERS LIMITED,INE121J01017,43209,174.59
"MMTC Ltd.,",INE123F01029,98665,70.30
SBI Life Insurance Company Limited,INE123W01016,1542,27.16
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,254046,224.32
"E.I.D. Parry (India) Ltd.,",INE126A01031,3882,40.74
