SEBI REPORT For Trade date 28-Jan-2026


Sr.No.,Particulars,Rs. In Lakhs,
ALIVUS LIFE SCIENCES LIMITED,INE03Q201024,3451,32.10
Cohance Lifesciences Limited,INE03QK01018,12826,82.66
Chemcon Speciality Chemicals Limited,INE03YM01018,125,0.32
HDFC Bank Ltd.,INE040A01034,183650,1788.74
Mayur Uniquoters ltd.,INE040D01038,279,1.63
SUZLON ENERGY LTD.,INE040H01021,7053698,4063.53
"Dhampur Sugar Mills Ltd.,",INE041A01016,44479,63.69
Escorts Kubota Limited,INE042A01014,3781,140.12
Vijaya Diagnostic Centre Limited,INE043W01024,1682,17.01
Sun Pharmaceutical Industries Ltd.,INE044A01036,20509,343.08
Paras Defence and Space Technologies Limited,INE045601023,35928,256.28
ADOR WELDING,INE045A01017,320,3.60
Nelco Ltd,INE045B01015,9844,83.41
Fineotex Chemical Limited,INE045J01034,131921,38.94
Reliance Industrial Infrastructure,INE046A01015,5529,51.34
Muthoot Microfin Limited,INE046W01019,4608,7.97
GRASIM INDUS,INE047A01021,2831,80.44
JAGSONPAL PH,INE048B01035,4305,10.44
Navin Fluorent International Ltd,INE048G01026,857,46.50
"Himatsingka Seide Ltd.,",INE049A01027,57059,75.98
Wockhardt Ltd,INE049B01025,76174,1089.44
SBC EXPORTS LIMITED,INE04AK01028,1528705,425.14
KPIT Technologies Ltd,INE04I401011,27582,344.93
ETHOS LIMITED,INE04TZ01018,499,14.21
Seshaasai Technologies Limited,INE04VU01023,1647,4.96
Prakash Pipes Limited,INE050001010,3997,17.15
Elin Electronics Limited,INE050401020,1301,2.80
"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,3271,61.49
IL & FS Investment Managers Ltd.,INE050B01023,244,0.02
Balaji Amines Ltd.,INE050E01027,8374,113.98
Rane (Madras)  Ltd.,INE050H01012,2260,18.00
Vardhman Special Steels Ltd,INE050M01012,1850,5.52
Vakrangee Softwares Ltd.,INE051B01021,14000,1.32
Windsor Machines Limited,INE052A01021,2550,7.41
Camlin Fine Sciences Ltd,INE052I01032,11007,18.39
BEST AGROLIFE LIMITED,INE052T01021,13711,3.86
Indian Hotels Co. Ltd,INE053A01029,80802,591.55
Indian Railway Finance Corporation,INE053F01010,1728568,2306.75
"V.I.P. Industries Ltd.,",INE054A01027,15258,66.40
Waterbase Limited,INE054C01015,18200,8.73
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,6868,142.64
Cyient DLM Limited,INE055S01018,29437,135.15
IVALUE INFOSOLUTIONS LIMITED,INE056801025,326,0.85
Refex Industries Limited,INE056I01025,24191,69.85
Sanofi India Ltd,INE058A01010,748,35.35
"Cipla Ltd.,",INE059A01026,19280,290.35
La Opala RG Ltd.,INE059D01020,5591,13.82
Hindware Home Innovation Limited,INE05AN01011,2850,8.82
Ratnaveer Precision Engineering Limited,INE05CZ01011,11039,17.49
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,651,2.03
Navneet Education Limited,INE060A01024,9466,13.52
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,16222,151.58
"State Bank Of India,",INE062A01020,51991,473.36
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,3626,48.85
Equitas Small Finance Bank Limited,INE063P01018,162820,108.36
TIMES GROUP,INE064A01026,526473,1759.07
Trident Ltd.,INE064C01022,777945,229.43
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3751,3.90
Indegene Limited,INE065X01017,7866,44.93
Eicher Motors Ltd.,INE066A01021,2317,161.79
Hindustan Aeronautics Limited,INE066F01020,93254,4351.85
Wonderla Holidays Limited,INE066O01014,11267,72.87
Inox Wind Limited,INE066P01011,448964,694.54
CG Power and Industrial Solutions Limited,INE067A01029,83652,569.80
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25892,66.63
Gland Pharma Limited,INE068V01023,8864,156.50
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4342,5.47
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,992,2.40
INDIQUBE SPACES LIMITED,INE06ST01018,937,2.17
LAXMI INDIA FINANCE LIMITED,INE06WU01026,4219,5.90
Gem Aromatics Limited,INE06XZ01023,1864,3.29
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,29789,63.33
SHREE CEMENT,INE070A01015,189,52.69
Jai Corp Limited,INE070D01027,33460,52.09
INSECTCID,INE070I01018,156,1.18
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3240,51.13
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,2613,27.12
Sona BLW Precision Forgings Limited,INE073K01018,45020,223.38
Praj Industries Ltd.,INE074A01025,123876,491.00
Paramount Communications Ltd.,INE074B01023,88607,43.86
WIPRO LTD.,INE075A01022,205687,522.59
G M BREWERIE,INE075D01018,4018,48.86
HealthCare Global Enterprises Limited,INE075I01017,1860,11.78
SIYAR SILK M,INE076B01028,4124,29.86
IFB Agro Industries Ltd,INE076C01018,21,0.28
GOCL Corporation Limited ,INE077F01035,393,1.45
Vikram Solar Limited,INE078V01014,48465,131.02
Ambuja Cements Ltd.,INE079A01024,62232,357.07
Gateway Distriparks Limited,INE079J01017,62611,40.53
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,57940,224.45
Easy Trip Planners Limited,INE07O001026,1434336,181.11
NDR Auto Components Limited,INE07OG01012,419,3.98
Supriya Lifescience Limited,INE07RO01027,10355,78.25
Pavna Industries Limited,INE07S101038,8887,2.51
Restaurant Brands Asia Limited,INE07T201019,176841,129.20
IRM ENERGY LIMITED,INE07U701015,9936,31.69
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2418,470.96
LLOYDS ENTERPRISES LIMITED,INE080I01025,3086102,2376.10
TATA IORN AN,INE081A01020,335845,582.95
"Kopran Ltd.,",INE082A01010,2349,3.88
Morepen Laboratories Ltd.,INE083A01026,239667,125.12
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,229299,341.64
Amanta Healthcare Limited,INE084K01015,28,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1160,7.20
CHAMBAL FERT,INE085A01013,588843,2609.71
Thangamayil Jewellery Limited,INE085J01014,771,30.55
"Electrosteel Castings Ltd.,",INE086A01029,248652,244.48
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,913217,297.51
Paradeep Phosphates Limited,INE088F01024,431051,753.14
DR.REDDY'S L,INE089A01031,10620,133.74
Sterlite Technologies Limited.,INE089C01029,44578,46.96
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,19914,23.54
Krsnaa Diagnostics Limited,INE08LI01020,594,4.84
M & B ENGINEERING LIMITED,INE08N601015,11293,43.59
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,77336,155.37
Greenpanel Industries Limited,INE08ZM01014,4742,12.79
Scoda Tubes Limited,INE090501011,13803,23.63
ICICI Bank Ltd.,INE090A01021,37079,515.32
Jai Balaji Industries Limited,INE091G01026,113566,90.75
TATA CHEMICA,INE092A01019,56282,470.12
INDIA NIPP E,INE092B01025,116,1.00
IDFC FIRST BANK LIMITED,INE092T01019,719597,558.94
Hexaware Technologies Limited,INE093A01041,5819,41.60
OBEROI REALTY LIMITED,INE093I01010,3621,62.83
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,192981,123.75
HINDUSTAN PE,INE094A01015,81549,374.15
Ashika Credit Capital Ltd.,INE094B01013,13727,48.73
Kolte-Patil Developers Ltd,INE094I01018,4213,14.60
UTI Asset Management Company Limited,INE094J01016,9256,115.08
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33345,310.39
NBCC (India) Limited,INE095N01031,542387,603.33
NUCLEU SOF E,INE096B01018,634,7.18
Amrutanjan Health Care Limited,INE098F01031,256,1.93
Mishra Dhatu Nigam Limited,INE099Z01011,64143,244.02
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2066,74.15
Indigo Paints Limited,INE09VQ01012,1019,12.28
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5642,26.97
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,205165,160.98
Ceigall India Limited,INE0AG901020,2297,6.15
Hemisphere Properties India Limited,INE0AJG01018,62597,95.03
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,55,0.83
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1896,8.52
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,366,0.64
Bansal Wire Industries Limited,INE0B9K01025,2906,9.10
Go Fashion (India) Limited,INE0BJS01011,8420,51.58
Premier Energies Limited,INE0BS701011,750041,7537.13
C.E. Info Systems Limited,INE0BV301023,4438,78.30
Aether Industries Limited,INE0BWX01014,7072,65.07
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5971,11.19
Jubilant Ingrevia Limited,INE0BY001018,9468,69.68
Oswal Pumps Limited,INE0BYP01024,29239,177.13
Urban Company Limited,INE0CAZ01013,34053,44.37
Mukka Proteins Limited,INE0CG401037,31039,11.93
Knowledge Marine & Engineering Works Limited,INE0CJD01029,2051,35.91
Western Carriers (India) Limited,INE0CJF01024,37681,49.07
RateGain Travel Technologies Limited,INE0CLI01024,2320977,13584.42
Meghmani Organics Limited,INE0CT101020,413787,322.01
GMR Power and Urban Infra Limited,INE0CU601026,52288,63.10
Anthem Biosciences Limited,INE0CZ201020,8875,63.09
Sigachi Industries Limited,INE0D0K01022,359449,119.73
India Pesticides Limited,INE0D6701023,29854,60.74
Ksolves India Limited,INE0D6I01023,314,1.10
RailTel Corporation of India Limited,INE0DD101019,139009,542.85
PIRAMAL PHARMA LIMITED,INE0DK501011,265333,526.11
Fairchem Organics Limited,INE0DNW01011,1649,16.81
INNOVA CAPTAB LIMITED,INE0DUT01020,838,7.29
Syrma SGS Technology Limited,INE0DYJ01015,67038,501.36
HMA Agro Industries Limited,INE0ECP01024,976,0.29
TARC LIMITED,INE0EK901012,76542,130.70
Network People Services Technologies Limited,INE0FFK01017,1228,23.77
Deep Industries Limited,INE0FHS01024,13049,59.62
Motisons Jewellers Limited,INE0FRK01020,316946,58.58
Motherson Sumi Wiring India Limited,INE0FS801015,351300,161.81
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,945734,3680.52
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3864,50.36
HP Adhesives Limited,INE0GSL01024,1061,0.54
ALL TIME PLASTICS LIMITED,INE0GV601021,360,0.91
Windlas Biotech Limited,INE0H5O01029,1013,8.63
ArisInfra Solutions Limited,INE0H9P01028,12277,16.94
Fabtech Technologies Limited,INE0HF201011,3734,8.00
One Mobikwik Systems Limited,INE0HLU01028,42113,109.34
Tracxn Technologies Limited,INE0HMF01019,920,0.58
Billionbrains Garage Ventures Limited,INE0HOQ01053,302472,500.39
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3774,11.07
Le Travenues Technology Limited,INE0HV901016,33381,84.99
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,12444,59.68
Capillary Technologies India Limited,INE0ILV01024,697,4.55
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,13199,35.53
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,20764,543.08
Rashi Peripherals Limited,INE0J1F01024,5419,17.82
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,109669,989.52
Honasa Consumer Limited,INE0J5401028,14007,40.74
Jeena Sikho Lifecare Limited,INE0J5801029,7590,52.75
Venus Pipes & Tubes Limited,INE0JA001018,6326,86.59
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,15547,113.22
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,22570,37.60
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1319,5.99
Harsha Engineers International Limited,INE0JUS01029,300533,1247.08
Garuda Construction and Engineering Limited,INE0JVO01026,16616,31.89
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,21420,147.49
Eureka Forbes Limited,INE0KCE01017,101477,529.55
Rhetan TMT Limited,INE0KKN01029,21732,5.63
DCX Systems Limited,INE0KL801015,101138,244.48
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,416,0.87
Bajel Projects Limited,INE0KQN01018,3180,5.02
Gopal Snacks Limited,INE0L9R01028,15154,52.25
Avalon Technologies Limited,INE0LCL01028,4147,40.21
Ather Energy Limited,INE0LEZ01016,6149,43.16
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,66914,159.91
Cello World Limited,INE0LMW01024,8546,53.00
IKIO Technologies Limited,INE0LOJ01019,4334,12.31
Physicswallah Limited,INE0LP301011,89827,120.37
Aarti Pharmalabs Limited,INE0LRU01027,9157,78.23
Quadrant Future Tek Limited,INE0LRY01011,24231,91.47
Ola Electric Mobility Limited,INE0LXG01040,1046134,397.47
REDTAPE Limited,INE0LXT01019,37591,52.65
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,5519,9.38
J.G.Chemicals Limited,INE0MB501011,4470,19.51
REGAAL RESOURCES LIMITED,INE0MHO01029,1508,1.15
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,12026,32.85
TRUALT BIOENERGY LIMITED,INE0MWH01014,3601,14.67
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,1115,4.32
BEML Land Assets Limited,INE0N7W01012,1169,2.50
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1307,6.58
BLS E-Services Limited,INE0NLT01010,1168,2.00
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,640391,281.25
R K Swamy Limited,INE0NQ801033,35,0.04
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,17905,623.29
Kross Limited,INE0O6601022,10545,22.69
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,520,1.23
Rossell Techsys Limited,INE0OJW01016,2596,18.74
NTPC GREEN ENERGY LIMITED,INE0ONG01011,477827,482.54
Deepak Builders and Engineers India Limited,INE0OPA01019,825,1.11
EMS LIMITED,INE0OV601013,24412,129.36
Shipping Corporation of India Land and Assets Limited,INE0PB301013,31798,16.20
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,468,1.74
Orient Technologies Limited,INE0PPK01015,4975,19.41
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,7323,19.74
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,14628,122.20
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1300,20.08
International Gemmological Institute India Limited,INE0Q9301021,14901,53.48
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,92,0.56
ARKADE DEVELOPERS LIMITED,INE0QRL01017,31540,51.13
Denta Water and Infra Solutions Limited,INE0R4L01018,2702,10.04
SRM CONTRACTORS LIMITED,INE0R6Z01013,251,1.26
PATEL RETAIL LIMITED,INE0R8B01010,1252,2.93
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,11599,91.29
Gala Precision Engineering Limited,INE0RE001014,88,0.80
Tolins Tyres Limited,INE0RWQ01014,2347,4.13
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,7013,3.33
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,33,0.06
Pace Digitek Limited,INE0S3G01027,18505,36.21
CRIZAC LIMITED,INE0S4R01014,19350,58.83
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,9041,73.12
VMS TMT LIMITED,INE0SJA01013,587,0.30
MAMATA MACHINERY LIMITED,INE0TO701015,13907,64.63
Glottis Limited,INE0TQE01026,1329,0.90
Solarworld Energy Solutions Limited,INE0TY101024,6627,16.90
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1028,9.66
Bluspring Enterprises Limited,INE0U4101014,24023,19.49
Digitide Solutions Limited,INE0U4701011,19907,38.02
BlackBuck Limited,INE0UIZ01018,6129,37.77
Sanofi Consumer Healthcare India Limited,INE0UOS01011,83,3.90
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14800,364.37
CARRARO INDIA LIMITED,INE0V7W01012,803,4.13
Sri Lotus Developers and Realty Limited,INE0V9Q01010,58930,108.39
Meesho Limited,INE0VDM01015,1222,2.11
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,971871,505.34
Laxmi Dental Limited,INE0WO601020,3869,11.85
Midwest Limited,INE0XAD01024,3032,44.46
ANLON HEALTHCARE LIMITED,INE0Y8W01017,11,0.02
Jain Resource Recycling Limited,INE0YD401026,21988,90.55
Atlanta Electricals Limited,INE0Z4F01028,518,4.38
ATUL LTD.,INE100A01010,1730,113.82
Mahindra & Mahindra Ltd.,INE101A01026,20650,739.37
Granules India Ltd.,INE101D01020,19912,117.58
Afcons Infrastructure Limited,INE101I01011,21994,85.94
HLV LIMITED,INE102A01024,6301,0.91
Choice International Ltd,INE102B01014,423525,3218.24
Godrej Consumer Products Ltd.,INE102D01028,3381,42.82
Allied Digital Services Limited,INE102I01027,6912,13.83
MANGALORE RE,INE103A01014,235718,391.09
SMC Global Securities Limited,INE103C01036,205,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,127,1.53
TVS Holdings Limited,INE105A01035,172,24.88
RPG Life Sciences Limited,INE105J01010,158,3.67
HI-TECH PIPES LIMITED,INE106T01025,271185,274.64
TAMILNADU NE,INE107A01015,14206,23.79
Awfis Space Solutions Limited,INE108V01019,10396,59.09
SHIPPING COR,INE109A01011,225800,553.12
ARMAN FIN,INE109C01017,730,11.14
CONTAIN CORP,INE111A01025,83454,480.40
FINANC TECHN,INE111B01023,632,5.60
PDS LIMITED,INE111Q01021,2502,8.90
Metropolis Healthcare Limited,INE112L01020,1528,30.74
GUJ NARMADA,INE113A01013,52056,274.46
STEEL AUTHOR,INE114A01011,363535,528.04
Lic Housing Finance Ltd.,INE115A01026,95926,567.42
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1522,26.28
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,9304,506.23
BAJ HOLD INV,INE118A01012,2118,248.91
Nuvoco Vistas Corporation Limited,INE118D01016,13405,51.87
Balrampur Chini Mills Ltd.,INE119A01028,12529,63.04
Carborundum Universal Ltd.,INE120A01034,5127,47.75
CHOL INV FN,INE121A01024,10034,168.70
JSW Energy Limited,INE121E01018,78342,406.81
INDUS TOWERS LIMITED,INE121J01017,38287,156.54
"MMTC Ltd.,",INE123F01029,101008,71.64
SBI Life Insurance Company Limited,INE123W01016,1594,28.24
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,244990,215.36
"E.I.D. Parry (India) Ltd.,",INE126A01031,3598,37.65
APOLLO PIPES LIMITED,INE126J01016,2897,10.28
HDFC Asset Management Company Limited,INE127D01025,15213,413.93
Goodluck India Limited,INE127I01024,6254,73.31
K.P. Energy Limited,INE127T01021,33963,131.48
Eveready Industries India Ltd.,INE128A01029,19710,70.76
Five-Star Business Finance Ltd.,INE128S01021,20821,120.29
Archean Chemical Industries Limited,INE128X01021,6185,37.97
GAIL INDIA,INE129A01019,368434,657.46
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,54916,57.61
Fujiyama Power Systems Limited,INE12UR01024,180,0.40
Gujarat Mineral Development Corpora,INE131A01031,195379,1007.22
Relaxo Footwears Ltd.,INE131B01039,14196,64.95
Aurionpro Solutions Ltd.,INE132H01018,4487,51.33
Akzo Nobel India Limited,INE133A01011,1800,57.71
TILAKNAG IND,INE133E01013,53287,245.86
IFGL Refractories Limited,INE133Y01011,664,1.49
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,381658,1506.99
Cyient Limited,INE136B01020,18587,232.99
Neogen Chemicals Limited,INE136S01016,2060,28.62
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,47153,531.78
"National Aluminium Co. Ltd.,",INE139A01034,222228,764.66
UCAL LIMITED,INE139B01016,550,0.70
FUSION FINANCE LIMITED,INE139R01012,23711,45.49
Saatvik Green Energy Limited,INE13B501022,2558,10.93
