SEBI REPORT For Trade date 09-Apr-2026


Sr.No.,Particulars,Rs. In Lakhs,
"V.I.P. Industries Ltd.,",INE054A01027,16807,62.93
Waterbase Limited,INE054C01015,17090,9.60
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,19637,291.59
Cyient DLM Limited,INE055S01018,15796,66.43
IVALUE INFOSOLUTIONS LIMITED,INE056801025,358,0.87
Refex Industries Limited,INE056I01025,22823,62.33
Sanofi India Ltd,INE058A01010,944,39.06
"Cipla Ltd.,",INE059A01026,27311,376.05
La Opala RG Ltd.,INE059D01020,2612,6.48
Hindware Home Innovation Limited,INE05AN01011,5245,11.82
Ratnaveer Precision Engineering Limited,INE05CZ01011,339110,552.16
Indogulf Cropsciences Limited,INE05J901018,99,0.10
BHARAT COKING COAL LIMITED,INE05XR01022,304264,104.20
Likhitha Infrastructure Limited,INE060901027,2051,4.80
Navneet Education Limited,INE060A01024,4900,7.16
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,37019,332.22
"State Bank Of India,",INE062A01020,146252,1585.49
ALICON,INE062D01024,54,0.47
Pondy Oxides & Chemicals Limited,INE063E01053,6788,84.43
Equitas Small Finance Bank Limited,INE063P01018,136971,86.02
TIMES GROUP,INE064A01026,719944,2212.62
Trident Ltd.,INE064C01022,900349,255.84
AEROFLEX ENTERPRISES LIMITED,INE065D01027,1532,1.19
Indegene Limited,INE065X01017,7708,42.97
Eicher Motors Ltd.,INE066A01021,5553,398.07
Hindustan Aeronautics Limited,INE066F01020,94461,4184.45
Wonderla Holidays Limited,INE066O01014,2565,16.40
Inox Wind Limited,INE066P01011,437952,549.47
CG Power and Industrial Solutions Limited,INE067A01029,49315,349.74
CANTABIL RETAIL INDIA LIMITED,INE068L01024,1278,3.35
Gland Pharma Limited,INE068V01023,1834,32.94
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,1802,2.53
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1749,2.97
INDIQUBE SPACES LIMITED,INE06ST01018,1375,2.31
LAXMI INDIA FINANCE LIMITED,INE06WU01026,1870,2.38
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,17236,32.91
SHREE CEMENT,INE070A01015,299,79.31
Jai Corp Limited,INE070D01027,34397,46.25
INSECTCID,INE070I01018,298,2.05
Ugar Sugar Works Ltd.,INE071E01023,509,0.24
Epigral Limited,INE071N01016,2580,39.27
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3139,29.58
Sona BLW Precision Forgings Limited,INE073K01018,23403,120.06
Praj Industries Ltd.,INE074A01025,132703,509.92
Paramount Communications Ltd.,INE074B01023,88719,40.47
WIPRO LTD.,INE075A01022,365725,817.30
G M BREWERIE,INE075D01018,6218,71.18
HealthCare Global Enterprises Limited,INE075I01017,1509,9.59
SIYAR SILK M,INE076B01028,3024,18.52
IFB Agro Industries Ltd,INE076C01018,117,1.10
GOCL Corporation Limited ,INE077F01035,2163,6.22
Vikram Solar Limited,INE078V01014,68972,158.96
Ambuja Cements Ltd.,INE079A01024,76500,395.98
Gateway Distriparks Limited,INE079J01017,44127,27.46
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,52435,174.29
Easy Trip Planners Limited,INE07O001026,657306,72.03
NDR Auto Components Limited,INE07OG01012,375,3.34
Supriya Lifescience Limited,INE07RO01027,8117,59.32
Restaurant Brands Asia Limited,INE07T201019,269705,186.68
IRM ENERGY LIMITED,INE07U701015,14659,39.69
HITACHI ENERGY INDIA LIMITED,INE07Y701011,1204,297.83
LLOYDS ENTERPRISES LIMITED,INE080I01025,3096792,2377.98
TATA IORN AN,INE081A01020,367096,690.96
"Kopran Ltd.,",INE082A01010,2959,4.74
Morepen Laboratories Ltd.,INE083A01026,296281,141.63
Themis Medicare Ltd.,INE083B01024,1536,2.07
BANK OF INDI,INE084A01016,510544,789.18
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,3357,16.52
CHAMBAL FERT,INE085A01013,724355,3201.23
Thangamayil Jewellery Limited,INE085J01014,865,34.29
"Electrosteel Castings Ltd.,",INE086A01029,279568,258.31
Shree Renuka Sugars Ltd.,INE087H01022,732669,221.73
Paradeep Phosphates Limited,INE088F01024,421149,659.57
DR.REDDY'S L,INE089A01031,10404,128.52
Sterlite Technologies Limited.,INE089C01029,27385,49.08
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,28420,31.92
Krsnaa Diagnostics Limited,INE08LI01020,1007,7.44
M & B ENGINEERING LIMITED,INE08N601015,6909,24.93
SANSTAR LIMITED,INE08NE01025,4706,4.55
Samhi Hotels Limited,INE08U801020,56571,107.00
Greenpanel Industries Limited,INE08ZM01014,6570,15.01
Scoda Tubes Limited,INE090501011,13793,23.24
ICICI Bank Ltd.,INE090A01021,64990,867.29
Jai Balaji Industries Limited,INE091G01026,115085,84.25
TATA CHEMICA,INE092A01019,90091,673.41
INDIA NIPP E,INE092B01025,153,1.24
IDFC FIRST BANK LIMITED,INE092T01019,1326295,933.16
Hexaware Technologies Limited,INE093A01041,15787,86.54
OBEROI REALTY LIMITED,INE093I01010,3067,51.65
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,238717,127.20
HINDUSTAN PE,INE094A01015,93339,380.52
Kolte-Patil Developers Ltd,INE094I01018,4025,13.61
UTI Asset Management Company Limited,INE094J01016,7818,91.71
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,42850,387.25
NBCC (India) Limited,INE095N01031,933893,926.90
NUCLEU SOF E,INE096B01018,273,2.81
Amrutanjan Health Care Limited,INE098F01031,160,1.20
Mishra Dhatu Nigam Limited,INE099Z01011,51367,186.50
Aarti Surfactants Limited,INE09EO01013,102,0.40
Gujarat Fluorochemicals Limited,INE09N301011,1329,46.77
Indigo Paints Limited,INE09VQ01012,2413,23.12
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,6427,32.24
Dc Infotech and Communication Limited,INE0A1101019,8333,23.42
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,198217,122.14
Ceigall India Limited,INE0AG901020,4565,13.34
Hemisphere Properties India Limited,INE0AJG01018,65260,91.99
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,844,14.96
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1093,4.86
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,223,0.42
Bansal Wire Industries Limited,INE0B9K01025,1305,3.69
Go Fashion (India) Limited,INE0BJS01011,5278,28.13
Premier Energies Limited,INE0BS701011,22400,216.99
C.E. Info Systems Limited,INE0BV301023,6148,86.24
Aether Industries Limited,INE0BWX01014,4427,42.24
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,3944,6.29
Jubilant Ingrevia Limited,INE0BY001018,12148,83.37
Oswal Pumps Limited,INE0BYP01024,53388,228.31
Urban Company Limited,INE0CAZ01013,144246,182.20
Mukka Proteins Limited,INE0CG401037,30547,11.78
Knowledge Marine & Engineering Works Limited,INE0CJD01029,1550,25.37
Western Carriers (India) Limited,INE0CJF01024,26985,35.00
RateGain Travel Technologies Limited,INE0CLI01024,2183879,13306.34
Meghmani Organics Limited,INE0CT101020,527176,355.21
GMR Power and Urban Infra Limited,INE0CU601026,42911,51.60
Anthem Biosciences Limited,INE0CZ201020,6602,44.52
Sigachi Industries Limited,INE0D0K01022,280468,93.69
India Pesticides Limited,INE0D6701023,20537,40.46
Ksolves India Limited,INE0D6I01023,165,0.59
RailTel Corporation of India Limited,INE0DD101019,144372,516.52
PIRAMAL PHARMA LIMITED,INE0DK501011,263084,488.57
Fairchem Organics Limited,INE0DNW01011,4764,33.95
INNOVA CAPTAB LIMITED,INE0DUT01020,705,6.26
Syrma SGS Technology Limited,INE0DYJ01015,51370,415.04
Wakefit Innovations Limited,INE0E7301029,1362,2.56
HMA Agro Industries Limited,INE0ECP01024,716,0.20
TARC LIMITED,INE0EK901012,80127,125.01
Network People Services Technologies Limited,INE0FFK01017,872,15.02
Deep Industries Limited,INE0FHS01024,14450,65.18
Motisons Jewellers Limited,INE0FRK01020,189723,37.48
Motherson Sumi Wiring India Limited,INE0FS801015,331031,142.07
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,914765,3551.96
Tatva Chintan Pharma Chem Limited,INE0GK401011,2931,37.29
HP Adhesives Limited,INE0GSL01024,674,0.29
ALL TIME PLASTICS LIMITED,INE0GV601021,154,0.43
Windlas Biotech Limited,INE0H5O01029,819,6.80
ArisInfra Solutions Limited,INE0H9P01028,24187,27.76
Fabtech Technologies Limited,INE0HF201011,1533,3.07
One Mobikwik Systems Limited,INE0HLU01028,52017,121.29
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,291393,505.30
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2065,5.89
Le Travenues Technology Limited,INE0HV901016,51244,104.94
Prabha Energy Limited,INE0I0M01023,7,0.01
Dhampur Bio Organics Limited,INE0I3401014,11,0.01
Latent View Analytics Limited,INE0I7C01011,44368,162.50
Capillary Technologies India Limited,INE0ILV01024,2056,12.17
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,30470,67.58
Veranda Learning Solutions Limited,INE0IQ001011,945,2.06
Data Patterns (India) Limited,INE0IX101010,13929,413.57
Rashi Peripherals Limited,INE0J1F01024,3661,13.77
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,104921,940.63
Honasa Consumer Limited,INE0J5401028,11715,36.70
Jeena Sikho Lifecare Limited,INE0J5801029,12152,81.49
Venus Pipes & Tubes Limited,INE0JA001018,4116,57.16
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,14905,107.92
Sanathan Textiles Limited,INE0JPD01013,236,1.04
YATRA ONLINE LIMITED,INE0JR601024,33799,41.02
DREAMFOLKS SERVICES LIMITED,INE0JS101016,2158,6.41
Global Surfaces Limited,INE0JSX01015,1057,0.51
Harsha Engineers International Limited,INE0JUS01029,300475,1246.84
Garuda Construction and Engineering Limited,INE0JVO01026,10491,19.06
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,52902,253.73
Eureka Forbes Limited,INE0KCE01017,97470,508.13
Rhetan TMT Limited,INE0KKN01029,292688,76.10
DCX Systems Limited,INE0KL801015,104344,222.56
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,278,0.58
Bajel Projects Limited,INE0KQN01018,2869,4.67
Gopal Snacks Limited,INE0L9R01028,7366,25.09
Avalon Technologies Limited,INE0LCL01028,4954,51.01
Ather Energy Limited,INE0LEZ01016,27746,217.56
INSOLATION ENERGY LIMITED,INE0LGX01024,897,0.88
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,67248,144.09
Cello World Limited,INE0LMW01024,11668,63.16
IKIO Technologies Limited,INE0LOJ01019,4052,11.43
Physicswallah Limited,INE0LP301011,193719,215.51
Aarti Pharmalabs Limited,INE0LRU01027,8345,67.12
Quadrant Future Tek Limited,INE0LRY01011,21798,75.52
Ola Electric Mobility Limited,INE0LXG01040,1351526,454.53
REDTAPE Limited,INE0LXT01019,30281,41.20
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,3729,5.06
J.G.Chemicals Limited,INE0MB501011,4353,17.34
REGAAL RESOURCES LIMITED,INE0MHO01029,1770,1.44
Epack Prefab Technologies Limited,INE0MLS01022,10503,22.54
TRUALT BIOENERGY LIMITED,INE0MWH01014,1654,6.90
Rishabh Instruments Limited,INE0N2P01017,267,1.09
BEML Land Assets Limited,INE0N7W01012,1456,3.00
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1400,6.62
BLS E-Services Limited,INE0NLT01010,29769,48.52
NMDC Steel Limited,INE0NNS01018,458805,201.80
R K Swamy Limited,INE0NQ801033,885,0.77
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,28091,971.02
Kross Limited,INE0O6601022,5002,10.66
Indef Manufacturing Limited,INE0O9T01021,435,1.81
JNK India Limited,INE0OAF01028,3607,8.90
Rossell Techsys Limited,INE0OJW01016,1932,14.72
NTPC GREEN ENERGY LIMITED,INE0ONG01011,407782,408.06
Deepak Builders and Engineers India Limited,INE0OPA01019,10350,7.22
EMS LIMITED,INE0OV601013,28593,127.44
Gaudium IVF and Women Health Limited,INE0P8B01020,500,0.40
GHCL Textiles Limited,INE0PA801013,100,0.07
Shipping Corporation of India Land and Assets Limited,INE0PB301013,25621,12.60
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1563,4.04
Orient Technologies Limited,INE0PPK01015,11124,36.45
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,550,0.36
Platinum Industries Limited,INE0PT501018,3704,10.51
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,11582,106.16
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,306,4.29
International Gemmological Institute India Limited,INE0Q9301021,6656,24.15
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,1724,11.28
ARKADE DEVELOPERS LIMITED,INE0QRL01017,31200,45.53
Denta Water and Infra Solutions Limited,INE0R4L01018,3509,11.25
SRM CONTRACTORS LIMITED,INE0R6Z01013,1020,4.55
PATEL RETAIL LIMITED,INE0R8B01010,686,1.61
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,10282,82.18
Gala Precision Engineering Limited,INE0RE001014,87,0.73
Tolins Tyres Limited,INE0RWQ01014,1999,3.48
Stallion India Fluorochemicals Limited,INE0RYC01010,6617,8.49
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,5757,2.43
Pace Digitek Limited,INE0S3G01027,76538,128.99
CRIZAC LIMITED,INE0S4R01014,16095,41.13
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,12080,105.92
VMS TMT LIMITED,INE0SJA01013,12,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,8954,40.80
Glottis Limited,INE0TQE01026,1155,0.77
Solarworld Energy Solutions Limited,INE0TY101024,8574,18.31
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1895,15.52
Bluspring Enterprises Limited,INE0U4101014,15820,12.74
Digitide Solutions Limited,INE0U4701011,24844,32.97
Omnitech Engineering Limited,INE0UH301010,3794,12.44
BlackBuck Limited,INE0UIZ01018,10138,61.05
Sanofi Consumer Healthcare India Limited,INE0UOS01011,254,11.88
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,200146,216.76
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,17074,371.85
CARRARO INDIA LIMITED,INE0V7W01012,1050,5.35
Sri Lotus Developers and Realty Limited,INE0V9Q01010,50994,85.15
Meesho Limited,INE0VDM01015,6365,9.69
Sagility Limited,INE0W2G01015,954087,465.39
Laxmi Dental Limited,INE0WO601020,6895,16.47
Midwest Limited,INE0XAD01024,4680,57.86
ANLON HEALTHCARE LIMITED,INE0Y8W01017,20,0.02
Jain Resource Recycling Limited,INE0YD401026,14054,60.52
Atlanta Electricals Limited,INE0Z4F01028,1554,17.89
ATUL LTD.,INE100A01010,685,48.13
"W.S. Industries (India) Ltd.,",INE100D01014,0,0.00
Mahindra & Mahindra Ltd.,INE101A01026,46015,1536.11
Granules India Ltd.,INE101D01020,27033,160.10
Afcons Infrastructure Limited,INE101I01011,15961,55.14
HLV LIMITED,INE102A01024,4393,0.59
Choice International Ltd,INE102B01014,402746,3048.55
Godrej Consumer Products Ltd.,INE102D01028,3760,45.93
Allied Digital Services Limited,INE102I01027,5902,11.24
MANGALORE RE,INE103A01014,228567,434.53
SMC Global Securities Limited,INE103C01036,3788,2.34
TRAVEL FOOD SERVICES LIMITED,INE103V01028,1345,17.11
TVS Holdings Limited,INE105A01035,143,20.58
RPG Life Sciences Limited,INE105J01010,162,3.70
HI-TECH PIPES LIMITED,INE106T01025,226567,221.50
TAMILNADU NE,INE107A01015,13050,21.57
Awfis Space Solutions Limited,INE108V01019,18646,72.04
SHIPPING COR,INE109A01011,245008,611.78
ARMAN FIN,INE109C01017,560,8.60
Mindteck (India) Ltd,INE110B01017,180,0.40
CONTAIN CORP,INE111A01025,68347,377.97
FINANC TECHN,INE111B01023,741,5.13
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,131,0.62
PDS LIMITED,INE111Q01021,3249,10.91
Metropolis Healthcare Limited,INE112L01020,3107,11.78
GUJ NARMADA,INE113A01013,37500,188.20
STEEL AUTHOR,INE114A01011,219844,338.60
Lic Housing Finance Ltd.,INE115A01026,90413,517.04
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1147,16.79
Apcotex Industries Limited,INE116A01032,138,0.49
ZF STEERING,INE116C01012,92,0.84
ABB Ltd.,INE117A01022,2547,156.15
BAJ HOLD INV,INE118A01012,1414,152.20
Nuvoco Vistas Corporation Limited,INE118D01016,17189,59.50
PARK MEDI WORLD LIMITED,INE119201023,68345,136.17
Balrampur Chini Mills Ltd.,INE119A01028,8797,45.04
Carborundum Universal Ltd.,INE120A01034,2725,24.28
CHOL INV FN,INE121A01024,9420,151.36
JSW Energy Limited,INE121E01018,65389,340.07
INDUS TOWERS LIMITED,INE121J01017,36117,155.47
Amagi Media Labs Limited,INE121R01077,131,0.53
"MMTC Ltd.,",INE123F01029,126352,84.52
SBI Life Insurance Company Limited,INE123W01016,2038,37.60
Steelcast Ltd.,INE124E01038,390,0.88
DELTA CORP,INE124G01033,208272,176.03
"E.I.D. Parry (India) Ltd.,",INE126A01031,8251,76.38
APOLLO PIPES LIMITED,INE126J01016,1713,6.78
HDFC Asset Management Company Limited,INE127D01025,10734,288.08
Goodluck India Limited,INE127I01024,4820,52.58
K.P. Energy Limited,INE127T01021,21547,73.33
Eveready Industries India Ltd.,INE128A01029,19708,70.62
Five-Star Business Finance Ltd.,INE128S01021,26532,127.84
Archean Chemical Industries Limited,INE128X01021,2805,17.27
GAIL INDIA,INE129A01019,459877,760.96
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,50337,54.13
SHADOWFAX TECHNOLOGIES LIMITED,INE12UN01015,125,0.14
Fujiyama Power Systems Limited,INE12UR01024,2634,5.58
Gujarat Mineral Development Corpora,INE131A01031,113067,555.09
Relaxo Footwears Ltd.,INE131B01039,14581,58.70
Aurionpro Solutions Ltd.,INE132H01018,6525,65.38
Akzo Nobel India Limited,INE133A01011,1765,56.11
TILAKNAG IND,INE133E01013,40607,188.72
IFGL Refractories Limited,INE133Y01011,1143,2.09
