SEBI REPORT For Trade date 14-Oct-2025


Sr.No.,Particulars,Rs. In Lakhs,
FORTIS HEALTHCARE LIMITED,INE061F01013,7267,66.41
"State Bank Of India,",INE062A01020,104125,862.31
Pondy Oxides & Chemicals Limited,INE063E01053,6334,79.45
Equitas Small Finance Bank Limited,INE063P01018,300410,193.33
Trident Ltd.,INE064C01022,751448,233.62
AEROFLEX ENTERPRISES LIMITED,INE065D01027,7701,7.80
Indegene Limited,INE065X01017,14707,84.92
Eicher Motors Ltd.,INE066A01021,2935,195.62
Hindustan Aeronautics Limited,INE066F01020,85689,4067.89
Wonderla Holidays Limited,INE066O01014,11423,75.07
Inox Wind Limited,INE066P01011,451025,769.87
CG Power and Industrial Solutions Limited,INE067A01029,62542,462.16
CANTABIL RETAIL INDIA LIMITED,INE068L01024,2772,7.88
Gland Pharma Limited,INE068V01023,3580,67.26
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,535121,580.17
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,1011,2.66
INDIQUBE SPACES LIMITED,INE06ST01018,1353,3.19
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3672,5.90
Gem Aromatics Limited,INE06XZ01023,201,0.50
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,2031,4.59
SHREE CEMENT,INE070A01015,71,20.80
Jai Corp Limited,INE070D01027,35169,57.83
INSECTCID,INE070I01018,770,7.24
Ugar Sugar Works Ltd.,INE071E01023,2248,1.41
Epigral Limited,INE071N01016,2046,37.61
Associated Alcohols & Breweries Ltd,INE073G01016,2185,23.24
Sona BLW Precision Forgings Limited,INE073K01018,72043,341.97
Praj Industries Ltd.,INE074A01025,132320,562.17
Paramount Communications Ltd.,INE074B01023,100458,50.88
WIPRO LTD.,INE075A01022,167115,430.35
G M BREWERIE,INE075D01018,1632,11.52
HealthCare Global Enterprises Limited,INE075I01017,2895,19.11
SIYAR SILK M,INE076B01028,1324,10.56
GOCL Corporation Limited ,INE077F01035,902,3.42
Vikram Solar Limited,INE078V01014,731,2.45
Ambuja Cements Ltd.,INE079A01024,53687,317.75
Gateway Distriparks Limited,INE079J01017,132012,89.92
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,58045,227.33
Easy Trip Planners Limited,INE07O001026,1698191,216.15
NDR Auto Components Limited,INE07OG01012,534,4.94
Supriya Lifescience Limited,INE07RO01027,5222,36.11
Restaurant Brands Asia Limited,INE07T201019,121094,98.22
IRM ENERGY LIMITED,INE07U701015,6864,24.09
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2716,533.59
LLOYDS ENTERPRISES LIMITED,INE080I01025,3065264,2364.14
TATA IORN AN,INE081A01020,344126,543.47
"Kopran Ltd.,",INE082A01010,3096,5.46
Morepen Laboratories Ltd.,INE083A01026,406880,238.35
Themis Medicare Ltd.,INE083B01024,5590,7.41
BANK OF INDI,INE084A01016,478502,576.31
Amanta Healthcare Limited,INE084K01015,247,0.33
CHAMBAL FERT,INE085A01013,87105,481.40
Thangamayil Jewellery Limited,INE085J01014,375,7.72
"Electrosteel Castings Ltd.,",INE086A01029,257534,272.21
KESORAM IND,INE087A01019,3040,0.17
Shree Renuka Sugars Ltd.,INE087H01022,956097,334.59
Paradeep Phosphates Limited,INE088F01024,318186,615.17
DR.REDDY'S L,INE089A01031,10266,131.10
Sterlite Technologies Limited.,INE089C01029,20044,24.13
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,4199,3.62
Krsnaa Diagnostics Limited,INE08LI01020,3424,31.68
M & B ENGINEERING LIMITED,INE08N601015,3672,15.22
SANSTAR LIMITED,INE08NE01025,3458,3.65
Samhi Hotels Limited,INE08U801020,69051,148.76
Greenpanel Industries Limited,INE08ZM01014,2914,9.86
Scoda Tubes Limited,INE090501011,10262,20.02
ICICI Bank Ltd.,INE090A01021,53397,742.73
Jai Balaji Industries Limited,INE091G01026,73605,76.72
TATA CHEMICA,INE092A01019,26469,245.83
INDIA NIPP E,INE092B01025,349,3.28
IDFC FIRST BANK LIMITED,INE092T01019,825166,584.92
Hexaware Technologies Limited,INE093A01041,9864,74.79
OBEROI REALTY LIMITED,INE093I01010,7434,126.28
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,208239,145.06
HINDUSTAN PE,INE094A01015,65755,284.94
Kolte-Patil Developers Ltd,INE094I01018,6604,25.76
UTI Asset Management Company Limited,INE094J01016,5494,75.27
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,93920,788.64
NBCC (India) Limited,INE095N01031,556554,633.82
NUCLEU SOF E,INE096B01018,1201,13.93
Amrutanjan Health Care Limited,INE098F01031,1123,8.85
Mishra Dhatu Nigam Limited,INE099Z01011,65426,271.60
Aarti Surfactants Limited,INE09EO01013,6,0.03
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,1937,73.77
Indigo Paints Limited,INE09VQ01012,2611,29.40
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,7049,34.14
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,116379,157.10
Ceigall India Limited,INE0AG901020,8381,22.39
Hemisphere Properties India Limited,INE0AJG01018,57606,92.08
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,27281,579.40
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,2443,11.26
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,1022,1.96
Bansal Wire Industries Limited,INE0B9K01025,599,2.31
Go Fashion (India) Limited,INE0BJS01011,3518,29.66
Premier Energies Limited,INE0BS701011,419580,4389.84
C.E. Info Systems Limited,INE0BV301023,4348,79.79
Aether Industries Limited,INE0BWX01014,15901,121.23
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4141,8.59
Jubilant Ingrevia Limited,INE0BY001018,10114,75.09
Oswal Pumps Limited,INE0BYP01024,14035,112.38
Mukka Proteins Limited,INE0CG401037,30985,13.81
Max India Limited,INE0CG601016,106,0.25
Knowledge Marine & Engineering Works Limited,INE0CJD01011,1187,28.53
Western Carriers (India) Limited,INE0CJF01024,42915,57.12
RateGain Travel Technologies Limited,INE0CLI01024,220012,684.04
Meghmani Organics Limited,INE0CT101020,306029,264.27
GMR Power and Urban Infra Limited,INE0CU601026,75565,91.52
Anthem Biosciences Limited,INE0CZ201020,7062,57.66
Sigachi Industries Limited,INE0D0K01022,199200,97.47
India Pesticides Limited,INE0D6701023,26269,56.82
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,162028,661.16
PIRAMAL PHARMA LIMITED,INE0DK501011,228173,482.29
Fairchem Organics Limited,INE0DNW01011,1224,13.99
INNOVA CAPTAB LIMITED,INE0DUT01020,1024,9.13
Syrma SGS Technology Limited,INE0DYJ01015,44956,339.40
HMA Agro Industries Limited,INE0ECP01024,121,0.04
TARC LIMITED,INE0EK901012,6433,11.04
Network People Services Technologies Limited,INE0FFK01017,1396,28.89
Deep Industries Limited,INE0FHS01024,5708,29.30
Motisons Jewellers Limited,INE0FRK01020,256129,52.10
Motherson Sumi Wiring India Limited,INE0FS801015,508479,230.76
EPACK Durable Limited,INE0G5901015,1224900,4764.11
Exxaro Tiles Limited,INE0GFE01026,640,0.05
Tatva Chintan Pharma Chem Limited,INE0GK401011,3747,41.33
HP Adhesives Limited,INE0GSL01024,676,0.41
ALL TIME PLASTICS LIMITED,INE0GV601021,2958,7.94
Windlas Biotech Limited,INE0H5O01029,742,7.28
ArisInfra Solutions Limited,INE0H9P01028,800,1.27
One Mobikwik Systems Limited,INE0HLU01028,47160,136.66
Tracxn Technologies Limited,INE0HMF01019,6412,4.59
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,4351,13.22
Le Travenues Technology Limited,INE0HV901016,14671,42.57
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,21077,102.48
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,2117,5.72
Veranda Learning Solutions Limited,INE0IQ001011,1070,2.43
Data Patterns (India) Limited,INE0IX101010,13506,365.09
Rashi Peripherals Limited,INE0J1F01024,9682,28.91
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,97507,839.46
Honasa Consumer Limited,INE0J5401028,11643,33.83
Jeena Sikho Lifecare Limited,INE0J5801029,1836,14.90
Venus Pipes & Tubes Limited,INE0JA001018,7723,111.32
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,4886,36.22
Sanathan Textiles Limited,INE0JPD01013,115,0.55
YATRA ONLINE LIMITED,INE0JR601024,12514,19.89
DREAMFOLKS SERVICES LIMITED,INE0JS101016,2109,7.35
Harsha Engineers International Limited,INE0JUS01029,1201323,5331.79
Garuda Construction and Engineering Limited,INE0JVO01026,4167,8.63
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,22087,160.01
Eureka Forbes Limited,INE0KCE01017,99101,515.39
DCX Systems Limited,INE0KL801015,107680,297.39
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,907,1.89
Bajel Projects Limited,INE0KQN01018,37,0.08
Gopal Snacks Limited,INE0L9R01028,18673,69.29
Avalon Technologies Limited,INE0LCL01028,3659,36.19
Ather Energy Limited,INE0LEZ01016,12169,74.39
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,66523,173.03
Cello World Limited,INE0LMW01024,12846,78.63
IKIO Technologies Limited,INE0LOJ01019,5125,14.49
Aarti Pharmalabs Limited,INE0LRU01027,10890,97.63
Quadrant Future Tek Limited,INE0LRY01011,22329,99.52
Ola Electric Mobility Limited,INE0LXG01040,109833,68.61
REDTAPE Limited,INE0LXT01019,25839,38.18
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,8568,15.47
J.G.Chemicals Limited,INE0MB501011,2508,11.74
REGAAL RESOURCES LIMITED,INE0MHO01029,2270,1.99
Pyramid Technoplast Limited,INE0MIS01010,75,0.16
Udayshivakumar infra limited,INE0N0Y01013,1200,0.40
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1387,2.98
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,6601,35.53
BLS E-Services Limited,INE0NLT01010,1261,2.21
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,516582,230.21
R K Swamy Limited,INE0NQ801033,103,0.20
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,9261,345.66
Transindia Real Estate Limited,INE0O3901029,100,0.04
Kross Limited,INE0O6601022,32556,66.44
Indef Manufacturing Limited,INE0O9T01021,515,2.10
JNK India Limited,INE0OAF01028,386,1.24
Rossell Techsys Limited,INE0OJW01016,2316,17.37
NTPC GREEN ENERGY LIMITED,INE0ONG01011,484689,507.77
Deepak Builders and Engineers India Limited,INE0OPA01019,1245,1.96
EMS LIMITED,INE0OV601013,23146,139.63
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,46082,24.21
RBZ Jewellers Limited,INE0PEQ01016,705,1.04
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,101,0.47
Orient Technologies Limited,INE0PPK01015,9235,37.47
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.15
DIGIDRIVE DISTRIBUTORS LIMITED,INE0PSC01024,1025,0.33
Platinum Industries Limited,INE0PT501018,4042,12.32
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,23796,198.90
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2282,38.98
International Gemmological Institute India Limited,INE0Q9301021,14025,56.09
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,36539,64.59
Denta Water and Infra Solutions Limited,INE0R4L01018,2229,9.75
SRM CONTRACTORS LIMITED,INE0R6Z01013,2151,11.57
PATEL RETAIL LIMITED,INE0R8B01010,51,0.12
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,3775,24.59
Gala Precision Engineering Limited,INE0RE001014,226,2.12
Tolins Tyres Limited,INE0RWQ01014,406,0.77
Stallion India Fluorochemicals Limited,INE0RYC01010,10239,29.00
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,4230,2.58
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,277,0.49
CRIZAC LIMITED,INE0S4R01014,54826,164.75
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,4718,41.66
MAMATA MACHINERY LIMITED,INE0TO701015,20559,99.06
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,347,3.50
Bluspring Enterprises Limited,INE0U4101014,19905,16.46
Digitide Solutions Limited,INE0U4701011,20733,45.00
BlackBuck Limited,INE0UIZ01018,5450,36.76
Sanofi Consumer Healthcare India Limited,INE0UOS01011,5,0.27
GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,600,0.43
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,15041,393.32
CARRARO INDIA LIMITED,INE0V7W01012,2440,11.71
Sri Lotus Developers and Realty Limited,INE0V9Q01010,90199,175.03
Sagility Limited,INE0W2G01015,376877,170.05
Laxmi Dental Limited,INE0WO601020,6994,24.86
ATUL LTD.,INE100A01010,2321,153.14
Mahindra & Mahindra Ltd.,INE101A01026,25731,898.74
Granules India Ltd.,INE101D01020,285350,1399.69
Afcons Infrastructure Limited,INE101I01011,8964,41.41
HLV LIMITED,INE102A01024,37824,5.32
Choice International Ltd,INE102B01014,18006,131.69
Godrej Consumer Products Ltd.,INE102D01028,13669,170.12
Allied Digital Services Limited,INE102I01027,21929,45.00
MANGALORE RE,INE103A01014,143045,220.60
SMC Global Securities Limited,INE103C01036,236,0.34
TRAVEL FOOD SERVICES LIMITED,INE103V01028,263,3.55
TVS Holdings Limited,INE105A01035,358,47.03
RPG Life Sciences Limited,INE105J01010,405,10.12
HI-TECH PIPES LIMITED,INE106T01025,148830,168.00
TAMILNADU NE,INE107A01015,19153,33.53
Awfis Space Solutions Limited,INE108V01019,9708,62.81
SHIPPING COR,INE109A01011,145293,341.37
ARMAN FIN,INE109C01017,426,6.34
"BPL Ltd.,",INE110A01019,78,0.07
CONTAIN CORP,INE111A01025,74199,448.88
FINANC TECHN,INE111B01023,1501,14.53
PDS LIMITED,INE111Q01021,3692,13.26
Metropolis Healthcare Limited,INE112L01020,2801,58.20
GUJ NARMADA,INE113A01013,47717,259.11
STEEL AUTHOR,INE114A01011,515756,694.46
Lic Housing Finance Ltd.,INE115A01026,101525,553.85
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,7207,113.88
Apcotex Industries Limited,INE116A01032,774,2.67
ABB Ltd.,INE117A01022,11637,680.15
BAJ HOLD INV,INE118A01012,1111,144.65
Nuvoco Vistas Corporation Limited,INE118D01016,4855,19.50
Balrampur Chini Mills Ltd.,INE119A01028,17057,89.96
Carborundum Universal Ltd.,INE120A01034,3381,34.73
CHOL INV FN,INE121A01024,6441,100.29
JSW Energy Limited,INE121E01018,78101,424.72
INDUS TOWERS LIMITED,INE121J01017,82046,299.33
"MMTC Ltd.,",INE123F01029,51429,38.96
SBI Life Insurance Company Limited,INE123W01016,3120,54.50
DELTA CORP,INE124G01033,355552,339.46
"E.I.D. Parry (India) Ltd.,",INE126A01031,3627,38.26
APOLLO PIPES LIMITED,INE126J01016,7939,32.46
HDFC Asset Management Company Limited,INE127D01025,6901,392.66
Goodluck India Limited,INE127I01024,6426,63.82
K.P. Energy Limited,INE127T01021,36201,151.06
Eveready Industries India Ltd.,INE128A01029,18836,67.96
Five-Star Business Finance Ltd.,INE128S01021,67536,379.06
Archean Chemical Industries Limited,INE128X01021,3663,25.17
GAIL INDIA,INE129A01019,323446,598.43
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,22941,26.45
Gujarat Mineral Development Corpora,INE131A01031,136891,670.87
Relaxo Footwears Ltd.,INE131B01039,14530,70.33
DISA INDIA,INE131C01011,1,0.15
Aurionpro Solutions Ltd.,INE132H01018,2707,33.43
Akzo Nobel India Limited,INE133A01011,553,20.47
TILAKNAG IND,INE133E01013,43070,203.85
IFGL Refractories Limited,INE133Y01011,93,0.27
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,180,0.25
Power Finance Corporation Ltd,INE134E01011,272289,1142.73
Cyient Limited,INE136B01020,22584,292.93
Neogen Chemicals Limited,INE136S01016,2100,33.21
Kanoria Chemicals & Industries Ltd.,INE138C01024,1545,1.66
KFin Technologies Limited,INE138Y01010,37509,429.01
"National Aluminium Co. Ltd.,",INE139A01034,152893,327.13
UCAL LIMITED,INE139B01016,200,0.28
FUSION FINANCE LIMITED,INE139R01012,25883,50.44
Piramal Enterprises Limited,INE140A01024,6612,84.51
"Oswal Agro Mills Ltd.,",INE142A01012,25,0.02
Tata Technologies Limited,INE142M01025,68027,508.42
Sula Vineyards Limited,INE142Q01026,69305,212.28
Orient Electric Limited,INE142Z01019,6469,14.39
OSWAL CHEMIC,INE143A01010,656,0.26
20 Microns Limited,INE144J01027,10061,23.42
Tarsons Products Limited,INE144Z01023,1102995,3889.91
Kirloskar Oil Engines Limited,INE146L01010,8668,80.13
SOUTH PETRO,INE147A01011,54073,55.25
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,57,0.04
Sammaan Capital Limited,INE148I01020,493310,699.07
Delhivery Limited,INE148O01028,49023,224.31
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,2528,46.36
"Sandur Manganese & Iron Ores Ltd.,",INE149K01016,75754,146.23
NIBE LIMITED,INE149O01018,106,1.43
Aditya Birla Lifestyle Brands Limited,INE14LE01019,105442,154.76
"Alkyl Amines Chemicals Ltd.,",INE150B01039,4761,99.86
LUX Industries Limited,INE150G01020,3820,56.79
TATA COMM,INE151A01013,10262,185.63
Shaily Engineering Plastics Ltd.,INE151G01028,1662,38.80
Thermax Ltd.,INE152A01029,3056,108.41
ALLCARGO GATI LIMITED,INE152B01027,30611,22.83
U. Y. FINCORP LIMITED,INE152C01025,500,0.07
Triveni Turbine Limited,INE152M01016,32191,199.30
MAHANAG TELE,INE153A01019,163473,71.93
BLS International Services Ltd,INE153T01027,101443,366.45
ITC Ltd,INE154A01025,321167,1288.64
Tata Motors Ltd.,INE155A01022,261694,1730.81
New Delhi Television Limited,INE155G01029,100,0.12
Hero Motocorp Limited,INE158A01026,6317,330.39
EIMCO ELEC I,INE158B01016,1051,22.07
GlaxoSmithkline Pharmaceuticals Ltd.,INE159A01016,2398,66.18
