SEBI REPORT For Trade date 03-Nov-2025


Sr.No.,Particulars,Rs. In Lakhs,
Vikram Solar Limited,INE078V01014,20039,67.96
Ambuja Cements Ltd.,INE079A01024,56240,330.45
Gateway Distriparks Limited,INE079J01017,127231,86.78
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,56437,221.64
Easy Trip Planners Limited,INE07O001026,1700428,214.90
NDR Auto Components Limited,INE07OG01012,474,4.25
Supriya Lifescience Limited,INE07RO01027,6225,44.97
Restaurant Brands Asia Limited,INE07T201019,163476,126.14
IRM ENERGY LIMITED,INE07U701015,9576,32.70
HITACHI ENERGY INDIA LIMITED,INE07Y701011,3278,621.72
LLOYDS ENTERPRISES LIMITED,INE080I01025,3063032,2362.68
TATA IORN AN,INE081A01020,260489,414.28
"Kopran Ltd.,",INE082A01010,3324,5.83
Morepen Laboratories Ltd.,INE083A01026,339652,199.74
Themis Medicare Ltd.,INE083B01024,6648,8.76
BANK OF INDI,INE084A01016,335991,418.91
Amanta Healthcare Limited,INE084K01015,132,0.16
CHAMBAL FERT,INE085A01013,120314,637.47
Thangamayil Jewellery Limited,INE085J01014,204,4.22
"Electrosteel Castings Ltd.,",INE086A01029,270371,282.56
KESORAM IND,INE087A01019,1044,0.05
Shree Renuka Sugars Ltd.,INE087H01022,930299,320.14
Paradeep Phosphates Limited,INE088F01024,378313,718.68
DR.REDDY'S L,INE089A01031,15285,190.88
Sterlite Technologies Limited.,INE089C01029,18070,21.87
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,3725,3.75
Krsnaa Diagnostics Limited,INE08LI01020,3957,36.11
M & B ENGINEERING LIMITED,INE08N601015,5312,23.60
SANSTAR LIMITED,INE08NE01025,3276,3.41
Samhi Hotels Limited,INE08U801020,109243,229.93
Greenpanel Industries Limited,INE08ZM01014,2759,9.23
Scoda Tubes Limited,INE090501011,10228,19.94
ICICI Bank Ltd.,INE090A01021,87648,1212.85
Jai Balaji Industries Limited,INE091G01026,70323,73.08
TATA CHEMICA,INE092A01019,32895,302.71
INDIA NIPP E,INE092B01025,349,3.28
IDFC FIRST BANK LIMITED,INE092T01019,898335,666.95
Hexaware Technologies Limited,INE093A01041,11371,85.08
OBEROI REALTY LIMITED,INE093I01010,6166,108.69
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,199704,139.26
HINDUSTAN PE,INE094A01015,59018,263.74
Ashika Credit Capital Ltd.,INE094B01013,26000,92.24
Kolte-Patil Developers Ltd,INE094I01018,6416,24.96
UTI Asset Management Company Limited,INE094J01016,8329,111.31
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,59355,519.45
NBCC (India) Limited,INE095N01031,419563,490.73
NUCLEU SOF E,INE096B01018,1179,13.64
Amrutanjan Health Care Limited,INE098F01031,1249,9.78
Mishra Dhatu Nigam Limited,INE099Z01011,60347,247.40
Aarti Surfactants Limited,INE09EO01013,43,0.21
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2371,89.92
Indigo Paints Limited,INE09VQ01012,3765,40.42
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,7946,38.35
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,115707,154.75
Ceigall India Limited,INE0AG901020,8314,22.13
Hemisphere Properties India Limited,INE0AJG01018,57472,91.26
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,37986,777.93
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,990,4.52
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,913,1.72
Bansal Wire Industries Limited,INE0B9K01025,2001,6.76
Go Fashion (India) Limited,INE0BJS01011,4005,32.65
Premier Energies Limited,INE0BS701011,313959,3368.92
C.E. Info Systems Limited,INE0BV301023,5283,96.75
Aether Industries Limited,INE0BWX01014,13873,106.23
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5041,10.17
Jubilant Ingrevia Limited,INE0BY001018,10346,76.71
Oswal Pumps Limited,INE0BYP01024,20609,160.82
Urban Company Limited,INE0CAZ01013,500,0.76
Mukka Proteins Limited,INE0CG401037,35979,15.07
Max India Limited,INE0CG601016,299,0.67
Knowledge Marine & Engineering Works Limited,INE0CJD01011,1613,40.36
Western Carriers (India) Limited,INE0CJF01024,133085,178.57
RateGain Travel Technologies Limited,INE0CLI01024,220920,694.56
Meghmani Organics Limited,INE0CT101020,335712,286.75
GMR Power and Urban Infra Limited,INE0CU601026,74532,90.17
Anthem Biosciences Limited,INE0CZ201020,12949,99.56
Sigachi Industries Limited,INE0D0K01022,190887,94.82
India Pesticides Limited,INE0D6701023,27046,58.31
Ksolves India Limited,INE0D6I01023,928,4.16
RailTel Corporation of India Limited,INE0DD101019,168204,681.49
PIRAMAL PHARMA LIMITED,INE0DK501011,209065,443.25
Fairchem Organics Limited,INE0DNW01011,1469,15.80
INNOVA CAPTAB LIMITED,INE0DUT01020,1058,9.37
Syrma SGS Technology Limited,INE0DYJ01015,53367,411.62
HMA Agro Industries Limited,INE0ECP01024,474,0.15
TARC LIMITED,INE0EK901012,6506,11.06
Network People Services Technologies Limited,INE0FFK01017,2074,40.96
Deep Industries Limited,INE0FHS01024,9574,47.88
Motisons Jewellers Limited,INE0FRK01020,236696,48.18
Motherson Sumi Wiring India Limited,INE0FS801015,447232,202.71
EPACK Durable Limited,INE0G5901015,1083473,4216.81
Exxaro Tiles Limited,INE0GFE01026,590,0.05
Tatva Chintan Pharma Chem Limited,INE0GK401011,3577,44.78
HP Adhesives Limited,INE0GSL01024,491,0.32
ALL TIME PLASTICS LIMITED,INE0GV601021,1021,2.97
Windlas Biotech Limited,INE0H5O01029,482,4.70
ArisInfra Solutions Limited,INE0H9P01028,650,1.02
One Mobikwik Systems Limited,INE0HLU01028,43181,124.58
Tracxn Technologies Limited,INE0HMF01019,6411,4.59
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,4368,13.28
Le Travenues Technology Limited,INE0HV901016,22684,65.97
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,19170,94.73
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,4372,12.13
Veranda Learning Solutions Limited,INE0IQ001011,45,0.11
Data Patterns (India) Limited,INE0IX101010,15281,415.04
Rashi Peripherals Limited,INE0J1F01024,9324,27.87
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,93204,803.74
Honasa Consumer Limited,INE0J5401028,14451,41.59
Jeena Sikho Lifecare Limited,INE0J5801029,3918,30.36
Venus Pipes & Tubes Limited,INE0JA001018,8190,116.12
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,5946,46.04
Sanathan Textiles Limited,INE0JPD01013,175,0.84
YATRA ONLINE LIMITED,INE0JR601024,16436,25.42
DREAMFOLKS SERVICES LIMITED,INE0JS101016,2609,8.05
Harsha Engineers International Limited,INE0JUS01029,1201137,5331.06
Garuda Construction and Engineering Limited,INE0JVO01026,3274,7.00
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,19858,150.70
Eureka Forbes Limited,INE0KCE01017,99186,515.86
DCX Systems Limited,INE0KL801015,112113,306.19
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,869,1.81
Bajel Projects Limited,INE0KQN01018,51,0.10
Gopal Snacks Limited,INE0L9R01028,13100,48.35
Avalon Technologies Limited,INE0LCL01028,3792,38.34
Ather Energy Limited,INE0LEZ01016,9597,66.63
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,59564,155.56
Cello World Limited,INE0LMW01024,11241,73.79
IKIO Technologies Limited,INE0LOJ01019,5280,14.82
Aarti Pharmalabs Limited,INE0LRU01027,9610,86.59
Quadrant Future Tek Limited,INE0LRY01011,13821,61.90
Ola Electric Mobility Limited,INE0LXG01040,100319,62.57
REDTAPE Limited,INE0LXT01019,30805,45.01
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,11005,19.79
J.G.Chemicals Limited,INE0MB501011,11310,50.16
REGAAL RESOURCES LIMITED,INE0MHO01029,1510,1.38
Pyramid Technoplast Limited,INE0MIS01010,919,1.52
Epack Prefab Technologies Limited,INE0MLS01022,1345,3.72
TRUALT BIOENERGY LIMITED,INE0MWH01014,350,1.55
Udayshivakumar infra limited,INE0N0Y01013,1200,0.40
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1387,2.98
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1682,9.05
BLS E-Services Limited,INE0NLT01010,690,1.38
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,594377,266.01
R K Swamy Limited,INE0NQ801033,103,0.20
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,15296,582.89
Kross Limited,INE0O6601022,29264,60.16
Indef Manufacturing Limited,INE0O9T01021,615,2.57
JNK India Limited,INE0OAF01028,123,0.38
Rossell Techsys Limited,INE0OJW01016,2855,20.90
NTPC GREEN ENERGY LIMITED,INE0ONG01011,408150,430.62
Deepak Builders and Engineers India Limited,INE0OPA01019,1241,1.94
EMS LIMITED,INE0OV601013,24441,146.44
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,35918,19.28
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,481,2.22
Orient Technologies Limited,INE0PPK01015,5890,25.43
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.22
DIGIDRIVE DISTRIBUTORS LIMITED,INE0PSC01024,0,0.00
Platinum Industries Limited,INE0PT501018,5500,16.26
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,29026,240.01
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,2306,39.34
International Gemmological Institute India Limited,INE0Q9301021,14807,57.72
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,500,3.44
ARKADE DEVELOPERS LIMITED,INE0QRL01017,33723,61.17
Denta Water and Infra Solutions Limited,INE0R4L01018,2564,11.14
SRM CONTRACTORS LIMITED,INE0R6Z01013,1191,6.34
PATEL RETAIL LIMITED,INE0R8B01010,201,0.45
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,4733,32.96
Gala Precision Engineering Limited,INE0RE001014,174,1.59
Tolins Tyres Limited,INE0RWQ01014,2128,4.09
Stallion India Fluorochemicals Limited,INE0RYC01010,1937,7.32
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,7766,4.21
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,277,0.49
CRIZAC LIMITED,INE0S4R01014,17135,57.07
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,4952,44.66
MAMATA MACHINERY LIMITED,INE0TO701015,20353,97.33
Solarworld Energy Solutions Limited,INE0TY101024,54,0.17
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,234,2.47
Bluspring Enterprises Limited,INE0U4101014,23994,19.70
Digitide Solutions Limited,INE0U4701011,22300,47.26
BlackBuck Limited,INE0UIZ01018,6460,43.59
Sanofi Consumer Healthcare India Limited,INE0UOS01011,5,0.27
GLOBE CIVIL PROJECTS LIMITED,INE0V3U01015,50,0.04
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,19386,492.22
CARRARO INDIA LIMITED,INE0V7W01012,1230,5.99
Sri Lotus Developers and Realty Limited,INE0V9Q01010,87570,168.28
Sagility Limited,INE0W2G01015,830146,427.50
Laxmi Dental Limited,INE0WO601020,7831,27.27
Jain Resource Recycling Limited,INE0YD401026,30,0.11
ATUL LTD.,INE100A01010,2328,153.09
Mahindra & Mahindra Ltd.,INE101A01026,28752,1009.68
Granules India Ltd.,INE101D01020,359245,1823.57
Afcons Infrastructure Limited,INE101I01011,9480,43.80
HLV LIMITED,INE102A01024,37492,5.28
Choice International Ltd,INE102B01014,15172,109.06
Godrej Consumer Products Ltd.,INE102D01028,7603,95.96
Allied Digital Services Limited,INE102I01027,21005,43.23
MANGALORE RE,INE103A01014,133965,217.86
SMC Global Securities Limited,INE103C01036,203,0.29
TRAVEL FOOD SERVICES LIMITED,INE103V01028,214,2.85
TVS Holdings Limited,INE105A01035,296,39.40
RPG Life Sciences Limited,INE105J01010,333,8.26
HI-TECH PIPES LIMITED,INE106T01025,165566,188.57
TAMILNADU NE,INE107A01015,19326,33.57
Awfis Space Solutions Limited,INE108V01019,12668,80.97
SHIPPING COR,INE109A01011,154760,400.76
ARMAN FIN,INE109C01017,418,6.23
"BPL Ltd.,",INE110A01019,70,0.07
CONTAIN CORP,INE111A01025,77496,465.68
FINANC TECHN,INE111B01023,1262,12.17
PDS LIMITED,INE111Q01021,1563,6.08
Metropolis Healthcare Limited,INE112L01020,3334,67.86
GUJ NARMADA,INE113A01013,40730,221.49
STEEL AUTHOR,INE114A01011,384691,532.38
Lic Housing Finance Ltd.,INE115A01026,100941,550.02
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,7466,120.86
Apcotex Industries Limited,INE116A01032,774,2.67
ABB Ltd.,INE117A01022,11180,653.40
BAJ HOLD INV,INE118A01012,968,132.69
Nuvoco Vistas Corporation Limited,INE118D01016,8561,35.01
Balrampur Chini Mills Ltd.,INE119A01028,18614,95.97
Carborundum Universal Ltd.,INE120A01034,4035,40.62
CHOL INV FN,INE121A01024,7319,118.07
JSW Energy Limited,INE121E01018,74119,404.10
INDUS TOWERS LIMITED,INE121J01017,76750,285.05
"MMTC Ltd.,",INE123F01029,96786,70.31
SBI Life Insurance Company Limited,INE123W01016,3395,61.62
Steelcast Ltd.,INE124E01038,800,1.74
DELTA CORP,INE124G01033,339648,317.28
"E.I.D. Parry (India) Ltd.,",INE126A01031,3027,31.43
APOLLO PIPES LIMITED,INE126J01016,11534,43.31
HDFC Asset Management Company Limited,INE127D01025,9227,515.86
Goodluck India Limited,INE127I01024,8294,87.22
K.P. Energy Limited,INE127T01021,37118,155.04
Eveready Industries India Ltd.,INE128A01029,40294,146.81
Five-Star Business Finance Ltd.,INE128S01021,27172,152.58
Archean Chemical Industries Limited,INE128X01021,3705,25.26
GAIL INDIA,INE129A01019,265995,496.91
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,43051,49.20
Gujarat Mineral Development Corpora,INE131A01031,157915,793.20
Relaxo Footwears Ltd.,INE131B01039,14601,70.29
Aurionpro Solutions Ltd.,INE132H01018,2501,30.72
Akzo Nobel India Limited,INE133A01011,682,23.61
TILAKNAG IND,INE133E01013,26959,131.63
IFGL Refractories Limited,INE133Y01011,183,0.51
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,187,0.26
Power Finance Corporation Ltd,INE134E01011,308405,1285.26
Cyient Limited,INE136B01020,23795,304.43
Neogen Chemicals Limited,INE136S01016,1922,30.28
Kanoria Chemicals & Industries Ltd.,INE138C01024,1400,1.48
KFin Technologies Limited,INE138Y01010,42138,485.32
"National Aluminium Co. Ltd.,",INE139A01034,158088,350.28
FUSION FINANCE LIMITED,INE139R01012,23358,45.27
Saatvik Green Energy Limited,INE13B501022,40,0.21
Piramal Enterprises Limited,INE140A01024,5865,74.85
"Oswal Agro Mills Ltd.,",INE142A01012,25,0.02
Tata Technologies Limited,INE142M01025,70195,522.05
Sula Vineyards Limited,INE142Q01026,77427,230.01
Orient Electric Limited,INE142Z01019,6786,15.04
OSWAL CHEMIC,INE143A01010,656,0.26
20 Microns Limited,INE144J01027,8734,20.42
Tarsons Products Limited,INE144Z01023,1103065,3890.12
Kirloskar Oil Engines Limited,INE146L01010,10291,100.50
SOUTH PETRO,INE147A01011,66577,66.38
JINDAL POLY INVESTMENT AND FINANCE COMPA,INE147P01019,182,1.90
Tamilnadu Petroproducts Ltd,INE148A01019,10743,12.70
Sammaan Capital Limited,INE148I01020,576782,886.02
Delhivery Limited,INE148O01028,37173,170.78
CHOLAMANDALAM FINANCIAL HOLDINGS LIMIT,INE149A01033,2398,44.20
"Sandur Manganese & Iron Ores Ltd.,",INE149K01016,101684,211.81
NIBE LIMITED,INE149O01018,100,1.31
Aditya Birla Lifestyle Brands Limited,INE14LE01019,132269,191.26
"Alkyl Amines Chemicals Ltd.,",INE150B01039,4650,97.44
LUX Industries Limited,INE150G01020,3047,46.29
TATA COMM,INE151A01013,9017,165.28
Shaily Engineering Plastics Ltd.,INE151G01028,2182,50.93
Thermax Ltd.,INE152A01029,3884,134.01
ALLCARGO GATI LIMITED,INE152B01027,23161,17.86
U. Y. FINCORP LIMITED,INE152C01025,500,0.07
Triveni Turbine Limited,INE152M01016,31735,195.91
MAHANAG TELE,INE153A01019,187046,81.49
BLS International Services Ltd,INE153T01027,111352,399.61
ITC Ltd,INE154A01025,250194,1011.93
