SEBI REPORT For Trade date 22-Dec-2025


Sr.No.,Particulars,Rs. In Lakhs,
Gland Pharma Limited,INE068V01023,8511,153.10
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,276595,221.65
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,776,2.00
INDIQUBE SPACES LIMITED,INE06ST01018,1084,2.52
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3774,5.85
Gem Aromatics Limited,INE06XZ01023,3592,6.10
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,5981,13.42
SHREE CEMENT,INE070A01015,178,49.93
Jai Corp Limited,INE070D01027,31591,51.72
INSECTCID,INE070I01018,514,4.91
Ugar Sugar Works Ltd.,INE071E01023,1881,1.12
Epigral Limited,INE071N01016,2978,49.74
Associated Alcohols & Breweries Ltd,INE073G01016,2594,28.63
Sona BLW Precision Forgings Limited,INE073K01018,50650,251.80
Praj Industries Ltd.,INE074A01025,125071,507.92
Paramount Communications Ltd.,INE074B01023,94809,47.27
WIPRO LTD.,INE075A01022,97333,259.35
G M BREWERIE,INE075D01018,1335,11.54
HealthCare Global Enterprises Limited,INE075I01017,673,4.08
SIYAR SILK M,INE076B01028,3956,30.24
IFB Agro Industries Ltd,INE076C01018,128,1.74
GOCL Corporation Limited ,INE077F01035,908,3.04
Vikram Solar Limited,INE078V01014,45455,132.47
Ambuja Cements Ltd.,INE079A01024,57970,336.15
Gateway Distriparks Limited,INE079J01017,119562,80.53
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,71199,277.61
Easy Trip Planners Limited,INE07O001026,1540251,194.80
NDR Auto Components Limited,INE07OG01012,462,4.43
Supriya Lifescience Limited,INE07RO01027,15037,115.41
Pavna Industries Limited,INE07S101038,5200,1.67
Restaurant Brands Asia Limited,INE07T201019,139361,105.74
IRM ENERGY LIMITED,INE07U701015,9459,31.30
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2401,485.37
LLOYDS ENTERPRISES LIMITED,INE080I01025,3154973,2414.75
TATA IORN AN,INE081A01020,718908,1214.41
"Kopran Ltd.,",INE082A01010,2453,4.03
Morepen Laboratories Ltd.,INE083A01026,317215,180.59
Themis Medicare Ltd.,INE083B01024,4657,6.09
BANK OF INDI,INE084A01016,302220,416.98
Amanta Healthcare Limited,INE084K01015,228,0.25
RACE ECO CHAIN LIMITED,INE084Q01012,545,0.79
WeWork India Management Limited,INE085001019,1129,7.10
CHAMBAL FERT,INE085A01013,742934,3290.14
Thangamayil Jewellery Limited,INE085J01014,275,9.18
"Electrosteel Castings Ltd.,",INE086A01029,246138,245.72
KESORAM IND,INE087A01019,1371,0.09
Shree Renuka Sugars Ltd.,INE087H01022,932950,310.09
Paradeep Phosphates Limited,INE088F01024,356551,637.29
DR.REDDY'S L,INE089A01031,9150,116.09
Sterlite Technologies Limited.,INE089C01029,23543,25.57
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,1610,1.85
Krsnaa Diagnostics Limited,INE08LI01020,1547,12.87
M & B ENGINEERING LIMITED,INE08N601015,7420,30.50
SANSTAR LIMITED,INE08NE01025,2376,2.54
Samhi Hotels Limited,INE08U801020,89983,188.97
Greenpanel Industries Limited,INE08ZM01014,4658,13.60
Scoda Tubes Limited,INE090501011,8386,16.37
ICICI Bank Ltd.,INE090A01021,60052,828.15
Jai Balaji Industries Limited,INE091G01026,75776,69.30
TATA CHEMICA,INE092A01019,50547,435.00
INDIA NIPP E,INE092B01025,180,1.58
IDFC FIRST BANK LIMITED,INE092T01019,731236,552.26
Hexaware Technologies Limited,INE093A01041,4385,32.18
OBEROI REALTY LIMITED,INE093I01010,4286,74.69
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,179190,122.23
HINDUSTAN PE,INE094A01015,46618,212.48
Ashika Credit Capital Ltd.,INE094B01013,25000,88.75
Kolte-Patil Developers Ltd,INE094I01018,4756,17.08
UTI Asset Management Company Limited,INE094J01016,8702,111.52
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,42725,385.40
NBCC (India) Limited,INE095N01031,430131,509.25
NUCLEU SOF E,INE096B01018,856,9.66
Amrutanjan Health Care Limited,INE098F01031,274,2.07
Mishra Dhatu Nigam Limited,INE099Z01011,64439,244.10
Aarti Surfactants Limited,INE09EO01013,61,0.25
Atam Valves Limited,INE09KD01013,3,0.00
Gujarat Fluorochemicals Limited,INE09N301011,2631,94.92
Indigo Paints Limited,INE09VQ01012,1318,16.03
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,8151,38.83
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,126660,147.00
Ceigall India Limited,INE0AG901020,7668,19.93
Hemisphere Properties India Limited,INE0AJG01018,59349,91.56
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,299,4.52
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1368,5.99
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,323,0.59
Bansal Wire Industries Limited,INE0B9K01025,968,3.40
Go Fashion (India) Limited,INE0BJS01011,6522,45.77
Premier Energies Limited,INE0BS701011,1219965,12387.77
C.E. Info Systems Limited,INE0BV301023,4868,88.86
Aether Industries Limited,INE0BWX01014,4978,40.10
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,10850,20.35
Jubilant Ingrevia Limited,INE0BY001018,8768,64.33
Oswal Pumps Limited,INE0BYP01024,27547,183.83
Urban Company Limited,INE0CAZ01013,23120,30.64
Mukka Proteins Limited,INE0CG401037,31551,12.05
Max India Limited,INE0CG601016,6,0.01
Knowledge Marine & Engineering Works Limited,INE0CJD01029,142,2.51
Western Carriers (India) Limited,INE0CJF01024,52354,68.45
RateGain Travel Technologies Limited,INE0CLI01024,215263,661.13
Meghmani Organics Limited,INE0CT101020,417626,334.43
GMR Power and Urban Infra Limited,INE0CU601026,69457,84.12
Anthem Biosciences Limited,INE0CZ201020,10607,78.73
Sigachi Industries Limited,INE0D0K01022,234900,94.68
India Pesticides Limited,INE0D6701023,32532,66.86
Ksolves India Limited,INE0D6I01023,922,4.15
RailTel Corporation of India Limited,INE0DD101019,152647,604.35
PIRAMAL PHARMA LIMITED,INE0DK501011,264518,533.37
Fairchem Organics Limited,INE0DNW01011,1975,19.41
INNOVA CAPTAB LIMITED,INE0DUT01020,919,7.99
Syrma SGS Technology Limited,INE0DYJ01015,53363,410.26
HMA Agro Industries Limited,INE0ECP01024,471,0.14
TARC LIMITED,INE0EK901012,5564,9.64
Network People Services Technologies Limited,INE0FFK01017,1286,24.93
Deep Industries Limited,INE0FHS01024,6724,33.59
Motisons Jewellers Limited,INE0FRK01020,314221,59.53
Motherson Sumi Wiring India Limited,INE0FS801015,341038,155.50
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,948156,3689.51
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,4170,56.43
HP Adhesives Limited,INE0GSL01024,176,0.17
ALL TIME PLASTICS LIMITED,INE0GV601021,179,0.52
Windlas Biotech Limited,INE0H5O01029,1175,9.94
ArisInfra Solutions Limited,INE0H9P01028,27800,37.01
Fabtech Technologies Limited,INE0HF201011,4059,9.43
One Mobikwik Systems Limited,INE0HLU01028,52822,140.99
Tracxn Technologies Limited,INE0HMF01019,4162,2.95
Billionbrains Garage Ventures Limited,INE0HOQ01053,90265,144.34
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,4602,13.49
Le Travenues Technology Limited,INE0HV901016,21997,61.46
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,9814,48.47
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,14006,38.48
Veranda Learning Solutions Limited,INE0IQ001011,595,1.27
Data Patterns (India) Limited,INE0IX101010,18841,515.97
Rashi Peripherals Limited,INE0J1F01024,5292,15.97
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,115588,1023.79
Honasa Consumer Limited,INE0J5401028,18176,52.63
Jeena Sikho Lifecare Limited,INE0J5801029,2663,19.32
Venus Pipes & Tubes Limited,INE0JA001018,7124,98.92
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,16280,120.13
Sanathan Textiles Limited,INE0JPD01013,124,0.60
YATRA ONLINE LIMITED,INE0JR601024,19526,33.83
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1109,5.80
Harsha Engineers International Limited,INE0JUS01029,1200675,5329.15
Garuda Construction and Engineering Limited,INE0JVO01026,5274,11.20
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,25008,172.54
Eureka Forbes Limited,INE0KCE01017,101378,529.91
Rhetan TMT Limited,INE0KKN01029,5,0.00
DCX Systems Limited,INE0KL801015,95544,243.29
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,929,1.94
Bajel Projects Limited,INE0KQN01018,2711,4.69
Gopal Snacks Limited,INE0L9R01028,10791,39.02
Avalon Technologies Limited,INE0LCL01028,11463,106.58
Ather Energy Limited,INE0LEZ01016,3593,23.92
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,66643,164.50
Cello World Limited,INE0LMW01024,9210,59.30
IKIO Technologies Limited,INE0LOJ01019,4509,12.76
Physicswallah Limited,INE0LP301011,98469,133.89
Aarti Pharmalabs Limited,INE0LRU01027,10849,91.77
Quadrant Future Tek Limited,INE0LRY01011,17660,70.99
Ola Electric Mobility Limited,INE0LXG01040,828709,307.78
REDTAPE Limited,INE0LXT01019,42661,60.36
STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,13156,23.40
J.G.Chemicals Limited,INE0MB501011,4907,21.57
REGAAL RESOURCES LIMITED,INE0MHO01029,2070,1.68
Epack Prefab Technologies Limited,INE0MLS01022,9084,28.42
TRUALT BIOENERGY LIMITED,INE0MWH01014,3016,13.15
Udayshivakumar infra limited,INE0N0Y01013,1260,0.42
Rishabh Instruments Limited,INE0N2P01017,5,0.02
BEML Land Assets Limited,INE0N7W01012,1345,2.88
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1974,10.47
BLS E-Services Limited,INE0NLT01010,130,0.25
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,645136,281.46
R K Swamy Limited,INE0NQ801033,400,0.47
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,14623,517.97
Kross Limited,INE0O6601022,12510,26.59
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,106,0.30
Rossell Techsys Limited,INE0OJW01016,2670,19.25
NTPC GREEN ENERGY LIMITED,INE0ONG01011,519116,527.77
Deepak Builders and Engineers India Limited,INE0OPA01019,1189,1.80
EMS LIMITED,INE0OV601013,23004,127.53
GHCL Textiles Limited,INE0PA801013,10062,7.91
Shipping Corporation of India Land and Assets Limited,INE0PB301013,37970,19.55
RBZ Jewellers Limited,INE0PEQ01016,602,0.84
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,606,2.33
Orient Technologies Limited,INE0PPK01015,5764,24.36
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,250,0.21
Platinum Industries Limited,INE0PT501018,5378,15.76
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,15554,132.21
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1510,23.76
International Gemmological Institute India Limited,INE0Q9301021,19237,70.83
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,400,2.75
ARKADE DEVELOPERS LIMITED,INE0QRL01017,34860,58.83
Denta Water and Infra Solutions Limited,INE0R4L01018,3193,11.97
SRM CONTRACTORS LIMITED,INE0R6Z01013,251,1.26
PATEL RETAIL LIMITED,INE0R8B01010,2308,5.34
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,7694,58.47
Gala Precision Engineering Limited,INE0RE001014,148,1.35
Tolins Tyres Limited,INE0RWQ01014,2714,4.94
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,8054,4.33
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,131,0.26
Pace Digitek Limited,INE0S3G01027,13535,27.90
CRIZAC LIMITED,INE0S4R01014,16327,53.24
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,8833,73.97
VMS TMT LIMITED,INE0SJA01013,252,0.14
MAMATA MACHINERY LIMITED,INE0TO701015,20549,97.37
Glottis Limited,INE0TQE01026,1333,0.90
Solarworld Energy Solutions Limited,INE0TY101024,913,2.58
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,962,9.44
Bluspring Enterprises Limited,INE0U4101014,36414,28.80
Digitide Solutions Limited,INE0U4701011,15827,32.93
BlackBuck Limited,INE0UIZ01018,21406,145.38
Sanofi Consumer Healthcare India Limited,INE0UOS01011,37,1.83
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,20457,504.09
CARRARO INDIA LIMITED,INE0V7W01012,1532,7.96
Sri Lotus Developers and Realty Limited,INE0V9Q01010,72843,134.89
Sagility Limited,INE0W2G01015,822569,420.41
Laxmi Dental Limited,INE0WO601020,5046,15.54
Midwest Limited,INE0XAD01024,232,3.60
Jain Resource Recycling Limited,INE0YD401026,33455,136.97
Atlanta Electricals Limited,INE0Z4F01028,331,3.07
ATUL LTD.,INE100A01010,2024,132.80
Mahindra & Mahindra Ltd.,INE101A01026,31241,1128.22
Granules India Ltd.,INE101D01020,42810,241.83
Afcons Infrastructure Limited,INE101I01011,17542,73.52
HLV LIMITED,INE102A01024,11981,1.73
Choice International Ltd,INE102B01014,426197,3239.30
Godrej Consumer Products Ltd.,INE102D01028,6119,76.72
Allied Digital Services Limited,INE102I01027,7849,15.86
MANGALORE RE,INE103A01014,211070,365.72
SMC Global Securities Limited,INE103C01036,224,0.16
TRAVEL FOOD SERVICES LIMITED,INE103V01028,148,1.91
TVS Holdings Limited,INE105A01035,374,51.40
RPG Life Sciences Limited,INE105J01010,261,6.43
HI-TECH PIPES LIMITED,INE106T01025,246131,263.73
TAMILNADU NE,INE107A01015,14807,25.02
Awfis Space Solutions Limited,INE108V01019,13177,78.95
SHIPPING COR,INE109A01011,273923,683.69
ARMAN FIN,INE109C01017,519,7.86
"BPL Ltd.,",INE110A01019,41,0.04
Mindteck (India) Ltd,INE110B01017,230,0.48
CONTAIN CORP,INE111A01025,92275,532.72
FINANC TECHN,INE111B01023,611,5.53
PDS LIMITED,INE111Q01021,2805,10.24
Metropolis Healthcare Limited,INE112L01020,4762,94.21
GUJ NARMADA,INE113A01013,47252,253.20
STEEL AUTHOR,INE114A01011,472874,657.03
Lic Housing Finance Ltd.,INE115A01026,105136,568.49
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,2906,49.10
Apcotex Industries Limited,INE116A01032,13,0.05
ABB Ltd.,INE117A01022,9772,552.88
BAJ HOLD INV,INE118A01012,1991,238.60
Nuvoco Vistas Corporation Limited,INE118D01016,10786,42.50
Balrampur Chini Mills Ltd.,INE119A01028,13793,70.67
Carborundum Universal Ltd.,INE120A01034,4304,41.69
CHOL INV FN,INE121A01024,17052,281.46
JSW Energy Limited,INE121E01018,104227,545.95
INDUS TOWERS LIMITED,INE121J01017,50739,196.44
"MMTC Ltd.,",INE123F01029,82764,57.97
SBI Life Insurance Company Limited,INE123W01016,2252,40.66
Steelcast Ltd.,INE124E01038,1025,2.22
DELTA CORP,INE124G01033,323807,285.82
"E.I.D. Parry (India) Ltd.,",INE126A01031,3596,36.76
APOLLO PIPES LIMITED,INE126J01016,4102,14.42
HDFC Asset Management Company Limited,INE127D01025,13183,366.17
Goodluck India Limited,INE127I01024,10902,115.41
K.P. Energy Limited,INE127T01021,35322,143.29
Eveready Industries India Ltd.,INE128A01029,20032,71.78
Five-Star Business Finance Ltd.,INE128S01021,18401,109.85
Archean Chemical Industries Limited,INE128X01021,6037,36.99
GAIL INDIA,INE129A01019,297551,545.87
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,51344,54.98
Gujarat Mineral Development Corpora,INE131A01031,183421,898.86
Relaxo Footwears Ltd.,INE131B01039,16704,76.26
Aurionpro Solutions Ltd.,INE132H01018,3273,38.74
Akzo Nobel India Limited,INE133A01011,23629,746.85
TILAKNAG IND,INE133E01013,55227,264.46
IFGL Refractories Limited,INE133Y01011,514,1.22
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,405500,1591.67
Cyient Limited,INE136B01020,25409,319.68
Neogen Chemicals Limited,INE136S01016,1842,25.93
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,53521,604.60
"National Aluminium Co. Ltd.,",INE139A01034,116001,286.51
FUSION FINANCE LIMITED,INE139R01012,23576,45.13
Saatvik Green Energy Limited,INE13B501022,8880,36.09
"Oswal Agro Mills Ltd.,",INE142A01012,5,0.00
Tata Technologies Limited,INE142M01025,79440,578.78
Sula Vineyards Limited,INE142Q01026,65362,187.77
Orient Electric Limited,INE142Z01019,9492,19.54
OSWAL CHEMIC,INE143A01010,467,0.18
20 Microns Limited,INE144J01027,8791,19.96
Tarsons Products Limited,INE144Z01023,253998,954.10
Shish Industries Limited,INE145Y01023,0,0.00
Kirloskar Oil Engines Limited,INE146L01010,3604,39.89
SOUTH PETRO,INE147A01011,101716,94.64
