SEBI REPORT For Trade date 02-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
Camlin Fine Sciences Ltd,INE052I01032,11285,18.79
BEST AGROLIFE LIMITED,INE052T01021,3957,1.05
Indian Hotels Co. Ltd,INE053A01029,77503,568.75
Indian Railway Finance Corporation,INE053F01010,1764517,2347.92
"V.I.P. Industries Ltd.,",INE054A01027,15476,67.18
Waterbase Limited,INE054C01015,18160,8.72
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,7916,155.12
Cyient DLM Limited,INE055S01018,28753,132.17
IVALUE INFOSOLUTIONS LIMITED,INE056801025,256,0.69
Refex Industries Limited,INE056I01025,24918,71.45
Sanofi India Ltd,INE058A01010,739,34.79
"Cipla Ltd.,",INE059A01026,19739,296.27
La Opala RG Ltd.,INE059D01020,5591,13.82
Hindware Home Innovation Limited,INE05AN01011,3068,9.28
Ratnaveer Precision Engineering Limited,INE05CZ01011,11290,17.94
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,9466,14.35
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,15773,147.10
"State Bank Of India,",INE062A01020,67834,643.44
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,3979,52.77
Equitas Small Finance Bank Limited,INE063P01018,147982,97.71
TIMES GROUP,INE064A01026,526473,1759.07
Trident Ltd.,INE064C01022,835514,244.21
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3751,3.90
Indegene Limited,INE065X01017,8081,45.88
Eicher Motors Ltd.,INE066A01021,3020,210.60
Hindustan Aeronautics Limited,INE066F01020,98329,4586.20
Wonderla Holidays Limited,INE066O01014,7999,51.77
Inox Wind Limited,INE066P01011,397585,602.61
CG Power and Industrial Solutions Limited,INE067A01029,89591,605.34
CANTABIL RETAIL INDIA LIMITED,INE068L01024,25892,66.63
Gland Pharma Limited,INE068V01023,2714,50.90
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4342,5.47
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,982,2.38
INDIQUBE SPACES LIMITED,INE06ST01018,937,2.17
LAXMI INDIA FINANCE LIMITED,INE06WU01026,4219,5.90
Gem Aromatics Limited,INE06XZ01023,3906,6.69
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,32712,69.03
SHREE CEMENT,INE070A01015,247,68.31
Jai Corp Limited,INE070D01027,32815,50.59
INSECTCID,INE070I01018,187,1.36
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,3003,46.73
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3043,30.60
Sona BLW Precision Forgings Limited,INE073K01018,43849,217.33
Praj Industries Ltd.,INE074A01025,122843,518.71
Paramount Communications Ltd.,INE074B01023,90307,44.42
WIPRO LTD.,INE075A01022,179401,457.39
G M BREWERIE,INE075D01018,3984,48.53
HealthCare Global Enterprises Limited,INE075I01017,1517,9.64
SIYAR SILK M,INE076B01028,4328,30.88
IFB Agro Industries Ltd,INE076C01018,21,0.28
GOCL Corporation Limited ,INE077F01035,393,1.45
Vikram Solar Limited,INE078V01014,49807,133.35
Ambuja Cements Ltd.,INE079A01024,66448,375.12
Gateway Distriparks Limited,INE079J01017,62645,40.51
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,59664,228.07
Easy Trip Planners Limited,INE07O001026,1459217,181.88
NDR Auto Components Limited,INE07OG01012,415,3.94
Supriya Lifescience Limited,INE07RO01027,11269,84.17
Pavna Industries Limited,INE07S101038,10887,2.86
Restaurant Brands Asia Limited,INE07T201019,220736,157.18
IRM ENERGY LIMITED,INE07U701015,9773,31.28
HITACHI ENERGY INDIA LIMITED,INE07Y701011,2166,426.62
LLOYDS ENTERPRISES LIMITED,INE080I01025,3085996,2375.80
TATA IORN AN,INE081A01020,356842,627.60
"Kopran Ltd.,",INE082A01010,2330,3.85
Morepen Laboratories Ltd.,INE083A01026,232502,120.87
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,236663,353.23
Amanta Healthcare Limited,INE084K01015,28,0.04
RACE ECO CHAIN LIMITED,INE084Q01012,81,0.14
WeWork India Management Limited,INE085001019,1161,7.21
CHAMBAL FERT,INE085A01013,589667,2611.57
Thangamayil Jewellery Limited,INE085J01014,814,31.95
"Electrosteel Castings Ltd.,",INE086A01029,254089,246.78
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,914222,297.11
Paradeep Phosphates Limited,INE088F01024,426601,742.86
DR.REDDY'S L,INE089A01031,10741,135.05
Sterlite Technologies Limited.,INE089C01029,49062,52.06
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,19915,23.54
Krsnaa Diagnostics Limited,INE08LI01020,604,4.91
M & B ENGINEERING LIMITED,INE08N601015,10801,41.50
SANSTAR LIMITED,INE08NE01025,2257,2.43
Samhi Hotels Limited,INE08U801020,58774,117.72
Greenpanel Industries Limited,INE08ZM01014,5037,13.58
Scoda Tubes Limited,INE090501011,14198,24.11
ICICI Bank Ltd.,INE090A01021,41588,576.18
Jai Balaji Industries Limited,INE091G01026,118654,94.22
TATA CHEMICA,INE092A01019,87551,692.86
INDIA NIPP E,INE092B01025,115,1.00
IDFC FIRST BANK LIMITED,INE092T01019,734556,570.74
Hexaware Technologies Limited,INE093A01041,5601,40.18
OBEROI REALTY LIMITED,INE093I01010,3527,60.96
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,202718,127.79
HINDUSTAN PE,INE094A01015,75658,348.17
Ashika Credit Capital Ltd.,INE094B01013,13727,48.73
Kolte-Patil Developers Ltd,INE094I01018,4011,13.66
UTI Asset Management Company Limited,INE094J01016,9701,119.10
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,33327,310.22
NBCC (India) Limited,INE095N01031,587786,645.99
NUCLEU SOF E,INE096B01018,634,7.18
Amrutanjan Health Care Limited,INE098F01031,256,1.93
Mishra Dhatu Nigam Limited,INE099Z01011,51389,197.52
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2176,76.82
Indigo Paints Limited,INE09VQ01012,1120,13.32
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,5542,26.48
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,198183,154.85
Ceigall India Limited,INE0AG901020,2185,5.85
Hemisphere Properties India Limited,INE0AJG01018,52251,78.73
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,55,0.83
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1586,7.12
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,316,0.58
Bansal Wire Industries Limited,INE0B9K01025,2956,9.23
Go Fashion (India) Limited,INE0BJS01011,7806,46.89
Premier Energies Limited,INE0BS701011,750193,7536.95
C.E. Info Systems Limited,INE0BV301023,4698,81.48
Aether Industries Limited,INE0BWX01014,4500,39.91
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,5505,10.24
Jubilant Ingrevia Limited,INE0BY001018,9342,68.59
Oswal Pumps Limited,INE0BYP01024,32223,184.87
Urban Company Limited,INE0CAZ01013,40659,52.55
Mukka Proteins Limited,INE0CG401037,31047,11.93
Knowledge Marine & Engineering Works Limited,INE0CJD01029,655,11.84
Western Carriers (India) Limited,INE0CJF01024,36618,47.73
RateGain Travel Technologies Limited,INE0CLI01024,2321323,13586.60
Meghmani Organics Limited,INE0CT101020,409628,316.91
GMR Power and Urban Infra Limited,INE0CU601026,52779,63.59
Anthem Biosciences Limited,INE0CZ201020,8346,59.62
Sigachi Industries Limited,INE0D0K01022,318375,110.95
India Pesticides Limited,INE0D6701023,30132,61.17
Ksolves India Limited,INE0D6I01023,310,1.09
RailTel Corporation of India Limited,INE0DD101019,143012,556.29
PIRAMAL PHARMA LIMITED,INE0DK501011,257749,509.96
Fairchem Organics Limited,INE0DNW01011,1649,16.81
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,813,7.11
Syrma SGS Technology Limited,INE0DYJ01015,96672,732.07
HMA Agro Industries Limited,INE0ECP01024,976,0.29
TARC LIMITED,INE0EK901012,77342,131.94
Network People Services Technologies Limited,INE0FFK01017,1223,23.67
Deep Industries Limited,INE0FHS01024,13002,59.39
Motisons Jewellers Limited,INE0FRK01020,313069,58.04
Motherson Sumi Wiring India Limited,INE0FS801015,292768,134.48
Markolines Pavement Technologies Limited,INE0FW001016,500,0.82
EPACK Durable Limited,INE0G5901015,946668,3682.59
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3986,51.19
HP Adhesives Limited,INE0GSL01024,1061,0.54
ALL TIME PLASTICS LIMITED,INE0GV601021,350,0.88
Windlas Biotech Limited,INE0H5O01029,786,6.86
ArisInfra Solutions Limited,INE0H9P01028,19094,23.77
Fabtech Technologies Limited,INE0HF201011,3776,8.05
One Mobikwik Systems Limited,INE0HLU01028,43633,111.62
Tracxn Technologies Limited,INE0HMF01019,834,0.53
Billionbrains Garage Ventures Limited,INE0HOQ01053,320283,541.53
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,3644,10.66
Le Travenues Technology Limited,INE0HV901016,34012,86.20
Dhampur Bio Organics Limited,INE0I3401014,6,0.01
Latent View Analytics Limited,INE0I7C01011,13788,65.50
Capillary Technologies India Limited,INE0ILV01024,897,5.75
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,14320,38.11
Veranda Learning Solutions Limited,INE0IQ001011,1395,3.01
Data Patterns (India) Limited,INE0IX101010,22276,588.26
Rashi Peripherals Limited,INE0J1F01024,5381,17.69
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,115437,1059.33
Honasa Consumer Limited,INE0J5401028,13580,39.54
Jeena Sikho Lifecare Limited,INE0J5801029,12360,86.13
Venus Pipes & Tubes Limited,INE0JA001018,6240,85.17
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,16689,119.60
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,20066,33.37
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1419,6.08
Harsha Engineers International Limited,INE0JUS01029,300507,1246.99
Garuda Construction and Engineering Limited,INE0JVO01026,16151,30.86
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,21029,144.91
Eureka Forbes Limited,INE0KCE01017,100848,525.63
Rhetan TMT Limited,INE0KKN01029,21742,5.63
DCX Systems Limited,INE0KL801015,100641,240.33
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,416,0.87
Bajel Projects Limited,INE0KQN01018,3230,5.10
Gopal Snacks Limited,INE0L9R01028,15194,52.37
Avalon Technologies Limited,INE0LCL01028,3992,38.77
Ather Energy Limited,INE0LEZ01016,9049,60.77
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,62410,149.15
Cello World Limited,INE0LMW01024,8746,53.98
IKIO Technologies Limited,INE0LOJ01019,4808,13.06
Physicswallah Limited,INE0LP301011,96631,128.61
Aarti Pharmalabs Limited,INE0LRU01027,8254,71.57
Quadrant Future Tek Limited,INE0LRY01011,25351,94.72
Ola Electric Mobility Limited,INE0LXG01040,1073557,404.96
REDTAPE Limited,INE0LXT01019,36853,51.72
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,5967,9.89
J.G.Chemicals Limited,INE0MB501011,4446,19.41
REGAAL RESOURCES LIMITED,INE0MHO01029,1508,1.15
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,11883,32.52
TRUALT BIOENERGY LIMITED,INE0MWH01014,4651,18.64
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,417,1.63
BEML Land Assets Limited,INE0N7W01012,1193,2.55
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1325,6.66
BLS E-Services Limited,INE0NLT01010,1191,2.03
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,643914,282.93
R K Swamy Limited,INE0NQ801033,40,0.04
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,22249,766.47
Kross Limited,INE0O6601022,10445,22.50
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,620,1.47
Rossell Techsys Limited,INE0OJW01016,2564,18.54
NTPC GREEN ENERGY LIMITED,INE0ONG01011,505119,504.20
Deepak Builders and Engineers India Limited,INE0OPA01019,1361,1.61
EMS LIMITED,INE0OV601013,24321,128.64
Shipping Corporation of India Land and Assets Limited,INE0PB301013,30952,15.66
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,586,1.99
Orient Technologies Limited,INE0PPK01015,5995,22.95
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,150,0.13
Platinum Industries Limited,INE0PT501018,4865,14.06
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,14970,123.18
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,1299,20.06
International Gemmological Institute India Limited,INE0Q9301021,17257,60.83
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,1,0.01
Sudeep Pharma Limited,INE0QPI01025,82,0.50
ARKADE DEVELOPERS LIMITED,INE0QRL01017,29491,47.46
Denta Water and Infra Solutions Limited,INE0R4L01018,2827,10.24
SRM CONTRACTORS LIMITED,INE0R6Z01013,349,1.69
PATEL RETAIL LIMITED,INE0R8B01010,4212,8.73
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,12395,97.53
Gala Precision Engineering Limited,INE0RE001014,88,0.80
Tolins Tyres Limited,INE0RWQ01014,2347,4.13
Stallion India Fluorochemicals Limited,INE0RYC01010,29,0.12
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,7013,3.33
VRAJ IRON AND STEEL LIMITED,INE0S2V01010,33,0.06
Pace Digitek Limited,INE0S3G01027,18693,36.54
CRIZAC LIMITED,INE0S4R01014,30490,87.04
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,7870,64.11
VMS TMT LIMITED,INE0SJA01013,587,0.30
MAMATA MACHINERY LIMITED,INE0TO701015,11830,55.19
Glottis Limited,INE0TQE01026,1329,0.90
Solarworld Energy Solutions Limited,INE0TY101024,6909,17.51
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1000,9.37
Bluspring Enterprises Limited,INE0U4101014,24023,19.49
Digitide Solutions Limited,INE0U4701011,19644,37.67
BlackBuck Limited,INE0UIZ01018,4610,29.29
Sanofi Consumer Healthcare India Limited,INE0UOS01011,83,3.90
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14671,361.20
CARRARO INDIA LIMITED,INE0V7W01012,843,4.34
Sri Lotus Developers and Realty Limited,INE0V9Q01010,60007,109.69
Meesho Limited,INE0VDM01015,886,1.50
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,1155067,593.32
Laxmi Dental Limited,INE0WO601020,3616,11.00
Midwest Limited,INE0XAD01024,3057,44.79
ANLON HEALTHCARE LIMITED,INE0Y8W01017,11,0.02
Jain Resource Recycling Limited,INE0YD401026,16336,67.41
Atlanta Electricals Limited,INE0Z4F01028,512,4.32
ATUL LTD.,INE100A01010,1706,112.41
Mahindra & Mahindra Ltd.,INE101A01026,23013,818.44
Granules India Ltd.,INE101D01020,22206,130.08
Afcons Infrastructure Limited,INE101I01011,24677,94.56
HLV LIMITED,INE102A01024,6301,0.91
Choice International Ltd,INE102B01014,423546,3218.41
Godrej Consumer Products Ltd.,INE102D01028,3767,47.13
Allied Digital Services Limited,INE102I01027,7012,13.95
MANGALORE RE,INE103A01014,197299,331.19
SMC Global Securities Limited,INE103C01036,225,0.16
TRAVEL FOOD SERVICES LIMITED,INE103V01028,112,1.37
TVS Holdings Limited,INE105A01035,189,27.36
RPG Life Sciences Limited,INE105J01010,158,3.67
HI-TECH PIPES LIMITED,INE106T01025,267528,268.13
TAMILNADU NE,INE107A01015,14211,23.79
Awfis Space Solutions Limited,INE108V01019,10717,60.08
SHIPPING COR,INE109A01011,237348,579.63
ARMAN FIN,INE109C01017,465,7.02
CONTAIN CORP,INE111A01025,87237,497.03
FINANC TECHN,INE111B01023,706,5.89
PDS LIMITED,INE111Q01021,3405,11.90
Metropolis Healthcare Limited,INE112L01020,1542,30.79
GUJ NARMADA,INE113A01013,52128,274.75
STEEL AUTHOR,INE114A01011,389232,570.39
Lic Housing Finance Ltd.,INE115A01026,96247,567.23
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,1573,27.01
Apcotex Industries Limited,INE116A01032,138,0.49
ABB Ltd.,INE117A01022,7042,387.96
BAJ HOLD INV,INE118A01012,2077,243.29
Nuvoco Vistas Corporation Limited,INE118D01016,16825,63.05
Balrampur Chini Mills Ltd.,INE119A01028,12388,61.59
Carborundum Universal Ltd.,INE120A01034,5836,53.02
CHOL INV FN,INE121A01024,11080,184.92
JSW Energy Limited,INE121E01018,81484,420.82
INDUS TOWERS LIMITED,INE121J01017,43943,182.51
"MMTC Ltd.,",INE123F01029,135688,94.53
SBI Life Insurance Company Limited,INE123W01016,1348,23.95
Steelcast Ltd.,INE124E01038,375,0.80
DELTA CORP,INE124G01033,240400,210.07
"E.I.D. Parry (India) Ltd.,",INE126A01031,4089,41.97
APOLLO PIPES LIMITED,INE126J01016,2765,9.77
HDFC Asset Management Company Limited,INE127D01025,13852,378.96
Goodluck India Limited,INE127I01024,5672,67.06
K.P. Energy Limited,INE127T01021,28709,109.63
Eveready Industries India Ltd.,INE128A01029,19600,70.39
Five-Star Business Finance Ltd.,INE128S01021,20419,114.74
Archean Chemical Industries Limited,INE128X01021,5438,33.95
GAIL INDIA,INE129A01019,470913,823.61
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,54498,57.18
Fujiyama Power Systems Limited,INE12UR01024,186,0.41
Gujarat Mineral Development Corpora,INE131A01031,189869,980.78
Relaxo Footwears Ltd.,INE131B01039,14001,64.17
Aurionpro Solutions Ltd.,INE132H01018,4579,51.99
Akzo Nobel India Limited,INE133A01011,1835,58.64
TILAKNAG IND,INE133E01013,50363,233.44
IFGL Refractories Limited,INE133Y01011,664,1.49
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,51,0.07
Power Finance Corporation Ltd,INE134E01011,331839,1321.11
Cyient Limited,INE136B01020,17718,222.99
Neogen Chemicals Limited,INE136S01016,2005,28.01
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
KFin Technologies Limited,INE138Y01010,48246,541.93
"National Aluminium Co. Ltd.,",INE139A01034,222481,785.29
UCAL LIMITED,INE139B01016,550,0.70
