SEBI REPORT For Trade date 18-Feb-2026


Sr.No.,Particulars,Rs. In Lakhs,
ADITYA BIRLA REAL ESTATE LIMITED,INE055A01016,8181,157.31
Cyient DLM Limited,INE055S01018,29331,134.07
IVALUE INFOSOLUTIONS LIMITED,INE056801025,263,0.70
Refex Industries Limited,INE056I01025,23906,68.22
Sanofi India Ltd,INE058A01010,1050,46.66
"Cipla Ltd.,",INE059A01026,22039,325.54
La Opala RG Ltd.,INE059D01020,6015,14.52
Hindware Home Innovation Limited,INE05AN01011,3209,9.63
Ratnaveer Precision Engineering Limited,INE05CZ01011,5001,7.70
Indogulf Cropsciences Limited,INE05J901018,419,0.48
Likhitha Infrastructure Limited,INE060901027,599,1.81
Navneet Education Limited,INE060A01024,7610,11.62
DEV INFORMATION TECHNOLOGY LIMITED,INE060X01034,300,0.11
FORTIS HEALTHCARE LIMITED,INE061F01013,19223,180.31
"State Bank Of India,",INE062A01020,65023,684.06
ALICON,INE062D01024,56,0.49
Pondy Oxides & Chemicals Limited,INE063E01053,5870,76.20
Equitas Small Finance Bank Limited,INE063P01018,142903,95.04
TIMES GROUP,INE064A01026,532654,1777.20
Trident Ltd.,INE064C01022,1229439,355.93
AEROFLEX ENTERPRISES LIMITED,INE065D01027,3491,3.52
Indegene Limited,INE065X01017,7953,45.10
Eicher Motors Ltd.,INE066A01021,2032,147.58
Hindustan Aeronautics Limited,INE066F01020,106528,4876.31
Wonderla Holidays Limited,INE066O01014,3030,19.34
Inox Wind Limited,INE066P01011,454553,654.46
CG Power and Industrial Solutions Limited,INE067A01029,58647,413.27
CANTABIL RETAIL INDIA LIMITED,INE068L01024,26003,66.96
Gland Pharma Limited,INE068V01023,1903,35.50
EMBASSY DEVELOPMENTS LIMITED,INE069I01010,4076,5.20
ECOS (India) Mobility & Hospitality Limited,INE06HJ01020,3417,6.84
INDIQUBE SPACES LIMITED,INE06ST01018,957,2.21
LAXMI INDIA FINANCE LIMITED,INE06WU01026,3996,5.57
Gem Aromatics Limited,INE06XZ01023,4132,7.27
SHANTI GOLD INTERNATIONAL LIMITED,INE06ZD01017,31806,67.77
SHREE CEMENT,INE070A01015,379,103.51
Jai Corp Limited,INE070D01027,29003,44.82
INSECTCID,INE070I01018,99,0.81
Ugar Sugar Works Ltd.,INE071E01023,1731,0.99
Epigral Limited,INE071N01016,2738,43.32
India Homes Limited,INE072A01029,10000000,1300.00
Associated Alcohols & Breweries Ltd,INE073G01016,3608,35.70
Sona BLW Precision Forgings Limited,INE073K01018,51529,265.26
Praj Industries Ltd.,INE074A01025,133187,549.51
Paramount Communications Ltd.,INE074B01023,101833,49.22
WIPRO LTD.,INE075A01022,368555,867.96
G M BREWERIE,INE075D01018,4886,58.19
HealthCare Global Enterprises Limited,INE075I01017,1525,9.65
SIYAR SILK M,INE076B01028,4637,32.14
IFB Agro Industries Ltd,INE076C01018,17,0.22
GOCL Corporation Limited ,INE077F01035,394,1.45
Vikram Solar Limited,INE078V01014,69188,178.67
Ambuja Cements Ltd.,INE079A01024,72961,409.03
Gateway Distriparks Limited,INE079J01017,67023,43.17
ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,66673,240.77
Easy Trip Planners Limited,INE07O001026,1315490,171.42
NDR Auto Components Limited,INE07OG01012,384,3.67
Supriya Lifescience Limited,INE07RO01027,12226,89.57
Pavna Industries Limited,INE07S101038,6887,1.81
Restaurant Brands Asia Limited,INE07T201019,252612,177.06
IRM ENERGY LIMITED,INE07U701015,9077,29.42
HITACHI ENERGY INDIA LIMITED,INE07Y701011,976,204.91
LLOYDS ENTERPRISES LIMITED,INE080I01025,3099209,2383.38
TATA IORN AN,INE081A01020,377759,702.96
"Kopran Ltd.,",INE082A01010,5124,7.76
Morepen Laboratories Ltd.,INE083A01026,242071,124.06
Themis Medicare Ltd.,INE083B01024,1597,2.15
BANK OF INDI,INE084A01016,339144,533.36
Amanta Healthcare Limited,INE084K01015,28,0.04
WeWork India Management Limited,INE085001019,1223,7.51
CHAMBAL FERT,INE085A01013,751745,3337.61
Thangamayil Jewellery Limited,INE085J01014,1048,40.72
"Electrosteel Castings Ltd.,",INE086A01029,253557,243.99
KESORAM IND,INE087A01019,846,0.04
Shree Renuka Sugars Ltd.,INE087H01022,773321,237.49
Paradeep Phosphates Limited,INE088F01024,522585,845.68
DR.REDDY'S L,INE089A01031,10720,135.55
Sterlite Technologies Limited.,INE089C01029,24242,31.68
MUFIN GREEN FINANCE LIMITED,INE08KJ01020,17946,21.25
Krsnaa Diagnostics Limited,INE08LI01020,2255,15.98
M & B ENGINEERING LIMITED,INE08N601015,9193,36.41
SANSTAR LIMITED,INE08NE01025,5911,5.72
Samhi Hotels Limited,INE08U801020,60185,119.78
Greenpanel Industries Limited,INE08ZM01014,4387,12.01
Scoda Tubes Limited,INE090501011,14379,24.30
ICICI Bank Ltd.,INE090A01021,30759,430.60
Jai Balaji Industries Limited,INE091G01026,76084,64.55
TATA CHEMICA,INE092A01019,85883,666.11
INDIA NIPP E,INE092B01025,244,2.15
IDFC FIRST BANK LIMITED,INE092T01019,728199,569.63
Hexaware Technologies Limited,INE093A01041,10891,71.32
OBEROI REALTY LIMITED,INE093I01010,3563,61.03
LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,226407,141.85
HINDUSTAN PE,INE094A01015,81093,373.44
Kolte-Patil Developers Ltd,INE094I01018,3992,13.56
UTI Asset Management Company Limited,INE094J01016,7718,97.98
Mishtann Foods Limited,INE094S01041,200,0.01
IndusInd Bank Ltd.,INE095A01012,34394,321.48
NBCC (India) Limited,INE095N01031,817744,869.47
NUCLEU SOF E,INE096B01018,440,4.67
Amrutanjan Health Care Limited,INE098F01031,201,1.50
Mishra Dhatu Nigam Limited,INE099Z01011,49596,190.65
Aarti Surfactants Limited,INE09EO01013,102,0.41
Gujarat Fluorochemicals Limited,INE09N301011,2125,75.39
Indigo Paints Limited,INE09VQ01012,1378,15.91
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,3555,17.61
VISHNU PRAKASH R PUNGLIA LIMITED,INE0AE001013,178249,130.30
Ceigall India Limited,INE0AG901020,5165,14.96
Hemisphere Properties India Limited,INE0AJG01018,59197,88.37
ADVAIT ENERGY TRANSITIONS LIMITED,INE0ALI01010,105,1.86
Leela Palaces Hotels & Resorts Limited,INE0AQ201015,1645,7.39
KRONOX LAB SCIENCES LIMITED,INE0ATZ01017,316,0.58
Bansal Wire Industries Limited,INE0B9K01025,2762,8.59
Go Fashion (India) Limited,INE0BJS01011,9542,52.04
Premier Energies Limited,INE0BS701011,296328,2929.88
C.E. Info Systems Limited,INE0BV301023,5178,86.67
Aether Industries Limited,INE0BWX01014,5582,51.30
PROSTARM INFO SYSTEMS LIMITED,INE0BX301013,4063,7.63
Jubilant Ingrevia Limited,INE0BY001018,9529,68.87
Oswal Pumps Limited,INE0BYP01024,48509,235.92
Urban Company Limited,INE0CAZ01013,28807,37.14
Mukka Proteins Limited,INE0CG401037,31542,12.05
Knowledge Marine & Engineering Works Limited,INE0CJD01029,1146,20.22
Western Carriers (India) Limited,INE0CJF01024,32936,43.30
RateGain Travel Technologies Limited,INE0CLI01024,2122144,13021.74
Meghmani Organics Limited,INE0CT101020,561122,398.85
GMR Power and Urban Infra Limited,INE0CU601026,52121,62.66
Anthem Biosciences Limited,INE0CZ201020,8411,59.52
Sigachi Industries Limited,INE0D0K01022,274459,96.29
India Pesticides Limited,INE0D6701023,31488,63.49
Ksolves India Limited,INE0D6I01023,255,0.92
RailTel Corporation of India Limited,INE0DD101019,146525,562.84
PIRAMAL PHARMA LIMITED,INE0DK501011,270108,524.51
Fairchem Organics Limited,INE0DNW01011,1643,16.77
Nureca Limited,INE0DSF01015,361,1.02
INNOVA CAPTAB LIMITED,INE0DUT01020,768,6.79
Syrma SGS Technology Limited,INE0DYJ01015,86759,669.45
Wakefit Innovations Limited,INE0E7301029,1241,2.61
HMA Agro Industries Limited,INE0ECP01024,481,0.15
TARC LIMITED,INE0EK901012,43718,74.23
Network People Services Technologies Limited,INE0FFK01017,1250,23.42
Deep Industries Limited,INE0FHS01024,14793,66.39
Motisons Jewellers Limited,INE0FRK01020,372166,67.88
Motherson Sumi Wiring India Limited,INE0FS801015,376922,168.82
Markolines Pavement Technologies Limited,INE0FW001016,2500,4.13
EPACK Durable Limited,INE0G5901015,950130,3691.66
Exxaro Tiles Limited,INE0GFE01026,402,0.03
Tatva Chintan Pharma Chem Limited,INE0GK401011,3354,43.28
HP Adhesives Limited,INE0GSL01024,1348,0.64
ALL TIME PLASTICS LIMITED,INE0GV601021,296,0.79
Windlas Biotech Limited,INE0H5O01029,977,8.37
ArisInfra Solutions Limited,INE0H9P01028,51593,59.07
Fabtech Technologies Limited,INE0HF201011,3205,6.48
One Mobikwik Systems Limited,INE0HLU01028,70155,168.91
Tracxn Technologies Limited,INE0HMF01019,370,0.30
Billionbrains Garage Ventures Limited,INE0HOQ01053,502175,866.15
DDEV PLASTIKS INDUSTRIES LIMITED,INE0HR601026,2723,8.07
Le Travenues Technology Limited,INE0HV901016,33994,85.11
Dhampur Bio Organics Limited,INE0I3401014,11,0.01
Latent View Analytics Limited,INE0I7C01011,29755,129.01
Capillary Technologies India Limited,INE0ILV01024,2657,15.80
AEGIS VOPAK TERMINALS LIMITED,INE0INX01018,19287,48.83
Veranda Learning Solutions Limited,INE0IQ001011,1145,2.50
Data Patterns (India) Limited,INE0IX101010,19202,512.05
Rashi Peripherals Limited,INE0J1F01024,5694,19.01
LIFE INSURANCE CORPORATION OF INDIA,INE0J1Y01017,106228,980.63
Honasa Consumer Limited,INE0J5401028,28181,85.43
Jeena Sikho Lifecare Limited,INE0J5801029,10241,72.28
Venus Pipes & Tubes Limited,INE0JA001018,6184,83.87
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,INE0JO301016,21639,153.96
Sanathan Textiles Limited,INE0JPD01013,108,0.52
YATRA ONLINE LIMITED,INE0JR601024,13861,22.72
DREAMFOLKS SERVICES LIMITED,INE0JS101016,1329,6.00
Harsha Engineers International Limited,INE0JUS01029,300601,1247.36
Garuda Construction and Engineering Limited,INE0JVO01026,20631,41.32
Valiant Laboratories Limited,INE0JWS01017,560,0.93
Blue Jet Healthcare Limited,INE0KBH01020,49453,251.95
Eureka Forbes Limited,INE0KCE01017,99738,519.27
Rhetan TMT Limited,INE0KKN01029,109031,28.31
DCX Systems Limited,INE0KL801015,104019,243.39
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,INE0KNT01012,316,0.66
Bajel Projects Limited,INE0KQN01018,575,1.01
Gopal Snacks Limited,INE0L9R01028,10408,36.10
Avalon Technologies Limited,INE0LCL01028,6545,68.82
Ather Energy Limited,INE0LEZ01016,15314,110.68
ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,67902,155.67
Cello World Limited,INE0LMW01024,10125,59.89
IKIO Technologies Limited,INE0LOJ01019,4958,13.20
Physicswallah Limited,INE0LP301011,220485,263.44
Aarti Pharmalabs Limited,INE0LRU01027,9689,81.14
Quadrant Future Tek Limited,INE0LRY01011,25827,96.39
Ola Electric Mobility Limited,INE0LXG01040,1472361,517.76
REDTAPE Limited,INE0LXT01019,37042,51.82
STANDARD ENGINEERING TECHNOLOGY LIMITED,INE0M4D01010,5834,7.80
J.G.Chemicals Limited,INE0MB501011,3486,14.68
REGAAL RESOURCES LIMITED,INE0MHO01029,3526,2.39
Pyramid Technoplast Limited,INE0MIS01010,241,0.36
Epack Prefab Technologies Limited,INE0MLS01022,9992,26.52
TRUALT BIOENERGY LIMITED,INE0MWH01014,5457,23.35
Udayshivakumar infra limited,INE0N0Y01013,3735,0.96
Rishabh Instruments Limited,INE0N2P01017,155,0.66
BEML Land Assets Limited,INE0N7W01012,1169,2.50
SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,1076,5.42
BLS E-Services Limited,INE0NLT01010,3258,5.52
Allcargo Terminals Limited,INE0NN701020,500,0.26
NMDC Steel Limited,INE0NNS01018,624079,274.75
NETWEB TECHNOLOGIES INDIA LIMITED,INE0NT901020,23719,809.20
Kross Limited,INE0O6601022,5402,11.91
Indef Manufacturing Limited,INE0O9T01021,535,2.23
JNK India Limited,INE0OAF01028,3182,7.75
Rossell Techsys Limited,INE0OJW01016,1976,14.94
NTPC GREEN ENERGY LIMITED,INE0ONG01011,498357,495.87
Deepak Builders and Engineers India Limited,INE0OPA01019,1359,1.60
EMS LIMITED,INE0OV601013,29651,144.65
Shipping Corporation of India Land and Assets Limited,INE0PB301013,32822,16.47
RBZ Jewellers Limited,INE0PEQ01016,150,0.20
MANGAL ELECTRICAL INDUSTRIES LIMITED,INE0PKD01011,1312,3.47
Orient Technologies Limited,INE0PPK01015,8505,30.45
SARASWATI SAREE DEPOT LIMITED,INE0PQ101010,50,0.04
Platinum Industries Limited,INE0PT501018,4292,12.32
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,INE0Q3J01015,13925,115.30
SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,216,3.39
International Gemmological Institute India Limited,INE0Q9301021,11862,42.49
KRYSTAL INTEGRATED SERVICES LIMITED,INE0QN801017,15,0.09
Sudeep Pharma Limited,INE0QPI01025,918,6.16
ARKADE DEVELOPERS LIMITED,INE0QRL01017,26042,41.28
Denta Water and Infra Solutions Limited,INE0R4L01018,6186,20.67
SRM CONTRACTORS LIMITED,INE0R6Z01013,441,2.07
PATEL RETAIL LIMITED,INE0R8B01010,2129,4.62
SENORES PHARMACEUTICALS LIMITED,INE0RB801010,10625,84.26
Gala Precision Engineering Limited,INE0RE001014,85,0.78
Tolins Tyres Limited,INE0RWQ01014,2438,4.24
Stallion India Fluorochemicals Limited,INE0RYC01010,33,0.13
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,INE0S2G01011,3573,1.85
Pace Digitek Limited,INE0S3G01027,32573,62.39
CRIZAC LIMITED,INE0S4R01014,26340,73.47
QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,INE0SII01026,11193,92.05
VMS TMT LIMITED,INE0SJA01013,21,0.01
MAMATA MACHINERY LIMITED,INE0TO701015,10463,49.26
Glottis Limited,INE0TQE01026,4227,2.36
Solarworld Energy Solutions Limited,INE0TY101024,12057,28.91
Unimech Aerospace and Manufacturing Limited,INE0U3I01011,1004,9.45
Bluspring Enterprises Limited,INE0U4101014,23984,19.45
Digitide Solutions Limited,INE0U4701011,21176,39.31
BlackBuck Limited,INE0UIZ01018,3802,24.63
Sanofi Consumer Healthcare India Limited,INE0UOS01011,63,2.97
GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,INE0V0W01025,575,0.62
HYUNDAI MOTOR INDIA LIMITED,INE0V6F01027,14688,358.31
CARRARO INDIA LIMITED,INE0V7W01012,968,5.14
Sri Lotus Developers and Realty Limited,INE0V9Q01010,72179,126.68
Meesho Limited,INE0VDM01015,3437,5.29
Dev Accelerator Limited,INE0VOV01021,1200,0.47
Sagility Limited,INE0W2G01015,1368941,689.55
Laxmi Dental Limited,INE0WO601020,6233,15.74
Midwest Limited,INE0XAD01024,3365,46.95
Jain Resource Recycling Limited,INE0YD401026,47899,190.63
Atlanta Electricals Limited,INE0Z4F01028,893,7.71
ATUL LTD.,INE100A01010,700,50.03
"W.S. Industries (India) Ltd.,",INE100D01014,28,0.02
Mahindra & Mahindra Ltd.,INE101A01026,35704,1285.41
Granules India Ltd.,INE101D01020,30118,174.99
Afcons Infrastructure Limited,INE101I01011,27110,101.55
HLV LIMITED,INE102A01024,5650,0.82
Choice International Ltd,INE102B01014,402148,3050.14
Godrej Consumer Products Ltd.,INE102D01028,3835,47.93
Allied Digital Services Limited,INE102I01027,7018,13.96
MANGALORE RE,INE103A01014,148412,263.69
SMC Global Securities Limited,INE103C01036,216,0.15
TRAVEL FOOD SERVICES LIMITED,INE103V01028,160,1.96
TVS Holdings Limited,INE105A01035,220,32.29
RPG Life Sciences Limited,INE105J01010,158,3.67
HI-TECH PIPES LIMITED,INE106T01025,324592,318.23
TAMILNADU NE,INE107A01015,14311,23.87
Awfis Space Solutions Limited,INE108V01019,11217,57.49
SHIPPING COR,INE109A01011,169631,432.49
ARMAN FIN,INE109C01017,595,9.24
Mindteck (India) Ltd,INE110B01017,1307,2.94
CONTAIN CORP,INE111A01025,84969,481.58
FINANC TECHN,INE111B01023,691,5.78
PAUSHAK LIMITED (formerly known as Darshak Limited),INE111F01024,100,0.47
PDS LIMITED,INE111Q01021,3786,13.32
Metropolis Healthcare Limited,INE112L01020,1094,21.91
GUJ NARMADA,INE113A01013,53147,279.09
STEEL AUTHOR,INE114A01011,337975,511.72
Lic Housing Finance Ltd.,INE115A01026,95339,560.30
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,INE115Q01022,817,14.28
Apcotex Industries Limited,INE116A01032,138,0.49
ZF STEERING,INE116C01012,100,0.91
ABB Ltd.,INE117A01022,6986,400.10
BAJ HOLD INV,INE118A01012,1704,200.81
Nuvoco Vistas Corporation Limited,INE118D01016,18052,67.66
PARK MEDI WORLD LIMITED,INE119201023,5505,9.10
Balrampur Chini Mills Ltd.,INE119A01028,9033,46.79
Carborundum Universal Ltd.,INE120A01034,4598,43.21
CHOL INV FN,INE121A01024,10775,181.35
JSW Energy Limited,INE121E01018,72775,380.93
INDUS TOWERS LIMITED,INE121J01017,42397,182.48
Amagi Media Labs Limited,INE121R01077,355,1.48
"MMTC Ltd.,",INE123F01029,162249,111.66
SBI Life Insurance Company Limited,INE123W01016,1312,23.30
Steelcast Ltd.,INE124E01038,350,0.75
DELTA CORP,INE124G01033,240276,209.84
"E.I.D. Parry (India) Ltd.,",INE126A01031,5723,56.88
APOLLO PIPES LIMITED,INE126J01016,4411,15.60
HDFC Asset Management Company Limited,INE127D01025,9332,262.86
Goodluck India Limited,INE127I01024,3555,40.40
K.P. Energy Limited,INE127T01021,32128,118.50
Eveready Industries India Ltd.,INE128A01029,19720,70.81
Five-Star Business Finance Ltd.,INE128S01021,35180,182.75
Archean Chemical Industries Limited,INE128X01021,4496,28.45
GAIL INDIA,INE129A01019,496523,864.66
SAMBHV STEEL TUBES LIMITED,INE12NJ01018,32216,34.62
Fujiyama Power Systems Limited,INE12UR01024,752,1.60
Gujarat Mineral Development Corpora,INE131A01031,182906,937.53
Relaxo Footwears Ltd.,INE131B01039,14596,64.89
Aurionpro Solutions Ltd.,INE132H01018,4911,54.94
Akzo Nobel India Limited,INE133A01011,1786,57.20
TILAKNAG IND,INE133E01013,42340,199.76
IFGL Refractories Limited,INE133Y01011,764,1.67
KIRLOSKAR ELECTRIC COMPANY LTD.,INE134B01017,367,0.40
Power Finance Corporation Ltd,INE134E01011,267408,1090.12
Cyient Limited,INE136B01020,20714,252.43
Neogen Chemicals Limited,INE136S01016,2039,28.79
Peninsula Land Limited,INE138A01028,1000,0.31
Kanoria Chemicals & Industries Ltd.,INE138C01024,1405,1.48
